match_id,team,possession_pct,total_xg,epr,style
3817866,Kerala Blasters,40.95,1.7743665683083236,23.08,Balanced
3817867,NorthEast United,51.69,0.798575924243778,64.73,Patient Build-up
3817867,Mumbai City,48.31,2.533629909157753,19.07,Clinical/Direct
3817868,Chennaiyin,53.39,1.425446256995201,37.45,Balanced
3817868,Bengaluru,46.61,3.3818453941494226,13.78,Clinical/Direct
3817869,Bengaluru,58.79,0.9922792841680348,59.25,Patient Build-up
3817869,Hyderabad,41.21,0.5769525030627847,71.43,Patient Build-up
3817870,Goa,62.59,2.3880994971841574,26.21,Balanced
3817870,Kerala Blasters,37.41,2.9912366531789303,12.51,Clinical/Direct
3817871,NorthEast United,51.51,0.30396075639873743,169.46,Patient Build-up
3817871,Hyderabad,48.49,3.033452211879194,15.99,Clinical/Direct
3817872,Bengaluru,51.84,1.9445402277633548,26.66,Balanced
3817872,Odisha,48.16,1.691104066092521,28.48,Balanced
3817873,ATK Mohun Bagan,56.15,2.327378607355058,24.13,Balanced
3817873,NorthEast United,43.85,1.2593737142160535,34.82,Balanced
3817874,Goa,57.25,1.2941624466329813,44.24,Patient Build-up
3817874,Bengaluru,42.75,0.6885039685294032,62.09,Patient Build-up
3817875,Goa,69.28,1.5420202044770122,44.93,Patient Build-up
3817875,Jamshedpur,30.72,0.3945635240525007,77.86,Patient Build-up
3817876,Chennaiyin,51.19,0.716040363535285,71.49,Patient Build-up
3817876,NorthEast United,48.81,3.241692498791963,15.06,Clinical/Direct
3817877,Bengaluru,64.48,1.6039958922192454,40.2,Patient Build-up
3817877,NorthEast United,35.52,1.93327531311661,18.37,Clinical/Direct
3817878,East Bengal,52.04,1.2435902208089828,41.85,Patient Build-up
3817878,Hyderabad,47.96,2.927731556817889,16.38,Clinical/Direct
3817879,Hyderabad,55.79,1.2117281593382359,46.04,Patient Build-up
3817879,Chennaiyin,44.21,0.9098908905871212,48.59,Patient Build-up
3817880,Chennaiyin,58.26,1.5605420600622892,37.33,Balanced
3817880,Odisha,41.74,1.9555698614567518,21.34,Balanced
3817881,Jamshedpur,51.15,2.0143008213490248,25.39,Balanced
3817881,Kerala Blasters,48.85,0.28124795760959387,173.69,Patient Build-up
3817882,Chennaiyin,52.2,0.6851272145286202,76.19,Patient Build-up
3817882,East Bengal,47.8,1.5954273659735918,29.96,Balanced
3817883,Bengaluru,58.88,1.41084745246917,41.73,Patient Build-up
3817883,Jamshedpur,41.12,1.1547559797763824,35.61,Balanced
