player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Achraf Hakimi Mouh,Paris Saint-Germain,3837706,7,0.635,0.091,22.0,637.0,0.09
Laxmikant Kattimani,Hyderabad,3813288,1,0.091,0.091,1.0,92.0,0.09
Eren Sami Dinkçi,FC Heidenheim,3895244,1,0.075,0.075,1.0,75.0,0.09
Achraf Hakimi Mouh,Paris Saint-Germain,3837785,2,0.181,0.091,8.0,182.0,0.09
Mohammed Irshad,NorthEast United,3817859,2,0.09,0.045,2.0,90.0,0.09
Anirudh Thapa,Chennaiyin,3817880,6,0.651,0.093,14.0,651.0,0.09
Mohammad Sajid Dhot,Chennaiyin,3817882,1,0.047,0.047,3.0,47.0,0.09
Islam Slimani,Lyon,3802752,4,0.372,0.093,7.0,372.0,0.09
Gabriel Gudmundsson,Lille,3837662,2,0.112,0.056,4.0,112.0,0.09
Gurpreet Singh Sandhu,Bengaluru,3813287,5,0.445,0.089,8.0,445.0,0.09
Seko Fofana,Lens,3837947,7,0.622,0.089,29.0,623.0,0.09
Anisa Anwar Ali,Goa,3813266,5,0.555,0.093,14.0,558.0,0.09
Harry Kane,Bayern Munich,3895074,3,0.252,0.084,4.0,252.0,0.09
Jadon Sancho,Borussia Dortmund,3895309,4,0.336,0.067,30.0,335.0,0.09
Anirudh Thapa,Chennaiyin,3813294,1,0.088,0.088,2.0,88.0,0.09
Asish Rai,Hyderabad,3813288,2,0.161,0.081,5.0,162.0,0.09
Jean-Claude Billong,Clermont Foot,3803000,1,0.088,0.088,1.0,88.0,0.09
Nathan Tella,Bayer Leverkusen,3895232,2,0.191,0.064,6.0,192.0,0.09
Lalrinliana Hnamte,East Bengal,3817893,1,0.056,0.056,2.0,56.0,0.09
Bikash Jairu,East Bengal,3813298,3,0.271,0.09,4.0,270.0,0.09
Jorge Ortiz Mendoza,Goa,3813315,3,0.278,0.093,8.0,279.0,0.09
Amine Adli,Bayer Leverkusen,3895250,4,0.312,0.078,8.0,312.0,0.09
Marco Verratti,Paris Saint-Germain,3802665,10,0.908,0.091,35.0,920.0,0.089
Aniket Anil Jadhav,Hyderabad,3817884,2,0.136,0.045,4.0,138.0,0.089
Kylian Mbappé Lottin,Paris Saint-Germain,3837839,2,0.38,0.095,32.0,384.0,0.089
Hugo Adnan Boumous,ATK Mohun Bagan,3813291,4,0.252,0.063,6.0,256.0,0.089
Marcos Aoás Corrêa,Paris Saint-Germain,3837680,5,0.512,0.085,25.0,516.0,0.089
Alejandro Grimaldo García,Bayer Leverkusen,3895286,16,1.668,0.093,49.0,1692.0,0.089
Héctor Rodas Ramírez,Odisha,3817851,1,0.093,0.093,2.0,94.0,0.089
André Filipe Tavares Gomes,Lille,3837876,8,0.91,0.091,30.0,920.0,0.089
Ian Maatsen,Borussia Dortmund,3895309,3,0.134,0.045,10.0,135.0,0.089
Lukáš Hrádecký,Bayer Leverkusen,3895086,3,0.256,0.085,10.0,258.0,0.089
Glan Martins,Goa,3813315,7,0.643,0.092,20.0,651.0,0.089
Mickaël Nade,Saint-Étienne,3802709,2,0.352,0.088,8.0,356.0,0.089
Anisa Anwar Ali,Goa,3817870,4,0.368,0.092,9.0,372.0,0.089
Wungngayam Muirang,Bengaluru,3817861,4,0.258,0.065,10.0,260.0,0.089
Lukáš Hrádecký,Bayer Leverkusen,3895302,3,0.26,0.087,7.0,264.0,0.089
Hira Mondal,East Bengal,3817888,5,0.448,0.09,13.0,455.0,0.089
Nuno Mendes,Paris Saint-Germain,3802752,7,0.618,0.088,19.0,623.0,0.089
Vladimir Koman Jr.,Chennaiyin,3817900,2,0.091,0.046,3.0,92.0,0.089
Jodel Dossou,Clermont Foot,3803000,2,0.129,0.065,4.0,130.0,0.089
Germanpreet Singh,Chennaiyin,3813283,2,0.109,0.054,3.0,110.0,0.089
Álvaro Vázquez García,Kerala Blasters,3817855,2,0.189,0.094,6.0,190.0,0.089
Borja Iglesias Quintas,Bayer Leverkusen,3895292,4,0.26,0.065,7.0,264.0,0.089
Marco Verratti,Paris Saint-Germain,3837680,7,0.758,0.095,31.0,768.0,0.089
Liston Colaco,ATK Mohun Bagan,3817884,2,0.183,0.091,5.0,186.0,0.089
Jerry Lalrinzuala,Chennaiyin,3813294,3,0.273,0.091,6.0,276.0,0.089
Pragyan Sundar Gogoi,NorthEast United,3817893,3,0.333,0.083,6.0,336.0,0.089
David Joel Williams,ATK Mohun Bagan,3813313,3,0.364,0.091,11.0,368.0,0.089
Parag Satish Shrivas,Bengaluru,3813285,7,0.34,0.049,13.0,343.0,0.089
Ahmed Jahouh,Mumbai City,3817862,4,0.419,0.084,24.0,425.0,0.089
Jonathan Gradit,Lens,3837947,6,0.477,0.08,16.0,486.0,0.088
Joel Joseph Chianese,Hyderabad,3813272,4,0.346,0.069,11.0,355.0,0.088
Dante Bonfim da Costa Santos,OGC Nice,3837938,7,0.707,0.088,25.0,720.0,0.088
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837771,7,0.616,0.088,21.0,630.0,0.088
Yan Valery,Angers,3837954,6,0.61,0.087,31.0,623.0,0.088
Iago Amaral Borduchi,Augsburg,3895348,2,0.18,0.09,6.0,184.0,0.088
Marcos Paulo Mesquita Lopes,Troyes,3837771,3,0.257,0.086,5.0,264.0,0.088
Mashoor Shereef Thangalakath,NorthEast United,3813306,1,0.027,0.027,2.0,28.0,0.088
Iván Garrido González,Goa,3813308,3,0.274,0.091,12.0,282.0,0.088
Ariel Borysiuk,Chennaiyin,3817882,3,0.261,0.087,4.0,267.0,0.088
Manuel Gulde,Freiburg,3895275,4,0.452,0.09,17.0,465.0,0.088
Paul Joly,Auxerre,3837785,4,0.223,0.056,17.0,228.0,0.088
Presnel Kimpembe,Paris Saint-Germain,3802752,6,0.805,0.089,22.0,819.0,0.088
Adrián Nicolás Luna Retamar,Kerala Blasters,3817855,6,0.574,0.096,14.0,588.0,0.088
Ritsu Doan,Freiburg,3895275,3,0.346,0.086,9.0,352.0,0.088
Hugo Ekitike,Paris Saint-Germain,3837928,1,0.032,0.032,2.0,33.0,0.088
Thibault De Smet,Stade de Reims,3837839,7,0.633,0.09,24.0,651.0,0.088
Jeremie Frimpong,Bayer Leverkusen,3895320,3,0.345,0.086,10.0,352.0,0.088
Eduardo Bedia Peláez,Goa,3813315,6,0.546,0.091,21.0,558.0,0.088
Marco Verratti,Paris Saint-Germain,3802930,3,0.227,0.076,22.0,231.0,0.088
Mohammad Nawaz,Mumbai City,3813312,2,0.269,0.09,18.0,276.0,0.088
Falaye Sacko,Saint-Étienne,3802709,2,0.358,0.089,5.0,364.0,0.088
Suhair Vadakkepeedika,NorthEast United,3813276,4,0.354,0.088,7.0,360.0,0.088
Lalrinliana Hnamte,East Bengal,3813304,1,0.072,0.072,1.0,74.0,0.088
Parag Satish Shrivas,Bengaluru,3813287,5,0.417,0.083,11.0,425.0,0.088
Wilson Odobert,Troyes,3837771,5,0.468,0.078,15.0,480.0,0.088
Arshdeep Singh Saini,Odisha,3817894,2,0.181,0.091,2.0,186.0,0.088
Danish Farooq Bhat,Bengaluru,3813299,2,0.112,0.056,10.0,116.0,0.087
Ritwik Kumar Das,Jamshedpur,3817899,2,0.145,0.073,8.0,150.0,0.087
Rahim Ali,Chennaiyin,3817876,2,0.134,0.067,3.0,138.0,0.087
Eduardo García Martín,Hyderabad,3813305,5,0.424,0.071,9.0,438.0,0.087
Jorge Rolando Pereyra Díaz,Kerala Blasters,3817851,4,0.356,0.089,12.0,368.0,0.087
Rehnesh Thumbirumbu Paramba,Jamshedpur,3813269,1,0.078,0.078,2.0,81.0,0.087
Vitor Machado Ferreira,Paris Saint-Germain,3837938,4,0.358,0.089,26.0,368.0,0.087
Robert Andrich,Bayer Leverkusen,3895292,10,1.088,0.091,29.0,1128.0,0.087
Pronay Halder,Jamshedpur,3817899,2,0.174,0.087,3.0,180.0,0.087
Pritam Kotal,ATK Mohun Bagan,3817856,4,0.24,0.06,9.0,248.0,0.087
Christian Günter,Freiburg,3895275,3,0.36,0.09,14.0,372.0,0.087
Himad Abdelli,Angers,3837954,8,0.788,0.088,43.0,819.0,0.087
Liston Colaco,ATK Mohun Bagan,3813312,2,0.091,0.046,4.0,94.0,0.087
Moritz Jenz,Lorient,3802690,2,0.161,0.081,3.0,166.0,0.087
Birger Meling,Rennes,3837918,4,0.34,0.085,11.0,352.0,0.087
Marcos Aoás Corrêa,Paris Saint-Germain,3802793,6,0.625,0.089,22.0,644.0,0.087
Jerry Lalrinzuala,Chennaiyin,3817879,2,0.276,0.092,4.0,285.0,0.087
Prabir Das,ATK Mohun Bagan,3813268,2,0.066,0.033,4.0,68.0,0.087
Mathias Coureur,NorthEast United,3813301,2,0.168,0.084,2.0,174.0,0.087
Tim Drexler,Hoffenheim,3895286,2,0.184,0.092,2.0,190.0,0.087
Hugo Adnan Boumous,ATK Mohun Bagan,3817888,19,2.025,0.092,62.0,2090.0,0.087
Abdoulaye Bamba,Angers,3837954,6,0.592,0.085,13.0,609.0,0.087
Chris Führich,VfB Stuttgart,3895167,8,0.874,0.073,27.0,912.0,0.086
Suhair Vadakkepeedika,NorthEast United,3813301,4,0.29,0.073,12.0,304.0,0.086
Cengiz Ünder,Marseille,3802902,4,0.514,0.073,27.0,539.0,0.086
Nordi Mukiele Mulere,Paris Saint-Germain,3837747,5,0.397,0.066,26.0,414.0,0.086
Yannick Gerhardt,Wolfsburg,3895113,2,0.221,0.074,6.0,231.0,0.086
Robert Andrich,Bayer Leverkusen,3895286,15,1.49,0.088,53.0,1564.0,0.086
Juan Bernat Velasco,Paris Saint-Germain,3802665,5,0.4,0.08,32.0,420.0,0.086
Sahal Abdul Samad,Kerala Blasters,3813275,1,0.066,0.066,1.0,69.0,0.086
Exequiel Alejandro Palacios,Bayer Leverkusen,3895333,3,0.269,0.09,6.0,282.0,0.086
Liston Colaco,ATK Mohun Bagan,3813303,1,0.081,0.081,1.0,85.0,0.086
Boris Singh Thangjam,Jamshedpur,3817900,4,0.195,0.039,13.0,205.0,0.086
Marco Bizot,Stade Brestois,3837902,1,0.087,0.087,1.0,91.0,0.086
Suresh Singh Wangjam,Bengaluru,3817849,5,0.62,0.089,22.0,651.0,0.086
Bikash Jairu,East Bengal,3813291,2,0.172,0.086,3.0,180.0,0.086
Marcos Aoás Corrêa,Paris Saint-Germain,3837998,5,0.627,0.09,21.0,658.0,0.086
Deepak Devrani,Chennaiyin,3817900,2,0.269,0.09,3.0,282.0,0.086
Neymar da Silva Santos Junior,Paris Saint-Germain,3837680,7,0.73,0.091,37.0,760.0,0.086
Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,3895309,2,0.234,0.078,5.0,246.0,0.086
Bipin Singh Thounajam,Mumbai City,3817864,5,0.447,0.089,14.0,465.0,0.086
Jayesh Dilip Rane,Bengaluru,3813299,2,0.175,0.088,3.0,184.0,0.086
Sanson Pereira,Goa,3813308,1,0.021,0.021,1.0,22.0,0.086
Jonathan Tah,Bayer Leverkusen,3895139,5,0.522,0.087,27.0,546.0,0.086
Carlos Soler Barragán,Paris Saint-Germain,3837859,7,0.503,0.072,26.0,525.0,0.086
Princeton Rebello,Goa,3817848,2,0.098,0.049,3.0,102.0,0.086
Hitesh Sharma,Hyderabad,3813288,3,0.194,0.065,14.0,204.0,0.086
Alexandre Monteiro de Lima,Jamshedpur,3813288,1,0.067,0.067,1.0,70.0,0.086
Josip Stanišić,Bayer Leverkusen,3895340,10,0.967,0.088,42.0,1012.0,0.086
Odilon Kossonou,Bayer Leverkusen,3895302,7,0.588,0.084,18.0,623.0,0.085
Jeremie Frimpong,Bayer Leverkusen,3895067,6,0.589,0.065,19.0,621.0,0.085
Ariel Borysiuk,Chennaiyin,3817876,3,0.27,0.09,5.0,288.0,0.085
Nuno Mendes,Paris Saint-Germain,3837785,2,0.17,0.085,8.0,180.0,0.085
Facundo Axel Medina,Lens,3837947,6,0.496,0.083,21.0,528.0,0.085
Jonathan Tah,Bayer Leverkusen,3895348,9,0.895,0.081,48.0,946.0,0.085
Renato Júnior Luz Sanches,Paris Saint-Germain,3837662,1,0.024,0.024,3.0,25.0,0.085
Sourav Das,East Bengal,3817850,2,0.164,0.082,4.0,174.0,0.085
Gianluigi Donnarumma,Paris Saint-Germain,3837717,2,0.163,0.082,3.0,172.0,0.085
Cleiton Augusto Oliveira Silva,Bengaluru,3817872,4,0.324,0.081,9.0,344.0,0.085
Amrinder Singh,ATK Mohun Bagan,3827336,4,0.448,0.09,7.0,475.0,0.085
Nicolas Höfler,Freiburg,3895275,5,0.615,0.088,17.0,651.0,0.085
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802802,6,0.6,0.086,18.0,637.0,0.085
Florian Grillitsch,Hoffenheim,3895286,1,0.09,0.09,2.0,95.0,0.085
Arne Maier,Augsburg,3895348,5,0.421,0.084,14.0,445.0,0.085
Abdou Diallo,Paris Saint-Germain,3802683,3,0.345,0.086,20.0,364.0,0.085
Borja Iglesias Quintas,Bayer Leverkusen,3895220,2,0.175,0.088,6.0,186.0,0.085
Odilon Kossonou,Bayer Leverkusen,3895134,1,0.042,0.042,1.0,44.0,0.085
Bruno Edgar Silva Almeida,Bengaluru,3817861,2,0.175,0.088,5.0,186.0,0.085
Adam Hložek,Bayer Leverkusen,3895194,3,0.167,0.056,7.0,177.0,0.085
Cássio Gabriel Vilela Ferreira,Mumbai City,3813265,4,0.299,0.06,18.0,315.0,0.085
Amarjit Singh Kiyam Singh,East Bengal,3817850,2,0.174,0.087,2.0,184.0,0.085
Odilon Kossonou,Bayer Leverkusen,3895292,9,0.804,0.089,38.0,855.0,0.085
Hugo Ekitike,Paris Saint-Germain,3837987,1,0.076,0.076,1.0,81.0,0.085
Alejandro Grimaldo García,Bayer Leverkusen,3895210,12,1.311,0.087,47.0,1395.0,0.085
Franck Honorat,Borussia Mönchengladbach,3895210,2,0.127,0.063,6.0,136.0,0.084
Danilo Teodoro Soares,Bochum,3895182,1,0.042,0.042,1.0,45.0,0.084
Neymar da Silva Santos Junior,Paris Saint-Germain,3802805,2,0.17,0.085,6.0,182.0,0.084
Mashoor Shereef Thangalakath,NorthEast United,3817873,2,0.169,0.085,4.0,182.0,0.084
Manvir Singh,ATK Mohun Bagan,3813291,1,0.084,0.084,2.0,90.0,0.084
Amrinder Singh,ATK Mohun Bagan,3817873,3,0.262,0.087,7.0,279.0,0.084
Gianluigi Donnarumma,Paris Saint-Germain,3837902,1,0.075,0.075,1.0,80.0,0.084
Alan Henrique Costa,Bengaluru,3813289,6,0.622,0.089,37.0,665.0,0.084
Halicharan Narzary,Hyderabad,3817887,1,0.021,0.021,4.0,23.0,0.084
Alberto Noguera Ripoll,Goa,3817870,5,0.442,0.088,15.0,475.0,0.084
Lukáš Hrádecký,Bayer Leverkusen,3895232,3,0.252,0.084,6.0,270.0,0.084
Imran Khan,NorthEast United,3813276,5,0.529,0.088,12.0,564.0,0.084
Laldinliana Renthlei,Jamshedpur,3813288,2,0.172,0.086,3.0,184.0,0.084
Rasmus Carstensen,FC Köln,3895258,1,0.083,0.083,2.0,89.0,0.084
Dimitry Bertaud,Montpellier,3802665,2,0.169,0.084,2.0,180.0,0.084
Jonathan Tah,Bayer Leverkusen,3895292,10,0.882,0.088,33.0,950.0,0.084
Victor Okoh Boniface,Bayer Leverkusen,3895113,3,0.259,0.086,5.0,279.0,0.084
Vladimir Koman Jr.,Chennaiyin,3813279,9,0.865,0.086,44.0,930.0,0.084
Chencho Gyeltshen,Kerala Blasters,3817858,1,0.014,0.014,2.0,15.0,0.084
Granit Xhaka,Bayer Leverkusen,3895340,10,0.804,0.073,53.0,858.0,0.084
Matej Maglica,Darmstadt 98,3895220,1,0.073,0.073,2.0,78.0,0.084
Marco Sahanek,NorthEast United,3817893,3,0.335,0.084,10.0,360.0,0.084
Ismael Doukoure,Strasbourg,3838004,3,0.236,0.079,6.0,252.0,0.084
Marvin Ducksch,Werder Bremen,3895302,1,0.082,0.082,4.0,89.0,0.083
Amine Adli,Bayer Leverkusen,3895244,6,0.481,0.08,19.0,522.0,0.083
Muhammad Ashique Kuruniyan,Bengaluru,3813293,3,0.333,0.083,13.0,360.0,0.083
Pratik Prabhakar Chaudhari,Bengaluru,3817861,2,0.172,0.086,3.0,186.0,0.083
Marco Verratti,Paris Saint-Germain,3802802,7,0.49,0.07,17.0,532.0,0.083
Ngasepam Tondonba Singh,NorthEast United,3817871,1,0.015,0.015,1.0,16.0,0.083
Robert Andrich,Bayer Leverkusen,3895340,10,0.909,0.083,43.0,990.0,0.083
Nerijus Valskis,Jamshedpur,3813288,2,0.167,0.084,3.0,182.0,0.083
Ander Herrera Agüera,Paris Saint-Germain,3802752,7,0.546,0.078,27.0,595.0,0.083
Eli Sabia Filho,Jamshedpur,3817857,3,0.253,0.084,3.0,276.0,0.083
Nordi Mukiele Mulere,Paris Saint-Germain,3837818,3,0.249,0.083,7.0,270.0,0.083
Lukáš Hrádecký,Bayer Leverkusen,3895153,2,0.161,0.081,3.0,174.0,0.083
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895292,12,1.231,0.088,43.0,1330.0,0.083
Yehvann Diouf,Stade de Reims,3837839,3,0.251,0.084,5.0,273.0,0.083
Kylian Mbappé Lottin,Paris Saint-Germain,3837998,2,0.175,0.087,9.0,190.0,0.083
Ricky Lallawmawma,Jamshedpur,3817850,5,0.408,0.082,15.0,445.0,0.083
Nikhil Poojary,Hyderabad,3817879,2,0.112,0.056,4.0,122.0,0.083
Jeremie Frimpong,Bayer Leverkusen,3895244,5,0.485,0.081,21.0,528.0,0.083
Anirudh Thapa,Chennaiyin,3817879,3,0.352,0.088,5.0,380.0,0.083
Jonathan Tah,Bayer Leverkusen,3895302,6,0.488,0.081,21.0,528.0,0.083
Rochharzela Rochharzela,NorthEast United,3813301,2,0.204,0.051,4.0,220.0,0.083
Vladimir Koman Jr.,Chennaiyin,3813283,5,0.426,0.085,8.0,465.0,0.083
Mohammad Nawaz,Mumbai City,3817901,5,0.528,0.088,17.0,570.0,0.083
Marcos Aoás Corrêa,Paris Saint-Germain,3837896,2,0.139,0.069,5.0,150.0,0.083
Rehnesh Thumbirumbu Paramba,Jamshedpur,3817856,2,0.171,0.085,2.0,186.0,0.083
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837918,9,0.788,0.088,26.0,855.0,0.083
Bradley Locko,Stade de Reims,3802696,2,0.088,0.044,4.0,96.0,0.083
Hugo Ekitike,Paris Saint-Germain,3838017,2,0.105,0.053,4.0,114.0,0.083
Bruno Guimarães Rodriguez Moura,Lyon,3802752,4,0.351,0.088,11.0,380.0,0.083
Princeton Rebello,Goa,3817894,7,0.544,0.078,15.0,588.0,0.083
Greg Stewart,Jamshedpur,3817899,5,0.397,0.079,15.0,435.0,0.082
Narayan Das,Chennaiyin,3817900,4,0.419,0.084,8.0,460.0,0.082
Gianluigi Donnarumma,Paris Saint-Germain,3837938,3,0.253,0.084,4.0,279.0,0.082
Mandar Rao Desai,Mumbai City,3817862,4,0.399,0.08,12.0,435.0,0.082
Jorge Rolando Pereyra Díaz,Kerala Blasters,3813271,2,0.16,0.08,4.0,176.0,0.082
Juan Bernat Velasco,Paris Saint-Germain,3837998,5,0.571,0.082,58.0,630.0,0.082
Marco Verratti,Paris Saint-Germain,3837918,9,0.78,0.087,36.0,855.0,0.082
Jerry Mawihmingthanga,Odisha,3817851,2,0.171,0.085,6.0,188.0,0.082
Justin-Noël Kalumba Mwana Ngongo,Angers,3837954,8,0.738,0.082,19.0,810.0,0.082
Josip Stanišić,Bayer Leverkusen,3895309,4,0.346,0.087,12.0,380.0,0.082
Manvir Singh,ATK Mohun Bagan,3813313,5,0.508,0.085,17.0,558.0,0.082
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895220,9,0.77,0.086,52.0,846.0,0.082
Bipin Singh Thounajam,Mumbai City,3817898,1,0.086,0.086,2.0,94.0,0.082
Hamza Sakhi,Auxerre,3837785,2,0.151,0.075,5.0,166.0,0.082
Konsham Chinglensana Singh,Hyderabad,3813264,4,0.336,0.084,11.0,368.0,0.082
Timothee Pembele,Paris Saint-Germain,3837902,4,0.335,0.067,8.0,370.0,0.082
Joni Ensio Kauko,ATK Mohun Bagan,3813264,2,0.088,0.044,4.0,96.0,0.082
Sahil Panwar,Odisha,3817865,2,0.246,0.082,6.0,273.0,0.081
Lalengmawia Ralte,Mumbai City,3813270,2,0.13,0.065,9.0,144.0,0.081
Lalthathanga Khawlhring,Kerala Blasters,3827767,3,0.265,0.088,5.0,294.0,0.081
Nathan Tella,Bayer Leverkusen,3895340,7,0.562,0.07,19.0,624.0,0.081
Ahmed Jahouh,Mumbai City,3817864,5,0.439,0.073,11.0,486.0,0.081
Yannick Gerhardt,Wolfsburg,3895266,3,0.227,0.076,9.0,252.0,0.081
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802907,8,0.733,0.081,15.0,819.0,0.081
Kylian Mbappé Lottin,Paris Saint-Germain,3802665,5,0.409,0.082,22.0,455.0,0.081
Mashoor Shereef Thangalakath,NorthEast United,3817876,4,0.425,0.085,12.0,475.0,0.081
Kevin Gameiro,Strasbourg,3802643,4,0.507,0.085,16.0,564.0,0.081
Benjamin Henrichs,RB Leipzig,3895052,4,0.514,0.086,17.0,570.0,0.081
Timo Hübers,FC Köln,3895258,1,0.083,0.083,1.0,92.0,0.081
Nadiem Amiri,Bayer Leverkusen,3895210,6,0.473,0.059,40.0,528.0,0.081
Robert Andrich,Bayer Leverkusen,3895220,8,0.666,0.083,22.0,744.0,0.081
Arindam Bhattacharja,East Bengal,3817850,2,0.164,0.082,3.0,182.0,0.081
Joyner Lourenco,East Bengal,3813293,2,0.162,0.081,4.0,180.0,0.081
Amine Adli,Bayer Leverkusen,3895348,3,0.166,0.055,13.0,186.0,0.081
Jeakson Singh Thaunaojam,Kerala Blasters,3827767,4,0.573,0.115,12.0,640.0,0.081
Granit Xhaka,Bayer Leverkusen,3895220,9,0.709,0.079,56.0,792.0,0.081
Greg Stewart,Jamshedpur,3817883,4,0.335,0.084,11.0,372.0,0.081
Bradden Inman,Mumbai City,3817849,1,0.084,0.084,2.0,94.0,0.08
Glan Martins,Goa,3813271,2,0.137,0.069,3.0,154.0,0.08
Kylian Mbappé Lottin,Paris Saint-Germain,3837896,6,0.649,0.081,16.0,728.0,0.08
Prince Vinny Ibara Doniama,Bengaluru,3813285,2,0.089,0.044,2.0,100.0,0.08
Lalthathanga Khawlhring,Kerala Blasters,3817851,6,0.447,0.074,12.0,504.0,0.08
Jonathan David,Lille,3837876,2,0.168,0.084,5.0,190.0,0.08
Ankit Mukherjee,East Bengal,3817878,5,0.348,0.05,15.0,392.0,0.08
Enes Sipović,Kerala Blasters,3817851,6,0.5,0.083,22.0,564.0,0.08
Edmond Fayçal Tapsoba,Bayer Leverkusen,3895309,4,0.336,0.084,16.0,376.0,0.08
Seminlen Doungel,Jamshedpur,3813315,2,0.15,0.075,3.0,168.0,0.08
Sergio Ramos García,Paris Saint-Germain,3837998,6,0.667,0.083,28.0,752.0,0.08
Jorge Ortiz Mendoza,Goa,3817863,4,0.333,0.083,10.0,376.0,0.08
Álvaro Vázquez García,Kerala Blasters,3813282,2,0.146,0.073,5.0,164.0,0.08
Julian Brandt,Borussia Dortmund,3895309,3,0.219,0.073,10.0,246.0,0.08
Konsham Chinglensana Singh,Hyderabad,3813288,2,0.161,0.081,7.0,182.0,0.08
Florian Wirtz,Bayer Leverkusen,3895210,9,0.899,0.082,42.0,1012.0,0.08
Muhammad Ashique Kuruniyan,Bengaluru,3817849,5,0.587,0.084,24.0,658.0,0.08
Jeakson Singh Thaunaojam,Kerala Blasters,3813314,4,0.325,0.081,12.0,368.0,0.08
Achraf Hakimi Mouh,Paris Saint-Germain,3802793,7,0.651,0.081,26.0,736.0,0.08
Jerry Lalrinzuala,Chennaiyin,3813283,5,0.499,0.083,11.0,564.0,0.08
Sourav Das,East Bengal,3817896,5,0.276,0.055,8.0,310.0,0.08
Nim Dorjee Tamang,Hyderabad,3813295,3,0.247,0.082,3.0,279.0,0.08
João Victor de Albuquerque Bruno,Hyderabad,3813290,2,0.162,0.081,3.0,184.0,0.079
Jessel Carneiro,Kerala Blasters,3813278,1,0.162,0.081,6.0,184.0,0.079
Pritam Kotal,ATK Mohun Bagan,3813281,1,0.081,0.081,2.0,93.0,0.079
Serigne Mourtada Fall,Mumbai City,3813273,5,0.483,0.081,20.0,552.0,0.079
Roy Krishna,ATK Mohun Bagan,3817856,3,0.248,0.083,6.0,282.0,0.079
Kevin Mbabu,Augsburg,3895194,2,0.162,0.081,6.0,184.0,0.079
Gani Ahmed Nigam,NorthEast United,3817871,2,0.083,0.041,4.0,94.0,0.079
Asish Rai,Hyderabad,3813290,1,0.077,0.077,1.0,87.0,0.079
Nuno Mendes,Paris Saint-Germain,3802802,4,0.315,0.079,10.0,360.0,0.079
Youssouf Ndayishimiye,OGC Nice,3837938,8,0.938,0.078,44.0,1068.0,0.079
Narayan Das,Chennaiyin,3817858,2,0.165,0.082,3.0,188.0,0.079
Ritwik Kumar Das,Jamshedpur,3817900,5,0.459,0.077,17.0,522.0,0.079
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802683,1,0.14,0.07,14.0,160.0,0.079
Leander D''Cunha,Goa,3817890,7,0.563,0.08,17.0,644.0,0.079
Felix Uduokhai,Augsburg,3895194,2,0.162,0.081,3.0,184.0,0.079
Tomáš Koubek,Augsburg,3895348,3,0.233,0.078,9.0,267.0,0.079
Juan Antonio González Fernández,Hyderabad,3813288,2,0.161,0.081,10.0,184.0,0.079
Valon Berisha,Stade de Reims,3802696,2,0.088,0.044,3.0,100.0,0.079
David Joel Williams,ATK Mohun Bagan,3813268,2,0.065,0.032,4.0,74.0,0.079
Hira Mondal,East Bengal,3813310,3,0.238,0.079,5.0,273.0,0.079
Anirudh Thapa,Chennaiyin,3817900,5,0.498,0.083,17.0,570.0,0.079
Ángel Fabián Di María Hernández,Paris Saint-Germain,3802802,5,0.269,0.054,11.0,305.0,0.079
Harmanjot Singh Khabra,Kerala Blasters,3813282,3,0.236,0.079,6.0,270.0,0.079
Exequiel Alejandro Palacios,Bayer Leverkusen,3895153,9,0.719,0.08,31.0,819.0,0.079
Marco Verratti,Paris Saint-Germain,3838017,7,0.551,0.079,33.0,630.0,0.079
Redeem Tlang,Goa,3817853,5,0.194,0.039,11.0,220.0,0.079
Jeffrey Gouweleeuw,Augsburg,3895194,2,0.162,0.081,8.0,184.0,0.079
Ananta Tamang,East Bengal,3817891,1,0.074,0.074,3.0,84.0,0.079
Exequiel Alejandro Palacios,Bayer Leverkusen,3895052,2,0.165,0.083,3.0,188.0,0.079
Granit Xhaka,Bayer Leverkusen,3895194,10,0.817,0.082,54.0,930.0,0.079
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802818,8,0.555,0.069,20.0,632.0,0.079
Timo Werner,RB Leipzig,3895052,1,0.107,0.053,4.0,122.0,0.079
Diogo Filipe Monteiro Pinto Leite,Union Berlin,3895292,1,0.082,0.082,4.0,94.0,0.079
Pronay Halder,Jamshedpur,3817881,2,0.124,0.062,7.0,142.0,0.079
João Victor de Albuquerque Bruno,Hyderabad,3817871,6,0.474,0.079,14.0,546.0,0.078
Raynier Fernandes,Mumbai City,3813277,1,0.058,0.058,2.0,67.0,0.078
Maximilian Arnold,Wolfsburg,3895113,6,0.725,0.081,33.0,837.0,0.078
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895210,16,1.539,0.081,78.0,1786.0,0.078
Hichem Boudaoui,OGC Nice,3802793,2,0.136,0.068,4.0,158.0,0.078
Joel Joseph Chianese,Hyderabad,3817884,5,0.484,0.069,12.0,560.0,0.078
