player,team,match_id,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
Mohammad Nawaz,Mumbai City,3813284,1,0.04,0.04,1.0,88.0,0.041
Amarjit Singh Kiyam Singh,East Bengal,3813298,1,0.011,0.011,1.0,24.0,0.041
Brajan Gruda,FSV Mainz 05,3895095,2,0.065,0.033,3.0,144.0,0.041
Ariel Borysiuk,Chennaiyin,3813286,1,0.042,0.042,2.0,92.0,0.041
Niclas Füllkrug,Borussia Dortmund,3895309,4,0.222,0.044,8.0,485.0,0.041
Lucas Tolentino Coelho de Lima,Lyon,3802752,5,0.193,0.039,22.0,425.0,0.041
Naorem Mahesh Singh,East Bengal,3817850,1,0.029,0.029,1.0,64.0,0.041
Airam López Cabrera,Goa,3817853,1,0.028,0.028,2.0,63.0,0.041
Sehnaj Singh,NorthEast United,3813294,1,0.005,0.005,1.0,12.0,0.041
Parag Satish Shrivas,Bengaluru,3813283,1,0.04,0.04,2.0,89.0,0.041
Alberto Noguera Ripoll,Goa,3817853,5,0.217,0.043,14.0,475.0,0.041
Asish Rai,Hyderabad,3813299,3,0.123,0.041,11.0,267.0,0.041
Liston Colaco,ATK Mohun Bagan,3813281,2,0.111,0.037,4.0,243.0,0.041
Akash Mishra,Hyderabad,3817860,3,0.129,0.043,9.0,282.0,0.041
Sourav Das,East Bengal,3817893,5,0.197,0.033,14.0,432.0,0.041
Achraf Hakimi Mouh,Paris Saint-Germain,3802930,6,0.254,0.042,32.0,558.0,0.041
Cleiton Augusto Oliveira Silva,Bengaluru,3813274,2,0.173,0.043,5.0,380.0,0.041
Bruno Edgar Silva Almeida,Bengaluru,3813287,2,0.113,0.038,3.0,249.0,0.041
Mirshad Koottappunna,NorthEast United,3817890,1,0.04,0.04,1.0,86.0,0.041
Rehnesh Thumbirumbu Paramba,Jamshedpur,3817857,1,0.041,0.041,2.0,90.0,0.041
Víctor Mongil Adeva,Odisha,3813301,3,0.131,0.044,6.0,291.0,0.041
Enock Kwateng,Bordeaux,3802904,7,0.299,0.043,20.0,651.0,0.041
Amey Ganesh Ranawade,Mumbai City,3813286,5,0.343,0.043,54.0,752.0,0.041
Lucas Höler,Freiburg,3895121,1,0.085,0.043,4.0,186.0,0.041
Pragyan Sundar Gogoi,NorthEast United,3817873,2,0.057,0.029,5.0,126.0,0.041
Marco Verratti,Paris Saint-Germain,3802685,2,0.085,0.042,7.0,184.0,0.041
Sivasakthi Narayanan,Bengaluru,3813285,1,0.005,0.005,2.0,12.0,0.041
Mohammed Irshad,NorthEast United,3817873,4,0.21,0.042,8.0,465.0,0.041
Alidu Seidu,Clermont Foot,3837650,3,0.123,0.041,6.0,267.0,0.041
Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3837827,3,0.128,0.043,9.0,282.0,0.041
Juan Bernat Velasco,Paris Saint-Germain,3837827,3,0.128,0.043,7.0,282.0,0.041
Mohammed Rafique,East Bengal,3813298,3,0.128,0.043,7.0,279.0,0.041
Lalhrezuala Sailung,Odisha,3813269,3,0.067,0.022,4.0,147.0,0.041
Igor Angulo Albóniga,Mumbai City,3817898,1,0.029,0.029,3.0,63.0,0.041
Matúš Bero,Bochum,3895182,1,0.079,0.039,2.0,172.0,0.041
Narender Gahlot,Jamshedpur,3813311,5,0.203,0.041,10.0,450.0,0.041
Gurpreet Singh Sandhu,Bengaluru,3813285,2,0.085,0.042,4.0,186.0,0.041
Vincent Pajot,Metz,3802948,1,0.043,0.043,5.0,94.0,0.041
Marcos Aoás Corrêa,Paris Saint-Germain,3802930,7,0.295,0.042,38.0,651.0,0.041
Sanjeev Stalin,Kerala Blasters,3817902,4,0.173,0.043,10.0,380.0,0.041
Nico Elvedi,Borussia Mönchengladbach,3895210,2,0.083,0.041,6.0,182.0,0.041
Jerry Mawihmingthanga,Odisha,3817899,3,0.124,0.041,3.0,273.0,0.041
Miguel Ángel Trauco Saavedra,Saint-Étienne,3802837,2,0.083,0.041,5.0,182.0,0.041
Provat Lakra,NorthEast United,3813306,2,0.041,0.02,8.0,92.0,0.04
Bipin Singh Thounajam,Mumbai City,3817885,3,0.165,0.041,7.0,376.0,0.04
Provat Lakra,NorthEast United,3817877,3,0.089,0.03,7.0,201.0,0.04
Aibanbha Kupar Dohling,Goa,3813272,3,0.119,0.04,5.0,270.0,0.04
Presnel Kimpembe,Paris Saint-Germain,3802930,5,0.206,0.041,23.0,460.0,0.04
Ariel Borysiuk,Chennaiyin,3817880,2,0.082,0.041,4.0,186.0,0.04
Peter Hartley,Jamshedpur,3817857,2,0.08,0.04,4.0,182.0,0.04
Rahul Kannoly Praveen,Kerala Blasters,3827767,1,0.073,0.036,2.0,162.0,0.04
Nico Schlotterbeck,Borussia Dortmund,3895309,4,0.22,0.044,21.0,490.0,0.04
Robert Andrich,Bayer Leverkusen,3895232,4,0.165,0.041,7.0,368.0,0.04
Stijn Spierings,Toulouse,3837683,7,0.283,0.04,24.0,637.0,0.04
Iván Garrido González,Goa,3813270,4,0.164,0.041,6.0,368.0,0.04
Víctor Mongil Adeva,Odisha,3813279,1,0.041,0.041,3.0,93.0,0.04
Kamaljit Singh,Odisha,3813279,1,0.041,0.041,1.0,93.0,0.04
Narayan Das,Chennaiyin,3813286,1,0.042,0.042,2.0,94.0,0.04
Baptiste Santamaría,Rennes,3802795,2,0.08,0.04,4.0,178.0,0.04
Rahul Bheke,Mumbai City,3817864,5,0.243,0.041,15.0,546.0,0.04
Paul Ramfangzauva,Odisha,3813279,2,0.07,0.035,3.0,158.0,0.04
Anton Stach,Hoffenheim,3895286,2,0.083,0.041,4.0,186.0,0.04
Patrik Schick,Bayer Leverkusen,3895194,4,0.244,0.041,8.0,546.0,0.04
Julian Weigl,Borussia Mönchengladbach,3895060,6,0.241,0.04,15.0,546.0,0.04
Laxmikant Kattimani,Hyderabad,3813299,4,0.166,0.042,8.0,372.0,0.04
Aleksandr Golovin,AS Monaco,3802683,2,0.081,0.04,7.0,182.0,0.04
Raju Eknath Gaikwad,East Bengal,3813310,3,0.122,0.041,4.0,273.0,0.04
Aibanbha Kupar Dohling,Goa,3813303,1,0.041,0.041,5.0,93.0,0.04
Naorem Roshan Singh,Bengaluru,3817891,2,0.084,0.042,5.0,190.0,0.04
Alejandro Grimaldo García,Bayer Leverkusen,3895232,5,0.238,0.04,23.0,534.0,0.04
Gurpreet Singh Sandhu,Bengaluru,3813299,3,0.12,0.04,5.0,270.0,0.04
Lalrinliana Hnamte,East Bengal,3817896,1,0.006,0.006,1.0,13.0,0.04
Mandar Rao Desai,Mumbai City,3817864,4,0.207,0.041,14.0,465.0,0.04
Maximilian Mittelstädt,VfB Stuttgart,3895167,6,0.233,0.033,30.0,525.0,0.04
Akash Mishra,Hyderabad,3817879,11,0.473,0.043,32.0,1056.0,0.04
Joni Ensio Kauko,ATK Mohun Bagan,3827336,5,0.198,0.04,10.0,450.0,0.04
Laldinliana Renthlei,Jamshedpur,3813315,2,0.08,0.04,2.0,180.0,0.04
Francisco Javier Hernández González,Odisha,3813313,4,0.2,0.04,12.0,450.0,0.04
Jorge Ortiz Mendoza,Goa,3817853,8,0.347,0.043,25.0,776.0,0.04
Ariel Borysiuk,Chennaiyin,3813279,5,0.239,0.04,12.0,552.0,0.039
Rehnesh Thumbirumbu Paramba,Jamshedpur,3813307,3,0.121,0.04,4.0,276.0,0.039
Alexandre Monteiro de Lima,Jamshedpur,3817857,3,0.122,0.041,6.0,279.0,0.039
Nerijus Valskis,Chennaiyin,3817876,1,0.033,0.033,3.0,75.0,0.039
Jerry Lalrinzuala,Chennaiyin,3817868,3,0.094,0.031,7.0,219.0,0.039
Narayan Das,Chennaiyin,3813279,7,0.328,0.041,24.0,752.0,0.039
Bruno Edgar Silva Almeida,Bengaluru,3817874,2,0.082,0.041,4.0,188.0,0.039
Saviour Gama,Goa,3813271,4,0.238,0.04,18.0,552.0,0.039
Franck Honorat,Stade Brestois,3837706,2,0.082,0.041,6.0,188.0,0.039
Vladimir Koman Jr.,Chennaiyin,3817880,3,0.114,0.038,6.0,261.0,0.039
Moritz Nicolas,Borussia Mönchengladbach,3895210,1,0.039,0.039,2.0,90.0,0.039
Sergio Ramos García,Paris Saint-Germain,3837827,4,0.166,0.041,9.0,380.0,0.039
Naorem Roshan Singh,Bengaluru,3817883,2,0.08,0.04,2.0,184.0,0.039
Guillermo Alfonso Maripán Loaysa,AS Monaco,3802683,3,0.118,0.039,5.0,270.0,0.039
Álvaro Vázquez García,Kerala Blasters,3817886,4,0.164,0.041,10.0,376.0,0.039
Pau López Sabata,Marseille,3837747,3,0.155,0.039,5.0,360.0,0.039
Johan Gastien,Clermont Foot,3837650,4,0.151,0.038,10.0,348.0,0.039
Manvir Singh,ATK Mohun Bagan,3817864,4,0.158,0.039,11.0,364.0,0.039
Sahil Panwar,Odisha,3813313,3,0.12,0.04,5.0,276.0,0.039
Deepak Tangri,ATK Mohun Bagan,3813281,2,0.111,0.037,6.0,255.0,0.039
Soraisham Sandeep Singh,Kerala Blasters,3817902,4,0.159,0.04,5.0,368.0,0.039
Jerry Lalrinzuala,Chennaiyin,3813281,6,0.24,0.04,10.0,552.0,0.039
Roy Krishna,ATK Mohun Bagan,3813303,1,0.031,0.031,1.0,71.0,0.039
Sehnaj Singh,NorthEast United,3817890,2,0.067,0.034,3.0,154.0,0.039
Jorge Rolando Pereyra Díaz,Kerala Blasters,3827767,2,0.08,0.04,3.0,184.0,0.039
Eduardo García Martín,Hyderabad,3813309,3,0.114,0.038,6.0,261.0,0.039
Maxime Dupé,Toulouse,3837683,3,0.117,0.039,3.0,270.0,0.039
Souvik Chakrabarti,Hyderabad,3817863,1,0.053,0.026,2.0,122.0,0.039
Joel Joseph Chianese,Hyderabad,3813288,1,0.033,0.033,2.0,76.0,0.039
Joe Zoherliana,NorthEast United,3813316,3,0.093,0.031,5.0,216.0,0.039
Matthias Bader,Darmstadt 98,3895067,3,0.119,0.04,10.0,276.0,0.039
Glan Martins,Goa,3813285,1,0.026,0.026,2.0,61.0,0.039
Liston Colaco,ATK Mohun Bagan,3817892,2,0.058,0.029,5.0,134.0,0.039
Andrej Kramarić,Hoffenheim,3895286,1,0.023,0.023,2.0,54.0,0.039
Manvir Singh,NorthEast United,3813294,1,0.02,0.02,1.0,47.0,0.039
Vishal Kaith,Chennaiyin,3813279,4,0.206,0.041,10.0,475.0,0.039
Luca Netz,Borussia Mönchengladbach,3895210,3,0.119,0.04,6.0,276.0,0.039
Nayef Aguerd,Rennes,3802809,1,0.081,0.041,8.0,188.0,0.039
Lucas Perrin,Strasbourg,3838004,5,0.186,0.037,15.0,425.0,0.039
Tomislav Mrčela,East Bengal,3813317,1,0.015,0.015,1.0,34.0,0.039
Kylian Mbappé Lottin,Paris Saint-Germain,3802802,4,0.129,0.032,11.0,304.0,0.038
Eduardo Bedia Peláez,Goa,3813271,8,0.353,0.039,35.0,828.0,0.038
Jonas Föhrenbach,FC Heidenheim,3895244,4,0.158,0.04,9.0,376.0,0.038
Hugo Ekitike,Paris Saint-Germain,3837727,1,0.025,0.025,7.0,58.0,0.038
Marcelo Antônio Guedes Filho,Bordeaux,3802904,5,0.188,0.038,10.0,440.0,0.038
Aurélien Djani Tchouaméni,AS Monaco,3802683,3,0.112,0.037,11.0,267.0,0.038
Ahmed Jahouh,Mumbai City,3813277,3,0.12,0.04,6.0,282.0,0.038
Naorem Mahesh Singh,East Bengal,3817885,1,0.026,0.026,2.0,62.0,0.038
Gaëtan Laborde,Rennes,3802809,1,0.081,0.041,2.0,192.0,0.038
Niels Nkounkou,Eintracht Frankfurt,3895180,2,0.078,0.039,5.0,186.0,0.038
Konsham Chinglensana Singh,Hyderabad,3817887,2,0.08,0.04,5.0,188.0,0.038
Prabhushkan Singh Gill,Kerala Blasters,3817855,2,0.075,0.037,3.0,178.0,0.038
Peter Hartley,Jamshedpur,3817881,2,0.081,0.041,6.0,192.0,0.038
Darren Sidoel,East Bengal,3817878,4,0.202,0.04,9.0,475.0,0.038
Jeremie Frimpong,Bayer Leverkusen,3895250,5,0.172,0.034,14.0,410.0,0.038
Hernán Daniel Santana Trujillo,NorthEast United,3817886,3,0.159,0.04,12.0,380.0,0.038
Nikhil Poojary,Hyderabad,3817860,3,0.078,0.026,6.0,183.0,0.038
Ricky Lallawmawma,Jamshedpur,3813268,2,0.072,0.036,3.0,172.0,0.038
Marcos Aoás Corrêa,Paris Saint-Germain,3837963,2,0.08,0.04,5.0,186.0,0.038
Neymar da Silva Santos Junior,Paris Saint-Germain,3837727,3,0.117,0.039,8.0,276.0,0.038
Harmanjot Singh Khabra,Kerala Blasters,3817897,4,0.161,0.04,6.0,380.0,0.038
Asish Rai,Hyderabad,3827767,3,0.149,0.05,4.0,351.0,0.038
Alexis Alejandro Sánchez Sánchez,Marseille,3837747,4,0.166,0.033,8.0,390.0,0.038
Raynier Fernandes,Mumbai City,3813270,2,0.046,0.023,3.0,110.0,0.038
Pritam Kotal,ATK Mohun Bagan,3813268,4,0.162,0.041,5.0,380.0,0.038
Alban Lafont,Nantes,3837695,3,0.109,0.036,5.0,258.0,0.038
Víctor Mongil Adeva,Odisha,3817862,4,0.2,0.04,7.0,470.0,0.038
Amine Adli,Bayer Leverkusen,3895232,2,0.068,0.034,11.0,164.0,0.038
Konsham Chinglensana Singh,Hyderabad,3827336,1,0.04,0.04,4.0,95.0,0.038
Wissam Ben Yedder,AS Monaco,3837680,1,0.04,0.04,4.0,96.0,0.038
Gianluigi Donnarumma,Paris Saint-Germain,3837727,2,0.075,0.037,3.0,178.0,0.038
Danilo Luís Hélio Pereira,Paris Saint-Germain,3802805,3,0.152,0.038,12.0,364.0,0.038
Warmed Omari,Rennes,3802809,1,0.081,0.041,4.0,190.0,0.038
Keylor Navas Gamboa,Paris Saint-Germain,3802930,3,0.107,0.036,4.0,255.0,0.038
Dimitri Payet,Marseille,3802902,4,0.155,0.039,8.0,372.0,0.038
Amir Derviševič,East Bengal,3813298,1,0.011,0.011,2.0,26.0,0.038
Bruno Edgar Silva Almeida,Bengaluru,3813299,4,0.153,0.038,9.0,360.0,0.038
Asish Rai,Hyderabad,3817879,7,0.281,0.04,24.0,665.0,0.038
Gurjinder Kumar,NorthEast United,3817871,3,0.094,0.031,6.0,222.0,0.038
Lallianzuala Chhangte,Chennaiyin,3813286,2,0.067,0.033,3.0,160.0,0.038
Akash Mishra,Hyderabad,3813304,3,0.123,0.041,11.0,288.0,0.038
Josuha Guilavogui,Bordeaux,3802904,6,0.233,0.039,21.0,552.0,0.038
Ricky Lallawmawma,Jamshedpur,3813307,3,0.111,0.037,9.0,264.0,0.038
Lukáš Hrádecký,Bayer Leverkusen,3895202,2,0.075,0.037,3.0,178.0,0.038
Jorge Rolando Pereyra Díaz,Kerala Blasters,3813314,1,0.038,0.038,2.0,94.0,0.037
Slavko Damjanović,Chennaiyin,3813279,6,0.254,0.036,13.0,623.0,0.037
Hira Mondal,East Bengal,3813298,4,0.151,0.038,8.0,368.0,0.037
Adil Khan,East Bengal,3817896,2,0.067,0.034,4.0,164.0,0.037
Álvaro Vázquez García,Kerala Blasters,3817881,1,0.035,0.035,2.0,85.0,0.037
Valentin Rongier,Marseille,3837747,7,0.31,0.039,27.0,752.0,0.037
Naorem Mahesh Singh,East Bengal,3817882,7,0.297,0.037,18.0,720.0,0.037
Anirudh Thapa,Chennaiyin,3813266,1,0.038,0.038,2.0,94.0,0.037
Abdallah Dipo Sima,Angers,3837818,1,0.032,0.032,2.0,79.0,0.037
Kylian Mbappé Lottin,Paris Saint-Germain,3802643,5,0.191,0.038,19.0,470.0,0.037
Maxime Gonalons,Clermont Foot,3837650,4,0.138,0.035,9.0,336.0,0.037
Alexander Nübel,AS Monaco,3802683,3,0.101,0.034,6.0,243.0,0.037
João Victor de Albuquerque Bruno,Hyderabad,3817863,3,0.153,0.038,8.0,372.0,0.037
Jeakson Singh Thaunaojam,Kerala Blasters,3813292,3,0.114,0.038,5.0,279.0,0.037
Francisco Javier Hernández González,Odisha,3813300,4,0.218,0.036,10.0,528.0,0.037
Abdou Diallo,Paris Saint-Germain,3802805,3,0.152,0.038,15.0,368.0,0.037
Marco Sahanek,NorthEast United,3817873,3,0.152,0.038,5.0,372.0,0.037
Jeakson Singh Thaunaojam,Kerala Blasters,3813275,3,0.108,0.036,6.0,264.0,0.037
Keisham Reagan Singh,Chennaiyin,3813266,1,0.038,0.038,2.0,92.0,0.037
Soraisham Sandeep Singh,Kerala Blasters,3827767,6,0.286,0.048,7.0,708.0,0.036
Mattias Svanberg,Wolfsburg,3895113,4,0.137,0.027,8.0,345.0,0.036
Muhammed Cham Saracevic,Clermont Foot,3837650,4,0.114,0.028,10.0,288.0,0.036
Mohammad Mobashir Rahman,Jamshedpur,3817850,1,0.028,0.028,2.0,69.0,0.036
Gurjinder Kumar,NorthEast United,3817859,1,0.038,0.038,2.0,94.0,0.036
Maxime Dupé,Toulouse,3837859,2,0.072,0.036,2.0,180.0,0.036
Igor Angulo Albóniga,Mumbai City,3813273,2,0.049,0.025,2.0,122.0,0.036
Slavko Damjanović,Chennaiyin,3817889,2,0.109,0.036,18.0,273.0,0.036
Imran Khan,NorthEast United,3817865,2,0.106,0.035,16.0,267.0,0.036
Xherdan Shaqiri,Lyon,3802752,5,0.152,0.03,19.0,385.0,0.036
Nordi Mukiele Mulere,Paris Saint-Germain,3837727,2,0.075,0.037,2.0,186.0,0.036
Pedro Chirivella Burgos,Nantes,3837695,5,0.214,0.036,29.0,540.0,0.036
Manvir Singh,ATK Mohun Bagan,3813303,1,0.037,0.037,3.0,93.0,0.036
Lalkhawpuimawia Lalkhawpuimawia,NorthEast United,3813294,1,0.019,0.019,4.0,48.0,0.036
Joe Zoherliana,NorthEast United,3817873,9,0.452,0.038,25.0,1116.0,0.036
Danilo Luís Hélio Pereira,Paris Saint-Germain,3837963,4,0.123,0.031,8.0,304.0,0.036
Bikash Jairu,East Bengal,3817885,2,0.061,0.03,3.0,152.0,0.036
Sergio Ramos García,Paris Saint-Germain,3837727,2,0.075,0.037,3.0,184.0,0.036
Nim Dorjee Tamang,Hyderabad,3817887,3,0.11,0.037,4.0,273.0,0.036
Marco Sahanek,NorthEast United,3817871,1,0.037,0.037,1.0,92.0,0.036
Bijoy Varghese,Kerala Blasters,3817897,1,0.037,0.037,1.0,94.0,0.036
Gianluigi Donnarumma,Paris Saint-Germain,3837680,2,0.072,0.036,3.0,182.0,0.036
Min Jae Kim,Bayern Munich,3895232,3,0.109,0.036,18.0,270.0,0.036
Lucas Gourna-Douath,Saint-Étienne,3802709,1,0.026,0.026,2.0,66.0,0.036
Suvam Sen,East Bengal,3817891,1,0.034,0.034,1.0,87.0,0.036
Danish Farooq Bhat,Bengaluru,3817861,5,0.214,0.036,15.0,540.0,0.036
Laldinliana Renthlei,Jamshedpur,3813275,3,0.105,0.035,7.0,264.0,0.036
Kylian Mbappé Lottin,Paris Saint-Germain,3837785,1,0.036,0.036,4.0,90.0,0.036
Vincy Barretto,Kerala Blasters,3813292,1,0.024,0.024,2.0,60.0,0.036
Flavius Daniliuc,OGC Nice,3802805,4,0.124,0.031,12.0,308.0,0.036
Sacha Boey,Bayern Munich,3895232,2,0.063,0.031,3.0,158.0,0.036
Keisham Reagan Singh,Chennaiyin,3817895,2,0.038,0.019,6.0,94.0,0.036
Makan Winkle Chote,Goa,3817863,2,0.056,0.028,4.0,138.0,0.036
Moirangthem Thoiba Singh,Odisha,3817880,3,0.113,0.038,6.0,279.0,0.036
Eric Dier,Bayern Munich,3895232,3,0.109,0.036,21.0,276.0,0.036
Akash Mishra,Hyderabad,3813290,2,0.065,0.033,3.0,168.0,0.035
Lallianzuala Chhangte,Mumbai City,3817885,5,0.21,0.035,9.0,534.0,0.035
Khéphren Thuram-Ulien,OGC Nice,3837938,4,0.143,0.036,17.0,364.0,0.035
Rahul Bheke,Mumbai City,3817866,3,0.113,0.038,5.0,288.0,0.035
Khumanthem Ninthoinganba Meetei,Chennaiyin,3817852,1,0.037,0.037,1.0,96.0,0.035
Łukasz Gikiewicz,Chennaiyin,3817852,1,0.037,0.037,1.0,96.0,0.035
Souvik Chakrabarti,Hyderabad,3813299,4,0.133,0.033,5.0,344.0,0.035
Odilon Kossonou,Bayer Leverkusen,3895320,2,0.072,0.036,4.0,186.0,0.035
Mikkel Desler,Toulouse,3837683,5,0.177,0.035,16.0,450.0,0.035
Adrien Truffert,Rennes,3837827,1,0.029,0.029,4.0,73.0,0.035
Laldinliana Renthlei,Jamshedpur,3813298,10,0.365,0.036,21.0,940.0,0.035
Lara Sharma,Bengaluru,3817868,3,0.102,0.034,5.0,261.0,0.035
Jerry Mawihmingthanga,Odisha,3813313,3,0.143,0.036,10.0,368.0,0.035
Marcos Aoás Corrêa,Paris Saint-Germain,3837727,2,0.071,0.036,3.0,186.0,0.035
Ayush Adhikari,Kerala Blasters,3817866,2,0.062,0.031,2.0,158.0,0.035
Imran Khan,NorthEast United,3817890,2,0.072,0.036,6.0,186.0,0.035
Jitendra Singh,Jamshedpur,3813268,1,0.035,0.035,1.0,91.0,0.035
Ashutosh Mehta,ATK Mohun Bagan,3813281,2,0.111,0.037,5.0,282.0,0.035
Parag Satish Shrivas,Bengaluru,3813307,2,0.071,0.036,5.0,186.0,0.035
Rehnesh Thumbirumbu Paramba,Jamshedpur,3817875,1,0.068,0.034,2.0,178.0,0.035
Sehnaj Singh,NorthEast United,3817865,1,0.059,0.029,4.0,152.0,0.035
Noah Fadiga,Stade Brestois,3837706,1,0.027,0.027,2.0,70.0,0.035
Rahim Ali,Chennaiyin,3813309,3,0.109,0.036,8.0,276.0,0.035
Christoph Zimmermann,Darmstadt 98,3895067,2,0.053,0.027,7.0,136.0,0.035
Sahal Abdul Samad,Kerala Blasters,3817851,6,0.159,0.026,11.0,414.0,0.035
Wout Weghorst,Hoffenheim,3895286,1,0.03,0.03,2.0,77.0,0.035
Mateus Cardoso Lemos Martins,Lyon,3837717,2,0.057,0.029,4.0,148.0,0.035
Marco Bizot,Stade Brestois,3837706,3,0.11,0.037,4.0,282.0,0.035
Jonas Omlin,Borussia Mönchengladbach,3895060,2,0.071,0.036,9.0,182.0,0.035
Jean-Kevin Duverne,Stade Brestois,3837706,3,0.109,0.036,9.0,279.0,0.035
Nikhil Poojary,Hyderabad,3813264,3,0.077,0.026,8.0,198.0,0.035
Christopher Trimmel,Union Berlin,3895139,1,0.017,0.017,2.0,44.0,0.035
Leroy Sané,Bayern Munich,3895232,3,0.109,0.036,10.0,279.0,0.035
Lilian Brassier,Stade Brestois,3837706,3,0.11,0.037,6.0,279.0,0.035
Brandon Fernandes,Goa,3817870,1,0.035,0.035,1.0,90.0,0.035
Anthony Rouault,Toulouse,3837859,2,0.072,0.036,5.0,184.0,0.035
Ermedin Demirović,Augsburg,3895194,1,0.03,0.03,2.0,78.0,0.035
Joni Ensio Kauko,ATK Mohun Bagan,3813268,5,0.19,0.038,24.0,485.0,0.035
Greg Stewart,Jamshedpur,3813288,2,0.069,0.034,3.0,178.0,0.035
Lukáš Hrádecký,Bayer Leverkusen,3895158,2,0.072,0.036,4.0,184.0,0.035
Peter Hartley,Jamshedpur,3813284,1,0.028,0.028,1.0,75.0,0.034
Kylian Mbappé Lottin,Paris Saint-Germain,3837963,1,0.034,0.034,2.0,91.0,0.034
Dheeraj Singh Moirangthem,Goa,3813285,2,0.071,0.035,3.0,186.0,0.034
Debjit Majumder,Chennaiyin,3817868,1,0.033,0.033,1.0,87.0,0.034
Kylian Mbappé Lottin,Paris Saint-Germain,3837928,3,0.104,0.035,13.0,276.0,0.034
Javier Siverio Toro,Hyderabad,3817857,2,0.071,0.035,4.0,186.0,0.034
Soraisham Sandeep Singh,Kerala Blasters,3817881,1,0.015,0.015,1.0,38.0,0.034
Javier Siverio Toro,Hyderabad,3817869,1,0.027,0.027,1.0,71.0,0.034
Rohit Danu,Hyderabad,3813299,1,0.026,0.026,2.0,70.0,0.034
Lalthathanga Khawlhring,Kerala Blasters,3817881,4,0.129,0.032,7.0,340.0,0.034
Daniel Chima Chukwu,Jamshedpur,3817901,2,0.049,0.025,5.0,132.0,0.034
Dheeraj Singh Moirangthem,Goa,3813272,1,0.032,0.032,1.0,85.0,0.034
João Victor de Albuquerque Bruno,Hyderabad,3813309,4,0.141,0.035,10.0,372.0,0.034
Zakaria Diallo,NorthEast United,3817871,3,0.104,0.035,6.0,279.0,0.034
Devendra Dhaku Murgaokar,Goa,3817898,3,0.072,0.024,10.0,192.0,0.034
Neymar da Silva Santos Junior,Paris Saint-Germain,3802904,4,0.174,0.035,14.0,465.0,0.034
David Pereira da Costa,Lens,3802685,4,0.12,0.03,10.0,316.0,0.034
Harmanjot Singh Khabra,Kerala Blasters,3817881,1,0.035,0.035,1.0,94.0,0.034
Juan Antonio González Fernández,Hyderabad,3817879,6,0.215,0.036,22.0,570.0,0.034
Moirangthem Thoiba Singh,Odisha,3813313,2,0.07,0.035,3.0,188.0,0.034
Francisco Javier Hernández González,Odisha,3817862,3,0.085,0.028,5.0,225.0,0.034
Mohammad Yasir,Hyderabad,3813288,1,0.033,0.033,6.0,87.0,0.034
Harmanjot Singh Khabra,Kerala Blasters,3813275,4,0.136,0.034,12.0,360.0,0.034
Jonathan Tah,Bayer Leverkusen,3895258,6,0.246,0.035,40.0,644.0,0.034
Chencho Gyeltshen,Kerala Blasters,3817870,2,0.099,0.033,4.0,267.0,0.034
Nicolas Pallois,Nantes,3837695,4,0.135,0.034,13.0,360.0,0.034
Haris Belkebla,Stade Brestois,3837706,4,0.131,0.033,13.0,348.0,0.034
Noussair Mazraoui,Bayern Munich,3895232,1,0.033,0.033,11.0,86.0,0.034
Eduardo García Martín,Hyderabad,3817879,7,0.253,0.036,15.0,672.0,0.034
Jae-Sung Lee,FSV Mainz 05,3895095,2,0.051,0.026,4.0,136.0,0.034
Iván Garrido González,Goa,3813316,4,0.135,0.034,11.0,360.0,0.034
Mohammad Yasir,Hyderabad,3813309,7,0.248,0.035,13.0,651.0,0.034
Naorem Roshan Singh,Bengaluru,3813274,3,0.106,0.035,7.0,285.0,0.034
Bipin Singh Thounajam,Mumbai City,3813265,2,0.07,0.035,2.0,186.0,0.034
Sepp van den Berg,FSV Mainz 05,3895095,4,0.132,0.033,21.0,344.0,0.034
Ricky Lallawmawma,Jamshedpur,3813269,1,0.035,0.035,2.0,93.0,0.034
Ashutosh Mehta,ATK Mohun Bagan,3817864,3,0.096,0.032,6.0,252.0,0.034
Konsham Chinglensana Singh,Hyderabad,3827338,3,0.138,0.034,7.0,368.0,0.034
Akash Mishra,Hyderabad,3817857,1,0.033,0.033,1.0,87.0,0.034
Komal Thatal,Jamshedpur,3813284,1,0.028,0.028,2.0,75.0,0.034
Gianluigi Donnarumma,Paris Saint-Germain,3837928,2,0.083,0.028,3.0,222.0,0.033
Edimilson Fernandes,FSV Mainz 05,3895095,4,0.132,0.033,31.0,364.0,0.033
Subhasish Bose,ATK Mohun Bagan,3817889,3,0.092,0.031,8.0,255.0,0.033
Piero Martín Hincapié Reyna,Bayer Leverkusen,3895232,2,0.068,0.034,8.0,186.0,0.033
José Luis Espinosa Arroyo,ATK Mohun Bagan,3817892,6,0.215,0.036,19.0,582.0,0.033
Narender Gahlot,Jamshedpur,3817883,2,0.067,0.034,6.0,184.0,0.033
Stefan Bell,FSV Mainz 05,3895095,4,0.132,0.033,20.0,360.0,0.033
Ariday Cabrera Suárez,Odisha,3813279,2,0.061,0.031,4.0,166.0,0.033
Thongkhosiem Haokip,East Bengal,3813310,3,0.088,0.029,3.0,237.0,0.033
Devendra Dhaku Murgaokar,Goa,3813303,2,0.05,0.025,3.0,134.0,0.033
