season_name,match_id,player,team,possessions_with_shot,xg_chain,shots_in_chain,goals_in_chain,avg_xg_per_possession,total_touches_in_chains,minutes_played,xg_chain_per90,team_involvement_pct
2021/2022,3813309,Vladimir Koman Jr.,Chennaiyin,6,0.925,6.0,1.0,0.154,12.0,558.0,0.149,99.11
2022,3857270,Guillermo Varela Olivera,Uruguay,4,0.657,4.0,0.0,0.164,10.0,396.0,0.149,54.0
2022,3869321,Lionel Andrés Messi Cuccittini,Argentina,13,2.596,13.0,3.0,0.2,30.0,1573.0,0.149,44.33
2021/2022,3802643,Sergio Ramos García,Paris Saint-Germain,8,1.232,8.0,2.0,0.154,14.0,744.0,0.149,65.39
2021/2022,3802902,Idrissa Gana Gueye,Paris Saint-Germain,1,0.076,1.0,0.0,0.076,4.0,46.0,0.149,7.55
2022,3857292,Serge Gnabry,Germany,15,2.385,18.0,3.0,0.159,36.0,1440.0,0.149,58.78
2021/2022,3813275,Álvaro Vázquez García,Kerala Blasters,5,0.722,6.0,1.0,0.144,9.0,435.0,0.149,96.34
2021/2022,3817884,Manvir Singh,ATK Mohun Bagan,13,2.029,13.0,1.0,0.156,28.0,1222.0,0.149,89.09
2021/2022,3813308,Nongdamba Singh Naorem,Goa,1,0.119,1.0,0.0,0.119,1.0,72.0,0.149,9.96
2021/2022,3813283,Germanpreet Singh,Chennaiyin,4,0.363,4.0,2.0,0.091,7.0,220.0,0.149,55.87
2022,3869151,Mathew Ryan,Australia,2,0.311,2.0,0.0,0.156,7.0,188.0,0.149,72.98
2021/2022,3827336,Roy Krishna,ATK Mohun Bagan,11,1.732,13.0,1.0,0.157,22.0,1045.0,0.149,72.16
2021/2022,3817887,Diego Maurício Machado de Brito,Mumbai City,2,0.116,2.0,0.0,0.058,3.0,70.0,0.149,12.8
2022,3857259,Filip Kostić,Serbia,10,1.471,11.0,2.0,0.147,18.0,890.0,0.149,85.22
2021/2022,3827336,Manvir Singh,ATK Mohun Bagan,5,0.215,5.0,0.0,0.043,8.0,130.0,0.149,8.96
2021/2022,3817860,Isaac Vanmalsawma Chhakchhuak,Odisha,2,0.242,3.0,0.0,0.121,8.0,146.0,0.149,52.05
2021/2022,3817850,Peter Hartley,Jamshedpur,3,0.348,3.0,0.0,0.116,3.0,210.0,0.149,27.78
2021/2022,3813311,Mohammad Mobashir Rahman,Jamshedpur,3,0.144,5.0,0.0,0.048,8.0,87.0,0.149,12.74
2021/2022,3817898,Iván Garrido González,Goa,10,1.528,10.0,0.0,0.153,27.0,930.0,0.148,80.04
2021/2022,3827338,Liston Colaco,ATK Mohun Bagan,5,0.79,5.0,1.0,0.158,16.0,480.0,0.148,46.02
2021/2022,3813294,Vishal Kaith,Chennaiyin,3,0.464,3.0,1.0,0.155,3.0,282.0,0.148,38.38
2021/2022,3817897,João Victor de Albuquerque Bruno,Hyderabad,6,0.946,7.0,1.0,0.158,15.0,576.0,0.148,70.38
2021/2022,3813313,David Joel Williams,ATK Mohun Bagan,11,1.668,12.0,0.0,0.152,20.0,1012.0,0.148,82.63
2021/2022,3813274,Prince Vinny Ibara Doniama,Bengaluru,2,0.089,2.0,0.0,0.045,5.0,54.0,0.148,7.16
2021/2022,3813286,Jerry Lalrinzuala,Chennaiyin,4,0.626,4.0,0.0,0.157,7.0,380.0,0.148,88.36
2021/2022,3817887,Bradden Inman,Mumbai City,4,0.256,4.0,0.0,0.064,16.0,156.0,0.148,28.25
2021/2022,3813284,Boris Singh Thangjam,Jamshedpur,3,0.212,3.0,1.0,0.071,6.0,129.0,0.148,16.0
2022,3857256,Dušan Tadić,Serbia,8,0.998,9.0,2.0,0.125,19.0,608.0,0.148,86.11
2022,3857282,Kieffer Roberto Francisco Moore,Wales,3,0.267,3.0,0.0,0.089,5.0,162.0,0.148,19.14
2021/2022,3817901,Lallianzuala Chhangte,Mumbai City,8,1.246,11.0,1.0,0.156,21.0,760.0,0.148,57.14
2022,3857268,Toby Alderweireld,Belgium,2,0.297,2.0,1.0,0.148,15.0,182.0,0.147,44.33
2022,3857279,Theo Bernard François Hernández,France,14,1.87,18.0,3.0,0.134,48.0,1148.0,0.147,64.64
2021/2022,3813264,Aniket Anil Jadhav,Hyderabad,7,0.764,7.0,1.0,0.109,15.0,469.0,0.147,56.44
2022,3869685,Ángel Fabián Di María Hernández,Argentina,7,0.699,7.0,1.0,0.1,17.0,427.0,0.147,12.12
2022,3857269,Rodrygo Silva de Goes,Brazil,5,0.409,5.0,1.0,0.082,17.0,250.0,0.147,44.32
2021/2022,3813282,Mehtab Singh,Mumbai City,3,0.196,3.0,0.0,0.065,7.0,120.0,0.147,14.18
2022,3869253,Lucas Tolentino Coelho de Lima,Brazil,10,1.524,12.0,2.0,0.152,32.0,930.0,0.147,53.42
2021/2022,3817849,Gurpreet Singh Sandhu,Bengaluru,4,0.597,5.0,0.0,0.149,5.0,368.0,0.146,35.33
2021/2022,3813267,Alberto Noguera Ripoll,Goa,11,1.674,13.0,2.0,0.152,31.0,1034.0,0.146,58.71
2021/2022,3813306,Liston Colaco,ATK Mohun Bagan,11,1.408,12.0,2.0,0.128,24.0,869.0,0.146,43.22
2021/2022,3827335,Lalthathanga Khawlhring,Kerala Blasters,5,0.744,6.0,1.0,0.149,11.0,460.0,0.146,52.48
2022,3857268,Jonathan David,Canada,10,1.488,11.0,0.0,0.149,21.0,920.0,0.146,63.55
2021/2022,3802709,Thilo Kehrer,Paris Saint-Germain,3,0.219,3.0,0.0,0.073,5.0,135.0,0.146,10.86
2021/2022,3827336,Aniket Anil Jadhav,Hyderabad,5,0.479,5.0,0.0,0.096,5.0,295.0,0.146,74.66
2022,3857296,Thomas Meunier,Belgium,9,1.257,11.0,0.0,0.14,34.0,774.0,0.146,56.81
2021/2022,3813308,Saviour Gama,Goa,4,0.453,4.0,0.0,0.113,20.0,280.0,0.146,37.92
2022,3857257,Mikkel Damsgaard,Denmark,2,0.107,2.0,0.0,0.054,3.0,66.0,0.146,15.33
2021/2022,3817876,Imran Khan,NorthEast United,16,2.489,19.0,1.0,0.156,30.0,1536.0,0.146,86.36
2021/2022,3817860,Nandhakumar Sekar,Odisha,2,0.218,3.0,1.0,0.109,8.0,134.0,0.146,46.89
2022,3869117,Cody Mathès Gakpo,Netherlands,6,0.896,8.0,1.0,0.149,18.0,552.0,0.146,64.42
2021/2022,3813305,Sahal Abdul Samad,Kerala Blasters,3,0.366,3.0,1.0,0.122,4.0,225.0,0.146,42.69
2022,3857299,Thomas Teye Partey,Ghana,4,0.644,5.0,2.0,0.161,17.0,396.0,0.146,59.91
2021/2022,3817849,Alan Henrique Costa,Bengaluru,1,0.153,1.0,1.0,0.153,1.0,95.0,0.145,9.05
2022,3857262,Cristiano Ronaldo dos Santos Aveiro,Portugal,5,0.515,6.0,0.0,0.103,13.0,320.0,0.145,54.96
2021/2022,3813289,Jonathas Cristian de Jesus,Odisha,1,0.1,1.0,0.0,0.1,2.0,62.0,0.145,15.7
2021/2022,3813281,Roy Krishna,ATK Mohun Bagan,2,0.3,2.0,1.0,0.15,6.0,186.0,0.145,39.08
2022,3857298,Mohammed Kudus,Ghana,5,0.578,5.0,1.0,0.116,11.0,360.0,0.145,74.1
2021/2022,3802696,Keylor Navas Gamboa,Paris Saint-Germain,3,0.458,3.0,1.0,0.153,5.0,285.0,0.145,45.27
2021/2022,3827336,Halicharan Narzary,Hyderabad,2,0.084,2.0,0.0,0.042,9.0,52.0,0.145,13.09
2021/2022,3817849,Gurkirat Singh,Mumbai City,5,0.273,5.0,0.0,0.055,13.0,170.0,0.145,31.82
2021/2022,3817849,Bipin Singh Thounajam,Mumbai City,1,0.095,1.0,0.0,0.095,1.0,59.0,0.145,11.07
2022,3857263,Jamal Musiala,Germany,6,0.899,7.0,1.0,0.15,15.0,558.0,0.145,80.09
2022,3857296,Jan Vertonghen,Belgium,9,1.322,11.0,0.0,0.147,39.0,819.0,0.145,59.75
2021/2022,3802930,Neymar da Silva Santos Junior,Paris Saint-Germain,12,1.793,12.0,2.0,0.149,39.0,1116.0,0.145,80.65
2022,3857271,Declan Rice,England,6,0.918,6.0,2.0,0.153,24.0,570.0,0.145,46.2
2022,3857264,Lionel Andrés Messi Cuccittini,Argentina,16,2.426,18.0,2.0,0.152,70.0,1504.0,0.145,82.06
2022,3857256,Vanja Milinković Savić,Serbia,4,0.637,5.0,0.0,0.159,9.0,396.0,0.145,54.96
2022,3869117,Brenden Aaronson,United States,3,0.14,3.0,0.0,0.047,8.0,87.0,0.145,9.06
2021/2022,3803000,Yohann Magnin,Clermont Foot,8,1.163,8.0,1.0,0.145,20.0,728.0,0.144,96.5
2022,3857295,Hiroki Ito,Japan,4,0.314,6.0,0.0,0.078,14.0,196.0,0.144,51.34
2021/2022,3802709,Gianluigi Donnarumma,Paris Saint-Germain,3,0.438,4.0,1.0,0.146,4.0,273.0,0.144,21.72
2022,3857260,Abdulelah Al Amri,Saudi Arabia,4,0.606,4.0,1.0,0.151,5.0,380.0,0.144,56.31
2021/2022,3817893,Zakaria Diallo,NorthEast United,2,0.288,2.0,1.0,0.144,9.0,180.0,0.144,33.46
2022,3857292,Jamal Musiala,Germany,17,2.702,22.0,3.0,0.159,66.0,1683.0,0.144,66.59
2021/2022,3813290,Bartholomew Owogbalor Ogbeche,Hyderabad,5,0.657,6.0,2.0,0.131,7.0,410.0,0.144,31.87
2021/2022,3813290,Mashoor Shereef Thangalakath,NorthEast United,2,0.15,2.0,0.0,0.075,4.0,94.0,0.144,11.9
2021/2022,3827336,Pritam Kotal,ATK Mohun Bagan,8,1.23,11.0,0.0,0.154,20.0,768.0,0.144,51.24
2021/2022,3813266,Seriton Fernandes,Goa,4,0.518,5.0,0.0,0.13,12.0,324.0,0.144,37.12
2021/2022,3817893,Wahengbam Angousana Luwang,East Bengal,3,0.077,3.0,0.0,0.026,13.0,48.0,0.144,6.25
2021/2022,3817858,Lalthathanga Khawlhring,Kerala Blasters,7,1.04,8.0,1.0,0.149,17.0,651.0,0.144,45.77
2021/2022,3817900,Ritwik Kumar Das,Jamshedpur,11,1.528,13.0,2.0,0.139,25.0,957.0,0.144,50.48
2021/2022,3813314,Prasanth Karuthadathkuni,Kerala Blasters,3,0.295,3.0,1.0,0.098,8.0,186.0,0.143,34.23
2022,3869254,Rúben Santos Gato Alves Dias,Portugal,7,1.034,7.0,3.0,0.148,18.0,651.0,0.143,45.27
2021/2022,3813278,Jeakson Singh Thaunaojam,Kerala Blasters,3,0.44,5.0,2.0,0.147,11.0,276.0,0.143,37.05
2021/2022,3813295,Bartholomew Owogbalor Ogbeche,Hyderabad,4,0.431,4.0,2.0,0.108,9.0,272.0,0.143,21.61
2022,3857279,Lucas Hernández Pi,France,1,0.019,1.0,0.0,0.019,1.0,12.0,0.143,0.66
2021/2022,3813308,Princeton Rebello,Goa,5,0.493,6.0,0.0,0.099,21.0,310.0,0.143,41.27
2022,3857256,Ricardo Iván Rodríguez Araya,Switzerland,5,0.781,5.0,2.0,0.156,14.0,490.0,0.143,26.76
2021/2022,3802690,Ander Herrera Agüera,Paris Saint-Germain,10,1.178,10.0,0.0,0.118,49.0,740.0,0.143,57.74
2021/2022,3802690,Idrissa Gana Gueye,Paris Saint-Germain,11,1.568,11.0,1.0,0.143,38.0,990.0,0.143,76.85
2022,3869117,Christian Pulisic,United States,8,1.157,10.0,1.0,0.145,20.0,728.0,0.143,74.91
2021/2022,3817899,Laldinliana Renthlei,Jamshedpur,4,0.548,4.0,2.0,0.137,8.0,344.0,0.143,20.82
2021/2022,3813317,Amarjit Singh Kiyam Singh,East Bengal,2,0.102,2.0,1.0,0.051,9.0,64.0,0.143,6.85
2022,3869552,Zakaria Aboukhlal,Morocco,2,0.089,3.0,0.0,0.044,3.0,56.0,0.143,8.82
2021/2022,3802699,Neymar da Silva Santos Junior,Paris Saint-Germain,14,2.104,14.0,2.0,0.15,36.0,1330.0,0.142,87.3
2021/2022,3817860,Joel Joseph Chianese,Hyderabad,7,1.049,8.0,1.0,0.15,12.0,665.0,0.142,57.94
2021/2022,3813292,Muhammad Ashique Kuruniyan,Bengaluru,6,0.854,6.0,1.0,0.142,15.0,540.0,0.142,82.26
2021/2022,3802984,Achraf Hakimi Mouh,Paris Saint-Germain,5,0.716,8.0,0.0,0.143,14.0,455.0,0.142,46.61
2022,3869152,Olivier Giroud,France,5,0.592,5.0,2.0,0.118,11.0,375.0,0.142,52.97
2021/2022,3817860,Akash Mishra,Hyderabad,8,1.186,8.0,3.0,0.148,18.0,752.0,0.142,65.51
2021/2022,3817868,Mirlan Murzaev,Chennaiyin,8,1.06,8.0,0.0,0.133,16.0,672.0,0.142,76.39
2021/2022,3817870,Eduardo Bedia Peláez,Goa,7,1.014,7.0,1.0,0.145,18.0,644.0,0.142,42.46
2021/2022,3817875,Brandon Fernandes,Goa,5,0.638,7.0,0.0,0.128,17.0,405.0,0.142,46.38
2021/2022,3802948,Danilo Luís Hélio Pereira,Paris Saint-Germain,14,2.072,19.0,2.0,0.148,35.0,1316.0,0.142,46.43
2021/2022,3817856,Daniel Chima Chukwu,Jamshedpur,2,0.211,3.0,1.0,0.105,4.0,134.0,0.142,39.74
2021/2022,3827335,Eli Sabia Filho,Jamshedpur,2,0.287,3.0,0.0,0.143,3.0,182.0,0.142,30.4
2021/2022,3813272,Airam López Cabrera,Goa,7,1.04,9.0,1.0,0.149,17.0,658.0,0.142,95.55
2022,3857264,Ángel Fabián Di María Hernández,Argentina,10,0.897,13.0,1.0,0.09,59.0,570.0,0.142,30.34
2021/2022,3813266,Alberto Noguera Ripoll,Goa,6,0.712,7.0,0.0,0.119,20.0,450.0,0.142,51.02
2021/2022,3817853,Devendra Dhaku Murgaokar,Goa,2,0.1,2.0,0.0,0.05,4.0,64.0,0.141,8.71
2021/2022,3813314,Soraisham Sandeep Singh,Kerala Blasters,2,0.091,2.0,0.0,0.046,4.0,58.0,0.141,10.56
2021/2022,3817849,Udanta Kumam Singh,Bengaluru,5,0.516,6.0,1.0,0.103,13.0,330.0,0.141,30.53
2022,3857267,Felix Eduardo Torres Caicedo,Ecuador,5,0.745,6.0,1.0,0.149,18.0,475.0,0.141,90.19
2022,3857267,Gonzalo Jordy Plata Jiménez,Ecuador,5,0.745,6.0,1.0,0.149,9.0,475.0,0.141,90.19
2022,3857267,Moisés Isaac Caicedo Corozo,Ecuador,5,0.745,6.0,1.0,0.149,15.0,475.0,0.141,90.19
2021/2022,3813267,Eduardo Bedia Peláez,Goa,8,1.166,9.0,1.0,0.146,28.0,744.0,0.141,40.9
2022,3869219,Ritsu Doan,Japan,5,0.666,7.0,1.0,0.133,17.0,425.0,0.141,16.37
2021/2022,3817857,Daniel Chima Chukwu,Jamshedpur,3,0.347,3.0,1.0,0.116,4.0,222.0,0.141,27.34
2022,3857284,Maya Yoshida,Japan,7,1.04,9.0,1.0,0.149,17.0,665.0,0.141,89.12
2021/2022,3817866,Igor Angulo Albóniga,Mumbai City,2,0.203,2.0,0.0,0.102,3.0,130.0,0.141,12.8
2022,3869486,Youssef En-Nesyri,Morocco,4,0.395,4.0,1.0,0.099,5.0,252.0,0.141,40.64
2022,3857284,Ko Itakura,Japan,4,0.575,5.0,2.0,0.144,6.0,368.0,0.141,49.27
2021/2022,3813302,Ricky Lallawmawma,Jamshedpur,7,0.854,7.0,0.0,0.122,13.0,546.0,0.141,27.22
2021/2022,3817900,Mirlan Murzaev,Chennaiyin,8,0.601,9.0,1.0,0.075,19.0,384.0,0.141,70.43
2022,3869118,Declan Rice,England,1,0.146,1.0,0.0,0.146,3.0,93.0,0.141,14.31
2021/2022,3802685,Marco Verratti,Paris Saint-Germain,3,0.431,4.0,0.0,0.144,11.0,276.0,0.141,27.24
2021/2022,3817863,Dheeraj Singh Moirangthem,Goa,2,0.291,2.0,0.0,0.146,4.0,186.0,0.141,28.16
2021/2022,3813281,Rahim Ali,Chennaiyin,1,0.033,1.0,0.0,0.033,2.0,21.0,0.141,4.36
2021/2022,3813277,Raynier Fernandes,Mumbai City,4,0.42,5.0,0.0,0.105,12.0,268.0,0.141,35.28
2022,3857283,Dries Mertens,Belgium,2,0.103,2.0,0.0,0.051,7.0,66.0,0.14,16.03
2021/2022,3813315,Makan Winkle Chote,Goa,3,0.135,3.0,0.0,0.045,10.0,87.0,0.14,17.59
2021/2022,3813311,Germanpreet Singh,Chennaiyin,1,0.098,1.0,0.0,0.098,2.0,63.0,0.14,19.36
2022,3869486,Gonçalo Matias Ramos,Portugal,1,0.106,1.0,0.0,0.106,1.0,68.0,0.14,14.24
2022,3857257,Kasper Dolberg,Denmark,3,0.168,4.0,0.0,0.056,3.0,108.0,0.14,24.07
2021/2022,3817884,Hugo Adnan Boumous,ATK Mohun Bagan,4,0.416,4.0,0.0,0.104,13.0,268.0,0.14,18.27
2021/2022,3813302,Jitendra Singh,Jamshedpur,5,0.684,5.0,1.0,0.137,16.0,440.0,0.14,21.81
2021/2022,3817873,Liston Colaco,ATK Mohun Bagan,9,0.913,9.0,2.0,0.101,19.0,585.0,0.14,39.23
2021/2022,3813307,Ajith Kumar,Bengaluru,2,0.27,3.0,0.0,0.135,7.0,174.0,0.14,51.13
2022,3857266,Christian Nørgaard,Denmark,1,0.014,1.0,0.0,0.014,6.0,9.0,0.14,1.74
2021/2022,3802699,Renato Júnior Luz Sanches,Lille,8,1.166,9.0,1.0,0.146,23.0,752.0,0.14,79.23
2022,3857256,Nikola Milenković,Serbia,5,0.772,6.0,0.0,0.154,16.0,495.0,0.14,66.61
2021/2022,3817849,Suresh Singh Wangjam,Bengaluru,7,1.002,10.0,2.0,0.143,21.0,651.0,0.139,59.29
2021/2022,3802984,Abdou Diallo,Paris Saint-Germain,4,0.576,7.0,1.0,0.144,12.0,372.0,0.139,37.5
2021/2022,3817860,Souvik Chakrabarti,Hyderabad,3,0.195,3.0,0.0,0.065,8.0,126.0,0.139,10.77
2021/2022,3802699,Presnel Kimpembe,Paris Saint-Germain,7,0.993,7.0,1.0,0.142,20.0,644.0,0.139,41.2
2022,3857286,Almoez Ali Zainalabiddin Abdulla,Qatar,2,0.219,2.0,0.0,0.109,2.0,142.0,0.139,71.99
2022,3869321,Enzo Fernandez,Argentina,6,1.171,6.0,0.0,0.195,24.0,756.0,0.139,19.99
2021/2022,3813289,Udanta Kumam Singh,Bengaluru,3,0.251,3.0,0.0,0.084,9.0,162.0,0.139,11.68
2022,3869321,Lisandro Martínez,Argentina,3,0.508,3.0,1.0,0.169,5.0,330.0,0.139,8.67
2021/2022,3802907,Achraf Hakimi Mouh,Paris Saint-Germain,7,0.985,7.0,1.0,0.141,18.0,637.0,0.139,33.8
2021/2022,3817864,David Joel Williams,ATK Mohun Bagan,6,0.51,7.0,1.0,0.085,16.0,330.0,0.139,43.26
2021/2022,3802709,Presnel Kimpembe,Paris Saint-Germain,4,0.545,4.0,1.0,0.136,12.0,352.0,0.139,27.02
2021/2022,3802643,Matz Sels,Strasbourg,5,0.718,6.0,2.0,0.144,9.0,465.0,0.139,50.83
2022,3857296,Yannick Ferreira Carrasco,Belgium,8,0.879,10.0,0.0,0.11,23.0,568.0,0.139,39.73
2021/2022,3802752,Idrissa Gana Gueye,Paris Saint-Germain,4,0.513,4.0,1.0,0.128,17.0,332.0,0.139,27.18
2022,3869519,Nahuel Molina Lucero,Argentina,3,0.389,3.0,1.0,0.13,7.0,252.0,0.139,20.87
2021/2022,3817901,Ricky Lallawmawma,Jamshedpur,3,0.44,3.0,0.0,0.147,14.0,285.0,0.139,16.49
2022,3857266,Dayotchanculle Upamecano,France,8,1.146,11.0,1.0,0.143,29.0,744.0,0.139,61.83
2021/2022,3827767,João Victor de Albuquerque Bruno,Hyderabad,5,0.93,5.0,1.0,0.186,13.0,605.0,0.138,23.8
2021/2022,3817883,Eli Sabia Filho,Jamshedpur,4,0.563,4.0,1.0,0.141,8.0,368.0,0.138,48.75
2022,3857275,Adrien Rabiot,France,3,0.156,4.0,0.0,0.052,6.0,102.0,0.138,34.54
2021/2022,3817880,Rahim Ali,Chennaiyin,10,1.43,12.0,2.0,0.143,27.0,930.0,0.138,98.07
2021/2022,3817898,Seriton Fernandes,Goa,10,1.441,10.0,0.0,0.144,34.0,940.0,0.138,75.48
2021/2022,3802818,Kylian Mbappé Lottin,Paris Saint-Germain,11,1.563,11.0,5.0,0.142,41.0,1023.0,0.138,83.68
2021/2022,3802902,Neymar da Silva Santos Junior,Paris Saint-Germain,7,0.881,8.0,0.0,0.126,28.0,574.0,0.138,87.49
2021/2022,3813270,Alexander Romario Jesuraj,Goa,2,0.153,2.0,0.0,0.076,5.0,100.0,0.138,43.81
2022,3869354,Olivier Giroud,France,5,0.713,5.0,1.0,0.143,6.0,465.0,0.138,84.95
2021/2022,3813265,Amarjit Singh Kiyam Singh,East Bengal,1,0.106,1.0,0.0,0.106,3.0,69.0,0.138,27.68
2022,3857266,Aurélien Djani Tchouaméni,France,9,1.271,12.0,2.0,0.141,32.0,828.0,0.138,68.57
2022,3857300,Marcos Javier Acuña,Argentina,6,0.303,6.0,0.0,0.051,8.0,198.0,0.138,14.36
2022,3857260,Henry Josué Martín Mex,Mexico,7,0.811,8.0,1.0,0.116,11.0,532.0,0.137,35.57
2021/2022,3813277,Bartholomew Owogbalor Ogbeche,Hyderabad,2,0.229,2.0,1.0,0.114,5.0,150.0,0.137,17.75
2022,3869254,Xherdan Shaqiri,Switzerland,6,0.849,6.0,1.0,0.142,13.0,558.0,0.137,68.06
2021/2022,3813289,Sunil Chhetri,Bengaluru,10,1.389,11.0,0.0,0.139,18.0,910.0,0.137,64.64
2021/2022,3813296,Marko Lešković,Kerala Blasters,2,0.273,2.0,0.0,0.137,14.0,180.0,0.137,17.68
2021/2022,3813280,Daniel Chima Chukwu,East Bengal,4,0.577,4.0,0.0,0.144,7.0,380.0,0.137,56.17
2022,3857267,Kalidou Koulibaly,Senegal,3,0.435,3.0,1.0,0.145,4.0,285.0,0.137,26.32
2021/2022,3813287,Naorem Roshan Singh,Bengaluru,6,0.839,6.0,1.0,0.14,6.0,552.0,0.137,36.53
2021/2022,3813318,Ygor de Oliveira Ferreira,Mumbai City,10,1.367,10.0,2.0,0.137,24.0,900.0,0.137,56.62
2021/2022,3817892,Joni Ensio Kauko,ATK Mohun Bagan,9,1.331,9.0,1.0,0.148,24.0,873.0,0.137,84.47
2022,3857280,Bryan Mbeumo,Cameroon,2,0.189,2.0,0.0,0.094,4.0,124.0,0.137,49.3
2022,3857279,Benjamin Pavard,France,10,1.343,14.0,1.0,0.134,51.0,880.0,0.137,46.43
2021/2022,3813313,Manvir Singh,ATK Mohun Bagan,6,0.847,7.0,0.0,0.141,18.0,558.0,0.137,41.96
2021/2022,3813290,Mathias Coureur,NorthEast United,2,0.283,2.0,0.0,0.142,3.0,186.0,0.137,22.46
2022,3869151,Julián Álvarez,Argentina,3,0.325,3.0,1.0,0.108,6.0,213.0,0.137,24.5
2022,3857269,Fabian Rieder,Switzerland,1,0.088,2.0,0.0,0.088,3.0,58.0,0.137,33.99
2022,3857299,Daniel Amartey,Ghana,3,0.43,4.0,2.0,0.143,13.0,282.0,0.137,40.0
2021/2022,3817858,Adrián Nicolás Luna Retamar,Kerala Blasters,11,1.561,11.0,2.0,0.142,26.0,1023.0,0.137,68.71
2021/2022,3817854,Liston Colaco,ATK Mohun Bagan,6,0.571,6.0,1.0,0.095,11.0,378.0,0.136,71.05
2021/2022,3827335,Greg Stewart,Jamshedpur,6,0.852,8.0,1.0,0.142,10.0,564.0,0.136,90.25
2021/2022,3817893,Mohammed Irshad,NorthEast United,3,0.395,3.0,1.0,0.132,5.0,261.0,0.136,45.89
2021/2022,3813287,Prince Vinny Ibara Doniama,Bengaluru,5,0.701,5.0,1.0,0.14,7.0,465.0,0.136,30.52
2021/2022,3802696,Neymar da Silva Santos Junior,Paris Saint-Germain,8,0.775,8.0,2.0,0.097,26.0,512.0,0.136,76.61
2021/2022,3813268,Liston Colaco,ATK Mohun Bagan,4,0.157,4.0,0.0,0.039,10.0,104.0,0.136,11.66
2022,3857273,Sardar Azmoun,Iran,5,0.499,8.0,0.0,0.1,8.0,330.0,0.136,45.69
2021/2022,3802690,Mauro Emanuel Icardi Rivero,Paris Saint-Germain,6,0.818,6.0,1.0,0.136,9.0,540.0,0.136,40.09
2021/2022,3817867,Cássio Gabriel Vilela Ferreira,Mumbai City,7,1.002,8.0,0.0,0.143,17.0,665.0,0.136,39.89
2022,3857298,Bruno Miguel Borges Fernandes,Portugal,9,1.288,9.0,2.0,0.143,20.0,855.0,0.136,61.42
2022,3857256,Strahinja Pavlović,Serbia,5,0.747,6.0,0.0,0.149,20.0,495.0,0.136,64.45
2022,3869220,Sergio Busquets i Burgos,Spain,6,1.094,7.0,0.0,0.182,17.0,726.0,0.136,38.99
2021/2022,3813272,Juan Antonio González Fernández,Hyderabad,3,0.413,3.0,1.0,0.138,7.0,276.0,0.135,29.63
2021/2022,3813292,Prince Vinny Ibara Doniama,Bengaluru,1,0.045,1.0,0.0,0.045,2.0,30.0,0.135,4.33
2022,3857287,Guillermo Varela Olivera,Uruguay,1,0.012,1.0,0.0,0.012,2.0,8.0,0.135,2.88
2022,3857293,Diego Nicolás De La Cruz Arcosa,Uruguay,3,0.153,3.0,0.0,0.051,5.0,102.0,0.135,11.22
2021/2022,3817875,Airam López Cabrera,Goa,5,0.673,7.0,0.0,0.135,18.0,450.0,0.135,48.92
2021/2022,3817893,Mirshad Koottappunna,NorthEast United,2,0.275,3.0,0.0,0.137,4.0,184.0,0.135,31.95
2021/2022,3802709,Neymar da Silva Santos Junior,Paris Saint-Germain,9,1.103,10.0,1.0,0.123,20.0,738.0,0.135,54.69
2021/2022,3817884,Liston Colaco,ATK Mohun Bagan,9,1.252,9.0,1.0,0.139,24.0,837.0,0.135,54.97
2021/2022,3817896,Amarjit Singh Kiyam Singh,East Bengal,1,0.045,2.0,0.0,0.045,2.0,30.0,0.135,7.87
2022,3857264,Alexis Mac Allister,Argentina,12,1.476,15.0,2.0,0.123,42.0,984.0,0.135,49.93
2021/2022,3813284,Jitendra Singh,Jamshedpur,2,0.276,2.0,0.0,0.138,4.0,184.0,0.135,20.82
2021/2022,3813293,Tomislav Mrčela,East Bengal,2,0.162,2.0,0.0,0.081,4.0,108.0,0.135,49.0
2022,3857273,Roozbeh Cheshmi,Iran,1,0.033,2.0,1.0,0.033,2.0,22.0,0.135,3.02
2022,3869253,Carlos Henrique Casimiro,Brazil,8,1.102,10.0,3.0,0.138,34.0,736.0,0.135,38.63
2021/2022,3817861,Sanjeev Stalin,Kerala Blasters,1,0.024,1.0,0.0,0.024,4.0,16.0,0.135,4.19
2021/2022,3813305,Aniket Anil Jadhav,Hyderabad,4,0.413,5.0,0.0,0.103,12.0,276.0,0.135,35.16
2021/2022,3813308,Jerry Mawihmingthanga,Odisha,3,0.423,5.0,0.0,0.141,8.0,282.0,0.135,36.3
2022,3857300,Rodrigo Javier De Paul,Argentina,7,1.082,9.0,0.0,0.155,24.0,721.0,0.135,51.29
2021/2022,3802676,Sergio Ramos García,Paris Saint-Germain,4,0.551,4.0,1.0,0.138,19.0,368.0,0.135,30.86
2021/2022,3817901,Pronay Halder,Jamshedpur,3,0.302,3.0,0.0,0.101,8.0,201.0,0.135,11.32
2022,3869552,Hakim Ziyech,Morocco,7,0.989,12.0,0.0,0.141,14.0,658.0,0.135,97.98
2021/2022,3802837,Lucas Calodat,Saint-Étienne,1,0.006,1.0,0.0,0.006,4.0,4.0,0.135,1.53
2021/2022,3813272,Hitesh Sharma,Hyderabad,8,0.844,10.0,1.0,0.105,14.0,568.0,0.134,60.56
2022,3857275,Kingsley Coman,France,1,0.088,1.0,0.0,0.088,2.0,59.0,0.134,19.48
