season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2021/2022,3802685,Cheick Oumar Doucoure,Lens,5,0.432,0.086,11.0,420.0,0.093
2021/2022,3813311,Łukasz Gikiewicz,Chennaiyin,1,0.098,0.098,2.0,95.0,0.093
2021/2022,3817849,Lalengmawia Ralte,Mumbai City,4,0.488,0.098,19.0,470.0,0.093
2022,3857272,Yunus Dimoara Musah,United States,3,0.27,0.09,10.0,261.0,0.093
2021/2022,3813305,Asish Rai,Hyderabad,5,0.523,0.105,7.0,505.0,0.093
2022,3857260,Edson Omar Álvarez Velázquez,Mexico,4,0.437,0.087,8.0,425.0,0.093
2021/2022,3817870,Iván Garrido González,Goa,4,0.38,0.095,7.0,368.0,0.093
2021/2022,3813305,Sahil Tavora,Hyderabad,2,0.113,0.057,4.0,110.0,0.093
2022,3869253,Thiago Emiliano da Silva,Brazil,5,0.667,0.095,38.0,651.0,0.092
2021/2022,3817879,Khumanthem Ninthoinganba Meetei,Chennaiyin,2,0.276,0.092,4.0,270.0,0.092
2022,3869220,Álvaro Borja Morata Martín,Spain,3,0.22,0.055,8.0,216.0,0.092
2021/2022,3813264,Joel Joseph Chianese,Hyderabad,2,0.072,0.036,6.0,70.0,0.092
2021/2022,3813315,Aibanbha Kupar Dohling,Goa,3,0.278,0.093,5.0,273.0,0.092
2021/2022,3802805,Walter Daniel Benítez,OGC Nice,2,0.179,0.09,5.0,176.0,0.092
2021/2022,3817863,Leander D''Cunha,Goa,7,0.69,0.099,14.0,672.0,0.092
2021/2022,3817869,Naorem Roshan Singh,Bengaluru,3,0.291,0.097,7.0,285.0,0.092
2021/2022,3802809,Nuno Mendes,Paris Saint-Germain,3,0.292,0.097,7.0,285.0,0.092
2022,3869151,Kye Rowles,Australia,4,0.393,0.098,9.0,384.0,0.092
2021/2022,3813265,Phurba Tempa Lachenpa,Mumbai City,2,0.266,0.089,6.0,261.0,0.092
2021/2022,3802809,Achraf Hakimi Mouh,Paris Saint-Germain,3,0.294,0.098,4.0,288.0,0.092
2022,3869321,Nicolás Alejandro Tagliafico,Argentina,1,0.042,0.042,1.0,41.0,0.092
2021/2022,3802902,Kylian Mbappé Lottin,Paris Saint-Germain,2,0.282,0.094,7.0,276.0,0.092
2021/2022,3813314,Joni Ensio Kauko,ATK Mohun Bagan,2,0.157,0.078,4.0,154.0,0.092
2021/2022,3813293,Suresh Singh Wangjam,Bengaluru,3,0.333,0.083,9.0,324.0,0.092
2021/2022,3817853,Saviour Gama,Goa,6,0.183,0.031,11.0,180.0,0.092
2022,3869220,Romain Saïss,Morocco,1,0.119,0.119,4.0,117.0,0.092
2021/2022,3813317,Kamaljit Singh,Odisha,4,0.378,0.094,5.0,368.0,0.092
2022,3857264,Alexis Mac Allister,Argentina,7,0.754,0.084,38.0,738.0,0.092
2022,3857257,Kasper Dolberg,Denmark,1,0.037,0.037,1.0,36.0,0.092
2021/2022,3817866,Lalengmawia Ralte,Mumbai City,2,0.182,0.091,4.0,178.0,0.092
2021/2022,3813301,Mashoor Shereef Thangalakath,NorthEast United,3,0.292,0.097,5.0,285.0,0.092
2021/2022,3817888,Naorem Mahesh Singh,East Bengal,3,0.278,0.093,5.0,273.0,0.092
2021/2022,3813303,Saviour Gama,Goa,3,0.205,0.068,3.0,201.0,0.092
2021/2022,3817899,Kamaljit Singh,Odisha,1,0.096,0.096,1.0,94.0,0.092
2021/2022,3817874,Muhammad Ashique Kuruniyan,Bengaluru,2,0.186,0.093,4.0,182.0,0.092
2021/2022,3817856,Manvir Singh,ATK Mohun Bagan,3,0.275,0.092,4.0,270.0,0.092
2021/2022,3817850,Mohammed Rafique,East Bengal,2,0.186,0.093,3.0,184.0,0.091
2021/2022,3817875,Anisa Anwar Ali,Goa,5,0.463,0.093,16.0,460.0,0.091
2021/2022,3802690,Keylor Navas Gamboa,Paris Saint-Germain,4,0.344,0.086,6.0,340.0,0.091
2021/2022,3813292,Iman Basafa,Bengaluru,3,0.183,0.061,7.0,180.0,0.091
2021/2022,3802795,Marco Verratti,Paris Saint-Germain,8,0.744,0.093,37.0,736.0,0.091
2021/2022,3813264,Juan Antonio González Fernández,Hyderabad,6,0.556,0.093,16.0,552.0,0.091
2022,3857257,Joakim Mæhle,Denmark,5,0.347,0.069,20.0,345.0,0.091
2021/2022,3817856,Greg Stewart,Jamshedpur,2,0.245,0.082,8.0,243.0,0.091
2022,3857267,Edouard Mendy,Senegal,2,0.284,0.095,9.0,282.0,0.091
2021/2022,3813265,Hira Mondal,East Bengal,2,0.191,0.096,2.0,188.0,0.091
2021/2022,3817895,Rahim Ali,Chennaiyin,1,0.027,0.027,3.0,27.0,0.091
2022,3857301,Ismail Jakobs,Senegal,6,0.457,0.076,14.0,450.0,0.091
2021/2022,3817871,Eduardo García Martín,Hyderabad,1,0.009,0.009,5.0,9.0,0.091
2021/2022,3813292,Sivasakthi Narayanan,Bengaluru,1,0.018,0.018,2.0,18.0,0.091
2022,3857266,Theo Bernard François Hernández,France,4,0.682,0.097,20.0,672.0,0.091
2022,3857269,Fabian Rieder,Switzerland,1,0.118,0.059,6.0,116.0,0.091
2021/2022,3813312,Deepak Tangri,ATK Mohun Bagan,3,0.139,0.046,5.0,138.0,0.091
2021/2022,3813266,Anisa Anwar Ali,Goa,5,0.555,0.093,14.0,558.0,0.09
2021/2022,3817876,Marcelo Leite Pereira,NorthEast United,2,0.066,0.033,5.0,66.0,0.09
2021/2022,3817890,Anisa Anwar Ali,Goa,5,0.465,0.093,9.0,465.0,0.09
2021/2022,3817853,Glan Martins,Goa,4,0.338,0.084,9.0,336.0,0.09
2021/2022,3817882,Mohammad Sajid Dhot,Chennaiyin,1,0.047,0.047,3.0,47.0,0.09
2021/2022,3817880,Anirudh Thapa,Chennaiyin,6,0.651,0.093,14.0,651.0,0.09
2021/2022,3817859,Mohammed Irshad,NorthEast United,2,0.09,0.045,2.0,90.0,0.09
2021/2022,3813276,Naorem Mahesh Singh,East Bengal,1,0.046,0.046,5.0,46.0,0.09
2022,3857288,Yassine Meriah,Tunisia,4,0.379,0.095,7.0,380.0,0.09
2022,3857257,Alexander Hartmann Bah,Denmark,4,0.235,0.047,18.0,235.0,0.09
2022,3857260,Jesús Daniel Gallardo Vasconcelos,Mexico,6,0.74,0.093,16.0,744.0,0.09
2021/2022,3817893,Lalrinliana Hnamte,East Bengal,1,0.056,0.056,2.0,56.0,0.09
2022,3857292,Yeltsin Ignacio Tejeda Valverde,Costa Rica,2,0.179,0.089,3.0,178.0,0.09
2022,3869152,Raphaël Varane,France,5,0.461,0.092,12.0,460.0,0.09
2022,3857289,Lionel Andrés Messi Cuccittini,Argentina,2,0.189,0.094,3.0,188.0,0.09
2021/2022,3813269,Narender Gahlot,Jamshedpur,2,0.19,0.095,3.0,190.0,0.09
2021/2022,3817886,Pragyan Sundar Gogoi,NorthEast United,2,0.126,0.063,13.0,126.0,0.09
2021/2022,3813288,Laxmikant Kattimani,Hyderabad,1,0.091,0.091,1.0,92.0,0.09
2021/2022,3802795,Lovro Majer,Rennes,4,0.415,0.083,8.0,415.0,0.09
2022,3857296,Thibaut Courtois,Belgium,5,0.487,0.081,16.0,486.0,0.09
2021/2022,3813298,Bikash Jairu,East Bengal,3,0.271,0.09,4.0,270.0,0.09
2021/2022,3813315,Jorge Ortiz Mendoza,Goa,3,0.278,0.093,8.0,279.0,0.09
2021/2022,3813294,Anirudh Thapa,Chennaiyin,1,0.088,0.088,2.0,88.0,0.09
2022,3857273,Daniel James,Wales,1,0.08,0.04,4.0,80.0,0.09
2021/2022,3803000,Jean-Claude Billong,Clermont Foot,1,0.088,0.088,1.0,88.0,0.09
2021/2022,3813288,Asish Rai,Hyderabad,2,0.161,0.081,5.0,162.0,0.09
2022,3869151,Lisandro Martínez,Argentina,2,0.078,0.039,4.0,78.0,0.09
2022,3857273,Roozbeh Cheshmi,Iran,1,0.044,0.022,2.0,44.0,0.09
2021/2022,3813287,Gurpreet Singh Sandhu,Bengaluru,5,0.445,0.089,8.0,445.0,0.09
2021/2022,3802752,Islam Slimani,Lyon,4,0.372,0.093,7.0,372.0,0.09
2022,3857257,Mathias Jensen,Denmark,1,0.116,0.058,10.0,116.0,0.09
2021/2022,3802665,Marco Verratti,Paris Saint-Germain,10,0.908,0.091,35.0,920.0,0.089
2021/2022,3817888,Hira Mondal,East Bengal,5,0.448,0.09,13.0,455.0,0.089
2021/2022,3817900,Vladimir Koman Jr.,Chennaiyin,2,0.091,0.046,3.0,92.0,0.089
2022,3857258,Carlos Henrique Casimiro,Brazil,10,1.347,0.096,52.0,1358.0,0.089
2022,3857256,Ricardo Iván Rodríguez Araya,Switzerland,4,0.388,0.097,11.0,392.0,0.089
2021/2022,3813315,Glan Martins,Goa,7,0.643,0.092,20.0,651.0,0.089
2022,3857262,António João Pereira Albuquerque Tavares Silva,Portugal,5,0.476,0.095,28.0,480.0,0.089
2022,3857272,Sergino Dest,United States,3,0.225,0.075,18.0,228.0,0.089
2021/2022,3813313,David Joel Williams,ATK Mohun Bagan,3,0.364,0.091,11.0,368.0,0.089
2021/2022,3817862,Ahmed Jahouh,Mumbai City,4,0.419,0.084,24.0,425.0,0.089
2021/2022,3817851,Héctor Rodas Ramírez,Odisha,1,0.093,0.093,2.0,94.0,0.089
2021/2022,3817884,Aniket Anil Jadhav,Hyderabad,2,0.136,0.045,4.0,138.0,0.089
2022,3869519,Borna Sosa,Croatia,2,0.139,0.046,14.0,141.0,0.089
2022,3857258,Marcos Aoás Corrêa,Brazil,9,1.195,0.092,38.0,1209.0,0.089
2021/2022,3813291,Hugo Adnan Boumous,ATK Mohun Bagan,4,0.252,0.063,6.0,256.0,0.089
2021/2022,3817870,Anisa Anwar Ali,Goa,4,0.368,0.092,9.0,372.0,0.089
2021/2022,3817861,Wungngayam Muirang,Bengaluru,4,0.258,0.065,10.0,260.0,0.089
2021/2022,3813285,Parag Satish Shrivas,Bengaluru,7,0.34,0.049,13.0,343.0,0.089
2022,3857271,Raheem Sterling,England,4,0.273,0.068,12.0,276.0,0.089
2021/2022,3817893,Pragyan Sundar Gogoi,NorthEast United,3,0.333,0.083,6.0,336.0,0.089
2021/2022,3802709,Mickaël Nade,Saint-Étienne,2,0.352,0.088,8.0,356.0,0.089
2021/2022,3817884,Liston Colaco,ATK Mohun Bagan,2,0.183,0.091,5.0,186.0,0.089
2022,3869684,Josip Šutalo,Croatia,4,0.339,0.085,16.0,344.0,0.089
2022,3857298,Alexander Djiku,Ghana,2,0.176,0.088,3.0,178.0,0.089
2021/2022,3813294,Jerry Lalrinzuala,Chennaiyin,3,0.273,0.091,6.0,276.0,0.089
2022,3857269,Rodrygo Silva de Goes,Brazil,2,0.099,0.049,6.0,100.0,0.089
2021/2022,3817855,Álvaro Vázquez García,Kerala Blasters,2,0.189,0.094,6.0,190.0,0.089
2021/2022,3813283,Germanpreet Singh,Chennaiyin,2,0.109,0.054,3.0,110.0,0.089
2021/2022,3803000,Jodel Dossou,Clermont Foot,2,0.129,0.065,4.0,130.0,0.089
2021/2022,3802752,Nuno Mendes,Paris Saint-Germain,7,0.618,0.088,19.0,623.0,0.089
2021/2022,3817882,Ariel Borysiuk,Chennaiyin,3,0.261,0.087,4.0,267.0,0.088
2021/2022,3817855,Adrián Nicolás Luna Retamar,Kerala Blasters,6,0.574,0.096,14.0,588.0,0.088
2021/2022,3813308,Iván Garrido González,Goa,3,0.274,0.091,12.0,282.0,0.088
2021/2022,3817894,Arshdeep Singh Saini,Odisha,2,0.181,0.091,2.0,186.0,0.088
2022,3869684,Yassine Bounou,Morocco,2,0.175,0.088,2.0,180.0,0.088
2022,3857273,Brennan Johnson,Wales,2,0.191,0.038,8.0,195.0,0.088
2022,3857270,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,3,0.109,0.036,5.0,111.0,0.088
2021/2022,3813306,Mashoor Shereef Thangalakath,NorthEast United,1,0.027,0.027,2.0,28.0,0.088
2022,3857284,Joshua Kimmich,Germany,8,1.229,0.095,51.0,1261.0,0.088
2021/2022,3813287,Parag Satish Shrivas,Bengaluru,5,0.417,0.083,11.0,425.0,0.088
2021/2022,3813272,Joel Joseph Chianese,Hyderabad,4,0.346,0.069,11.0,355.0,0.088
2021/2022,3802752,Presnel Kimpembe,Paris Saint-Germain,6,0.805,0.089,22.0,819.0,0.088
2022,3857255,Marco Asensio Willemsen,Spain,3,0.181,0.036,36.0,185.0,0.088
2021/2022,3813304,Lalrinliana Hnamte,East Bengal,1,0.072,0.072,1.0,74.0,0.088
2021/2022,3813276,Suhair Vadakkepeedika,NorthEast United,4,0.354,0.088,7.0,360.0,0.088
2021/2022,3802709,Falaye Sacko,Saint-Étienne,2,0.358,0.089,5.0,364.0,0.088
2021/2022,3813315,Eduardo Bedia Peláez,Goa,6,0.546,0.091,21.0,558.0,0.088
2021/2022,3802930,Marco Verratti,Paris Saint-Germain,3,0.227,0.076,22.0,231.0,0.088
2022,3869118,John Stones,England,2,0.147,0.073,5.0,150.0,0.088
2021/2022,3813312,Mohammad Nawaz,Mumbai City,2,0.269,0.09,18.0,276.0,0.088
2022,3869321,Germán Alejandro Pezzella,Argentina,1,0.042,0.042,4.0,43.0,0.088
2021/2022,3813299,Danish Farooq Bhat,Bengaluru,2,0.112,0.056,10.0,116.0,0.087
2022,3857279,Antoine Griezmann,France,7,1.027,0.093,32.0,1067.0,0.087
2021/2022,3817899,Pronay Halder,Jamshedpur,2,0.174,0.087,3.0,180.0,0.087
2022,3869152,Bartosz Bereszyński,Poland,4,0.454,0.091,39.0,470.0,0.087
2021/2022,3817888,Hugo Adnan Boumous,ATK Mohun Bagan,19,2.025,0.092,62.0,2090.0,0.087
2021/2022,3813269,Rehnesh Thumbirumbu Paramba,Jamshedpur,1,0.078,0.078,2.0,81.0,0.087
2021/2022,3817851,Jorge Rolando Pereyra Díaz,Kerala Blasters,4,0.356,0.089,12.0,368.0,0.087
2021/2022,3813301,Mathias Coureur,NorthEast United,2,0.168,0.084,2.0,174.0,0.087
2021/2022,3817876,Rahim Ali,Chennaiyin,2,0.134,0.067,3.0,138.0,0.087
2021/2022,3817899,Ritwik Kumar Das,Jamshedpur,2,0.145,0.073,8.0,150.0,0.087
2021/2022,3813305,Eduardo García Martín,Hyderabad,5,0.424,0.071,9.0,438.0,0.087
2021/2022,3817856,Pritam Kotal,ATK Mohun Bagan,4,0.24,0.06,9.0,248.0,0.087
2021/2022,3813312,Liston Colaco,ATK Mohun Bagan,2,0.091,0.046,4.0,94.0,0.087
2021/2022,3802793,Marcos Aoás Corrêa,Paris Saint-Germain,6,0.625,0.089,22.0,644.0,0.087
2022,3857258,Danilo Luiz da Silva,Brazil,10,1.264,0.09,75.0,1302.0,0.087
2021/2022,3813268,Prabir Das,ATK Mohun Bagan,2,0.066,0.033,4.0,68.0,0.087
2021/2022,3817879,Jerry Lalrinzuala,Chennaiyin,2,0.276,0.092,4.0,285.0,0.087
2022,3869685,Julián Álvarez,Argentina,5,0.481,0.096,14.0,495.0,0.087
2022,3857268,Yannick Ferreira Carrasco,Belgium,1,0.047,0.047,1.0,48.0,0.087
2021/2022,3802690,Moritz Jenz,Lorient,2,0.161,0.081,3.0,166.0,0.087
2021/2022,3817900,Deepak Devrani,Chennaiyin,2,0.269,0.09,3.0,282.0,0.086
2022,3857260,Salem Mohammed Al Dawsari,Saudi Arabia,4,0.368,0.092,10.0,384.0,0.086
2021/2022,3802902,Cengiz Ünder,Marseille,4,0.514,0.073,27.0,539.0,0.086
2021/2022,3813301,Suhair Vadakkepeedika,NorthEast United,4,0.29,0.073,12.0,304.0,0.086
2021/2022,3813291,Bikash Jairu,East Bengal,2,0.172,0.086,3.0,180.0,0.086
2021/2022,3817849,Suresh Singh Wangjam,Bengaluru,5,0.62,0.089,22.0,651.0,0.086
2021/2022,3813303,Liston Colaco,ATK Mohun Bagan,1,0.081,0.081,1.0,85.0,0.086
2022,3857267,Ismaïla Sarr,Senegal,5,0.542,0.09,16.0,570.0,0.086
2021/2022,3802665,Juan Bernat Velasco,Paris Saint-Germain,5,0.4,0.08,32.0,420.0,0.086
2021/2022,3813275,Sahal Abdul Samad,Kerala Blasters,1,0.066,0.066,1.0,69.0,0.086
2022,3857280,Jean-Eric Maxim Choupo-Moting,Cameroon,2,0.189,0.094,3.0,198.0,0.086
2022,3857283,Munir Mohand Mohamedi,Morocco,3,0.258,0.086,6.0,270.0,0.086
2021/2022,3817900,Boris Singh Thangjam,Jamshedpur,4,0.195,0.039,13.0,205.0,0.086
2021/2022,3813288,Alexandre Monteiro de Lima,Jamshedpur,1,0.067,0.067,1.0,70.0,0.086
2021/2022,3813308,Sanson Pereira,Goa,1,0.021,0.021,1.0,22.0,0.086
2021/2022,3813288,Hitesh Sharma,Hyderabad,3,0.194,0.065,14.0,204.0,0.086
2021/2022,3817848,Princeton Rebello,Goa,2,0.098,0.049,3.0,102.0,0.086
2022,3857262,João Maria Lobo Alves Palhinha Gonçalves,Portugal,1,0.03,0.03,1.0,31.0,0.086
2021/2022,3817864,Bipin Singh Thounajam,Mumbai City,5,0.447,0.089,14.0,465.0,0.086
2021/2022,3813299,Jayesh Dilip Rane,Bengaluru,2,0.175,0.088,3.0,184.0,0.086
2022,3869151,Mathew Leckie,Australia,1,0.068,0.068,1.0,71.0,0.086
2022,3857260,Luis Gerardo Chávez Magallón,Mexico,10,1.287,0.092,34.0,1358.0,0.085
2021/2022,3817861,Bruno Edgar Silva Almeida,Bengaluru,2,0.175,0.088,5.0,186.0,0.085
2021/2022,3813265,Cássio Gabriel Vilela Ferreira,Mumbai City,4,0.299,0.06,18.0,315.0,0.085
2021/2022,3817872,Cleiton Augusto Oliveira Silva,Bengaluru,4,0.324,0.081,9.0,344.0,0.085
2021/2022,3827336,Amrinder Singh,ATK Mohun Bagan,4,0.448,0.09,7.0,475.0,0.085
2021/2022,3817850,Sourav Das,East Bengal,2,0.164,0.082,4.0,174.0,0.085
2021/2022,3817876,Ariel Borysiuk,Chennaiyin,3,0.27,0.09,5.0,288.0,0.085
2022,3857300,Lisandro Martínez,Argentina,3,0.127,0.042,11.0,135.0,0.085
2021/2022,3802683,Abdou Diallo,Paris Saint-Germain,3,0.345,0.086,20.0,364.0,0.085
2021/2022,3802802,Danilo Luís Hélio Pereira,Paris Saint-Germain,6,0.6,0.086,18.0,637.0,0.085
2021/2022,3817850,Amarjit Singh Kiyam Singh,East Bengal,2,0.174,0.087,2.0,184.0,0.085
2022,3857282,DeAndre Yedlin,United States,2,0.047,0.024,5.0,50.0,0.085
2022,3857282,Tim Ream,United States,3,0.28,0.093,16.0,297.0,0.085
2022,3857272,John Stones,England,3,0.264,0.088,6.0,279.0,0.085
2021/2022,3813288,Laldinliana Renthlei,Jamshedpur,2,0.172,0.086,3.0,184.0,0.084
2021/2022,3813276,Imran Khan,NorthEast United,5,0.529,0.088,12.0,564.0,0.084
2021/2022,3813291,Manvir Singh,ATK Mohun Bagan,1,0.084,0.084,2.0,90.0,0.084
2021/2022,3817893,Marco Sahanek,NorthEast United,3,0.335,0.084,10.0,360.0,0.084
2021/2022,3817873,Mashoor Shereef Thangalakath,NorthEast United,2,0.169,0.085,4.0,182.0,0.084
2021/2022,3802805,Neymar da Silva Santos Junior,Paris Saint-Germain,2,0.17,0.085,6.0,182.0,0.084
2021/2022,3817887,Halicharan Narzary,Hyderabad,1,0.021,0.021,4.0,23.0,0.084
2021/2022,3813289,Alan Henrique Costa,Bengaluru,6,0.622,0.089,37.0,665.0,0.084
2022,3869486,João Pedro Cavaco Cancelo,Portugal,2,0.084,0.042,3.0,90.0,0.084
2021/2022,3817870,Alberto Noguera Ripoll,Goa,5,0.442,0.088,15.0,475.0,0.084
2021/2022,3813279,Vladimir Koman Jr.,Chennaiyin,9,0.865,0.086,44.0,930.0,0.084
2022,3857292,Juan Pablo Vargas Campos,Costa Rica,2,0.179,0.089,3.0,192.0,0.084
2022,3857293,Mohammed Kudus,Ghana,3,0.273,0.091,9.0,291.0,0.084
2022,3857255,Rodrigo Hernández Cascante,Spain,7,0.63,0.09,88.0,672.0,0.084
2021/2022,3817858,Chencho Gyeltshen,Kerala Blasters,1,0.014,0.014,2.0,15.0,0.084
2022,3869684,Bilal El Khannous,Morocco,2,0.101,0.05,6.0,108.0,0.084
2021/2022,3817873,Amrinder Singh,ATK Mohun Bagan,3,0.262,0.087,7.0,279.0,0.084
2022,3869684,Sofyan Amrabat,Morocco,4,0.425,0.085,8.0,455.0,0.084
2022,3869486,Achraf Hakimi Mouh,Morocco,3,0.269,0.09,5.0,288.0,0.084
2021/2022,3802665,Dimitry Bertaud,Montpellier,2,0.169,0.084,2.0,180.0,0.084
2021/2022,3817879,Anirudh Thapa,Chennaiyin,3,0.352,0.088,5.0,380.0,0.083
2021/2022,3802802,Marco Verratti,Paris Saint-Germain,7,0.49,0.07,17.0,532.0,0.083
2021/2022,3813293,Muhammad Ashique Kuruniyan,Bengaluru,3,0.333,0.083,13.0,360.0,0.083
2021/2022,3817879,Nikhil Poojary,Hyderabad,2,0.112,0.056,4.0,122.0,0.083
2022,3857291,Daniel Olmo Carvajal,Spain,7,0.62,0.089,29.0,672.0,0.083
2021/2022,3817850,Ricky Lallawmawma,Jamshedpur,5,0.408,0.082,15.0,445.0,0.083
2021/2022,3817857,Eli Sabia Filho,Jamshedpur,3,0.253,0.084,3.0,276.0,0.083
2022,3869219,Andrej Kramarić,Croatia,4,0.433,0.062,15.0,469.0,0.083
2021/2022,3813288,Nerijus Valskis,Jamshedpur,2,0.167,0.084,3.0,182.0,0.083
2021/2022,3802752,Ander Herrera Agüera,Paris Saint-Germain,7,0.546,0.078,27.0,595.0,0.083
2021/2022,3817894,Princeton Rebello,Goa,7,0.544,0.078,15.0,588.0,0.083
2021/2022,3817861,Pratik Prabhakar Chaudhari,Bengaluru,2,0.172,0.086,3.0,186.0,0.083
2021/2022,3817871,Ngasepam Tondonba Singh,NorthEast United,1,0.015,0.015,1.0,16.0,0.083
2021/2022,3802752,Bruno Guimarães Rodriguez Moura,Lyon,4,0.351,0.088,11.0,380.0,0.083
2021/2022,3813301,Rochharzela Rochharzela,NorthEast United,2,0.204,0.051,4.0,220.0,0.083
2021/2022,3817901,Mohammad Nawaz,Mumbai City,5,0.528,0.088,17.0,570.0,0.083
2021/2022,3817856,Rehnesh Thumbirumbu Paramba,Jamshedpur,2,0.171,0.085,2.0,186.0,0.083
2021/2022,3802696,Bradley Locko,Stade de Reims,2,0.088,0.044,4.0,96.0,0.083
2021/2022,3813283,Vladimir Koman Jr.,Chennaiyin,5,0.426,0.085,8.0,465.0,0.083
2021/2022,3813313,Manvir Singh,ATK Mohun Bagan,5,0.508,0.085,17.0,558.0,0.082
2021/2022,3817898,Bipin Singh Thounajam,Mumbai City,1,0.086,0.086,2.0,94.0,0.082
2022,3857299,Mohammed Kudus,Ghana,1,0.075,0.075,4.0,82.0,0.082
2021/2022,3817899,Greg Stewart,Jamshedpur,5,0.397,0.079,15.0,435.0,0.082
2022,3857258,Alex Sandro Lobo Silva,Brazil,11,1.291,0.086,69.0,1410.0,0.082
2021/2022,3817900,Narayan Das,Chennaiyin,4,0.419,0.084,8.0,460.0,0.082
2022,3857272,Christian Pulisic,United States,3,0.248,0.083,7.0,273.0,0.082
2021/2022,3817851,Jerry Mawihmingthanga,Odisha,2,0.171,0.085,6.0,188.0,0.082
2021/2022,3813264,Joni Ensio Kauko,ATK Mohun Bagan,2,0.088,0.044,4.0,96.0,0.082
2021/2022,3817862,Mandar Rao Desai,Mumbai City,4,0.399,0.08,12.0,435.0,0.082
2022,3857292,Youstin Delfin Salas Gómez,Costa Rica,2,0.093,0.046,2.0,102.0,0.082
2022,3857278,Christian Pulisic,United States,1,0.046,0.046,2.0,50.0,0.082
2022,3869519,Rodrigo Javier De Paul,Argentina,2,0.134,0.067,7.0,146.0,0.082
2022,3857259,Milos Veljkovic,Serbia,2,0.14,0.07,7.0,154.0,0.082
2022,3857268,Steven de Sousa Vitoria,Canada,10,0.858,0.086,31.0,940.0,0.082
2021/2022,3813271,Jorge Rolando Pereyra Díaz,Kerala Blasters,2,0.16,0.08,4.0,176.0,0.082
2022,3857287,Woo-Young Jung,South Korea,5,0.436,0.087,18.0,480.0,0.082
2021/2022,3813264,Konsham Chinglensana Singh,Hyderabad,4,0.336,0.084,11.0,368.0,0.082
2022,3869420,Marcos Aoás Corrêa,Brazil,9,1.007,0.112,31.0,1125.0,0.081
2021/2022,3813270,Lalengmawia Ralte,Mumbai City,2,0.13,0.065,9.0,144.0,0.081
2021/2022,3827767,Lalthathanga Khawlhring,Kerala Blasters,3,0.265,0.088,5.0,294.0,0.081
2021/2022,3817864,Ahmed Jahouh,Mumbai City,5,0.439,0.073,11.0,486.0,0.081
2021/2022,3817865,Sahil Panwar,Odisha,2,0.246,0.082,6.0,273.0,0.081
2021/2022,3813293,Joyner Lourenco,East Bengal,2,0.162,0.081,4.0,180.0,0.081
2021/2022,3802643,Kevin Gameiro,Strasbourg,4,0.507,0.085,16.0,564.0,0.081
2022,3857295,Ritsu Doan,Japan,1,0.119,0.059,2.0,132.0,0.081
2021/2022,3817850,Arindam Bhattacharja,East Bengal,2,0.164,0.082,3.0,182.0,0.081
2021/2022,3817876,Mashoor Shereef Thangalakath,NorthEast United,4,0.425,0.085,12.0,475.0,0.081
2022,3857284,Nico Schlotterbeck,Germany,12,1.408,0.088,54.0,1568.0,0.081
2021/2022,3817883,Greg Stewart,Jamshedpur,4,0.335,0.084,11.0,372.0,0.081
2021/2022,3802665,Kylian Mbappé Lottin,Paris Saint-Germain,5,0.409,0.082,22.0,455.0,0.081
2022,3857266,Jules Koundé,France,8,0.921,0.084,51.0,1023.0,0.081
2021/2022,3802907,Danilo Luís Hélio Pereira,Paris Saint-Germain,8,0.733,0.081,15.0,819.0,0.081
2022,3869152,Olivier Giroud,France,2,0.135,0.068,3.0,150.0,0.081
2022,3857259,Nemanja Maksimović,Serbia,3,0.253,0.084,8.0,282.0,0.081
2022,3857274,Memphis Depay,Netherlands,1,0.045,0.045,2.0,50.0,0.081
2021/2022,3827767,Jeakson Singh Thaunaojam,Kerala Blasters,4,0.573,0.115,12.0,640.0,0.081
2022,3857286,Bassam Hisham Al Rawi,Qatar,3,0.253,0.084,7.0,282.0,0.081
2021/2022,3817849,Bradden Inman,Mumbai City,1,0.084,0.084,2.0,94.0,0.08
2021/2022,3813271,Glan Martins,Goa,2,0.137,0.069,3.0,154.0,0.08
2021/2022,3817851,Lalthathanga Khawlhring,Kerala Blasters,6,0.447,0.074,12.0,504.0,0.08
2021/2022,3813288,Konsham Chinglensana Singh,Hyderabad,2,0.161,0.081,7.0,182.0,0.08
2022,3857296,Leandro Trossard,Belgium,4,0.203,0.051,15.0,228.0,0.08
2021/2022,3813282,Álvaro Vázquez García,Kerala Blasters,2,0.146,0.073,5.0,164.0,0.08
2021/2022,3817863,Jorge Ortiz Mendoza,Goa,4,0.333,0.083,10.0,376.0,0.08
2021/2022,3817878,Ankit Mukherjee,East Bengal,5,0.348,0.05,15.0,392.0,0.08
2021/2022,3813315,Seminlen Doungel,Jamshedpur,2,0.15,0.075,3.0,168.0,0.08
2022,3857268,Alphonso Davies,Canada,12,0.995,0.083,32.0,1116.0,0.08
2021/2022,3817851,Enes Sipović,Kerala Blasters,6,0.5,0.083,22.0,564.0,0.08
2021/2022,3813285,Prince Vinny Ibara Doniama,Bengaluru,2,0.089,0.044,2.0,100.0,0.08
2021/2022,3817849,Muhammad Ashique Kuruniyan,Bengaluru,5,0.587,0.084,24.0,658.0,0.08
2022,3857275,Ellyes Joris Skhiri,Tunisia,2,0.17,0.085,3.0,192.0,0.08
