team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Wales,Gareth Frank Bale,248.0,3.0,5.0,10.0,1.09,1.81,3.63,6.53,Supporting Progressor
Bengaluru,Leon Augustine Asokan,124.0,0.0,3.0,6.0,0.0,2.18,4.35,6.529999999999999,Progression Outlet
Strasbourg,Ludovic Ajorque,69.0,0.0,0.0,5.0,0.0,0.0,6.52,6.52,Progression Outlet
Argentina,Lautaro Javier Martínez,249.0,1.0,5.0,12.0,0.36,1.81,4.34,6.51,Progression Outlet
Argentina,Marcos Javier Acuña,360.0,7.0,6.0,13.0,1.75,1.5,3.25,6.5,Supporting Progressor
Brazil,Marcos Aoás Corrêa,458.0,22.0,8.0,3.0,4.32,1.57,0.59,6.48,Progressive Passer
Japan,Hiroki Sakai,125.0,5.0,1.0,3.0,3.6,0.72,2.16,6.48,Progressive Passer
Hyderabad,Mohammad Yasir,919.0,14.0,24.0,28.0,1.37,2.35,2.74,6.460000000000001,Supporting Progressor
Qatar,Hassan Khalid Al Heidos,209.0,8.0,4.0,3.0,3.44,1.72,1.29,6.45,Progressive Passer
Australia,Nathaniel Atkinson,84.0,4.0,0.0,2.0,4.29,0.0,2.14,6.43,Progressive Passer
Uruguay,José Martín Cáceres Silva,98.0,6.0,1.0,0.0,5.51,0.92,0.0,6.43,Progressive Passer
Montpellier,Nicholas Gioacchini,42.0,1.0,0.0,2.0,2.14,0.0,4.29,6.43,Progression Outlet
Lille,Hatem Ben Arfa,70.0,2.0,2.0,1.0,2.57,2.57,1.29,6.43,Supporting Progressor
Kerala Blasters,Sahal Abdul Samad,1541.0,22.0,40.0,48.0,1.28,2.34,2.8,6.42,Supporting Progressor
Tunisia,Taha Yassine Khenissi,42.0,1.0,1.0,1.0,2.14,2.14,2.14,6.42,Supporting Progressor
Croatia,Mario Pašalić,295.0,8.0,6.0,7.0,2.44,1.83,2.14,6.41,Supporting Progressor
Ecuador,Gonzalo Jordy Plata Jiménez,281.0,5.0,9.0,6.0,1.6,2.88,1.92,6.4,Ball Carrier
Switzerland,Silvan Widmer,281.0,7.0,4.0,9.0,2.24,1.28,2.88,6.4,Supporting Progressor
South Korea,Min Jae Kim,283.0,15.0,5.0,0.0,4.77,1.59,0.0,6.359999999999999,Progressive Passer
Ecuador,José Adoni Cifuentes Charcopa,71.0,2.0,0.0,3.0,2.54,0.0,3.8,6.34,Progression Outlet
Cameroon,Jean-Eric Maxim Choupo-Moting,270.0,4.0,9.0,6.0,1.33,3.0,2.0,6.33,Ball Carrier
Saudi Arabia,Mohammed Kanoo,299.0,8.0,7.0,6.0,2.41,2.11,1.81,6.33,Supporting Progressor
Tunisia,Ali Abdi,214.0,3.0,5.0,7.0,1.26,2.1,2.94,6.300000000000001,Supporting Progressor
Brazil,Fábio Henrique Tavares,100.0,6.0,1.0,0.0,5.4,0.9,0.0,6.300000000000001,Progressive Passer
East Bengal,Daniel Chima Chukwu,700.0,10.0,14.0,25.0,1.29,1.8,3.21,6.3,Supporting Progressor
Ghana,Thomas Teye Partey,301.0,13.0,5.0,3.0,3.89,1.5,0.9,6.290000000000001,Progressive Passer
Goa,Saviour Gama,946.0,16.0,19.0,31.0,1.52,1.81,2.95,6.28,Supporting Progressor
Rennes,Lovro Majer,86.0,1.0,3.0,2.0,1.05,3.14,2.09,6.28,Ball Carrier
South Korea,In-Beom Hwang,358.0,15.0,7.0,3.0,3.77,1.76,0.75,6.28,Progressive Passer
Hyderabad,Akash Mishra,2151.0,54.0,59.0,37.0,2.26,2.47,1.55,6.28,Supporting Progressor
Rennes,Jonas Martin,172.0,8.0,4.0,0.0,4.19,2.09,0.0,6.28,Progressive Passer
Poland,Piotr Zieliński,344.0,14.0,7.0,3.0,3.66,1.83,0.78,6.2700000000000005,Progressive Passer
East Bengal,Thongkhosiem Haokip,703.0,8.0,18.0,23.0,1.02,2.3,2.94,6.26,Supporting Progressor
Portugal,Rúben Diogo Da Silva Neves,274.0,13.0,3.0,3.0,4.27,0.99,0.99,6.25,Progressive Passer
Iran,Ramin Rezaeian,202.0,3.0,4.0,7.0,1.34,1.78,3.12,6.24,Supporting Progressor
Spain,Anssumane Fati,58.0,0.0,1.0,3.0,0.0,1.55,4.66,6.21,Progression Outlet
Switzerland,Noah Okafor,58.0,0.0,2.0,2.0,0.0,3.1,3.1,6.2,Ball Carrier
Nantes,Pedro Chirivella Burgos,189.0,13.0,0.0,0.0,6.19,0.0,0.0,6.19,Progressive Passer
Tunisia,Mohamed Dräger,132.0,2.0,2.0,5.0,1.36,1.36,3.41,6.130000000000001,Supporting Progressor
Bengaluru,Naorem Roshan Singh,1555.0,47.0,33.0,26.0,2.72,1.91,1.5,6.13,Supporting Progressor
Ecuador,Jeremy Leonel Sarmiento Morante,103.0,2.0,2.0,3.0,1.75,1.75,2.62,6.12,Supporting Progressor
Wales,Ethan Ampadu,265.0,14.0,3.0,1.0,4.75,1.02,0.34,6.109999999999999,Progressive Passer
Paris Saint-Germain,Abdou Diallo,369.0,22.0,2.0,1.0,5.37,0.49,0.24,6.1000000000000005,Progressive Passer
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,119.0,3.0,1.0,4.0,2.27,0.76,3.03,6.0600000000000005,Supporting Progressor
Switzerland,Granit Xhaka,386.0,18.0,7.0,1.0,4.2,1.63,0.23,6.0600000000000005,Progressive Passer
Australia,Keanu Baccus,134.0,1.0,3.0,5.0,0.67,2.01,3.36,6.039999999999999,Supporting Progressor
Belgium,Timothy Castagne,284.0,15.0,2.0,2.0,4.75,0.63,0.63,6.01,Progressive Passer
United States,Jesus Ferreira,45.0,1.0,0.0,2.0,2.0,0.0,4.0,6.0,Progression Outlet
Ecuador,Michael Steveen Estrada Martínez,225.0,5.0,2.0,8.0,2.0,0.8,3.2,6.0,Supporting Progressor
Paris Saint-Germain,Ander Herrera Agüera,332.0,8.0,5.0,9.0,2.17,1.36,2.44,5.970000000000001,Supporting Progressor
Chennaiyin,Jerry Lalrinzuala,1644.0,29.0,37.0,43.0,1.59,2.03,2.35,5.970000000000001,Supporting Progressor
Ghana,Alidu Seidu,166.0,5.0,4.0,2.0,2.71,2.17,1.08,5.96,Supporting Progressor
Brazil,Gabriel Fernando de Jesus,106.0,1.0,3.0,3.0,0.85,2.55,2.55,5.949999999999999,Supporting Progressor
Bengaluru,Sivasakthi Narayanan,91.0,1.0,1.0,4.0,0.99,0.99,3.96,5.9399999999999995,Progression Outlet
Montpellier,Stephy Alvaro Mavididi,91.0,1.0,2.0,3.0,0.99,1.98,2.97,5.9399999999999995,Supporting Progressor
Lorient,Enzo Le Fée,182.0,4.0,2.0,6.0,1.98,0.99,2.97,5.9399999999999995,Supporting Progressor
Chennaiyin,Keisham Reagan Singh,1260.0,29.0,27.0,27.0,2.07,1.93,1.93,5.93,Supporting Progressor
Montpellier,Arnaud Souquet,76.0,1.0,2.0,2.0,1.18,2.37,2.37,5.92,Supporting Progressor
Argentina,Nahuel Molina Lucero,655.0,14.0,12.0,17.0,1.92,1.65,2.34,5.91,Supporting Progressor
Mexico,Luis Gerardo Chávez Magallón,291.0,12.0,4.0,3.0,3.71,1.24,0.93,5.88,Progressive Passer
Goa,Sanson Pereira,540.0,13.0,12.0,10.0,2.17,2.0,1.67,5.84,Supporting Progressor
Mumbai City,Vinit Rai Chamling,262.0,11.0,4.0,2.0,3.78,1.37,0.69,5.84,Progressive Passer
Croatia,Borna Barišić,124.0,2.0,2.0,4.0,1.45,1.45,2.9,5.8,Supporting Progressor
Bengaluru,Damaitphang Lyngdoh,109.0,1.0,3.0,3.0,0.83,2.48,2.48,5.79,Supporting Progressor
Lens,Arnaud Kalimuendo Muinga,140.0,1.0,5.0,3.0,0.64,3.21,1.93,5.78,Ball Carrier
Cameroon,Vincent Paté Aboubakar,265.0,2.0,5.0,10.0,0.68,1.7,3.4,5.779999999999999,Supporting Progressor
England,Jordan Brian Henderson,280.0,8.0,3.0,7.0,2.57,0.96,2.25,5.779999999999999,Supporting Progressor
Uruguay,Luis Alberto Suárez Díaz,156.0,1.0,4.0,5.0,0.58,2.31,2.88,5.77,Supporting Progressor
England,Harry Maguire,452.0,21.0,8.0,0.0,4.18,1.59,0.0,5.77,Progressive Passer
Hyderabad,Hitesh Sharma,673.0,32.0,4.0,7.0,4.28,0.53,0.94,5.75,Progressive Passer
Paris Saint-Germain,Thilo Kehrer,892.0,31.0,5.0,21.0,3.13,0.5,2.12,5.75,Progressive Passer
Bordeaux,Enock Kwateng,94.0,1.0,4.0,1.0,0.96,3.83,0.96,5.75,Ball Carrier
Chennaiyin,Germanpreet Singh,893.0,25.0,15.0,17.0,2.52,1.51,1.71,5.74,Supporting Progressor
Saint-Étienne,Wahbi Khazri,94.0,2.0,3.0,1.0,1.91,2.87,0.96,5.74,Ball Carrier
Hyderabad,Javier Siverio Toro,1067.0,13.0,14.0,41.0,1.1,1.18,3.46,5.74,Limited Progression
Denmark,Martin Braithwaite Christensen,110.0,0.0,1.0,6.0,0.0,0.82,4.91,5.73,Progression Outlet
Kerala Blasters,Nishu Kumar Tashni,518.0,8.0,6.0,19.0,1.39,1.04,3.3,5.7299999999999995,Limited Progression
United States,DeAndre Yedlin,47.0,1.0,1.0,1.0,1.91,1.91,1.91,5.7299999999999995,Supporting Progressor
Senegal,Pape Gueye,173.0,6.0,3.0,2.0,3.12,1.56,1.04,5.72,Progressive Passer
Mumbai City,Diego Maurício Machado de Brito,236.0,3.0,6.0,6.0,1.14,2.29,2.29,5.72,Supporting Progressor
Spain,Marcos Llorente Moreno,126.0,4.0,1.0,3.0,2.86,0.71,2.14,5.71,Progressive Passer
Wales,Kieffer Roberto Francisco Moore,252.0,2.0,4.0,10.0,0.71,1.43,3.57,5.709999999999999,Supporting Progressor
Morocco,Azzedine Ounahi,631.0,15.0,16.0,9.0,2.14,2.28,1.28,5.7,Supporting Progressor
Morocco,Achraf Hakimi Mouh,664.0,11.0,14.0,17.0,1.49,1.9,2.3,5.6899999999999995,Supporting Progressor
Costa Rica,Bryan Oviedo,269.0,3.0,5.0,9.0,1.0,1.67,3.01,5.68,Supporting Progressor
Strasbourg,Alexander Djiku,95.0,6.0,0.0,0.0,5.68,0.0,0.0,5.68,Progressive Passer
Brazil,Carlos Henrique Casimiro,412.0,20.0,1.0,5.0,4.37,0.22,1.09,5.68,Progressive Passer
Serbia,Nemanja Maksimović,143.0,7.0,1.0,1.0,4.41,0.63,0.63,5.67,Progressive Passer
Argentina,Nicolás Alejandro Tagliafico,365.0,4.0,2.0,17.0,0.99,0.49,4.19,5.67,Progression Outlet
France,Eduardo Camavinga,159.0,4.0,1.0,5.0,2.26,0.57,2.83,5.66,Supporting Progressor
Qatar,Abdulaziz Hatem Mohammed Abdullah,207.0,4.0,3.0,6.0,1.74,1.3,2.61,5.65,Supporting Progressor
Mexico,Carlos Alberto Rodríguez Gómez,48.0,1.0,0.0,2.0,1.88,0.0,3.75,5.63,Progression Outlet
Japan,Ao Tanaka,176.0,6.0,1.0,4.0,3.07,0.51,2.05,5.63,Progressive Passer
Paris Saint-Germain,Georginio Wijnaldum,977.0,26.0,9.0,26.0,2.4,0.83,2.4,5.63,Supporting Progressor
Portugal,João Maria Lobo Alves Palhinha Gonçalves,64.0,2.0,1.0,1.0,2.81,1.41,1.41,5.63,Supporting Progressor
Jamshedpur,Komal Thatal,481.0,4.0,11.0,15.0,0.75,2.06,2.81,5.62,Supporting Progressor
Goa,Princeton Rebello,1005.0,38.0,14.0,10.0,3.4,1.25,0.9,5.550000000000001,Progressive Passer
NorthEast United,Rochharzela Rochharzela,440.0,7.0,9.0,11.0,1.43,1.84,2.25,5.52,Supporting Progressor
Bengaluru,Ajay Chhetri,294.0,16.0,1.0,1.0,4.9,0.31,0.31,5.52,Progressive Passer
South Korea,Jae-Sung Lee,212.0,3.0,2.0,8.0,1.27,0.85,3.4,5.52,Limited Progression
Jamshedpur,Ishan Pandita,491.0,2.0,10.0,18.0,0.37,1.83,3.3,5.5,Supporting Progressor
Brazil,Daniel Alves da Silva,131.0,4.0,2.0,2.0,2.75,1.37,1.37,5.49,Supporting Progressor
Portugal,Matheus Luiz Nunes,82.0,0.0,3.0,2.0,0.0,3.29,2.2,5.49,Ball Carrier
Spain,Daniel Carvajal Ramos,148.0,4.0,1.0,4.0,2.43,0.61,2.43,5.470000000000001,Supporting Progressor
Lorient,Thomas Monconduit,181.0,11.0,0.0,0.0,5.47,0.0,0.0,5.47,Progressive Passer
Marseille,Cheikh Ahmadou Bamba Mbacke Dieng,33.0,0.0,1.0,1.0,0.0,2.73,2.73,5.46,Ball Carrier
Senegal,Boulaye Dia,330.0,1.0,8.0,11.0,0.27,2.18,3.0,5.45,Supporting Progressor
France,Adrien Rabiot,528.0,16.0,10.0,6.0,2.73,1.7,1.02,5.449999999999999,Supporting Progressor
Poland,Arkadiusz Milik,116.0,1.0,3.0,3.0,0.78,2.33,2.33,5.44,Supporting Progressor
Jamshedpur,Mohammad Mobashir Rahman,612.0,19.0,10.0,8.0,2.79,1.47,1.18,5.4399999999999995,Supporting Progressor
ATK Mohun Bagan,Ashutosh Mehta,1081.0,27.0,14.0,24.0,2.25,1.17,2.0,5.42,Supporting Progressor
Clermont Foot,Mohamed Bayo,83.0,2.0,2.0,1.0,2.17,2.17,1.08,5.42,Supporting Progressor
Saudi Arabia,Firas Tariq Nasser Al Albirakan,283.0,2.0,8.0,7.0,0.64,2.54,2.23,5.41,Supporting Progressor
Chennaiyin,Nerijus Valskis,751.0,10.0,10.0,25.0,1.2,1.2,3.0,5.4,Limited Progression
Tunisia,Anis Ben Slimane,150.0,4.0,1.0,4.0,2.4,0.6,2.4,5.4,Supporting Progressor
Iran,Ehsan Hajsafi,250.0,7.0,4.0,4.0,2.52,1.44,1.44,5.4,Supporting Progressor
ATK Mohun Bagan,Subhasish Bose,1934.0,52.0,32.0,32.0,2.42,1.49,1.49,5.4,Supporting Progressor
Ecuador,Moisés Isaac Caicedo Corozo,283.0,9.0,5.0,3.0,2.86,1.59,0.95,5.4,Progressive Passer
Canada,Alistair Johnston,285.0,7.0,5.0,5.0,2.21,1.58,1.58,5.37,Supporting Progressor
Argentina,Exequiel Alejandro Palacios,67.0,3.0,1.0,0.0,4.03,1.34,0.0,5.37,Progressive Passer
Australia,Fran Karačić,101.0,5.0,1.0,0.0,4.46,0.89,0.0,5.35,Progressive Passer
Netherlands,Wout Weghorst,84.0,1.0,1.0,3.0,1.07,1.07,3.21,5.35,Limited Progression
Poland,Jakub Kamiński,253.0,0.0,5.0,10.0,0.0,1.78,3.56,5.34,Supporting Progressor
Lorient,Laurent Abergel,186.0,5.0,5.0,1.0,2.42,2.42,0.48,5.32,Supporting Progressor
Jamshedpur,Laldinliana Renthlei,1852.0,59.0,21.0,29.0,2.87,1.02,1.41,5.3,Progressive Passer
Lens,Cheick Oumar Doucoure,187.0,9.0,2.0,0.0,4.33,0.96,0.0,5.29,Progressive Passer
Serbia,Nemanja Gudelj,102.0,3.0,1.0,2.0,2.65,0.88,1.76,5.29,Supporting Progressor
Bordeaux,Jean Emile Junior Onana Onana,68.0,3.0,0.0,1.0,3.97,0.0,1.32,5.29,Progressive Passer
Bengaluru,Sarthak Golui,68.0,3.0,0.0,1.0,3.97,0.0,1.32,5.29,Progressive Passer
Denmark,Joachim Andersen,291.0,15.0,2.0,0.0,4.64,0.62,0.0,5.26,Progressive Passer
Odisha,Isaac Vanmalsawma Chhakchhuak,1370.0,40.0,22.0,18.0,2.63,1.45,1.18,5.26,Supporting Progressor
Bengaluru,Muhammad Ashique Kuruniyan,1077.0,17.0,29.0,17.0,1.42,2.42,1.42,5.26,Supporting Progressor
France,Randal Kolo Muani,206.0,0.0,4.0,8.0,0.0,1.75,3.5,5.25,Supporting Progressor
NorthEast United,Joe Zoherliana,720.0,15.0,10.0,17.0,1.88,1.25,2.12,5.25,Supporting Progressor
Saudi Arabia,Saleh Khalid Al Shehri,223.0,2.0,6.0,5.0,0.81,2.42,2.02,5.25,Supporting Progressor
Brazil,Thiago Emiliano da Silva,412.0,22.0,2.0,0.0,4.81,0.44,0.0,5.25,Progressive Passer
Mumbai City,Gurkirat Singh,103.0,2.0,0.0,4.0,1.75,0.0,3.5,5.25,Supporting Progressor
Iran,Sadegh Moharrami,103.0,0.0,3.0,3.0,0.0,2.62,2.62,5.24,Ball Carrier
Kerala Blasters,Rahul Kannoly Praveen,294.0,5.0,5.0,7.0,1.53,1.53,2.14,5.2,Supporting Progressor
Mumbai City,Lalengmawia Ralte,1858.0,77.0,15.0,15.0,3.73,0.73,0.73,5.1899999999999995,Progressive Passer
Mumbai City,Igor Angulo Albóniga,1355.0,17.0,13.0,48.0,1.13,0.86,3.19,5.18,Limited Progression
Argentina,Enzo Fernandez,609.0,21.0,6.0,8.0,3.1,0.89,1.18,5.17,Progressive Passer
Bengaluru,Danish Farooq Bhat,1153.0,28.0,17.0,21.0,2.19,1.33,1.64,5.16,Supporting Progressor
France,Aurélien Djani Tchouaméni,664.0,30.0,4.0,4.0,4.07,0.54,0.54,5.15,Progressive Passer
Jamshedpur,Ricky Lallawmawma,2098.0,68.0,27.0,25.0,2.92,1.16,1.07,5.15,Progressive Passer
Stade de Reims,Martin Adeline,35.0,2.0,0.0,0.0,5.14,0.0,0.0,5.14,Progressive Passer
Iran,Milad Mohammadi,211.0,0.0,5.0,7.0,0.0,2.13,2.99,5.12,Supporting Progressor
Bengaluru,Suresh Singh Wangjam,1444.0,38.0,22.0,22.0,2.37,1.37,1.37,5.11,Supporting Progressor
Nantes,Sébastien Corchia,71.0,1.0,1.0,2.0,1.27,1.27,2.54,5.08,Supporting Progressor
Metz,Didier Lamkel Zé,71.0,0.0,3.0,1.0,0.0,3.8,1.27,5.07,Ball Carrier
United States,Tyler Adams,392.0,14.0,7.0,1.0,3.21,1.61,0.23,5.050000000000001,Progressive Passer
Costa Rica,Keysher Fuller Spence,268.0,3.0,4.0,8.0,1.01,1.34,2.69,5.04,Supporting Progressor
Paris Saint-Germain,Danilo Luís Hélio Pereira,1466.0,55.0,15.0,12.0,3.38,0.92,0.74,5.04,Progressive Passer
Stade de Reims,Bradley Locko,143.0,3.0,2.0,3.0,1.89,1.26,1.89,5.04,Supporting Progressor
Hyderabad,João Victor de Albuquerque Bruno,2003.0,78.0,20.0,14.0,3.5,0.9,0.63,5.03,Progressive Passer
Bengaluru,Bruno Edgar Silva Almeida,1823.0,73.0,15.0,14.0,3.6,0.74,0.69,5.029999999999999,Progressive Passer
South Korea,Jin-Su Kim,340.0,3.0,5.0,11.0,0.79,1.32,2.91,5.0200000000000005,Supporting Progressor
Ghana,Antoine Semenyo,36.0,0.0,1.0,1.0,0.0,2.5,2.5,5.0,Supporting Progressor
East Bengal,Bikash Jairu,597.0,8.0,8.0,17.0,1.21,1.21,2.56,4.98,Limited Progression
Netherlands,Davy Klaassen,201.0,3.0,2.0,6.0,1.34,0.9,2.69,4.93,Limited Progression
Tunisia,Mohamed Ali Ben Romdhane,73.0,1.0,2.0,1.0,1.23,2.47,1.23,4.93,Supporting Progressor
Montpellier,Sacha Delaye,73.0,1.0,1.0,2.0,1.23,1.23,2.47,4.93,Limited Progression
Switzerland,Eray Ervin Cömert,55.0,1.0,1.0,1.0,1.64,1.64,1.64,4.92,Supporting Progressor
Mexico,Edson Omar Álvarez Velázquez,183.0,4.0,6.0,0.0,1.97,2.95,0.0,4.92,Ball Carrier
Belgium,Amadou Onana,110.0,1.0,3.0,2.0,0.82,2.45,1.64,4.91,Supporting Progressor
Clermont Foot,Akim Zedadka,92.0,2.0,1.0,2.0,1.96,0.98,1.96,4.9,Supporting Progressor
Stade de Reims,Moreto Moro Cassamã,92.0,2.0,2.0,1.0,1.96,1.96,0.98,4.9,Supporting Progressor
Clermont Foot,Johan Gastien,92.0,3.0,1.0,1.0,2.93,0.98,0.98,4.890000000000001,Progressive Passer
Poland,Krystian Bielik,240.0,10.0,3.0,0.0,3.75,1.12,0.0,4.87,Progressive Passer
Mumbai City,Amey Ganesh Ranawade,1200.0,19.0,24.0,22.0,1.42,1.8,1.65,4.869999999999999,Supporting Progressor
Saint-Étienne,Timothée Kolodziejczak,186.0,4.0,2.0,4.0,1.94,0.97,1.94,4.85,Supporting Progressor
Tunisia,Ellyes Joris Skhiri,297.0,10.0,3.0,3.0,3.03,0.91,0.91,4.85,Progressive Passer
NorthEast United,Laldanmawia Ralte,650.0,13.0,10.0,12.0,1.8,1.38,1.66,4.84,Supporting Progressor
Costa Rica,Celso Borges Mora,260.0,12.0,0.0,2.0,4.15,0.0,0.69,4.84,Progressive Passer
Lens,Jonathan Clauss,168.0,1.0,3.0,5.0,0.54,1.61,2.68,4.83,Supporting Progressor
Morocco,Yahia Attiyat allah,316.0,3.0,5.0,9.0,0.85,1.42,2.56,4.83,Supporting Progressor
Ghana,Tariq Lamptey,112.0,1.0,3.0,2.0,0.8,2.41,1.61,4.82,Supporting Progressor
Uruguay,Matías Vecino Falero,206.0,8.0,2.0,1.0,3.5,0.87,0.44,4.8100000000000005,Progressive Passer
England,Declan Rice,449.0,20.0,3.0,1.0,4.01,0.6,0.2,4.81,Progressive Passer
Canada,Jonathan Osorio,131.0,2.0,3.0,2.0,1.37,2.06,1.37,4.800000000000001,Supporting Progressor
Bordeaux,Marcelo Antônio Guedes Filho,94.0,4.0,1.0,0.0,3.83,0.96,0.0,4.79,Progressive Passer
East Bengal,Amir Derviševič,507.0,19.0,5.0,3.0,3.37,0.89,0.53,4.79,Progressive Passer
Spain,Aymeric Laporte,320.0,12.0,5.0,0.0,3.38,1.41,0.0,4.79,Progressive Passer
Troyes,Florian Tardieu,94.0,4.0,1.0,0.0,3.83,0.96,0.0,4.79,Progressive Passer
Troyes,Abdu Conté,94.0,2.0,1.0,2.0,1.91,0.96,1.91,4.78,Supporting Progressor
Troyes,Renaud Ripart,94.0,2.0,2.0,1.0,1.91,1.91,0.96,4.779999999999999,Supporting Progressor
South Korea,Kang-In Lee,170.0,5.0,4.0,0.0,2.65,2.12,0.0,4.77,Supporting Progressor
Tunisia,Dylan Daniel Mahmoud Bronn,171.0,4.0,1.0,4.0,2.11,0.53,2.11,4.75,Supporting Progressor
Iran,Sardar Azmoun,189.0,2.0,4.0,4.0,0.95,1.9,1.9,4.75,Supporting Progressor
Australia,Riley McGree,266.0,5.0,2.0,7.0,1.69,0.68,2.37,4.74,Limited Progression
Iran,Mehdi Torabi,95.0,4.0,0.0,1.0,3.79,0.0,0.95,4.74,Progressive Passer
Lille,Reinildo Isnard Mandava,95.0,1.0,1.0,3.0,0.95,0.95,2.84,4.74,Limited Progression
Metz,Pape Matar Sarr,95.0,3.0,1.0,1.0,2.84,0.95,0.95,4.74,Supporting Progressor
Mexico,Orbelín Pineda Alvarado,76.0,1.0,1.0,2.0,1.18,1.18,2.37,4.73,Limited Progression
Lyon,Emerson Palmieri dos Santos,95.0,0.0,3.0,2.0,0.0,2.84,1.89,4.7299999999999995,Ball Carrier
Metz,Vincent Pajot,95.0,1.0,2.0,2.0,0.95,1.89,1.89,4.7299999999999995,Supporting Progressor
Lyon,Malo Gusto,95.0,2.0,1.0,2.0,1.89,0.95,1.89,4.7299999999999995,Supporting Progressor
Kerala Blasters,Soraisham Sandeep Singh,859.0,20.0,10.0,15.0,2.1,1.05,1.57,4.720000000000001,Supporting Progressor
Germany,Leon Goretzka,172.0,2.0,2.0,5.0,1.05,1.05,2.62,4.720000000000001,Limited Progression
England,Kyle Walker,251.0,7.0,1.0,5.0,2.51,0.36,1.79,4.66,Supporting Progressor
Bengaluru,Banana Yaya,252.0,9.0,3.0,1.0,3.21,1.07,0.36,4.640000000000001,Progressive Passer
Denmark,Andreas Christensen,291.0,12.0,3.0,0.0,3.71,0.93,0.0,4.64,Progressive Passer
England,John Stones,465.0,18.0,6.0,0.0,3.48,1.16,0.0,4.64,Progressive Passer
Mumbai City,Mandar Rao Desai,989.0,15.0,13.0,23.0,1.37,1.18,2.09,4.64,Limited Progression
South Korea,Heung-Min Son,390.0,4.0,7.0,9.0,0.92,1.62,2.08,4.62,Supporting Progressor
AS Monaco,Myron Boadu,39.0,0.0,0.0,2.0,0.0,0.0,4.62,4.62,Progression Outlet
Chennaiyin,Jobby Justin,156.0,2.0,0.0,6.0,1.15,0.0,3.46,4.609999999999999,Limited Progression
Bengaluru,Rohit Kumar,234.0,7.0,3.0,2.0,2.69,1.15,0.77,4.609999999999999,Supporting Progressor
Croatia,Nikola Vlašić,196.0,1.0,5.0,4.0,0.46,2.3,1.84,4.6,Supporting Progressor
Odisha,Paul Ramfangzauva,455.0,13.0,5.0,5.0,2.57,0.99,0.99,4.55,Supporting Progressor
Brazil,Lucas Tolentino Coelho de Lima,417.0,8.0,1.0,12.0,1.73,0.22,2.59,4.54,Limited Progression
South Korea,Woo-Young Jung,318.0,13.0,1.0,2.0,3.68,0.28,0.57,4.53,Progressive Passer
Uruguay,Sebastián Coates Nión,200.0,7.0,1.0,2.0,3.15,0.45,0.9,4.5,Progressive Passer
Bordeaux,Ui-Jo Hwang,80.0,0.0,1.0,3.0,0.0,1.12,3.38,4.5,Limited Progression
Qatar,Assim Omer Al Haj Madibo,160.0,6.0,1.0,1.0,3.38,0.56,0.56,4.5,Progressive Passer
Japan,Daizen Maeda,181.0,2.0,3.0,4.0,0.99,1.49,1.99,4.47,Supporting Progressor
Australia,Ajdin Hrustic,81.0,0.0,1.0,3.0,0.0,1.11,3.33,4.44,Limited Progression
Poland,Bartosz Bereszyński,365.0,5.0,4.0,9.0,1.23,0.99,2.22,4.4399999999999995,Limited Progression
Bengaluru,Iman Basafa,245.0,6.0,4.0,2.0,2.2,1.47,0.73,4.4,Supporting Progressor
Portugal,Kléper Laveran Lima Ferreira,389.0,17.0,2.0,0.0,3.93,0.46,0.0,4.390000000000001,Progressive Passer
Paris Saint-Germain,Presnel Kimpembe,1766.0,69.0,8.0,9.0,3.52,0.41,0.46,4.390000000000001,Progressive Passer
Canada,Atiba Hutchinson,164.0,6.0,1.0,1.0,3.29,0.55,0.55,4.39,Progressive Passer
East Bengal,Naocha Huidrom Singh,411.0,6.0,6.0,8.0,1.31,1.31,1.75,4.37,Supporting Progressor
NorthEast United,Hernán Daniel Santana Trujillo,1614.0,50.0,18.0,10.0,2.79,1.0,0.56,4.35,Supporting Progressor
Cameroon,Ngoran Suiru Fai Collins,291.0,7.0,5.0,2.0,2.16,1.55,0.62,4.33,Supporting Progressor
Wales,Daniel James,166.0,1.0,2.0,5.0,0.54,1.08,2.71,4.33,Limited Progression
Netherlands,Teun Koopmeiners,249.0,8.0,3.0,1.0,2.89,1.08,0.36,4.33,Progressive Passer
Marseille,Boubacar Kamara,167.0,7.0,0.0,1.0,3.77,0.0,0.54,4.3100000000000005,Progressive Passer
Stade de Reims,Yunis Abdelhamid,188.0,5.0,4.0,0.0,2.39,1.91,0.0,4.3,Supporting Progressor
Stade de Reims,Jens-Lys Michel Cajuste,63.0,2.0,0.0,1.0,2.86,0.0,1.43,4.29,Progressive Passer
Ecuador,Angelo Smit Preciado Quiñónez,274.0,5.0,3.0,5.0,1.64,0.99,1.64,4.27,Limited Progression
Iran,Ali Gholizadeh,211.0,3.0,2.0,5.0,1.28,0.85,2.13,4.26,Limited Progression
East Bengal,Lalrinliana Hnamte,972.0,16.0,15.0,15.0,1.48,1.39,1.39,4.26,Supporting Progressor
Odisha,Daniel Lalhlimpuia,275.0,3.0,3.0,7.0,0.98,0.98,2.29,4.25,Limited Progression
Poland,Przemysław Frankowski,254.0,1.0,3.0,8.0,0.35,1.06,2.83,4.24,Limited Progression
