team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
ATK Mohun Bagan,Michael Soosairaj,50.0,2.0,3.0,5.0,3.6,5.4,9.0,18.0,Complete Progressor
South Korea,Seung-Ho Paik,30.0,3.0,1.0,2.0,9.0,3.0,6.0,18.0,Complete Progressor
Rennes,Kamaldeen Sulemana,112.0,5.0,11.0,6.0,4.02,8.84,4.82,17.68,Complete Progressor
South Korea,Chang-Hoon Kwon,56.0,3.0,3.0,5.0,4.82,4.82,8.04,17.68,Complete Progressor
Portugal,Rafael Alexandre Conceição Leão,123.0,2.0,13.0,9.0,1.46,9.51,6.59,17.56,Ball Carrier
OGC Nice,Khéphren Thuram-Ulien,98.0,7.0,9.0,3.0,6.43,8.27,2.76,17.46,Complete Progressor
Serbia,Filip Kostić,191.0,6.0,15.0,16.0,2.83,7.07,7.54,17.44,Ball Carrier
Paris Saint-Germain,Colin Dagba,31.0,0.0,3.0,3.0,0.0,8.71,8.71,17.42,Ball Carrier
Denmark,Alexander Hartmann Bah,57.0,1.0,5.0,5.0,1.58,7.89,7.89,17.36,Ball Carrier
OGC Nice,Justin Kluivert,158.0,7.0,13.0,10.0,3.99,7.41,5.7,17.1,Complete Progressor
France,Kylian Mbappé Lottin,654.0,18.0,51.0,54.0,2.48,7.02,7.43,16.93,Ball Carrier
Portugal,André Miguel Valente Silva,32.0,1.0,3.0,2.0,2.81,8.44,5.62,16.87,Ball Carrier
Bordeaux,Yacine Adli,80.0,5.0,6.0,4.0,5.62,6.75,4.5,16.87,Complete Progressor
ATK Mohun Bagan,Hugo Adnan Boumous,1252.0,80.0,89.0,63.0,5.75,6.4,4.53,16.68,Complete Progressor
Cameroon,Jules Olivier Ntcham,33.0,3.0,2.0,1.0,8.18,5.45,2.73,16.36,Complete Progressor
Brazil,Rodrygo Silva de Goes,161.0,7.0,13.0,9.0,3.91,7.27,5.03,16.21,Complete Progressor
United States,Christian Pulisic,334.0,11.0,21.0,28.0,2.96,5.66,7.54,16.16,Complete Progressor
Brazil,Bruno Guimarães Rodriguez Moura,84.0,5.0,5.0,5.0,5.36,5.36,5.36,16.080000000000002,Complete Progressor
France,Ousmane Dembélé,449.0,18.0,29.0,33.0,3.61,5.81,6.61,16.03,Complete Progressor
Spain,Ferrán Torres García,225.0,3.0,10.0,27.0,1.2,4.0,10.8,16.0,Ball Carrier
AS Monaco,Caio Henrique Oliveira Silva,45.0,3.0,4.0,1.0,6.0,8.0,2.0,16.0,Complete Progressor
Kerala Blasters,Seityasen Singh,62.0,2.0,6.0,3.0,2.9,8.71,4.35,15.96,Complete Progressor
Brazil,Gabriel Teodoro Martinelli Silva,132.0,2.0,12.0,9.0,1.36,8.18,6.14,15.68,Ball Carrier
Serbia,Luka Jović,46.0,1.0,1.0,6.0,1.96,1.96,11.74,15.66,Progression Outlet
Germany,İlkay Gündoğan,190.0,18.0,7.0,8.0,8.53,3.32,3.79,15.64,Complete Progressor
Germany,Serge Gnabry,273.0,10.0,15.0,22.0,3.3,4.95,7.25,15.5,Complete Progressor
Lorient,Armand Lauriente,93.0,4.0,7.0,5.0,3.87,6.77,4.84,15.48,Complete Progressor
Germany,David Raum,250.0,9.0,10.0,24.0,3.24,3.6,8.64,15.48,Complete Progressor
Ghana,Daniel-Kofi Kyereh,59.0,4.0,5.0,1.0,6.1,7.63,1.53,15.26,Complete Progressor
Marseille,Gerson Santos da Silva,114.0,2.0,9.0,8.0,1.58,7.11,6.32,15.010000000000002,Ball Carrier
Spain,Jordi Alba Ramos,270.0,15.0,6.0,24.0,5.0,2.0,8.0,15.0,Progressive Passer
Stade de Reims,Hugo Ekitike,108.0,1.0,6.0,11.0,0.83,5.0,9.17,15.0,Ball Carrier
Nantes,Moses Daddy-Ajala Simon,90.0,2.0,9.0,4.0,2.0,9.0,4.0,15.0,Ball Carrier
Strasbourg,Kevin Gameiro,96.0,2.0,7.0,7.0,1.88,6.56,6.56,15.0,Ball Carrier
AS Monaco,Gelson Dany Batalha Martins,84.0,1.0,3.0,10.0,1.07,3.21,10.71,14.990000000000002,Ball Carrier
Denmark,Mikkel Damsgaard,163.0,11.0,5.0,11.0,6.07,2.76,6.07,14.9,Complete Progressor
Serbia,Andrija Živković,213.0,9.0,10.0,16.0,3.8,4.23,6.76,14.790000000000001,Complete Progressor
Argentina,Lionel Andrés Messi Cuccittini,742.0,33.0,56.0,33.0,4.0,6.79,4.0,14.79,Complete Progressor
Hyderabad,Seityasen Singh,67.0,2.0,5.0,4.0,2.69,6.72,5.37,14.780000000000001,Ball Carrier
Uruguay,Diego Nicolás De La Cruz Arcosa,55.0,3.0,2.0,4.0,4.91,3.27,6.55,14.73,Complete Progressor
ATK Mohun Bagan,Liston Colaco,1777.0,37.0,124.0,130.0,1.87,6.28,6.58,14.73,Ball Carrier
Iran,Saman Ghoddos,55.0,3.0,0.0,6.0,4.91,0.0,9.82,14.73,Progressive Passer
Saudi Arabia,Abdulrahman Al-Obood,49.0,1.0,2.0,5.0,1.84,3.67,9.18,14.69,Ball Carrier
Goa,Redeem Tlang,49.0,2.0,2.0,4.0,3.67,3.67,7.35,14.69,Complete Progressor
Stade de Reims,Maxime Busi,92.0,3.0,5.0,7.0,2.93,4.89,6.85,14.67,Complete Progressor
Lille,Burak Yılmaz,75.0,2.0,4.0,6.0,2.4,4.8,7.2,14.399999999999999,Ball Carrier
Montpellier,Mihailo Ristić,94.0,3.0,7.0,5.0,2.87,6.7,4.79,14.36,Complete Progressor
Serbia,Nemanja Radonjić,82.0,2.0,5.0,6.0,2.2,5.49,6.59,14.280000000000001,Ball Carrier
OGC Nice,Calvin Stengs,38.0,3.0,3.0,0.0,7.11,7.11,0.0,14.22,Complete Progressor
Mexico,Hirving Rodrigo Lozano Bahena,267.0,5.0,18.0,19.0,1.69,6.07,6.4,14.16,Ball Carrier
Goa,Brandon Fernandes,505.0,24.0,19.0,36.0,4.28,3.39,6.42,14.09,Complete Progressor
Spain,Nicholas Williams Arthuer,167.0,3.0,7.0,16.0,1.62,3.77,8.62,14.01,Ball Carrier
Japan,Ayase Ueda,45.0,1.0,2.0,4.0,2.0,4.0,8.0,14.0,Ball Carrier
Mumbai City,Lallianzuala Chhangte,548.0,10.0,37.0,38.0,1.64,6.08,6.24,13.96,Ball Carrier
Marseille,Pape Gueye,104.0,6.0,3.0,7.0,5.19,2.6,6.06,13.850000000000001,Complete Progressor
United States,Brenden Aaronson,137.0,7.0,8.0,6.0,4.6,5.26,3.94,13.799999999999999,Complete Progressor
Germany,Kai Havertz,112.0,6.0,5.0,6.0,4.82,4.02,4.82,13.66,Complete Progressor
Brazil,Raphael Dias Belloli,330.0,10.0,14.0,26.0,2.73,3.82,7.09,13.64,Ball Carrier
Denmark,Christian Dannemann Eriksen,291.0,19.0,11.0,14.0,5.88,3.4,4.33,13.61,Complete Progressor
Argentina,Alejandro Darío Gómez,107.0,5.0,4.0,7.0,4.21,3.36,5.89,13.46,Complete Progressor
Netherlands,Memphis Depay,316.0,6.0,15.0,26.0,1.71,4.27,7.41,13.39,Ball Carrier
Mumbai City,Cássio Gabriel Vilela Ferreira,1677.0,78.0,81.0,90.0,4.19,4.35,4.83,13.37,Complete Progressor
United States,Yunus Dimoara Musah,365.0,18.0,18.0,18.0,4.44,4.44,4.44,13.32,Complete Progressor
Jamshedpur,Greg Stewart,1825.0,72.0,94.0,103.0,3.55,4.64,5.08,13.27,Complete Progressor
Hyderabad,Soraisam Pritam Kumar Singh,34.0,3.0,0.0,2.0,7.94,0.0,5.29,13.23,Progressive Passer
Spain,Daniel Olmo Carvajal,388.0,5.0,20.0,32.0,1.16,4.64,7.42,13.219999999999999,Ball Carrier
Spain,Pedro González López,376.0,37.0,8.0,10.0,8.86,1.91,2.39,13.16,Progressive Passer
Tunisia,Wahbi Khazri,89.0,1.0,5.0,7.0,1.01,5.06,7.08,13.149999999999999,Ball Carrier
England,Luke Shaw,457.0,22.0,14.0,30.0,4.33,2.76,5.91,13.0,Complete Progressor
England,Raheem Sterling,160.0,6.0,6.0,11.0,3.38,3.38,6.19,12.95,Complete Progressor
Jamshedpur,Sandip Mandi,91.0,3.0,3.0,7.0,2.97,2.97,6.92,12.86,Complete Progressor
Germany,Joshua Kimmich,294.0,22.0,8.0,12.0,6.73,2.45,3.67,12.85,Progressive Passer
Tunisia,Youssef Msakni,176.0,6.0,9.0,10.0,3.07,4.6,5.11,12.780000000000001,Complete Progressor
Stade de Reims,Thomas Foket,141.0,2.0,8.0,10.0,1.28,5.11,6.38,12.77,Ball Carrier
Goa,Alberto Noguera Ripoll,1761.0,100.0,77.0,72.0,5.11,3.94,3.68,12.73,Complete Progressor
Lorient,Dango Aboubacar Faissal Ouattara,170.0,2.0,11.0,11.0,1.06,5.82,5.82,12.700000000000001,Ball Carrier
Lyon,Xherdan Shaqiri,78.0,1.0,3.0,7.0,1.15,3.46,8.08,12.69,Ball Carrier
Bengaluru,Udanta Kumam Singh,1187.0,27.0,60.0,79.0,2.05,4.55,5.99,12.59,Ball Carrier
Spain,Marco Asensio Willemsen,237.0,6.0,10.0,17.0,2.28,3.8,6.46,12.54,Ball Carrier
Lens,David Pereira da Costa,151.0,5.0,8.0,8.0,2.98,4.77,4.77,12.52,Complete Progressor
Croatia,Mislav Oršić,195.0,6.0,10.0,11.0,2.77,4.62,5.08,12.47,Ball Carrier
AS Monaco,Sofiane Diop,65.0,2.0,3.0,4.0,2.77,4.15,5.54,12.46,Ball Carrier
Lyon,Bruno Guimarães Rodriguez Moura,95.0,8.0,4.0,1.0,7.58,3.79,0.95,12.32,Complete Progressor
East Bengal,Songpu Singsit,44.0,1.0,2.0,3.0,2.05,4.09,6.14,12.28,Ball Carrier
Belgium,Thorgan Hazard,110.0,4.0,3.0,8.0,3.27,2.45,6.55,12.27,Progressive Passer
Saint-Étienne,Adil Aouchiche,66.0,1.0,3.0,5.0,1.36,4.09,6.82,12.27,Ball Carrier
Portugal,Bruno Miguel Borges Fernandes,385.0,25.0,9.0,18.0,5.84,2.1,4.21,12.149999999999999,Progressive Passer
Denmark,Kasper Dolberg,126.0,2.0,2.0,13.0,1.43,1.43,9.29,12.149999999999999,Progression Outlet
Jamshedpur,Boris Singh Thangjam,1028.0,26.0,51.0,61.0,2.28,4.46,5.34,12.08,Ball Carrier
Spain,Pau Francisco Torres,97.0,10.0,3.0,0.0,9.28,2.78,0.0,12.059999999999999,Complete Progressor
Goa,Makan Winkle Chote,732.0,21.0,32.0,45.0,2.58,3.93,5.53,12.04,Ball Carrier
Nantes,Quentin Merlin,127.0,7.0,4.0,6.0,4.96,2.83,4.25,12.04,Complete Progressor
Tunisia,Naïm Sliti,127.0,4.0,7.0,6.0,2.83,4.96,4.25,12.04,Ball Carrier
Canada,Tajon Buchanan,270.0,7.0,12.0,17.0,2.33,4.0,5.67,12.0,Ball Carrier
Paris Saint-Germain,Julian Draxler,210.0,6.0,9.0,13.0,2.57,3.86,5.57,12.0,Ball Carrier
Chennaiyin,Mirlan Murzaev,1096.0,35.0,60.0,51.0,2.87,4.93,4.19,11.99,Complete Progressor
ATK Mohun Bagan,Kiyan Nassiri Giri,338.0,10.0,9.0,26.0,2.66,2.4,6.92,11.98,Progression Outlet
Nantes,Randal Kolo Muani,189.0,4.0,7.0,14.0,1.9,3.33,6.67,11.9,Ball Carrier
OGC Nice,Hichem Boudaoui,91.0,1.0,5.0,6.0,0.99,4.95,5.93,11.870000000000001,Ball Carrier
Denmark,Rasmus Nissen Kristensen,235.0,13.0,5.0,13.0,4.98,1.91,4.98,11.870000000000001,Progressive Passer
Qatar,Mohammed Waed Abdulwahhab Al Bayati,38.0,1.0,2.0,2.0,2.37,4.74,4.74,11.850000000000001,Ball Carrier
Uruguay,Facundo Pellistri Rebollo,190.0,2.0,9.0,14.0,0.95,4.26,6.63,11.84,Ball Carrier
United States,Weston McKennie,274.0,18.0,8.0,10.0,5.91,2.63,3.28,11.819999999999999,Complete Progressor
Marseille,Cengiz Ünder,122.0,2.0,6.0,8.0,1.48,4.43,5.9,11.81,Ball Carrier
Brazil,Éverton Augusto de Barros Ribeiro,46.0,2.0,3.0,1.0,3.91,5.87,1.96,11.740000000000002,Complete Progressor
Portugal,Bernardo Mota Veiga de Carvalho e Silva,383.0,11.0,20.0,19.0,2.58,4.7,4.46,11.74,Ball Carrier
Strasbourg,Adrien Thomasson,69.0,3.0,3.0,3.0,3.91,3.91,3.91,11.73,Complete Progressor
United States,Sergino Dest,307.0,14.0,13.0,13.0,4.1,3.81,3.81,11.72,Complete Progressor
Spain,Alejandro Balde Martínez,146.0,3.0,2.0,14.0,1.85,1.23,8.63,11.71,Progression Outlet
Paris Saint-Germain,Juan Bernat Velasco,816.0,19.0,23.0,64.0,2.1,2.54,7.06,11.7,Progression Outlet
Japan,Takumi Minamino,77.0,0.0,3.0,7.0,0.0,3.51,8.18,11.69,Ball Carrier
AS Monaco,Youssouf Fofana,54.0,4.0,1.0,2.0,6.67,1.67,3.33,11.67,Progressive Passer
Germany,Nico Schlotterbeck,108.0,8.0,4.0,2.0,6.67,3.33,1.67,11.67,Complete Progressor
Lens,Gaël Kakuta,54.0,2.0,2.0,3.0,3.33,3.33,5.0,11.66,Complete Progressor
Canada,Jonathan David,201.0,7.0,8.0,11.0,3.13,3.58,4.93,11.64,Complete Progressor
Canada,Richie Laryea,163.0,2.0,9.0,10.0,1.1,4.97,5.52,11.59,Ball Carrier
Ghana,Kamaldeen Sulemana,78.0,0.0,4.0,6.0,0.0,4.62,6.92,11.54,Ball Carrier
Hyderabad,Eduardo García Martín,579.0,31.0,13.0,30.0,4.82,2.02,4.66,11.5,Progressive Passer
Stade de Reims,Nathanaël Mbuku,102.0,1.0,5.0,7.0,0.88,4.41,6.18,11.469999999999999,Ball Carrier
England,Philip Foden,275.0,6.0,9.0,20.0,1.96,2.95,6.55,11.46,Ball Carrier
France,Antoine Griezmann,584.0,23.0,20.0,31.0,3.54,3.08,4.78,11.4,Complete Progressor
Metz,Farid Boulaya,71.0,3.0,3.0,3.0,3.8,3.8,3.8,11.399999999999999,Complete Progressor
Chennaiyin,Lallianzuala Chhangte,674.0,11.0,32.0,42.0,1.47,4.27,5.61,11.35,Ball Carrier
Canada,Cyle Larin,143.0,8.0,5.0,5.0,5.03,3.15,3.15,11.33,Complete Progressor
Metz,William Mikelbrencis,56.0,1.0,3.0,3.0,1.61,4.82,4.82,11.25,Ball Carrier
Portugal,Raphaël Adelino José Guerreiro,304.0,10.0,14.0,14.0,2.96,4.14,4.14,11.239999999999998,Complete Progressor
Nantes,Ludovic Blas,185.0,7.0,7.0,9.0,3.41,3.41,4.38,11.2,Complete Progressor
France,Benjamin Pavard,89.0,7.0,0.0,4.0,7.08,0.0,4.04,11.120000000000001,Progressive Passer
Senegal,Ismaïla Sarr,365.0,8.0,19.0,18.0,1.97,4.68,4.44,11.09,Ball Carrier
Portugal,Cristiano Ronaldo dos Santos Aveiro,302.0,6.0,9.0,22.0,1.79,2.68,6.56,11.030000000000001,Ball Carrier
Portugal,Otávio Edmilson da Silva Monteiro,197.0,9.0,5.0,10.0,4.11,2.28,4.57,10.96,Progressive Passer
Iran,Mehdi Taremi,305.0,8.0,14.0,15.0,2.36,4.13,4.43,10.92,Ball Carrier
Croatia,Lovro Majer,157.0,2.0,6.0,11.0,1.15,3.44,6.31,10.899999999999999,Ball Carrier
NorthEast United,Mathias Coureur,868.0,20.0,36.0,49.0,2.07,3.73,5.08,10.879999999999999,Ball Carrier
Jamshedpur,Jordan Murray,740.0,19.0,34.0,36.0,2.31,4.14,4.38,10.829999999999998,Ball Carrier
Mumbai City,Raynier Fernandes,624.0,24.0,18.0,33.0,3.46,2.6,4.76,10.82,Complete Progressor
Denmark,Mathias Jensen,92.0,4.0,1.0,6.0,3.91,0.98,5.87,10.760000000000002,Progressive Passer
Croatia,Andrej Kramarić,478.0,7.0,16.0,34.0,1.32,3.01,6.4,10.73,Ball Carrier
South Korea,Hee-Chan Hwang,126.0,2.0,6.0,7.0,1.43,4.29,5.0,10.719999999999999,Ball Carrier
Qatar,Akram Hassan Afif,287.0,10.0,10.0,14.0,3.14,3.14,4.39,10.67,Complete Progressor
Montpellier,Florent Mollet,76.0,1.0,3.0,5.0,1.18,3.55,5.92,10.649999999999999,Ball Carrier
ATK Mohun Bagan,Manvir Singh,1925.0,43.0,80.0,103.0,2.01,3.74,4.82,10.57,Ball Carrier
Denmark,Joakim Mæhle,264.0,7.0,8.0,16.0,2.39,2.73,5.45,10.57,Ball Carrier
NorthEast United,Marcelo Leite Pereira,495.0,13.0,24.0,21.0,2.36,4.36,3.82,10.540000000000001,Ball Carrier
Odisha,Nandhakumar Sekar,763.0,14.0,35.0,40.0,1.65,4.13,4.72,10.5,Ball Carrier
Hyderabad,Nikhil Poojary,1390.0,31.0,56.0,75.0,2.01,3.63,4.86,10.5,Ball Carrier
Paris Saint-Germain,Achraf Hakimi Mouh,1777.0,39.0,51.0,117.0,1.98,2.58,5.93,10.49,Progression Outlet
Rennes,Flavien Tait,86.0,6.0,4.0,0.0,6.28,4.19,0.0,10.47,Complete Progressor
England,Jack Grealish,112.0,3.0,5.0,5.0,2.41,4.02,4.02,10.45,Ball Carrier
Goa,Eduardo Bedia Peláez,1441.0,108.0,32.0,27.0,6.75,2.0,1.69,10.44,Progressive Passer
Portugal,Ricardo Jorge Luz Horta,138.0,2.0,4.0,10.0,1.3,2.61,6.52,10.43,Ball Carrier
Saint-Étienne,Ryad Boudebouz,164.0,9.0,6.0,4.0,4.94,3.29,2.2,10.43,Complete Progressor
Brazil,Danilo Luiz da Silva,294.0,15.0,9.0,10.0,4.59,2.76,3.06,10.41,Complete Progressor
OGC Nice,Flavius Daniliuc,78.0,6.0,2.0,1.0,6.92,2.31,1.15,10.38,Progressive Passer
Marseille,Mattéo Guendouzi Olié,191.0,7.0,8.0,7.0,3.3,3.77,3.3,10.370000000000001,Complete Progressor
Hyderabad,Aniket Anil Jadhav,1173.0,19.0,50.0,66.0,1.46,3.84,5.06,10.36,Ball Carrier
Rennes,Martin Terrier,165.0,2.0,7.0,10.0,1.09,3.82,5.45,10.36,Ball Carrier
Lille,Jonathan Bamba,174.0,4.0,8.0,8.0,2.07,4.14,4.14,10.349999999999998,Ball Carrier
Morocco,Abderrazak Hamdallah,87.0,1.0,5.0,4.0,1.03,5.17,4.14,10.34,Ball Carrier
Tunisia,Ferjani Sassi,61.0,5.0,0.0,2.0,7.38,0.0,2.95,10.33,Progressive Passer
Chennaiyin,Khumanthem Ninthoinganba Meetei,568.0,10.0,30.0,25.0,1.58,4.75,3.96,10.29,Ball Carrier
ATK Mohun Bagan,David Joel Williams,718.0,26.0,26.0,30.0,3.26,3.26,3.76,10.28,Complete Progressor
Mumbai City,Bipin Singh Thounajam,1747.0,26.0,67.0,106.0,1.34,3.45,5.46,10.25,Ball Carrier
Jamshedpur,Ritwik Kumar Das,1018.0,18.0,43.0,55.0,1.59,3.8,4.86,10.25,Ball Carrier
Croatia,Mateo Kovačić,650.0,34.0,22.0,18.0,4.71,3.05,2.49,10.25,Complete Progressor
Canada,David Junior Hoilett,167.0,6.0,5.0,8.0,3.23,2.69,4.31,10.23,Complete Progressor
Paris Saint-Germain,Marco Verratti,1558.0,92.0,49.0,36.0,5.31,2.83,2.08,10.22,Complete Progressor
England,Bukayo Saka,291.0,2.0,11.0,20.0,0.62,3.4,6.19,10.21,Ball Carrier
East Bengal,Francisco José Sota Bernard,336.0,15.0,8.0,15.0,4.02,2.14,4.02,10.18,Progressive Passer
Japan,Miki Yamane,62.0,3.0,1.0,3.0,4.35,1.45,4.35,10.149999999999999,Progressive Passer
Uruguay,Edinson Roberto Cavani Gómez,142.0,3.0,4.0,9.0,1.9,2.54,5.7,10.14,Progression Outlet
Mexico,Carlos Uriel Antuna Romero,98.0,0.0,2.0,9.0,0.0,1.84,8.27,10.11,Progression Outlet
Spain,César Azpilicueta Tanco,143.0,9.0,2.0,5.0,5.66,1.26,3.15,10.07,Progressive Passer
Argentina,Rodrigo Javier De Paul,635.0,28.0,24.0,19.0,3.97,3.4,2.69,10.06,Complete Progressor
Saudi Arabia,Nawaf Shaker Al Abid,90.0,1.0,4.0,5.0,1.0,4.0,5.0,10.0,Ball Carrier
United States,Shaquell Moore,36.0,1.0,1.0,2.0,2.5,2.5,5.0,10.0,Progression Outlet
Saudi Arabia,Sami Khalil Al Naji,45.0,1.0,3.0,1.0,2.0,6.0,2.0,10.0,Ball Carrier
Rennes,Benjamin Bourigeaud,153.0,3.0,4.0,10.0,1.76,2.35,5.88,9.99,Progression Outlet
Mumbai City,Vikram Pratap Singh,685.0,8.0,37.0,31.0,1.05,4.86,4.07,9.98,Ball Carrier
Brazil,Frederico Rodrigues Santos,154.0,4.0,4.0,9.0,2.34,2.34,5.26,9.94,Progression Outlet
Spain,Rodrigo Hernández Cascante,417.0,31.0,15.0,0.0,6.69,3.24,0.0,9.93,Complete Progressor
Goa,Alexander Romario Jesuraj,463.0,8.0,13.0,30.0,1.56,2.53,5.83,9.92,Progression Outlet
Nantes,Marcus Coco,82.0,2.0,4.0,3.0,2.2,4.39,3.29,9.879999999999999,Ball Carrier
Netherlands,Steven Bergwijn,219.0,3.0,9.0,12.0,1.23,3.7,4.93,9.86,Ball Carrier
Japan,Yuto Nagatomo,210.0,4.0,8.0,11.0,1.71,3.43,4.71,9.850000000000001,Ball Carrier
Goa,Nongdamba Singh Naorem,348.0,3.0,13.0,22.0,0.78,3.36,5.69,9.83,Ball Carrier
NorthEast United,Suhair Vadakkepeedika,1668.0,48.0,51.0,83.0,2.59,2.75,4.48,9.82,Ball Carrier
Kerala Blasters,Jorge Rolando Pereyra Díaz,1677.0,38.0,65.0,80.0,2.04,3.49,4.29,9.82,Ball Carrier
Spain,Pablo Martín Páez Gavira,294.0,10.0,9.0,13.0,3.06,2.76,3.98,9.8,Complete Progressor
Denmark,Thomas Delaney,46.0,3.0,0.0,2.0,5.87,0.0,3.91,9.780000000000001,Progressive Passer
ATK Mohun Bagan,Roy Krishna,1312.0,35.0,43.0,64.0,2.4,2.95,4.39,9.739999999999998,Ball Carrier
Croatia,Marko Livaja,259.0,5.0,8.0,15.0,1.74,2.78,5.21,9.73,Ball Carrier
Croatia,Luka Modrić,675.0,42.0,18.0,13.0,5.6,2.4,1.73,9.73,Progressive Passer
Uruguay,Darwin Gabriel Núñez Ribeiro,250.0,2.0,10.0,15.0,0.72,3.6,5.4,9.72,Ball Carrier
Poland,Nicola Zalewski,74.0,2.0,2.0,4.0,2.43,2.43,4.86,9.72,Progression Outlet
Germany,Niklas Süle,288.0,21.0,8.0,2.0,6.56,2.5,0.62,9.679999999999998,Progressive Passer
East Bengal,Antonio Perošević,1165.0,21.0,52.0,52.0,1.62,4.02,4.02,9.66,Ball Carrier
United States,Timothy Weah,318.0,6.0,8.0,20.0,1.7,2.26,5.66,9.620000000000001,Progression Outlet
Japan,Daichi Kamada,337.0,10.0,8.0,18.0,2.67,2.14,4.81,9.620000000000001,Progression Outlet
Montpellier,Jordan Ferri,94.0,5.0,4.0,1.0,4.79,3.83,0.96,9.580000000000002,Complete Progressor
France,Theo Bernard François Hernández,547.0,19.0,12.0,27.0,3.13,1.97,4.44,9.54,Progressive Passer
Spain,Jorge Resurrección Merodio,66.0,4.0,0.0,3.0,5.45,0.0,4.09,9.54,Progressive Passer
Lyon,Lucas Tolentino Coelho de Lima,85.0,4.0,5.0,0.0,4.24,5.29,0.0,9.530000000000001,Complete Progressor
Jamshedpur,Seminlen Doungel,1146.0,28.0,50.0,43.0,2.2,3.93,3.38,9.510000000000002,Ball Carrier
Belgium,Thomas Meunier,218.0,4.0,5.0,14.0,1.65,2.06,5.78,9.49,Progression Outlet
Croatia,Bruno Petković,218.0,5.0,8.0,10.0,2.06,3.3,4.13,9.489999999999998,Ball Carrier
England,Marcus Rashford,171.0,1.0,5.0,12.0,0.53,2.63,6.32,9.48,Ball Carrier
Switzerland,Renato Steffen,38.0,1.0,1.0,2.0,2.37,2.37,4.74,9.48,Progression Outlet
Nantes,Fábio Pereira da Silva,57.0,1.0,2.0,3.0,1.58,3.16,4.74,9.48,Ball Carrier
