season_name,match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
2022,3857283,Belgium,Jan Vertonghen,97.0,89.0,186.0,11,9,20,30.79
2021/2022,3802983,Marseille,Boubacar Kamara,93.0,93.0,186.0,12,12,24,30.49
2021/2022,3802837,Paris Saint-Germain,Ángel Fabián Di María Hernández,86.0,98.0,184.0,11,11,22,26.98
2022,3869486,Portugal,Kléper Laveran Lima Ferreira,94.0,89.0,183.0,13,12,25,29.71
2022,3857263,Spain,Rodrigo Hernández Cascante,95.0,87.0,182.0,11,11,22,31.49
2021/2022,3802837,Paris Saint-Germain,Sergio Ramos García,96.0,85.0,181.0,11,11,22,26.54
2022,3869420,Brazil,Marcos Aoás Corrêa,93.0,88.0,181.0,11,10,21,27.76
2022,3869151,Argentina,Enzo Fernandez,94.0,86.0,180.0,12,13,25,27.86
2022,3857271,England,Jude Bellingham,94.0,86.0,180.0,15,13,28,24.13
2021/2022,3802665,Paris Saint-Germain,Marco Verratti,91.0,88.0,179.0,12,13,25,25.0
2021/2022,3802795,Paris Saint-Germain,Marco Verratti,88.0,91.0,179.0,13,14,27,27.2
2022,3857294,Netherlands,Frenkie de Jong,87.0,91.0,178.0,11,12,23,23.83
2021/2022,3802984,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,79.0,99.0,178.0,11,12,23,23.86
2021/2022,3802948,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,85.0,92.0,177.0,11,12,23,24.48
2022,3857284,Germany,Niklas Süle,95.0,82.0,177.0,11,10,21,24.48
2022,3857279,France,Ibrahima Konaté,87.0,89.0,176.0,11,12,23,25.88
2022,3869219,Croatia,Dejan Lovren,93.0,83.0,176.0,10,11,21,26.79
2022,3869420,Brazil,Danilo Luiz da Silva,93.0,83.0,176.0,11,11,22,26.99
2021/2022,3817889,ATK Mohun Bagan,Carl Gerard McHugh,87.0,89.0,176.0,10,12,22,32.0
2021/2022,3813308,Goa,Eduardo Bedia Peláez,93.0,83.0,176.0,14,14,28,40.55
2021/2022,3803000,Paris Saint-Germain,Marco Verratti,90.0,86.0,176.0,11,10,21,25.4
2022,3857271,England,Declan Rice,92.0,83.0,175.0,14,12,26,23.46
2021/2022,3802690,Paris Saint-Germain,Achraf Hakimi Mouh,88.0,86.0,174.0,9,10,19,23.23
2022,3857264,Argentina,Nicolás Hernán Otamendi,89.0,85.0,174.0,12,14,26,21.07
2022,3857275,France,Aurélien Djani Tchouaméni,89.0,85.0,174.0,14,14,28,30.85
2021/2022,3802696,Paris Saint-Germain,Marco Verratti,90.0,83.0,173.0,11,11,22,25.55
2021/2022,3802984,Paris Saint-Germain,Marco Verratti,88.0,85.0,173.0,9,10,19,23.19
2022,3857263,Spain,Aymeric Laporte,89.0,84.0,173.0,12,10,22,29.93
2022,3857269,Brazil,Marcos Aoás Corrêa,92.0,81.0,173.0,12,11,23,34.12
2021/2022,3813286,Mumbai City,Rahul Bheke,90.0,82.0,172.0,8,7,15,31.79
2022,3869486,Portugal,Bernardo Mota Veiga de Carvalho e Silva,88.0,84.0,172.0,13,12,25,27.92
2021/2022,3813293,Bengaluru,Alan Henrique Costa,88.0,84.0,172.0,10,12,22,34.4
2022,3869151,Argentina,Nicolás Hernán Otamendi,91.0,80.0,171.0,11,11,22,26.47
2022,3857264,Argentina,Enzo Fernandez,86.0,85.0,171.0,12,12,24,20.7
2022,3857291,Spain,Sergio Busquets i Burgos,88.0,83.0,171.0,10,10,20,16.95
2022,3857272,England,John Stones,86.0,85.0,171.0,10,8,18,34.2
2022,3869552,Morocco,Jawad El Yamiq,90.0,80.0,170.0,10,12,22,32.14
2022,3869220,Spain,Marcos Llorente Moreno,94.0,76.0,170.0,13,10,23,17.71
2021/2022,3802690,Paris Saint-Germain,Marcos Aoás Corrêa,86.0,83.0,169.0,9,10,19,22.56
2022,3869420,Brazil,Thiago Emiliano da Silva,92.0,77.0,169.0,12,11,23,25.92
2022,3869519,Croatia,Mateo Kovačić,84.0,85.0,169.0,14,14,28,30.23
2022,3857291,Spain,Pedro González López,85.0,84.0,169.0,8,9,17,16.75
2022,3869486,Portugal,Rúben Santos Gato Alves Dias,88.0,80.0,168.0,11,11,22,27.27
2021/2022,3802690,Paris Saint-Germain,Ángel Fabián Di María Hernández,74.0,94.0,168.0,10,10,20,22.43
2022,3857257,Denmark,Andreas Christensen,89.0,79.0,168.0,14,11,25,28.47
2021/2022,3813267,Goa,Eduardo Bedia Peláez,87.0,80.0,167.0,13,12,25,32.94
2021/2022,3802795,Paris Saint-Germain,Leandro Daniel Paredes,87.0,80.0,167.0,10,12,22,25.38
2021/2022,3802685,Paris Saint-Germain,Presnel Kimpembe,90.0,76.0,166.0,12,10,22,25.23
2021/2022,3802690,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,73.0,92.0,165.0,10,10,20,22.03
2022,3869354,England,Harry Maguire,79.0,86.0,165.0,10,10,20,35.48
2022,3857284,Germany,Joshua Kimmich,82.0,83.0,165.0,14,11,25,22.82
2022,3857300,Argentina,Nicolás Hernán Otamendi,84.0,80.0,164.0,11,12,23,30.26
2021/2022,3813266,Goa,Eduardo Bedia Peláez,83.0,81.0,164.0,12,11,23,35.96
2022,3869321,Netherlands,Jurriën David Norman Timber,87.0,77.0,164.0,11,11,22,28.67
2021/2022,3802699,Paris Saint-Germain,Presnel Kimpembe,86.0,78.0,164.0,10,9,19,29.29
2022,3869685,Argentina,Enzo Fernandez,79.0,84.0,163.0,13,15,28,29.11
2022,3869118,England,John Stones,82.0,81.0,163.0,9,9,18,30.41
2022,3857296,Belgium,Toby Alderweireld,81.0,81.0,162.0,12,11,23,29.83
2021/2022,3802805,Paris Saint-Germain,Abdou Diallo,83.0,79.0,162.0,9,9,18,25.59
2021/2022,3802802,Paris Saint-Germain,Marcos Aoás Corrêa,85.0,77.0,162.0,12,13,25,20.48
2021/2022,3817889,ATK Mohun Bagan,José Luis Espinosa Arroyo,82.0,80.0,162.0,11,11,22,29.45
2021/2022,3803000,Clermont Foot,Johan Gastien,79.0,83.0,162.0,14,14,28,44.63
2022,3857277,Croatia,Dejan Lovren,82.0,79.0,161.0,10,12,22,27.9
2021/2022,3802793,Paris Saint-Germain,Presnel Kimpembe,82.0,79.0,161.0,10,10,20,23.03
2022,3869321,Netherlands,Virgil van Dijk,85.0,76.0,161.0,14,10,24,28.15
2021/2022,3802948,Paris Saint-Germain,Sergio Ramos García,86.0,75.0,161.0,13,13,26,22.27
2022,3857296,Belgium,Jan Vertonghen,85.0,75.0,160.0,10,11,21,29.47
2021/2022,3802643,Paris Saint-Germain,Marco Verratti,81.0,79.0,160.0,10,11,21,27.92
2022,3857276,Canada,Kamal Miller,83.0,76.0,159.0,12,12,24,33.13
2022,3857261,England,Harry Maguire,77.0,82.0,159.0,12,13,25,28.75
2022,3869253,Brazil,Thiago Emiliano da Silva,82.0,77.0,159.0,13,10,23,28.09
2021/2022,3827767,Kerala Blasters,Marko Lešković,81.0,78.0,159.0,12,11,23,34.49
2021/2022,3813318,Mumbai City,Ahmed Jahouh,81.0,77.0,158.0,12,11,23,38.54
2022,3869219,Croatia,Josip Juranović,82.0,76.0,158.0,15,11,26,24.05
2022,3857282,United States,Walker Zimmerman,82.0,76.0,158.0,10,11,21,30.38
2022,3857271,England,Kieran Trippier,84.0,74.0,158.0,11,11,22,21.18
2022,3869321,Netherlands,Frenkie de Jong,81.0,77.0,158.0,12,13,25,27.62
2021/2022,3817889,ATK Mohun Bagan,Sandesh Jhingan,78.0,80.0,158.0,10,10,20,28.73
2021/2022,3802665,Paris Saint-Germain,Sergio Ramos García,80.0,78.0,158.0,9,10,19,22.07
2021/2022,3802690,Paris Saint-Germain,Ander Herrera Agüera,80.0,77.0,157.0,11,11,22,20.96
2022,3869151,Argentina,Rodrigo Javier De Paul,76.0,81.0,157.0,11,12,23,24.3
2022,3857299,South Korea,In-Beom Hwang,80.0,77.0,157.0,12,12,24,31.46
2021/2022,3802793,Paris Saint-Germain,Marcos Aoás Corrêa,84.0,73.0,157.0,11,11,22,22.46
2021/2022,3813315,Goa,Eduardo Bedia Peláez,77.0,80.0,157.0,10,14,24,33.62
2022,3857277,Croatia,Marcelo Brozović,77.0,79.0,156.0,9,10,19,27.04
2021/2022,3802696,Paris Saint-Germain,Idrissa Gana Gueye,80.0,76.0,156.0,13,12,25,23.04
2021/2022,3802793,Paris Saint-Germain,Achraf Hakimi Mouh,84.0,72.0,156.0,11,12,23,22.32
2022,3869420,Croatia,Dejan Lovren,82.0,74.0,156.0,12,12,24,24.41
2021/2022,3802709,Paris Saint-Germain,Idrissa Gana Gueye,76.0,79.0,155.0,11,13,24,26.09
2021/2022,3803000,Paris Saint-Germain,Neymar da Silva Santos Junior,72.0,83.0,155.0,12,10,22,22.37
2021/2022,3802685,Paris Saint-Germain,Marcos Aoás Corrêa,80.0,74.0,154.0,10,12,22,23.4
2021/2022,3817858,Kerala Blasters,Marko Lešković,81.0,72.0,153.0,11,9,20,34.77
2021/2022,3802665,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,69.0,84.0,153.0,12,12,24,21.37
2021/2022,3802984,Paris Saint-Germain,Idrissa Gana Gueye,79.0,74.0,153.0,12,12,24,20.51
2022,3857269,Brazil,Thiago Emiliano da Silva,77.0,76.0,153.0,13,11,24,30.18
2022,3857258,Brazil,Alex Sandro Lobo Silva,83.0,69.0,152.0,13,10,23,28.2
2021/2022,3802793,Paris Saint-Germain,Danilo Luís Hélio Pereira,83.0,69.0,152.0,11,10,21,21.75
2022,3857294,Netherlands,Virgil van Dijk,80.0,72.0,152.0,11,10,21,20.35
2021/2022,3802665,Paris Saint-Germain,Juan Bernat Velasco,81.0,71.0,152.0,9,9,18,21.23
2022,3857277,Croatia,Luka Modrić,77.0,74.0,151.0,12,12,24,26.17
2022,3857279,France,Benjamin Pavard,81.0,70.0,151.0,10,10,20,22.21
2022,3857254,Denmark,Andreas Christensen,78.0,73.0,151.0,10,8,18,27.76
2021/2022,3802907,Paris Saint-Germain,Marco Verratti,74.0,77.0,151.0,9,11,20,25.68
2022,3857296,Croatia,Marcelo Brozović,79.0,72.0,151.0,11,11,22,29.38
2021/2022,3813279,Chennaiyin,Vladimir Koman Jr.,78.0,72.0,150.0,12,13,25,35.29
2021/2022,3817875,Goa,Eduardo Bedia Peláez,77.0,73.0,150.0,12,14,26,33.26
2022,3857264,Argentina,Leandro Daniel Paredes,77.0,73.0,150.0,12,12,24,18.16
2021/2022,3802818,Paris Saint-Germain,Danilo Luís Hélio Pereira,78.0,72.0,150.0,11,12,23,21.87
2021/2022,3802795,Paris Saint-Germain,Presnel Kimpembe,78.0,72.0,150.0,10,11,21,22.8
2021/2022,3802837,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,68.0,81.0,149.0,10,10,20,21.85
2021/2022,3802818,Paris Saint-Germain,Idrissa Gana Gueye,78.0,71.0,149.0,12,12,24,21.72
2022,3857267,Ecuador,Piero Martín Hincapié Reyna,74.0,75.0,149.0,10,9,19,41.16
2022,3857295,Japan,Wataru Endo,72.0,77.0,149.0,15,12,27,28.27
2022,3869420,Brazil,Éder Gabriel Militão,79.0,69.0,148.0,10,10,20,22.7
2021/2022,3802805,Paris Saint-Germain,Juan Bernat Velasco,77.0,71.0,148.0,9,9,18,23.38
2021/2022,3813312,Mumbai City,Ahmed Jahouh,80.0,68.0,148.0,11,10,21,33.94
2022,3857292,Germany,Antonio Rüdiger,80.0,67.0,147.0,12,11,23,21.97
2022,3857261,England,John Stones,75.0,72.0,147.0,13,10,23,26.58
2021/2022,3817853,Goa,Eduardo Bedia Peláez,69.0,78.0,147.0,12,13,25,28.0
2021/2022,3802683,Paris Saint-Germain,Marco Verratti,77.0,70.0,147.0,13,13,26,29.34
2021/2022,3802818,Paris Saint-Germain,Marcos Aoás Corrêa,75.0,71.0,146.0,9,9,18,21.28
2022,3857265,Mexico,Héctor Alfredo Moreno Herrera,73.0,73.0,146.0,11,9,20,33.41
2022,3857279,France,Aurélien Djani Tchouaméni,74.0,71.0,145.0,10,10,20,21.32
2022,3857296,Belgium,Timothy Castagne,77.0,68.0,145.0,12,12,24,26.7
2022,3869552,Morocco,Azzedine Ounahi,68.0,77.0,145.0,11,13,24,27.41
2021/2022,3802983,Marseille,William Saliba,74.0,71.0,145.0,10,9,19,23.77
2022,3869321,Argentina,Nicolás Hernán Otamendi,80.0,65.0,145.0,13,11,24,27.31
2021/2022,3802818,Paris Saint-Germain,Achraf Hakimi Mouh,74.0,71.0,145.0,13,11,24,21.14
2022,3857296,Croatia,Borna Sosa,74.0,71.0,145.0,9,9,18,28.21
2021/2022,3813286,Mumbai City,Serigne Mourtada Fall,75.0,69.0,144.0,11,7,18,26.62
2022,3857289,Argentina,Nicolás Hernán Otamendi,76.0,68.0,144.0,11,11,22,30.25
2021/2022,3813297,Bengaluru,Alan Henrique Costa,69.0,75.0,144.0,10,12,22,31.65
2021/2022,3813286,Mumbai City,Ahmed Jahouh,69.0,74.0,143.0,12,9,21,26.43
2021/2022,3802709,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,66.0,77.0,143.0,12,12,24,24.07
2021/2022,3802676,Paris Saint-Germain,Neymar da Silva Santos Junior,61.0,82.0,143.0,9,10,19,20.52
2022,3857286,Ecuador,Jhegson Sebastián Méndez Carabalí,76.0,67.0,143.0,11,9,20,33.1
2022,3857262,Portugal,João Pedro Cavaco Cancelo,77.0,66.0,143.0,14,15,29,26.78
2022,3857283,Belgium,Axel Witsel,77.0,65.0,142.0,13,14,27,23.51
2021/2022,3802665,Paris Saint-Germain,Marcos Aoás Corrêa,75.0,67.0,142.0,11,10,21,19.83
2021/2022,3813289,Bengaluru,Alan Henrique Costa,74.0,68.0,142.0,12,11,23,32.64
2021/2022,3817862,Mumbai City,Lalengmawia Ralte,74.0,68.0,142.0,11,13,24,32.72
2021/2022,3813270,Goa,Eduardo Bedia Peláez,72.0,69.0,141.0,15,13,28,36.81
2021/2022,3817888,ATK Mohun Bagan,Hugo Adnan Boumous,67.0,74.0,141.0,11,11,22,26.86
2022,3869219,Croatia,Joško Gvardiol,76.0,65.0,141.0,11,9,20,21.46
2021/2022,3802837,Paris Saint-Germain,Neymar da Silva Santos Junior,62.0,79.0,141.0,10,7,17,20.67
2021/2022,3802690,Paris Saint-Germain,Idrissa Gana Gueye,74.0,67.0,141.0,10,11,21,18.83
2022,3857298,Portugal,Danilo Luís Hélio Pereira,72.0,69.0,141.0,10,12,22,24.48
2021/2022,3802907,Paris Saint-Germain,Marcos Aoás Corrêa,73.0,68.0,141.0,12,11,23,23.98
2022,3857291,Spain,Pablo Martín Páez Gavira,66.0,75.0,141.0,11,14,25,13.97
2021/2022,3802837,Paris Saint-Germain,Juan Bernat Velasco,73.0,67.0,140.0,9,10,19,20.53
2021/2022,3802984,Nantes,Pedro Chirivella Burgos,70.0,70.0,140.0,13,13,26,38.78
2022,3869117,United States,Tyler Adams,79.0,61.0,140.0,15,14,29,28.06
2021/2022,3802676,Paris Saint-Germain,Idrissa Gana Gueye,72.0,68.0,140.0,11,11,22,20.09
2021/2022,3802907,Paris Saint-Germain,Leandro Daniel Paredes,77.0,63.0,140.0,10,12,22,23.81
2021/2022,3802839,Paris Saint-Germain,Idrissa Gana Gueye,73.0,67.0,140.0,11,11,22,21.02
2021/2022,3802984,Paris Saint-Germain,Abdou Diallo,71.0,69.0,140.0,12,10,22,18.77
2021/2022,3817862,Mumbai City,Ahmed Jahouh,75.0,65.0,140.0,11,11,22,32.26
2021/2022,3813313,ATK Mohun Bagan,Pritam Kotal,73.0,67.0,140.0,10,10,20,33.41
2022,3857268,Belgium,Leander Dendoncker,73.0,67.0,140.0,10,10,20,31.04
2022,3857292,Germany,İlkay Gündoğan,71.0,68.0,139.0,10,11,21,20.78
2021/2022,3802696,Paris Saint-Germain,Thilo Kehrer,73.0,66.0,139.0,11,13,24,20.53
2022,3857258,Brazil,Danilo Luiz da Silva,72.0,67.0,139.0,11,12,23,25.79
2022,3869552,Morocco,Sofyan Amrabat,69.0,70.0,139.0,12,13,25,26.28
2021/2022,3802818,Paris Saint-Germain,Presnel Kimpembe,74.0,65.0,139.0,11,11,22,20.26
2021/2022,3802948,Paris Saint-Germain,Danilo Luís Hélio Pereira,74.0,65.0,139.0,11,12,23,19.23
2022,3857274,Netherlands,Nathan Aké,73.0,66.0,139.0,10,9,19,30.42
2021/2022,3817894,Goa,Eduardo Bedia Peláez,71.0,68.0,139.0,13,12,25,33.02
2021/2022,3813286,Mumbai City,Mandar Rao Desai,71.0,67.0,138.0,11,11,22,25.51
2021/2022,3802930,Paris Saint-Germain,Marco Verratti,70.0,68.0,138.0,9,10,19,23.08
2022,3857297,Saudi Arabia,Mohammed Kanoo,68.0,70.0,138.0,13,14,27,28.22
2022,3857298,Portugal,Raphaël Adelino José Guerreiro,69.0,68.0,137.0,12,13,25,23.78
2022,3857269,Switzerland,Manuel Obafemi Akanji,67.0,70.0,137.0,12,11,23,32.01
2022,3857299,South Korea,Moon-Hwan Kim,75.0,62.0,137.0,11,11,22,27.45
2021/2022,3802665,Paris Saint-Germain,Ángel Fabián Di María Hernández,64.0,73.0,137.0,10,13,23,19.13
2021/2022,3802948,Paris Saint-Germain,Marcos Aoás Corrêa,71.0,66.0,137.0,10,11,21,18.95
2021/2022,3802984,Paris Saint-Germain,Achraf Hakimi Mouh,72.0,65.0,137.0,12,11,23,18.36
2022,3857279,France,Antoine Griezmann,66.0,70.0,136.0,12,13,25,20.0
2022,3857266,Denmark,Andreas Christensen,69.0,67.0,136.0,9,8,17,28.39
2022,3869152,Poland,Jakub Piotr Kiwior,67.0,69.0,136.0,12,11,23,33.5
2022,3857254,Denmark,Pierre-Emile Højbjerg,68.0,68.0,136.0,13,10,23,25.0
2021/2022,3802839,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,62.0,74.0,136.0,11,12,23,20.42
2021/2022,3802795,Paris Saint-Germain,Juan Bernat Velasco,68.0,68.0,136.0,11,10,21,20.67
2022,3857294,Qatar,Akram Hassan Afif,68.0,68.0,136.0,13,13,26,34.34
2021/2022,3802709,Paris Saint-Germain,Neymar da Silva Santos Junior,57.0,78.0,135.0,8,10,18,22.73
2021/2022,3802676,Paris Saint-Germain,Kylian Mbappé Lottin,58.0,77.0,135.0,10,10,20,19.37
2021/2022,3802676,Paris Saint-Germain,Sergio Ramos García,68.0,67.0,135.0,11,10,21,19.37
2022,3869151,Argentina,Cristian Gabriel Romero,72.0,63.0,135.0,10,10,20,20.9
2021/2022,3817877,Bengaluru,Alan Henrique Costa,73.0,62.0,135.0,13,11,24,30.41
2021/2022,3802793,Paris Saint-Germain,Nuno Mendes,73.0,62.0,135.0,11,11,22,19.31
2022,3857255,Spain,César Azpilicueta Tanco,70.0,65.0,135.0,7,8,15,13.6
2022,3857264,Argentina,Lionel Andrés Messi Cuccittini,59.0,76.0,135.0,13,11,24,16.34
2022,3857264,Argentina,Nahuel Molina Lucero,71.0,64.0,135.0,11,11,22,16.34
2022,3869354,England,John Stones,70.0,65.0,135.0,10,8,18,29.03
2022,3857287,Uruguay,José María Giménez de Vargas,67.0,68.0,135.0,13,8,21,28.42
2022,3857287,Uruguay,Rodrigo Bentancur Colmán,68.0,67.0,135.0,11,11,22,28.42
2022,3869420,Croatia,Mateo Kovačić,67.0,68.0,135.0,10,9,19,21.13
2022,3857268,Belgium,Toby Alderweireld,69.0,66.0,135.0,11,9,20,29.93
2022,3857301,Senegal,Youssouf Sabaly,69.0,66.0,135.0,12,12,24,29.22
2021/2022,3802699,Paris Saint-Germain,Marcos Aoás Corrêa,71.0,64.0,135.0,12,9,21,24.11
2022,3857300,Argentina,Rodrigo Javier De Paul,66.0,68.0,134.0,11,10,21,24.72
2021/2022,3817848,Goa,Alberto Noguera Ripoll,65.0,69.0,134.0,13,14,27,26.69
2021/2022,3802643,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,65.0,69.0,134.0,11,12,23,23.39
2022,3869519,Croatia,Dejan Lovren,67.0,67.0,134.0,13,11,24,23.97
2021/2022,3802948,Paris Saint-Germain,Marco Verratti,70.0,64.0,134.0,9,9,18,18.53
2022,3857286,Ecuador,Piero Martín Hincapié Reyna,68.0,66.0,134.0,10,8,18,31.02
2022,3857272,England,Harry Maguire,70.0,64.0,134.0,12,10,22,26.8
2021/2022,3803000,Paris Saint-Germain,Idrissa Gana Gueye,70.0,64.0,134.0,8,8,16,19.34
2022,3857263,Spain,Jordi Alba Ramos,71.0,63.0,134.0,9,10,19,23.18
2021/2022,3802699,Paris Saint-Germain,Danilo Luís Hélio Pereira,67.0,67.0,134.0,11,12,23,23.93
2021/2022,3802709,Paris Saint-Germain,Presnel Kimpembe,68.0,65.0,133.0,11,12,23,22.39
2021/2022,3813293,Bengaluru,Naorem Roshan Singh,69.0,64.0,133.0,10,9,19,26.6
2022,3857282,United States,Tim Ream,68.0,65.0,133.0,12,10,22,25.58
2021/2022,3802676,Paris Saint-Germain,Presnel Kimpembe,72.0,61.0,133.0,10,9,19,19.08
2021/2022,3802676,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,64.0,69.0,133.0,10,11,21,19.08
2022,3857254,Denmark,Christian Dannemann Eriksen,66.0,67.0,133.0,13,13,26,24.45
2021/2022,3802683,AS Monaco,Aurélien Djani Tchouaméni,65.0,68.0,133.0,13,13,26,30.65
2022,3857280,Brazil,Éder Gabriel Militão,69.0,64.0,133.0,11,9,20,25.98
2022,3857276,Canada,Steven de Sousa Vitoria,70.0,63.0,133.0,13,10,23,27.71
2021/2022,3802802,Paris Saint-Germain,Danilo Luís Hélio Pereira,68.0,65.0,133.0,12,12,24,16.81
2021/2022,3817895,Goa,Alberto Noguera Ripoll,65.0,68.0,133.0,14,14,28,22.17
2022,3869152,France,Aurélien Djani Tchouaméni,65.0,68.0,133.0,10,10,20,26.34
2022,3869253,Brazil,Danilo Luiz da Silva,67.0,66.0,133.0,9,8,17,23.5
2022,3857298,Portugal,Bernardo Mota Veiga de Carvalho e Silva,69.0,63.0,132.0,11,11,22,22.92
2021/2022,3813303,Goa,Alberto Noguera Ripoll,65.0,67.0,132.0,11,11,22,31.13
2021/2022,3802818,Paris Saint-Germain,Neymar da Silva Santos Junior,57.0,75.0,132.0,9,11,20,19.24
2021/2022,3802685,Paris Saint-Germain,Leandro Daniel Paredes,66.0,66.0,132.0,9,10,19,20.06
2022,3857255,Spain,Sergio Busquets i Burgos,69.0,63.0,132.0,14,10,24,13.29
2022,3857275,France,Eduardo Camavinga,70.0,62.0,132.0,13,13,26,23.4
2021/2022,3802948,Paris Saint-Germain,Presnel Kimpembe,70.0,62.0,132.0,14,14,28,18.26
2022,3857287,Uruguay,Diego Roberto Godín Leal,66.0,66.0,132.0,11,9,20,27.79
2021/2022,3813297,Bengaluru,Yroundu Musavu-King,66.0,66.0,132.0,9,7,16,29.01
2021/2022,3802795,Paris Saint-Germain,Marcos Aoás Corrêa,69.0,63.0,132.0,12,12,24,20.06
2021/2022,3802795,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,62.0,70.0,132.0,11,10,21,20.06
2022,3857258,Brazil,Thiago Emiliano da Silva,69.0,62.0,131.0,10,9,19,24.3
2021/2022,3802805,Paris Saint-Germain,Lionel Andrés Messi Cuccittini,62.0,69.0,131.0,11,9,20,20.7
2022,3869220,Spain,Sergio Busquets i Burgos,67.0,64.0,131.0,16,10,26,13.65
2022,3857256,Serbia,Strahinja Pavlović,66.0,65.0,131.0,13,12,25,32.19
2021/2022,3802643,Paris Saint-Germain,Sergio Ramos García,66.0,65.0,131.0,11,11,22,22.86
2021/2022,3802983,Marseille,Dimitri Payet,66.0,65.0,131.0,11,12,23,21.48
2021/2022,3802930,Paris Saint-Germain,Marcos Aoás Corrêa,70.0,61.0,131.0,12,13,25,21.91
