season_name,match_id,team,total_shots,total_xg,npxg,total_goals,np_goals,avg_npxg_per_shot
2022,3857261,Wales,7,0.208,0.208,0.0,0.0,0.03
2022,3857262,South Korea,12,1.399,1.399,2.0,2.0,0.117
2022,3857262,Portugal,13,0.974,0.974,1.0,1.0,0.075
2022,3857263,Germany,11,1.147,1.147,1.0,1.0,0.104
2022,3857263,Spain,7,0.64,0.64,1.0,1.0,0.091
2022,3857264,Argentina,24,3.077,2.293,2.0,2.0,0.1
2022,3857264,Poland,4,0.198,0.198,0.0,0.0,0.049
2022,3857265,Mexico,11,0.529,0.529,0.0,0.0,0.048
2022,3857265,Poland,6,1.138,0.354,0.0,0.0,0.071
2022,3857266,France,21,1.934,1.934,2.0,2.0,0.092
2022,3857266,Denmark,10,0.889,0.889,1.0,1.0,0.089
2022,3857267,Ecuador,9,1.002,1.002,1.0,1.0,0.111
2022,3857267,Senegal,13,1.707,0.924,2.0,1.0,0.077
2022,3857268,Canada,22,2.546,1.763,0.0,0.0,0.084
2022,3857268,Belgium,9,0.67,0.67,1.0,1.0,0.074
2022,3857269,Brazil,13,0.923,0.923,1.0,1.0,0.071
2022,3857269,Switzerland,6,0.289,0.289,0.0,0.0,0.048
2022,3857270,Uruguay,11,1.217,1.217,0.0,0.0,0.111
2022,3857270,Portugal,15,1.214,0.43,2.0,1.0,0.031
2022,3857271,England,13,1.987,1.987,6.0,6.0,0.153
2022,3857271,Iran,8,1.456,0.672,2.0,1.0,0.096
2022,3857272,United States,10,0.514,0.514,0.0,0.0,0.051
2022,3857272,England,8,0.461,0.461,0.0,0.0,0.058
2022,3857273,Iran,21,1.454,1.454,2.0,2.0,0.069
2022,3857273,Wales,10,0.616,0.616,0.0,0.0,0.062
2022,3857274,Ecuador,15,1.651,1.651,1.0,1.0,0.11
2022,3857274,Netherlands,2,0.104,0.104,1.0,1.0,0.052
2022,3857275,France,10,0.477,0.477,0.0,0.0,0.048
2022,3857275,Tunisia,5,0.298,0.298,1.0,1.0,0.06
2022,3857276,Canada,5,1.096,1.096,0.0,0.0,0.219
2022,3857276,Morocco,7,0.426,0.426,2.0,2.0,0.061
2022,3857277,Croatia,5,0.85,0.85,0.0,0.0,0.17
2022,3857277,Morocco,8,0.363,0.363,0.0,0.0,0.045
2022,3857278,United States,12,1.17,1.17,1.0,1.0,0.097
2022,3857278,Iran,4,0.921,0.921,0.0,0.0,0.23
2022,3857279,France,23,3.17,3.17,4.0,4.0,0.138
2022,3857279,Australia,4,0.323,0.323,1.0,1.0,0.081
2022,3857280,Brazil,21,2.378,2.378,0.0,0.0,0.113
2022,3857280,Cameroon,7,0.383,0.383,1.0,1.0,0.055
2022,3857281,Croatia,13,2.61,2.61,4.0,4.0,0.201
2022,3857281,Canada,8,0.287,0.287,1.0,1.0,0.036
2022,3857282,Wales,7,1.395,0.612,1.0,0.0,0.102
2022,3857282,United States,6,0.602,0.602,1.0,1.0,0.1
2022,3857283,Morocco,10,0.991,0.991,2.0,2.0,0.099
2022,3857283,Belgium,10,0.643,0.643,0.0,0.0,0.064
2022,3857284,Germany,26,2.768,1.985,1.0,0.0,0.079
2022,3857284,Japan,12,1.249,1.249,2.0,2.0,0.104
2022,3857285,Netherlands,10,1.124,1.124,2.0,2.0,0.112
2022,3857285,Senegal,15,0.691,0.691,0.0,0.0,0.046
2022,3857286,Ecuador,6,1.154,0.371,2.0,1.0,0.074
2022,3857286,Qatar,5,0.304,0.304,0.0,0.0,0.061
2022,3857287,South Korea,7,0.493,0.493,0.0,0.0,0.07
2022,3857287,Uruguay,10,0.417,0.417,0.0,0.0,0.042
2022,3857288,Tunisia,14,1.052,1.052,0.0,0.0,0.075
2022,3857288,Australia,9,0.359,0.359,1.0,1.0,0.04
2022,3857289,Argentina,5,0.325,0.325,2.0,2.0,0.065
2022,3857289,Mexico,4,0.206,0.206,0.0,0.0,0.052
2022,3857290,Switzerland,7,1.427,1.427,1.0,1.0,0.204
2022,3857290,Cameroon,8,0.613,0.613,0.0,0.0,0.077
2022,3857291,Spain,17,2.762,1.978,7.0,6.0,0.124
2022,3857292,Germany,31,4.316,4.316,4.0,4.0,0.139
2022,3857292,Costa Rica,7,1.035,1.035,1.0,1.0,0.148
2022,3857293,Uruguay,12,1.637,1.637,2.0,2.0,0.136
2022,3857293,Ghana,9,1.393,0.609,0.0,0.0,0.076
2022,3857294,Netherlands,13,1.714,1.714,2.0,2.0,0.132
2022,3857294,Qatar,5,0.144,0.144,0.0,0.0,0.029
2022,3857295,Japan,13,0.774,0.774,0.0,0.0,0.06
2022,3857295,Costa Rica,4,0.199,0.199,1.0,1.0,0.05
2022,3857296,Belgium,16,2.382,2.382,0.0,0.0,0.149
2022,3857296,Croatia,11,0.695,0.695,0.0,0.0,0.063
2022,3857297,Poland,9,1.734,1.734,2.0,2.0,0.193
2022,3857297,Saudi Arabia,17,1.972,1.188,0.0,0.0,0.074
2022,3857298,Portugal,11,2.097,1.313,3.0,2.0,0.131
2022,3857298,Ghana,9,0.78,0.78,2.0,2.0,0.087
2022,3857299,South Korea,21,1.368,1.368,2.0,2.0,0.065
2022,3857299,Ghana,7,1.181,1.181,3.0,3.0,0.169
2022,3857300,Argentina,15,2.492,1.708,1.0,0.0,0.122
2022,3857300,Saudi Arabia,3,0.153,0.153,2.0,2.0,0.051
2022,3857301,Qatar,10,0.96,0.96,1.0,1.0,0.096
2022,3857301,Senegal,12,0.903,0.903,3.0,3.0,0.075
2022,3869117,United States,18,1.652,1.652,1.0,1.0,0.092
2022,3869117,Netherlands,11,1.482,1.482,3.0,3.0,0.135
2022,3869118,England,8,1.02,1.02,3.0,3.0,0.128
2022,3869118,Senegal,10,0.973,0.973,0.0,0.0,0.097
2022,3869151,Argentina,14,1.482,1.482,2.0,2.0,0.106
2022,3869151,Australia,5,0.426,0.426,0.0,0.0,0.085
2022,3869152,France,16,1.126,1.126,3.0,3.0,0.07
2022,3869152,Poland,12,1.594,0.81,1.0,0.0,0.074
2022,3869219,Japan,17,4.203,1.069,2.0,1.0,0.082
2022,3869219,Croatia,21,3.988,0.854,4.0,1.0,0.05
2022,3869220,Morocco,10,3.704,0.57,3.0,0.0,0.095
2022,3869220,Spain,15,2.845,0.495,0.0,0.0,0.041
2022,3869253,Brazil,18,3.261,2.478,4.0,3.0,0.146
2022,3869253,South Korea,8,0.345,0.345,1.0,1.0,0.043
2022,3869254,Portugal,15,2.284,2.284,6.0,6.0,0.152
2022,3869254,Switzerland,10,1.272,1.272,1.0,1.0,0.127
2022,3869321,Argentina,19,5.857,1.156,6.0,1.0,0.089
2022,3869321,Netherlands,12,4.487,0.57,5.0,2.0,0.081
2022,3869354,France,8,0.839,0.839,2.0,2.0,0.105
2022,3869354,England,16,2.353,0.786,1.0,0.0,0.056
2022,3869420,Brazil,24,4.95,1.816,3.0,1.0,0.091
2022,3869420,Croatia,13,3.767,0.633,5.0,1.0,0.07
2022,3869486,Morocco,9,0.972,0.972,1.0,1.0,0.108
2022,3869486,Portugal,12,0.744,0.744,0.0,0.0,0.062
2022,3869519,Argentina,9,1.864,1.081,3.0,2.0,0.135
2022,3869519,Croatia,12,0.41,0.41,0.0,0.0,0.034
2022,3869552,France,14,2.002,2.002,2.0,2.0,0.143
2022,3869552,Morocco,13,1.23,1.23,0.0,0.0,0.095
2022,3869684,Morocco,9,0.991,0.991,1.0,1.0,0.11
2022,3869684,Croatia,12,0.849,0.849,2.0,2.0,0.071
2022,3869685,Argentina,24,5.892,1.975,7.0,2.0,0.104
2022,3869685,France,14,5.407,0.706,5.0,1.0,0.088
