season_name,match_id,team,progressive_passes,progressive_carries,progressive_passes_received,progressive_actions,progressive_carry_pct,progressive_pass_pct
2021/2022,3813270,Mumbai City,12.0,9.0,9.0,30.0,30.0,40.0
2021/2022,3813271,Goa,27.0,26.0,15.0,68.0,38.24,39.71
2021/2022,3813271,Kerala Blasters,26.0,9.0,25.0,60.0,15.0,43.33
2021/2022,3813272,Goa,23.0,14.0,13.0,50.0,28.0,46.0
2021/2022,3813272,Hyderabad,31.0,23.0,30.0,84.0,27.38,36.9
2021/2022,3813273,Mumbai City,41.0,29.0,38.0,108.0,26.85,37.96
2021/2022,3813273,Odisha,12.0,9.0,8.0,29.0,31.03,41.38
2021/2022,3813274,Bengaluru,18.0,10.0,11.0,39.0,25.64,46.15
2021/2022,3813274,Mumbai City,6.0,2.0,3.0,11.0,18.18,54.55
2021/2022,3813275,Jamshedpur,18.0,17.0,17.0,52.0,32.69,34.62
2021/2022,3813275,Kerala Blasters,20.0,5.0,11.0,36.0,13.89,55.56
2021/2022,3813276,East Bengal,14.0,2.0,5.0,21.0,9.52,66.67
2021/2022,3813276,NorthEast United,40.0,26.0,36.0,102.0,25.49,39.22
2021/2022,3813277,Hyderabad,14.0,3.0,6.0,23.0,13.04,60.87
2021/2022,3813277,Mumbai City,23.0,10.0,18.0,51.0,19.61,45.1
2021/2022,3813278,Chennaiyin,27.0,15.0,23.0,65.0,23.08,41.54
2021/2022,3813278,Kerala Blasters,18.0,12.0,16.0,46.0,26.09,39.13
2021/2022,3813279,Chennaiyin,52.0,42.0,52.0,146.0,28.77,35.62
2021/2022,3813279,Odisha,15.0,5.0,5.0,25.0,20.0,60.0
2021/2022,3813280,Chennaiyin,29.0,20.0,19.0,68.0,29.41,42.65
2021/2022,3813280,East Bengal,22.0,13.0,21.0,56.0,23.21,39.29
2021/2022,3813281,ATK Mohun Bagan,15.0,10.0,7.0,32.0,31.25,46.88
2021/2022,3813281,Chennaiyin,19.0,19.0,16.0,54.0,35.19,35.19
2021/2022,3813282,Kerala Blasters,20.0,20.0,17.0,57.0,35.09,35.09
2021/2022,3813282,Mumbai City,21.0,13.0,18.0,52.0,25.0,40.38
2021/2022,3813283,Bengaluru,27.0,25.0,23.0,75.0,33.33,36.0
2021/2022,3813283,Chennaiyin,25.0,16.0,22.0,63.0,25.4,39.68
2021/2022,3813284,Jamshedpur,40.0,18.0,30.0,88.0,20.45,45.45
2021/2022,3813284,Mumbai City,17.0,9.0,12.0,38.0,23.68,44.74
2021/2022,3813285,Bengaluru,16.0,12.0,16.0,44.0,27.27,36.36
2021/2022,3813285,Goa,11.0,9.0,8.0,28.0,32.14,39.29
2021/2022,3813286,Chennaiyin,14.0,15.0,13.0,42.0,35.71,33.33
2021/2022,3813286,Mumbai City,32.0,15.0,14.0,61.0,24.59,52.46
2021/2022,3813287,ATK Mohun Bagan,3.0,4.0,0.0,7.0,57.14,42.86
2021/2022,3813287,Bengaluru,8.0,6.0,6.0,20.0,30.0,40.0
2021/2022,3813288,Hyderabad,11.0,6.0,8.0,25.0,24.0,44.0
2021/2022,3813288,Jamshedpur,11.0,5.0,7.0,23.0,21.74,47.83
2021/2022,3813289,Bengaluru,40.0,20.0,28.0,88.0,22.73,45.45
2021/2022,3813289,Odisha,19.0,20.0,17.0,56.0,35.71,33.93
2021/2022,3813290,Hyderabad,31.0,21.0,27.0,79.0,26.58,39.24
2021/2022,3813290,NorthEast United,20.0,6.0,18.0,44.0,13.64,45.45
2021/2022,3813291,ATK Mohun Bagan,29.0,20.0,27.0,76.0,26.32,38.16
2021/2022,3813291,East Bengal,19.0,16.0,14.0,49.0,32.65,38.78
2021/2022,3813292,Bengaluru,26.0,6.0,25.0,57.0,10.53,45.61
2021/2022,3813292,Kerala Blasters,17.0,12.0,14.0,43.0,27.91,39.53
2021/2022,3813293,Bengaluru,20.0,17.0,15.0,52.0,32.69,38.46
2021/2022,3813293,East Bengal,11.0,6.0,7.0,24.0,25.0,45.83
2021/2022,3813294,Chennaiyin,17.0,12.0,15.0,44.0,27.27,38.64
2021/2022,3813294,NorthEast United,16.0,9.0,9.0,34.0,26.47,47.06
2021/2022,3813295,Hyderabad,26.0,25.0,20.0,71.0,35.21,36.62
2021/2022,3813295,Odisha,19.0,9.0,14.0,42.0,21.43,45.24
2021/2022,3813296,Kerala Blasters,22.0,10.0,13.0,45.0,22.22,48.89
2021/2022,3813296,NorthEast United,21.0,9.0,16.0,46.0,19.57,45.65
2021/2022,3813297,Bengaluru,22.0,15.0,22.0,59.0,25.42,37.29
2021/2022,3813297,NorthEast United,10.0,11.0,9.0,30.0,36.67,33.33
2021/2022,3813298,East Bengal,6.0,3.0,3.0,12.0,25.0,50.0
2021/2022,3813298,Jamshedpur,25.0,12.0,16.0,53.0,22.64,47.17
2021/2022,3813299,Bengaluru,12.0,8.0,5.0,25.0,32.0,48.0
2021/2022,3813299,Hyderabad,15.0,7.0,11.0,33.0,21.21,45.45
2021/2022,3813300,Kerala Blasters,28.0,23.0,25.0,76.0,30.26,36.84
2021/2022,3813300,Odisha,10.0,4.0,3.0,17.0,23.53,58.82
2021/2022,3813301,NorthEast United,27.0,19.0,27.0,73.0,26.03,36.99
2021/2022,3813301,Odisha,12.0,14.0,8.0,34.0,41.18,35.29
2021/2022,3813302,Jamshedpur,39.0,33.0,38.0,110.0,30.0,35.45
2021/2022,3813302,NorthEast United,7.0,10.0,6.0,23.0,43.48,30.43
2021/2022,3813303,ATK Mohun Bagan,19.0,24.0,17.0,60.0,40.0,31.67
2021/2022,3813303,Goa,23.0,22.0,20.0,65.0,33.85,35.38
2021/2022,3813304,East Bengal,5.0,8.0,4.0,17.0,47.06,29.41
2021/2022,3813304,Hyderabad,45.0,26.0,34.0,105.0,24.76,42.86
2021/2022,3813305,Hyderabad,29.0,13.0,24.0,66.0,19.7,43.94
2021/2022,3813305,Kerala Blasters,12.0,11.0,7.0,30.0,36.67,40.0
2021/2022,3813306,ATK Mohun Bagan,49.0,47.0,49.0,145.0,32.41,33.79
2021/2022,3813306,NorthEast United,20.0,11.0,12.0,43.0,25.58,46.51
2021/2022,3813307,Bengaluru,14.0,11.0,11.0,36.0,30.56,38.89
2021/2022,3813307,Jamshedpur,7.0,4.0,3.0,14.0,28.57,50.0
2021/2022,3813308,Goa,28.0,16.0,22.0,66.0,24.24,42.42
2021/2022,3813308,Odisha,29.0,21.0,27.0,77.0,27.27,37.66
2021/2022,3813309,Chennaiyin,17.0,15.0,15.0,47.0,31.91,36.17
2021/2022,3813309,Hyderabad,27.0,8.0,19.0,54.0,14.81,50.0
2021/2022,3813310,East Bengal,9.0,0.0,1.0,10.0,0.0,90.0
2021/2022,3813310,Kerala Blasters,30.0,9.0,24.0,63.0,14.29,47.62
2021/2022,3813311,Chennaiyin,19.0,13.0,17.0,49.0,26.53,38.78
2021/2022,3813311,Jamshedpur,45.0,34.0,39.0,118.0,28.81,38.14
2021/2022,3813312,ATK Mohun Bagan,9.0,9.0,3.0,21.0,42.86,42.86
2021/2022,3813312,Mumbai City,31.0,23.0,27.0,81.0,28.4,38.27
2021/2022,3813313,ATK Mohun Bagan,27.0,26.0,25.0,78.0,33.33,34.62
2021/2022,3813313,Odisha,23.0,21.0,22.0,66.0,31.82,34.85
2021/2022,3813314,ATK Mohun Bagan,16.0,20.0,16.0,52.0,38.46,30.77
2021/2022,3813314,Kerala Blasters,37.0,21.0,37.0,95.0,22.11,38.95
2021/2022,3813315,Goa,23.0,11.0,18.0,52.0,21.15,44.23
2021/2022,3813315,Jamshedpur,13.0,10.0,13.0,36.0,27.78,36.11
2021/2022,3813316,Goa,32.0,36.0,31.0,99.0,36.36,32.32
2021/2022,3813316,NorthEast United,18.0,7.0,11.0,36.0,19.44,50.0
2021/2022,3813317,East Bengal,27.0,8.0,17.0,52.0,15.38,51.92
2021/2022,3813317,Odisha,18.0,6.0,10.0,34.0,17.65,52.94
2021/2022,3813318,Mumbai City,35.0,18.0,34.0,87.0,20.69,40.23
2021/2022,3813318,NorthEast United,18.0,22.0,17.0,57.0,38.6,31.58
2021/2022,3817848,ATK Mohun Bagan,12.0,11.0,10.0,33.0,33.33,36.36
2021/2022,3817848,Goa,31.0,18.0,22.0,71.0,25.35,43.66
2021/2022,3817849,Bengaluru,24.0,20.0,19.0,63.0,31.75,38.1
2021/2022,3817849,Mumbai City,18.0,9.0,11.0,38.0,23.68,47.37
2021/2022,3817850,East Bengal,4.0,1.0,1.0,6.0,16.67,66.67
2021/2022,3817850,Jamshedpur,28.0,13.0,17.0,58.0,22.41,48.28
2021/2022,3817851,Kerala Blasters,38.0,24.0,38.0,100.0,24.0,38.0
2021/2022,3817851,Odisha,24.0,18.0,20.0,62.0,29.03,38.71
2021/2022,3817852,Chennaiyin,11.0,12.0,10.0,33.0,36.36,33.33
2021/2022,3817852,Mumbai City,27.0,14.0,18.0,59.0,23.73,45.76
2021/2022,3817853,East Bengal,4.0,0.0,1.0,5.0,0.0,80.0
2021/2022,3817853,Goa,44.0,36.0,43.0,123.0,29.27,35.77
2021/2022,3817854,ATK Mohun Bagan,17.0,9.0,6.0,32.0,28.12,53.12
2021/2022,3817854,Bengaluru,37.0,30.0,32.0,99.0,30.3,37.37
2021/2022,3817855,ATK Mohun Bagan,22.0,8.0,16.0,46.0,17.39,47.83
2021/2022,3817855,Kerala Blasters,11.0,2.0,10.0,23.0,8.7,47.83
2021/2022,3817856,ATK Mohun Bagan,18.0,11.0,14.0,43.0,25.58,41.86
2021/2022,3817856,Jamshedpur,15.0,11.0,10.0,36.0,30.56,41.67
2021/2022,3817857,Hyderabad,13.0,7.0,9.0,29.0,24.14,44.83
2021/2022,3817857,Jamshedpur,26.0,12.0,18.0,56.0,21.43,46.43
2021/2022,3817858,Chennaiyin,12.0,4.0,5.0,21.0,19.05,57.14
2021/2022,3817858,Kerala Blasters,35.0,16.0,32.0,83.0,19.28,42.17
2021/2022,3817859,Jamshedpur,30.0,21.0,22.0,73.0,28.77,41.1
2021/2022,3817859,NorthEast United,15.0,12.0,11.0,38.0,31.58,39.47
2021/2022,3817860,Hyderabad,29.0,20.0,25.0,74.0,27.03,39.19
2021/2022,3817860,Odisha,24.0,11.0,17.0,52.0,21.15,46.15
2021/2022,3817861,Bengaluru,13.0,12.0,12.0,37.0,32.43,35.14
2021/2022,3817861,Kerala Blasters,12.0,6.0,6.0,24.0,25.0,50.0
2021/2022,3817862,Mumbai City,25.0,14.0,22.0,61.0,22.95,40.98
2021/2022,3817862,Odisha,22.0,9.0,11.0,42.0,21.43,52.38
2021/2022,3817863,Goa,46.0,27.0,45.0,118.0,22.88,38.98
2021/2022,3817863,Hyderabad,19.0,12.0,18.0,49.0,24.49,38.78
2021/2022,3817864,ATK Mohun Bagan,29.0,21.0,20.0,70.0,30.0,41.43
2021/2022,3817864,Mumbai City,24.0,21.0,22.0,67.0,31.34,35.82
2021/2022,3817865,NorthEast United,32.0,16.0,28.0,76.0,21.05,42.11
2021/2022,3817865,Odisha,27.0,24.0,25.0,76.0,31.58,35.53
2021/2022,3817866,Kerala Blasters,13.0,6.0,8.0,27.0,22.22,48.15
2021/2022,3817866,Mumbai City,20.0,16.0,13.0,49.0,32.65,40.82
2021/2022,3817867,Mumbai City,18.0,14.0,13.0,45.0,31.11,40.0
2021/2022,3817867,NorthEast United,23.0,14.0,21.0,58.0,24.14,39.66
2021/2022,3817868,Bengaluru,26.0,24.0,21.0,71.0,33.8,36.62
2021/2022,3817868,Chennaiyin,19.0,15.0,15.0,49.0,30.61,38.78
2021/2022,3817869,Bengaluru,16.0,8.0,7.0,31.0,25.81,51.61
2021/2022,3817869,Hyderabad,14.0,10.0,7.0,31.0,32.26,45.16
2021/2022,3817870,Goa,43.0,28.0,42.0,113.0,24.78,38.05
2021/2022,3817870,Kerala Blasters,23.0,18.0,22.0,63.0,28.57,36.51
2021/2022,3817871,Hyderabad,26.0,17.0,19.0,62.0,27.42,41.94
2021/2022,3817871,NorthEast United,16.0,12.0,10.0,38.0,31.58,42.11
2021/2022,3817872,Bengaluru,28.0,10.0,26.0,64.0,15.62,43.75
2021/2022,3817872,Odisha,15.0,18.0,15.0,48.0,37.5,31.25
2021/2022,3817873,ATK Mohun Bagan,34.0,31.0,33.0,98.0,31.63,34.69
2021/2022,3817873,NorthEast United,35.0,23.0,35.0,93.0,24.73,37.63
2021/2022,3817874,Bengaluru,13.0,3.0,7.0,23.0,13.04,56.52
2021/2022,3817874,Goa,18.0,12.0,16.0,46.0,26.09,39.13
2021/2022,3817875,Goa,30.0,18.0,27.0,75.0,24.0,40.0
2021/2022,3817875,Jamshedpur,10.0,6.0,5.0,21.0,28.57,47.62
2021/2022,3817876,Chennaiyin,16.0,14.0,13.0,43.0,32.56,37.21
2021/2022,3817876,NorthEast United,34.0,31.0,34.0,99.0,31.31,34.34
2021/2022,3817877,Bengaluru,34.0,25.0,26.0,85.0,29.41,40.0
2021/2022,3817877,NorthEast United,17.0,18.0,17.0,52.0,34.62,32.69
2021/2022,3817878,East Bengal,11.0,5.0,7.0,23.0,21.74,47.83
2021/2022,3817878,Hyderabad,37.0,36.0,37.0,110.0,32.73,33.64
2021/2022,3817879,Chennaiyin,27.0,23.0,26.0,76.0,30.26,35.53
2021/2022,3817879,Hyderabad,36.0,29.0,34.0,99.0,29.29,36.36
2021/2022,3817880,Chennaiyin,34.0,26.0,30.0,90.0,28.89,37.78
2021/2022,3817880,Odisha,13.0,15.0,13.0,41.0,36.59,31.71
2021/2022,3817881,Jamshedpur,13.0,11.0,3.0,27.0,40.74,48.15
2021/2022,3817881,Kerala Blasters,10.0,1.0,3.0,14.0,7.14,71.43
2021/2022,3817882,Chennaiyin,16.0,14.0,7.0,37.0,37.84,43.24
2021/2022,3817882,East Bengal,28.0,20.0,25.0,73.0,27.4,38.36
2021/2022,3817883,Bengaluru,13.0,6.0,6.0,25.0,24.0,52.0
2021/2022,3817883,Jamshedpur,21.0,20.0,15.0,56.0,35.71,37.5
2021/2022,3817884,ATK Mohun Bagan,19.0,19.0,17.0,55.0,34.55,34.55
2021/2022,3817884,Hyderabad,32.0,23.0,31.0,86.0,26.74,37.21
2021/2022,3817885,East Bengal,20.0,16.0,18.0,54.0,29.63,37.04
2021/2022,3817885,Mumbai City,30.0,18.0,19.0,67.0,26.87,44.78
2021/2022,3817886,Kerala Blasters,17.0,13.0,16.0,46.0,28.26,36.96
2021/2022,3817886,NorthEast United,5.0,2.0,1.0,8.0,25.0,62.5
2021/2022,3817887,Hyderabad,11.0,6.0,5.0,22.0,27.27,50.0
2021/2022,3817887,Mumbai City,29.0,15.0,24.0,68.0,22.06,42.65
2021/2022,3817888,ATK Mohun Bagan,60.0,44.0,60.0,164.0,26.83,36.59
2021/2022,3817888,East Bengal,6.0,4.0,5.0,15.0,26.67,40.0
2021/2022,3817889,ATK Mohun Bagan,43.0,18.0,41.0,102.0,17.65,42.16
2021/2022,3817889,Chennaiyin,31.0,17.0,29.0,77.0,22.08,40.26
2021/2022,3817890,Goa,34.0,23.0,34.0,91.0,25.27,37.36
2021/2022,3817890,NorthEast United,15.0,9.0,13.0,37.0,24.32,40.54
2021/2022,3817891,Bengaluru,38.0,17.0,34.0,89.0,19.1,42.7
2021/2022,3817891,East Bengal,24.0,18.0,22.0,64.0,28.12,37.5
2021/2022,3817892,ATK Mohun Bagan,48.0,32.0,38.0,118.0,27.12,40.68
2021/2022,3817892,Odisha,7.0,6.0,4.0,17.0,35.29,41.18
2021/2022,3817893,East Bengal,29.0,26.0,25.0,80.0,32.5,36.25
2021/2022,3817893,NorthEast United,26.0,14.0,21.0,61.0,22.95,42.62
2021/2022,3817894,Goa,43.0,34.0,38.0,115.0,29.57,37.39
2021/2022,3817894,Odisha,17.0,15.0,15.0,47.0,31.91,36.17
2021/2022,3817895,Chennaiyin,20.0,10.0,18.0,48.0,20.83,41.67
2021/2022,3817895,Goa,42.0,51.0,40.0,133.0,38.35,31.58
2021/2022,3817896,East Bengal,25.0,12.0,23.0,60.0,20.0,41.67
2021/2022,3817896,Odisha,27.0,10.0,15.0,52.0,19.23,51.92
2021/2022,3817897,Hyderabad,18.0,16.0,16.0,50.0,32.0,36.0
2021/2022,3817897,Kerala Blasters,13.0,6.0,13.0,32.0,18.75,40.62
2021/2022,3817898,Goa,33.0,19.0,30.0,82.0,23.17,40.24
2021/2022,3817898,Mumbai City,14.0,19.0,14.0,47.0,40.43,29.79
2021/2022,3817899,Jamshedpur,37.0,31.0,35.0,103.0,30.1,35.92
2021/2022,3817899,Odisha,1.0,0.0,0.0,1.0,0.0,100.0
2021/2022,3817900,Chennaiyin,14.0,7.0,8.0,29.0,24.14,48.28
2021/2022,3817900,Jamshedpur,31.0,25.0,23.0,79.0,31.65,39.24
2021/2022,3817901,Jamshedpur,23.0,19.0,17.0,59.0,32.2,38.98
2021/2022,3817901,Mumbai City,29.0,16.0,26.0,71.0,22.54,40.85
2021/2022,3817902,East Bengal,19.0,12.0,11.0,42.0,28.57,45.24
2021/2022,3817902,Kerala Blasters,25.0,14.0,25.0,64.0,21.88,39.06
2021/2022,3827335,Jamshedpur,15.0,7.0,11.0,33.0,21.21,45.45
2021/2022,3827335,Kerala Blasters,9.0,8.0,0.0,17.0,47.06,52.94
2021/2022,3827336,ATK Mohun Bagan,42.0,38.0,40.0,120.0,31.67,35.0
2021/2022,3827336,Hyderabad,10.0,5.0,3.0,18.0,27.78,55.56
2021/2022,3827337,Jamshedpur,15.0,8.0,8.0,31.0,25.81,48.39
2021/2022,3827337,Kerala Blasters,8.0,4.0,5.0,17.0,23.53,47.06
2021/2022,3827338,ATK Mohun Bagan,32.0,19.0,32.0,83.0,22.89,38.55
2021/2022,3827338,Hyderabad,25.0,11.0,21.0,57.0,19.3,43.86
2021/2022,3827767,Hyderabad,24.0,17.0,16.0,57.0,29.82,42.11
2021/2022,3827767,Kerala Blasters,33.0,22.0,29.0,84.0,26.19,39.29
2022,3835319,Austria Women's,20.0,19.0,18.0,57.0,33.33,35.09
2022,3835319,England Women's,45.0,33.0,42.0,120.0,27.5,37.5
2022,3835320,Northern Ireland,10.0,13.0,8.0,31.0,41.94,32.26
2022,3835320,Norway Women's,44.0,34.0,41.0,119.0,28.57,36.97
2022,3835321,Spain Women's,63.0,41.0,59.0,163.0,25.15,38.65
2022,3835321,WNT Finland,3.0,1.0,0.0,4.0,25.0,75.0
2022,3835322,Denmark Women's,12.0,8.0,10.0,30.0,26.67,40.0
2022,3835322,Germany Women's,39.0,21.0,37.0,97.0,21.65,40.21
2022,3835323,Portugal Women's,41.0,22.0,39.0,102.0,21.57,40.2
2022,3835323,Switzerland Women's,11.0,10.0,6.0,27.0,37.04,40.74
2022,3835324,Netherlands Women's,32.0,18.0,32.0,82.0,21.95,39.02
2022,3835324,Sweden Women's,50.0,32.0,44.0,126.0,25.4,39.68
2022,3835325,France Women's,40.0,30.0,35.0,105.0,28.57,38.1
2022,3835325,Italy Women's,30.0,24.0,28.0,82.0,29.27,36.59
2022,3835326,Belgium Women's,29.0,19.0,29.0,77.0,24.68,37.66
2022,3835326,Iceland Women's,24.0,22.0,21.0,67.0,32.84,35.82
2022,3835327,England Women's,61.0,40.0,58.0,159.0,25.16,38.36
2022,3835327,Norway Women's,8.0,6.0,2.0,16.0,37.5,50.0
2022,3835328,Austria Women's,28.0,27.0,24.0,79.0,34.18,35.44
2022,3835328,Northern Ireland,13.0,6.0,4.0,23.0,26.09,56.52
2022,3835329,Denmark Women's,48.0,48.0,48.0,144.0,33.33,33.33
2022,3835329,WNT Finland,16.0,12.0,10.0,38.0,31.58,42.11
2022,3835330,Germany Women's,12.0,5.0,6.0,23.0,21.74,52.17
2022,3835330,Spain Women's,48.0,24.0,42.0,114.0,21.05,42.11
2022,3835331,Sweden Women's,44.0,24.0,24.0,92.0,26.09,47.83
2022,3835331,Switzerland Women's,6.0,4.0,6.0,16.0,25.0,37.5
2022,3835332,Netherlands Women's,19.0,11.0,14.0,44.0,25.0,43.18
2022,3835332,Portugal Women's,23.0,13.0,23.0,59.0,22.03,38.98
2022,3835333,Belgium Women's,16.0,10.0,11.0,37.0,27.03,43.24
2022,3835333,France Women's,57.0,45.0,46.0,148.0,30.41,38.51
2022,3835334,Iceland Women's,14.0,7.0,13.0,34.0,20.59,41.18
2022,3835334,Italy Women's,30.0,18.0,21.0,69.0,26.09,43.48
2022,3835335,England Women's,74.0,39.0,72.0,185.0,21.08,40.0
2022,3835335,Northern Ireland,3.0,2.0,2.0,7.0,28.57,42.86
2022,3835336,Austria Women's,16.0,15.0,15.0,46.0,32.61,34.78
2022,3835336,Norway Women's,34.0,16.0,18.0,68.0,23.53,50.0
2022,3835337,Denmark Women's,9.0,12.0,8.0,29.0,41.38,31.03
2022,3835337,Spain Women's,73.0,45.0,58.0,176.0,25.57,41.48
2022,3835338,Germany Women's,53.0,51.0,49.0,153.0,33.33,34.64
2022,3835338,WNT Finland,12.0,5.0,8.0,25.0,20.0,48.0
2022,3835339,Netherlands Women's,33.0,18.0,27.0,78.0,23.08,42.31
2022,3835339,Switzerland Women's,11.0,16.0,10.0,37.0,43.24,29.73
2022,3835340,Portugal Women's,16.0,12.0,9.0,37.0,32.43,43.24
2022,3835340,Sweden Women's,30.0,19.0,17.0,66.0,28.79,45.45
2022,3835341,Belgium Women's,23.0,13.0,15.0,51.0,25.49,45.1
2022,3835341,Italy Women's,37.0,31.0,35.0,103.0,30.1,35.92
2022,3835342,France Women's,37.0,30.0,35.0,102.0,29.41,36.27
2022,3835342,Iceland Women's,13.0,7.0,9.0,29.0,24.14,44.83
2022,3844384,England Women's,41.0,16.0,27.0,84.0,19.05,48.81
2022,3844384,Spain Women's,42.0,28.0,34.0,104.0,26.92,40.38
2022,3844385,Austria Women's,11.0,13.0,7.0,31.0,41.94,35.48
2022,3844385,Germany Women's,34.0,32.0,33.0,99.0,32.32,34.34
2022,3844386,Belgium Women's,21.0,10.0,17.0,48.0,20.83,43.75
2022,3844386,Sweden Women's,59.0,53.0,59.0,171.0,30.99,34.5
2022,3844387,France Women's,61.0,47.0,61.0,169.0,27.81,36.09
2022,3844387,Netherlands Women's,28.0,15.0,14.0,57.0,26.32,49.12
