season_name,match_id,team,buildup_possessions,total_xg_from_buildup,total_touches_in_buildup,avg_xg_per_buildup_possession,avg_touches_per_buildup_possession
2023,3877072,Inter Miami,50,2.674,182.0,0.053,3.64
2023,3877072,Nashville SC,8,0.906,17.0,0.113,2.12
2023,3877090,Inter Miami,28,3.607,76.0,0.129,2.71
2023,3877090,LAFC,51,4.686,141.0,0.092,2.76
2023,3877115,Inter Miami,58,4.445,152.0,0.077,2.62
2023,3877115,Toronto FC,24,3.33,66.0,0.139,2.75
2023,3877170,Cincinnati,28,5.284,71.0,0.189,2.54
2023,3877170,Inter Miami,64,3.831,211.0,0.06,3.3
2023,3877194,Charlotte,36,3.047,81.0,0.085,2.25
2023,3877194,Inter Miami,34,4.681,87.0,0.138,2.56
2023,3920384,Côte d'Ivoire,23,1.553,61.0,0.068,2.65
2023,3920384,Guinea-Bissau,25,0.928,51.0,0.037,2.04
2023,3920385,Egypt,77,4.33,207.0,0.056,2.69
2023,3920385,Mozambique,12,1.797,23.0,0.15,1.92
2023,3920386,Equatorial Guinea,21,0.848,46.0,0.04,2.19
2023,3920386,Nigeria,50,11.294,241.0,0.226,4.82
2023,3920387,Cape Verde Islands,34,8.347,89.0,0.246,2.62
2023,3920387,Ghana,28,6.683,91.0,0.239,3.25
2023,3920388,Gambia,11,1.995,35.0,0.181,3.18
2023,3920388,Senegal,60,8.014,190.0,0.134,3.17
2023,3920389,Cameroon,50,3.244,126.0,0.065,2.52
2023,3920389,Guinea,8,3.213,32.0,0.402,4.0
2023,3920390,Algeria,30,1.681,65.0,0.056,2.17
2023,3920390,Angola,22,1.984,51.0,0.09,2.32
2023,3920391,Mali,39,3.027,88.0,0.078,2.26
2023,3920391,South Africa,35,2.932,136.0,0.084,3.89
2023,3920392,Burkina Faso,25,0.8140000000000001,48.0,0.033,1.92
2023,3920392,Mauritania,16,1.1320000000000001,43.0,0.071,2.69
2023,3920393,Namibia,19,3.148,31.0,0.166,1.63
2023,3920393,Tunisia,12,0.605,23.0,0.05,1.92
2023,3920394,Morocco,38,5.589,115.0,0.147,3.03
2023,3920394,Tanzania,6,0.036000000000000004,13.0,0.006,2.17
2023,3920395,Congo DR,89,11.625,247.0,0.131,2.78
2023,3920395,Zambia,11,0.527,23.0,0.048,2.09
2023,3920396,Egypt,31,4.0040000000000004,98.0,0.129,3.16
2023,3920396,Ghana,9,0.45,19.0,0.05,2.11
2023,3920397,Equatorial Guinea,22,7.062,54.0,0.321,2.45
2023,3920397,Guinea-Bissau,25,1.235,64.0,0.049,2.56
2023,3920398,Côte d'Ivoire,38,1.667,101.0,0.044,2.66
2023,3920398,Nigeria,20,1.451,37.0,0.073,1.85
2023,3920399,Cape Verde Islands,38,1.8739999999999999,142.0,0.049,3.74
2023,3920399,Mozambique,24,0.6920000000000001,54.0,0.029,2.25
2023,3920400,Cameroon,8,0.6910000000000001,12.0,0.086,1.5
2023,3920400,Senegal,12,4.385,34.0,0.365,2.83
2023,3920401,Gambia,12,0.599,29.0,0.05,2.42
2023,3920401,Guinea,46,9.409,143.0,0.205,3.11
2023,3920402,Algeria,29,4.942,114.0,0.17,3.93
2023,3920402,Burkina Faso,15,1.233,32.0,0.082,2.13
2023,3920403,Angola,29,2.334,68.0,0.08,2.34
2023,3920403,Mauritania,44,2.5380000000000003,133.0,0.058,3.02
2023,3920404,Mali,47,3.017,173.0,0.064,3.68
2023,3920404,Tunisia,14,3.124,37.0,0.223,2.64
2023,3920405,Congo DR,19,3.509,39.0,0.185,2.05
2023,3920405,Morocco,53,6.974,171.0,0.132,3.23
2023,3920406,Tanzania,16,0.948,41.0,0.059,2.56
2023,3920406,Zambia,34,2.107,113.0,0.062,3.32
2023,3920407,Namibia,11,2.036,18.0,0.185,1.64
2023,3920407,South Africa,19,2.852,44.0,0.15,2.32
2023,3920408,Côte d'Ivoire,53,6.622,107.0,0.125,2.02
2023,3920408,Equatorial Guinea,13,2.872,31.0,0.221,2.38
2023,3920409,Guinea-Bissau,20,0.428,79.0,0.021,3.95
2023,3920409,Nigeria,50,3.904,123.0,0.078,2.46
2023,3920410,Ghana,12,0.668,26.0,0.056,2.17
2023,3920410,Mozambique,24,1.851,51.0,0.077,2.12
2023,3920411,Cape Verde Islands,24,1.31,49.0,0.055,2.04
2023,3920411,Egypt,57,6.957,247.0,0.122,4.33
2023,3920412,Guinea,9,0.701,16.0,0.078,1.78
2023,3920412,Senegal,12,0.605,26.0,0.05,2.17
2023,3920413,Cameroon,32,2.986,108.0,0.093,3.38
2023,3920413,Gambia,49,5.192,121.0,0.106,2.47
2023,3920414,Angola,19,4.511,59.0,0.237,3.11
2023,3920414,Burkina Faso,40,1.987,115.0,0.05,2.88
2023,3920415,Algeria,48,3.349,158.0,0.07,3.29
2023,3920415,Mauritania,22,1.3800000000000001,36.0,0.063,1.64
2023,3920416,South Africa,38,2.02,107.0,0.053,2.82
2023,3920416,Tunisia,26,2.658,60.0,0.102,2.31
2023,3920417,Mali,38,3.337,100.0,0.088,2.63
2023,3920417,Namibia,12,1.78,28.0,0.148,2.33
2023,3920418,Congo DR,23,2.211,68.0,0.096,2.96
2023,3920418,Tanzania,19,0.264,59.0,0.014,3.11
2023,3920419,Morocco,55,10.842,190.0,0.197,3.45
2023,3920419,Zambia,36,1.551,85.0,0.043,2.36
2023,3922237,Angola,30,3.167,76.0,0.106,2.53
2023,3922237,Namibia,26,1.813,52.0,0.07,2.0
2023,3922238,Cameroon,19,1.2790000000000001,43.0,0.067,2.26
2023,3922238,Nigeria,7,1.097,12.0,0.157,1.71
2023,3922239,Equatorial Guinea,5,0.11,13.0,0.022,2.6
2023,3922239,Guinea,30,1.7009999999999998,64.0,0.057,2.13
2023,3922240,Congo DR,31,3.757,91.0,0.121,2.94
2023,3922240,Egypt,31,1.625,72.0,0.052,2.32
2023,3922241,Cape Verde Islands,29,1.202,83.0,0.041,2.86
2023,3922241,Mauritania,15,1.294,24.0,0.086,1.6
2023,3922242,Côte d'Ivoire,23,0.982,51.0,0.043,2.22
2023,3922242,Senegal,26,2.3930000000000002,63.0,0.092,2.42
2023,3922243,Morocco,41,4.638,126.0,0.113,3.07
2023,3922243,South Africa,20,0.969,86.0,0.048,4.3
2023,3922244,Burkina Faso,14,0.823,34.0,0.059,2.43
2023,3922244,Mali,38,2.66,91.0,0.07,2.39
2023,3922321,Angola,26,1.314,73.0,0.051,2.81
2023,3922321,Nigeria,40,2.961,93.0,0.074,2.33
2023,3922356,Congo DR,22,0.994,54.0,0.045,2.45
2023,3922356,Guinea,19,1.277,50.0,0.067,2.63
2023,3922658,Cape Verde Islands,71,4.888,175.0,0.069,2.46
2023,3922658,South Africa,40,4.707,162.0,0.118,4.05
2023,3922659,Côte d'Ivoire,21,2.286,91.0,0.109,4.33
2023,3922659,Mali,32,0.832,121.0,0.026,3.78
2023,3922837,Nigeria,44,1.982,127.0,0.045,2.89
2023,3922837,South Africa,40,2.714,139.0,0.068,3.48
2023,3922838,Congo DR,21,3.935,36.0,0.187,1.71
2023,3922838,Côte d'Ivoire,36,2.931,111.0,0.081,3.08
2023,3923880,Congo DR,40,5.722,103.0,0.143,2.58
2023,3923880,South Africa,32,1.291,88.0,0.04,2.75
2023,3923881,Côte d'Ivoire,49,5.716,128.0,0.117,2.61
2023,3923881,Nigeria,12,0.5,20.0,0.042,1.67
