season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2022/2023,3837717,Johann Lepenant,Lyon,3,0.181,0.06,8.0,141.0,0.116
2022/2023,3837717,Achraf Hakimi Mouh,Paris Saint-Germain,7,0.958,0.12,17.0,744.0,0.116
2022/2023,3837902,Sergio Ramos García,Paris Saint-Germain,8,1.028,0.114,39.0,801.0,0.116
2023,3920406,Lusajo Mwaikenda,Tanzania,1,0.064,0.064,2.0,50.0,0.116
2023,3920388,Edouard Mendy,Senegal,4,0.486,0.121,6.0,380.0,0.115
2022/2023,3837844,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,4,0.59,0.118,29.0,460.0,0.115
2022/2023,3837876,Marco Verratti,Paris Saint-Germain,7,0.968,0.121,21.0,760.0,0.115
2022/2023,3837706,Achraf Dari,Stade Brestois,2,0.082,0.041,4.0,64.0,0.115
2022/2023,3837717,Nuno Mendes,Paris Saint-Germain,6,0.838,0.12,12.0,658.0,0.115
2023,3877060,Omir Guadalupe Fernandez Mosso,New York Red Bulls,3,0.285,0.095,6.0,222.0,0.115
2022/2023,3837963,Enzo Le Fée,Lorient,4,0.464,0.116,22.0,364.0,0.115
2023,3920388,Nicolas Jackson,Senegal,1,0.045,0.045,2.0,35.0,0.115
2022/2023,3837954,Batista Mendy,Angers,5,0.563,0.113,13.0,440.0,0.115
2022/2023,3837947,Carlos Soler Barragán,Paris Saint-Germain,9,1.158,0.116,37.0,910.0,0.114
2023,3922658,Khuliso Johnson Mudau,South Africa,3,0.642,0.128,7.0,505.0,0.114
2023,3877090,Kellyn Kai Perry-Acosta,LAFC,1,0.056,0.056,2.0,44.0,0.114
2022/2023,3837717,Sergio Ramos García,Paris Saint-Germain,6,0.834,0.119,30.0,658.0,0.114
2023,3920387,Roberto Lopes,Cape Verde Islands,4,0.616,0.123,15.0,485.0,0.114
2023,3920394,Nayef Aguerd,Morocco,6,0.832,0.119,19.0,658.0,0.114
2023,3920405,Selim Amallah,Morocco,4,0.268,0.067,10.0,212.0,0.114
2022/2023,3837885,Sead Kolašinac,Marseille,6,1.143,0.114,22.0,900.0,0.114
2022/2023,3837717,Corentin Tolisso,Lyon,3,0.169,0.056,8.0,135.0,0.113
2023,3922244,Fousseni Diabaté,Mali,1,0.03,0.03,2.0,24.0,0.113
2023,3920419,Fashion Sakala,Zambia,1,0.029,0.029,1.0,23.0,0.113
2022/2023,3837938,Nicolas Pépé,OGC Nice,4,0.676,0.113,21.0,540.0,0.113
2023,3920413,Yankuba Minteh,Gambia,3,0.373,0.124,10.0,297.0,0.113
2022/2023,3837706,Presnel Kimpembe,Paris Saint-Germain,8,0.945,0.118,21.0,752.0,0.113
2023,3920405,Azzedine Ounahi,Morocco,4,0.398,0.099,14.0,316.0,0.113
2023,3923881,Ghislain Konan,Côte d'Ivoire,7,0.951,0.119,19.0,760.0,0.113
2023,3920397,José Correia,Guinea-Bissau,1,0.021,0.021,2.0,17.0,0.113
2023,3920417,Yves Bissouma,Mali,4,0.466,0.117,10.0,372.0,0.113
2023,3920388,Ismaïla Sarr,Senegal,3,0.371,0.093,16.0,296.0,0.113
2022/2023,3837717,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3,0.465,0.116,11.0,372.0,0.112
2022/2023,3837839,Thomas Foket,Stade de Reims,5,0.565,0.113,25.0,455.0,0.112
2022/2023,3837947,Fabián Ruiz Peña,Paris Saint-Germain,8,1.027,0.114,52.0,828.0,0.112
2022/2023,3837918,Gianluigi Donnarumma,Paris Saint-Germain,4,0.43,0.107,11.0,348.0,0.111
2023,3922239,Serhou Guirassy,Guinea,1,0.045,0.045,2.0,36.0,0.111
2022/2023,3837747,Vitor Machado Ferreira,Paris Saint-Germain,8,1.034,0.115,20.0,837.0,0.111
2023,3920390,Núrio Domingos Matias Fortuna,Angola,3,0.335,0.112,8.0,273.0,0.111
2023,3920408,Wilfried Stephane Singo,Côte d'Ivoire,9,1.189,0.119,21.0,960.0,0.111
2023,3920415,Ibrahima Keita,Mauritania,3,0.372,0.124,3.0,303.0,0.111
2023,3922237,Alfredo Kulembe Ribeiro,Angola,2,0.17,0.085,5.0,138.0,0.111
2022/2023,3837896,Sergio Ramos García,Paris Saint-Germain,4,0.455,0.114,9.0,372.0,0.11
2023,3922244,Amadou Haïdara,Mali,3,0.264,0.088,7.0,216.0,0.11
2022/2023,3837706,Neymar da Silva Santos Junior,Paris Saint-Germain,5,0.466,0.093,14.0,380.0,0.11
2023,3920412,Issiaga Sylla,Guinea,1,0.111,0.111,2.0,91.0,0.11
2022/2023,3837695,Sébastien Corchia,Nantes,1,0.028,0.028,1.0,23.0,0.11
2022/2023,3837785,Sergio Ramos García,Paris Saint-Germain,2,0.181,0.091,6.0,148.0,0.11
2022/2023,3837839,Fabián Ruiz Peña,Paris Saint-Germain,4,0.411,0.082,15.0,335.0,0.11
2023,3920385,Alfons Amade,Mozambique,2,0.242,0.121,3.0,198.0,0.11
2023,3920403,Deivi Miguel Vieira,Angola,2,0.184,0.092,7.0,150.0,0.11
2022/2023,3837998,Danilo Luís Hélio Pereira,Paris Saint-Germain,5,0.802,0.115,43.0,658.0,0.11
2023,3920412,Ibrahim Kone,Guinea,1,0.111,0.111,2.0,91.0,0.11
2022/2023,3837680,Renato Júnior Luz Sanches,Paris Saint-Germain,4,0.382,0.076,22.0,315.0,0.109
2022/2023,3837998,Marco Verratti,Paris Saint-Germain,7,1.033,0.115,101.0,855.0,0.109
2022/2023,3837662,Alan Virginius,Lille,1,0.073,0.036,2.0,60.0,0.109
2022/2023,3837827,Christopher Wooh,Rennes,2,0.226,0.113,6.0,186.0,0.109
2023,3920403,Pape Ibnou Bâ,Mauritania,2,0.14,0.07,8.0,116.0,0.109
2023,3920400,Christopher Wooh,Cameroon,1,0.116,0.116,1.0,96.0,0.109
2023,3920390,Joaquim Marcos Cunga Balanga,Angola,3,0.335,0.112,6.0,279.0,0.108
2023,3920405,Sofyan Amrabat,Morocco,7,0.94,0.118,22.0,784.0,0.108
2022/2023,3837747,Juan Bernat Velasco,Paris Saint-Germain,4,0.562,0.112,12.0,470.0,0.108
2023,3920402,Nabil Bentaleb,Algeria,2,0.379,0.095,12.0,316.0,0.108
2023,3920384,Jonathan Bamba,Côte d'Ivoire,4,0.36,0.072,10.0,300.0,0.108
2023,3877170,Nicolás Marcelo Stefanelli,Inter Miami,1,0.022,0.022,2.0,18.0,0.108
2023,3920393,Ryan Nyambe,Namibia,2,0.224,0.112,3.0,186.0,0.108
2022/2023,3837902,Marco Verratti,Paris Saint-Germain,9,1.245,0.113,41.0,1034.0,0.108
2023,3877060,Sean Nealis,New York Red Bulls,3,0.327,0.109,6.0,276.0,0.107
2023,3920391,Nene Dorgeles,Mali,1,0.014,0.007,2.0,12.0,0.107
2023,3920392,Hemeya Tanjy,Mauritania,1,0.067,0.067,4.0,56.0,0.107
2023,3920408,Nicolas Pépé,Côte d'Ivoire,3,0.299,0.075,5.0,252.0,0.107
2023,3920417,Aliou Dieng,Mali,2,0.16,0.08,7.0,134.0,0.107
2022/2023,3837947,Vitor Machado Ferreira,Paris Saint-Germain,6,0.764,0.109,20.0,644.0,0.107
2022/2023,3837662,Gianluigi Donnarumma,Paris Saint-Germain,3,0.311,0.104,5.0,261.0,0.107
2023,3920391,Ronwen Williams,South Africa,2,0.219,0.11,8.0,184.0,0.107
2023,3920413,Georges-Kévin Nkoudou Mbida,Cameroon,4,0.448,0.112,6.0,376.0,0.107
2022/2023,3837706,Mahdi Camara,Stade Brestois,3,0.216,0.072,6.0,183.0,0.106
2023,3920412,Mohamed Aly Camara,Guinea,1,0.111,0.111,2.0,94.0,0.106
2023,3922243,Noussair Mazraoui,Morocco,2,0.177,0.089,4.0,150.0,0.106
2023,3877060,Carlos Miguel Coronel,New York Red Bulls,3,0.317,0.106,5.0,270.0,0.106
2022/2023,3837947,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,0.755,0.108,39.0,644.0,0.106
2023,3920398,Nicolas Pépé,Côte d'Ivoire,2,0.064,0.032,2.0,54.0,0.106
2023,3922321,Alfredo Kulembe Ribeiro,Angola,1,0.075,0.075,1.0,64.0,0.106
2023,3922244,Bertrand Isidore Traoré,Burkina Faso,2,0.179,0.089,3.0,152.0,0.106
2023,3922321,Bruno Lourenço Pinto de Almeida Paz,Angola,1,0.035,0.035,4.0,30.0,0.106
2023,3920417,Ibrahim Sissoko,Mali,1,0.041,0.041,4.0,35.0,0.105
2023,3920408,Ibán Salvador Edu,Equatorial Guinea,2,0.18,0.09,4.0,154.0,0.105
2022/2023,3837785,Danilo Luís Hélio Pereira,Paris Saint-Germain,4,0.418,0.105,15.0,360.0,0.105
2022/2023,3837938,Fabián Ruiz Peña,Paris Saint-Germain,3,0.29,0.097,17.0,249.0,0.105
2022/2023,3837947,Sergio Ramos García,Paris Saint-Germain,3,0.316,0.105,23.0,270.0,0.105
2022/2023,3837963,Nuno Mendes,Paris Saint-Germain,1,0.046,0.046,2.0,39.0,0.105
2022/2023,3837928,Marco Verratti,Paris Saint-Germain,4,0.414,0.069,29.0,354.0,0.105
2023,3877090,Ilie Sánchez Farrés,LAFC,5,0.468,0.094,17.0,400.0,0.105
2022/2023,3837662,Edon Zhegrova,Lille,2,0.108,0.036,10.0,93.0,0.105
2023,3920405,Sofiane Boufal,Morocco,2,0.143,0.071,6.0,124.0,0.104
2023,3922838,Yahia Fofana,Côte d'Ivoire,1,0.101,0.101,2.0,87.0,0.104
2023,3920419,Yahia Attiyat allah,Morocco,6,0.723,0.103,18.0,623.0,0.104
2022/2023,3837839,Achraf Hakimi Mouh,Paris Saint-Germain,4,0.644,0.107,17.0,564.0,0.103
2023,3877194,Carlos Joaquim Dos Santos,Inter Miami,2,0.199,0.099,3.0,174.0,0.103
2022/2023,3837954,Ousmane Camara,Angers,4,0.288,0.072,12.0,252.0,0.103
2023,3923880,Omenuke Mfulu,Congo DR,3,0.264,0.088,6.0,231.0,0.103
2022/2023,3837918,Vitor Machado Ferreira,Paris Saint-Germain,8,0.87,0.109,20.0,760.0,0.103
2022/2023,3837885,Nuno Albertino Varela Tavares,Marseille,3,0.515,0.103,8.0,450.0,0.103
2022/2023,3837954,Sada Thioub,Angers,3,0.079,0.026,5.0,69.0,0.103
2022/2023,3837859,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,0.958,0.106,15.0,837.0,0.103
2022/2023,3837747,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.64,0.107,21.0,564.0,0.102
2022/2023,3837706,Vitor Machado Ferreira,Paris Saint-Germain,5,0.488,0.098,16.0,430.0,0.102
2022/2023,3837717,Neymar da Silva Santos Junior,Paris Saint-Germain,3,0.288,0.096,9.0,255.0,0.102
2023,3877170,Robert Taylor,Inter Miami,1,0.022,0.022,3.0,19.0,0.102
2022/2023,3837747,Issa Kabore,Marseille,1,0.027,0.027,4.0,24.0,0.102
2023,3920410,Iddrisu Baba Mohammed,Ghana,1,0.067,0.067,1.0,59.0,0.102
2023,3920391,Yves Bissouma,Mali,1,0.064,0.064,2.0,57.0,0.102
2023,3920401,Aguibou Camara,Guinea,4,0.422,0.105,6.0,376.0,0.101
2023,3920405,Romain Saïss,Morocco,8,0.968,0.108,19.0,864.0,0.101
2022/2023,3837827,Achraf Hakimi Mouh,Paris Saint-Germain,2,0.09,0.045,5.0,80.0,0.101
2022/2023,3837785,Marco Verratti,Paris Saint-Germain,2,0.181,0.091,6.0,162.0,0.101
2023,3920396,Omar Kamal Abdel Wahed,Egypt,4,0.531,0.106,14.0,475.0,0.101
2023,3920391,Hamari Traoré,Mali,3,0.309,0.103,6.0,276.0,0.101
2023,3920384,Mauro Daniel Rodrigues Teixeira,Guinea-Bissau,2,0.164,0.082,5.0,148.0,0.1
2022/2023,3837662,Jonas Martin,Lille,2,0.069,0.034,7.0,62.0,0.1
2022/2023,3837827,Warren Zaire Emery,Paris Saint-Germain,4,0.315,0.079,10.0,284.0,0.1
2022/2023,3837650,Achraf Hakimi Mouh,Paris Saint-Germain,7,0.693,0.099,21.0,623.0,0.1
2022/2023,3837717,Anthony Lopes,Lyon,2,0.197,0.099,2.0,178.0,0.1
2023,3922837,Ademola Lookman,Nigeria,1,0.113,0.113,2.0,101.0,0.1
2022/2023,3837839,Vitor Machado Ferreira,Paris Saint-Germain,1,0.05,0.05,2.0,45.0,0.1
2022/2023,3837659,Marco Verratti,Paris Saint-Germain,4,0.378,0.094,11.0,340.0,0.1
2023,3920417,Sikou Niakate,Mali,5,0.517,0.103,11.0,465.0,0.1
2022/2023,3837747,Achraf Hakimi Mouh,Paris Saint-Germain,10,1.042,0.095,31.0,946.0,0.099
2022/2023,3837963,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,3,0.304,0.101,6.0,276.0,0.099
2022/2023,3837954,Kylian Mbappé Lottin,Paris Saint-Germain,1,0.099,0.099,2.0,90.0,0.099
2023,3877194,Brandt Bronico,Charlotte,4,0.392,0.098,8.0,356.0,0.099
2023,3920403,Guessouma Fofana,Mauritania,3,0.192,0.064,14.0,174.0,0.099
2023,3920414,Abdoul Fessal Tapsoba,Burkina Faso,1,0.019,0.019,1.0,17.0,0.099
2023,3920398,Frank Onyeka,Nigeria,2,0.211,0.105,4.0,192.0,0.099
2023,3920407,Khuliso Johnson Mudau,South Africa,2,0.207,0.104,3.0,188.0,0.099
2023,3922237,Jérémy Bela,Angola,1,0.011,0.011,3.0,10.0,0.099
2023,3877194,Kristijan Kahlina,Charlotte,4,0.404,0.101,9.0,368.0,0.099
2022/2023,3837947,Jean Emile Junior Onana Onana,Lens,4,0.204,0.051,14.0,188.0,0.098
2022/2023,3837947,Marcos Aoás Corrêa,Paris Saint-Germain,6,0.57,0.095,27.0,522.0,0.098
2023,3920403,Bodda Mouhsine,Mauritania,6,0.562,0.094,15.0,516.0,0.098
2023,3920404,Diadie Samassekou,Mali,3,0.267,0.089,7.0,246.0,0.098
2022/2023,3837918,El Chadaille Bitshiabu,Paris Saint-Germain,7,0.714,0.102,24.0,658.0,0.098
2023,3920395,Lionel Mpasi-Nzau,Congo DR,2,0.196,0.098,5.0,180.0,0.098
2023,3920418,Gedeon Kalulu Kyatengwa,Congo DR,4,0.407,0.102,10.0,372.0,0.098
2023,3920391,Mothobi Mvala,South Africa,4,0.388,0.097,24.0,360.0,0.097
2022/2023,3837896,Nordi Mukiele Mulere,Paris Saint-Germain,2,0.15,0.075,8.0,140.0,0.097
2023,3920402,Gustavo Fabrice Sangaré,Burkina Faso,2,0.266,0.089,6.0,246.0,0.097
2023,3920406,Faisal Salum Abdalla,Tanzania,1,0.063,0.063,2.0,58.0,0.097
2022/2023,3837706,Fabián Ruiz Peña,Paris Saint-Germain,3,0.104,0.035,14.0,96.0,0.097
2023,3920409,Bright Osayi-Samuel,Nigeria,5,0.427,0.085,9.0,395.0,0.097
2023,3920386,Zaidu Sanusi,Nigeria,3,0.344,0.086,6.0,320.0,0.097
2022/2023,3837947,Achraf Hakimi Mouh,Paris Saint-Germain,8,0.875,0.097,27.0,810.0,0.097
2022/2023,3837717,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.508,0.102,22.0,470.0,0.097
2022/2023,3837747,Fabián Ruiz Peña,Paris Saint-Germain,11,1.233,0.103,40.0,1140.0,0.097
2023,3920399,Roberto Lopes,Cape Verde Islands,5,0.474,0.095,10.0,440.0,0.097
2023,3920385,Elias Gaspar Pelembe,Mozambique,1,0.048,0.048,1.0,45.0,0.097
2022/2023,3837998,Gauthier Hein,Auxerre,2,0.182,0.091,3.0,168.0,0.097
2023,3920388,Ismail Jakobs,Senegal,5,0.513,0.103,9.0,475.0,0.097
2023,3920391,Siyanda Xulu,South Africa,4,0.395,0.099,20.0,368.0,0.097
2023,3920384,Wilfried Stephane Singo,Côte d'Ivoire,1,0.048,0.048,4.0,45.0,0.096
2023,3877194,Adilson Malanda,Charlotte,4,0.362,0.091,7.0,340.0,0.096
2023,3923881,Franck Yannick Kessié,Côte d'Ivoire,6,0.572,0.095,17.0,534.0,0.096
2022/2023,3837947,Gianluigi Donnarumma,Paris Saint-Germain,4,0.371,0.093,4.0,348.0,0.096
2023,3877194,Kamal Miller,Inter Miami,4,0.394,0.098,11.0,368.0,0.096
2023,3920411,Ahmed Elsayed Ali Elsayed Hegazy,Egypt,5,0.83,0.104,30.0,776.0,0.096
2023,3922658,Gomolemo Grant Kekana,South Africa,3,0.642,0.128,18.0,600.0,0.096
2022/2023,3837747,Neymar da Silva Santos Junior,Paris Saint-Germain,13,1.293,0.092,36.0,1218.0,0.096
2022/2023,3837662,Kylian Mbappé Lottin,Paris Saint-Germain,2,0.19,0.095,3.0,178.0,0.096
2023,3920394,Mohamed Chibi,Morocco,6,0.686,0.098,12.0,644.0,0.096
2023,3920403,Yacoub Aly Abeid,Mauritania,3,0.151,0.05,6.0,141.0,0.096
2023,3920400,Edouard Mendy,Senegal,2,0.204,0.102,3.0,192.0,0.096
2023,3922658,Nyiko Mobbie,South Africa,1,0.03,0.015,4.0,28.0,0.096
2023,3922658,Jovane Eduardo Borges Cabral,Cape Verde Islands,3,0.276,0.092,13.0,258.0,0.096
2022/2023,3837839,Marcos Aoás Corrêa,Paris Saint-Germain,2,0.38,0.095,10.0,360.0,0.095
2023,3920418,Arthur Masuaku,Congo DR,5,0.496,0.099,12.0,470.0,0.095
2022/2023,3837727,Dante Bonfim da Costa Santos,OGC Nice,4,0.382,0.096,8.0,364.0,0.095
2023,3920407,Aubrey Maphosa Modiba,South Africa,2,0.196,0.098,6.0,186.0,0.095
2023,3877115,Tomás Agustín Avilés Mancilla,Inter Miami,2,0.138,0.069,5.0,130.0,0.095
2023,3920417,Boubakar Kouyate,Mali,4,0.391,0.098,7.0,372.0,0.095
2022/2023,3837683,Sergio Ramos García,Paris Saint-Germain,3,0.278,0.093,9.0,264.0,0.095
2023,3920391,Teboho Mokoena,South Africa,4,0.389,0.097,11.0,372.0,0.094
2023,3920402,Ramiz Larbi Zerrouki,Algeria,6,0.821,0.103,26.0,784.0,0.094
2022/2023,3837839,Azor Matusiwa,Stade de Reims,9,0.857,0.095,36.0,819.0,0.094
2023,3920415,Hichem Boudaoui,Algeria,4,0.255,0.064,11.0,244.0,0.094
2023,3920407,Mothobi Mvala,South Africa,2,0.196,0.098,4.0,188.0,0.094
2022/2023,3837918,Warren Zaire Emery,Paris Saint-Germain,5,0.261,0.052,17.0,250.0,0.094
2023,3877194,Enzo Nahuel Copetti,Charlotte,4,0.357,0.089,6.0,344.0,0.093
2023,3920391,Kamory Doumbia,Mali,4,0.47,0.094,7.0,455.0,0.093
2023,3920386,Ademola Lookman,Nigeria,5,0.88,0.098,21.0,855.0,0.093
2023,3920384,Jeremie Boga,Côte d'Ivoire,1,0.096,0.096,4.0,92.0,0.093
2022/2023,3837896,Warren Zaire Emery,Paris Saint-Germain,5,0.44,0.088,20.0,425.0,0.093
2023,3920400,André-Frank Zambo Anguissa,Cameroon,2,0.191,0.095,4.0,184.0,0.093
2023,3922321,Alex Iwobi,Nigeria,6,0.487,0.081,17.0,474.0,0.093
2022/2023,3837827,Joe Rodon,Rennes,3,0.288,0.096,8.0,279.0,0.093
2023,3922243,Sofyan Amrabat,Morocco,6,0.565,0.094,18.0,546.0,0.093
2023,3920411,Mohamed Abdel Monem,Egypt,6,0.919,0.102,36.0,900.0,0.092
2022/2023,3837818,Batista Mendy,Angers,2,0.161,0.08,7.0,158.0,0.092
2023,3920391,Ibrahim Sissoko,Mali,1,0.014,0.007,2.0,14.0,0.092
2022/2023,3837706,Kylian Mbappé Lottin,Paris Saint-Germain,1,0.079,0.079,2.0,77.0,0.092
2023,3920413,Karl Brillant Toko Ekambi,Cameroon,2,0.195,0.097,4.0,190.0,0.092
2023,3920398,Zaidu Sanusi,Nigeria,3,0.236,0.079,5.0,231.0,0.092
2022/2023,3837706,Sergio Ramos García,Paris Saint-Germain,9,0.868,0.096,37.0,846.0,0.092
2023,3920409,Temitayo Olufisayo Olaoluwa Aina,Nigeria,6,0.566,0.094,11.0,558.0,0.091
2022/2023,3837859,Vitor Machado Ferreira,Paris Saint-Germain,10,1.037,0.094,24.0,1023.0,0.091
2022/2023,3837683,Moussa Diarra,Toulouse,5,0.45,0.09,9.0,445.0,0.091
2022/2023,3837918,Christopher Wooh,Rennes,3,0.28,0.093,6.0,276.0,0.091
2022/2023,3837771,Yoann Salmier,Troyes,3,0.366,0.091,6.0,360.0,0.091
2023,3920416,Nyiko Mobbie,South Africa,2,0.099,0.05,4.0,98.0,0.091
2023,3920392,Guessouma Fofana,Mauritania,1,0.067,0.067,1.0,66.0,0.091
2023,3922238,Nicolas Moumi Ngamaleu,Cameroon,1,0.086,0.086,1.0,85.0,0.091
2022/2023,3837785,Achraf Hakimi Mouh,Paris Saint-Germain,2,0.181,0.091,8.0,182.0,0.09
2022/2023,3837706,Achraf Hakimi Mouh,Paris Saint-Germain,7,0.635,0.091,22.0,637.0,0.09
2022/2023,3837662,Gabriel Gudmundsson,Lille,2,0.112,0.056,4.0,112.0,0.09
2022/2023,3837947,Seko Fofana,Lens,7,0.622,0.089,29.0,623.0,0.09
2023,3920392,Ibrahima Keita,Mauritania,2,0.182,0.091,8.0,182.0,0.09
2023,3877170,Roman Celentano,Cincinnati,2,0.182,0.091,5.0,182.0,0.09
2022/2023,3837827,Nordi Mukiele Mulere,Paris Saint-Germain,2,0.106,0.053,4.0,106.0,0.09
2023,3920395,Chancel Mbemba Mangulu,Congo DR,10,1.019,0.093,29.0,1023.0,0.09
2023,3920385,Edson André Sitoe,Mozambique,1,0.089,0.089,3.0,89.0,0.09
2023,3920388,Lamine Camara,Senegal,6,0.647,0.092,34.0,658.0,0.089
2022/2023,3837680,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.512,0.085,25.0,516.0,0.089
2022/2023,3837839,Kylian Mbappé Lottin,Paris Saint-Germain,2,0.38,0.095,32.0,384.0,0.089
2022/2023,3837680,Marco Verratti,Paris Saint-Germain,7,0.758,0.095,31.0,768.0,0.089
2023,3922659,Serge Aurier,Côte d'Ivoire,2,0.098,0.049,7.0,100.0,0.089
2022/2023,3837876,André Filipe Tavares Gomes,Lille,8,0.91,0.091,30.0,920.0,0.089
2023,3920413,Alasana Manneh,Gambia,8,0.877,0.097,24.0,891.0,0.089
2023,3922838,Jean Michaël Seri,Côte d'Ivoire,3,0.232,0.058,6.0,236.0,0.089
2023,3923881,Sébastien Haller,Côte d'Ivoire,1,0.084,0.084,1.0,85.0,0.089
2022/2023,3837938,Dante Bonfim da Costa Santos,OGC Nice,7,0.707,0.088,25.0,720.0,0.088
2022/2023,3837928,Hugo Ekitike,Paris Saint-Germain,1,0.032,0.032,2.0,33.0,0.088
2023,3920385,Ricardo Martins Guimarães,Mozambique,2,0.173,0.086,3.0,176.0,0.088
2023,3920409,Joe Aribo,Nigeria,3,0.181,0.06,7.0,186.0,0.088
2022/2023,3837839,Thibault De Smet,Stade de Reims,7,0.633,0.09,24.0,651.0,0.088
2022/2023,3837785,Paul Joly,Auxerre,4,0.223,0.056,17.0,228.0,0.088
2022/2023,3837954,Yan Valery,Angers,6,0.61,0.087,31.0,623.0,0.088
2022/2023,3837771,Marcos Paulo Mesquita Lopes,Troyes,3,0.257,0.086,5.0,264.0,0.088
2022/2023,3837771,Lionel Andrés Messi Cuccittini,Paris Saint-Germain,7,0.616,0.088,21.0,630.0,0.088
2022/2023,3837947,Jonathan Gradit,Lens,6,0.477,0.08,16.0,486.0,0.088
2023,3920409,Franculino Gluda Djú,Guinea-Bissau,1,0.048,0.048,1.0,49.0,0.088
2022/2023,3837771,Wilson Odobert,Troyes,5,0.468,0.078,15.0,480.0,0.088
2023,3920410,Reinildo Isnard Mandava,Mozambique,3,0.277,0.092,6.0,285.0,0.088
2023,3920416,Gomolemo Grant Kekana,South Africa,2,0.179,0.09,5.0,186.0,0.087
2022/2023,3837954,Himad Abdelli,Angers,8,0.788,0.088,43.0,819.0,0.087
2022/2023,3837918,Birger Meling,Rennes,4,0.34,0.085,11.0,352.0,0.087
2023,3920402,Ibrahim Blati Touré,Burkina Faso,2,0.279,0.093,7.0,288.0,0.087
2023,3923880,Dylan Batubinsika,Congo DR,5,0.451,0.09,16.0,465.0,0.087
2023,3920388,Yankuba Minteh,Gambia,2,0.158,0.079,5.0,164.0,0.087
2022/2023,3837954,Abdoulaye Bamba,Angers,6,0.592,0.085,13.0,609.0,0.087
2023,3923880,Joris Kayembe Ditu,Congo DR,5,0.61,0.122,10.0,630.0,0.087
2022/2023,3837938,Vitor Machado Ferreira,Paris Saint-Germain,4,0.358,0.089,26.0,368.0,0.087
2023,3877170,Nick Hagglund,Cincinnati,3,0.267,0.089,5.0,276.0,0.087
2023,3920385,Omar Marmoush,Egypt,3,0.098,0.033,8.0,102.0,0.087
2022/2023,3837859,Carlos Soler Barragán,Paris Saint-Germain,7,0.503,0.072,26.0,525.0,0.086
2022/2023,3837902,Marco Bizot,Stade Brestois,1,0.087,0.087,1.0,91.0,0.086
2023,3922240,Aaron Tshibola,Congo DR,2,0.091,0.046,12.0,96.0,0.086
2023,3920402,Rayan Aït Nouri,Algeria,4,0.56,0.093,16.0,588.0,0.086
2023,3922240,Lionel Mpasi-Nzau,Congo DR,2,0.25,0.125,4.0,262.0,0.086
2022/2023,3837998,Marcos Aoás Corrêa,Paris Saint-Germain,5,0.627,0.09,21.0,658.0,0.086
2023,3920411,Mahmoud Ibrahim Hassan,Egypt,2,0.109,0.054,3.0,114.0,0.086
2023,3877115,Drake Callender,Inter Miami,3,0.259,0.086,6.0,270.0,0.086
2022/2023,3837680,Neymar da Silva Santos Junior,Paris Saint-Germain,7,0.73,0.091,37.0,760.0,0.086
2022/2023,3837747,Nordi Mukiele Mulere,Paris Saint-Germain,5,0.397,0.066,26.0,414.0,0.086
2023,3920413,Ablie Jallow,Gambia,6,0.546,0.078,22.0,581.0,0.085
2023,3922242,Abdou Diallo,Senegal,2,0.221,0.11,2.0,234.0,0.085
2022/2023,3837662,Renato Júnior Luz Sanches,Paris Saint-Germain,1,0.024,0.024,3.0,25.0,0.085
2022/2023,3837947,Facundo Axel Medina,Lens,6,0.496,0.083,21.0,528.0,0.085
2023,3920406,Cletous Chama,Zambia,1,0.019,0.019,3.0,20.0,0.085
2023,3922243,Yassine Bounou,Morocco,3,0.28,0.093,4.0,297.0,0.085
2022/2023,3837717,Gianluigi Donnarumma,Paris Saint-Germain,2,0.163,0.082,3.0,172.0,0.085
2023,3877115,Kamal Miller,Inter Miami,7,0.607,0.087,16.0,644.0,0.085
2022/2023,3837987,Hugo Ekitike,Paris Saint-Germain,1,0.076,0.076,1.0,81.0,0.085
2023,3922244,Mohamed Camara,Mali,4,0.348,0.087,14.0,368.0,0.085
2022/2023,3837785,Nuno Mendes,Paris Saint-Germain,2,0.17,0.085,8.0,180.0,0.085
2022/2023,3837902,Gianluigi Donnarumma,Paris Saint-Germain,1,0.075,0.075,1.0,80.0,0.084
2023,3922658,Kenny Rocha Santos,Cape Verde Islands,5,0.548,0.11,13.0,585.0,0.084
2023,3920415,Aboubakary Koita,Mauritania,1,0.075,0.075,1.0,80.0,0.084
2022/2023,3838004,Ismael Doukoure,Strasbourg,3,0.236,0.079,6.0,252.0,0.084
2022/2023,3837839,Yehvann Diouf,Stade de Reims,3,0.251,0.084,5.0,273.0,0.083
2022/2023,3837918,Danilo Luís Hélio Pereira,Paris Saint-Germain,9,0.788,0.088,26.0,855.0,0.083
2023,3877115,Sergio Busquets i Burgos,Inter Miami,8,0.675,0.084,21.0,736.0,0.083
2023,3877115,Robert Taylor,Inter Miami,3,0.141,0.047,4.0,153.0,0.083
