season_name,match_id,team,counter_attacks,avg_distance_gained,avg_time_elapsed,avg_speed_units_per_sec
2022/2023,3837947,Lens,21,11.76,4.57,2.71
2022/2023,3837947,Paris Saint-Germain,22,9.7,5.28,1.99
2022/2023,3837954,Angers,35,14.84,4.91,3.05
2022/2023,3837954,Paris Saint-Germain,21,13.68,5.79,2.65
2022/2023,3837963,Lorient,28,15.01,4.72,3.71
2022/2023,3837963,Paris Saint-Germain,24,14.8,4.81,3.49
2022/2023,3837987,AC Ajaccio,24,15.08,4.57,3.63
2022/2023,3837987,Paris Saint-Germain,20,10.7,5.01,2.43
2022/2023,3837998,Auxerre,18,14.56,4.65,3.33
2022/2023,3837998,Paris Saint-Germain,24,15.73,5.55,3.1
2022/2023,3838004,Strasbourg,21,13.28,4.5,3.18
2022/2023,3838004,Paris Saint-Germain,23,14.18,5.36,2.69
2022/2023,3838017,Clermont Foot,28,14.7,4.04,3.92
2022/2023,3838017,Paris Saint-Germain,20,12.43,4.59,2.99
2023,3877060,Inter Miami,31,16.09,4.39,3.82
2023,3877060,New York Red Bulls,29,14.77,5.11,2.94
2023,3877072,Inter Miami,21,19.3,5.5,3.69
2023,3877072,Nashville SC,17,10.93,4.12,3.06
2023,3877090,Inter Miami,36,14.6,5.18,3.99
2023,3877090,LAFC,36,15.37,4.36,3.89
2023,3877115,Toronto FC,29,15.29,5.66,3.32
2023,3877115,Inter Miami,32,13.56,5.01,2.92
2023,3877170,Cincinnati,29,19.18,4.58,4.06
2023,3877170,Inter Miami,29,11.26,4.83,2.74
2023,3877194,Charlotte,29,14.54,5.04,3.57
2023,3877194,Inter Miami,30,11.52,4.9,2.47
2023,3920384,Côte d'Ivoire,36,16.82,4.89,3.31
2023,3920384,Guinea-Bissau,27,13.72,4.86,3.06
2023,3920385,Mozambique,18,15.28,4.61,3.38
2023,3920385,Egypt,37,15.65,4.75,3.16
2023,3920386,Nigeria,27,15.1,4.52,9.8
2023,3920386,Equatorial Guinea,27,15.23,4.27,3.74
2023,3920387,Cape Verde Islands,17,15.75,5.0,3.46
2023,3920387,Ghana,22,11.39,4.91,2.8
2023,3920388,Gambia,26,17.32,4.62,3.61
2023,3920388,Senegal,20,13.31,5.31,2.44
2023,3920389,Guinea,19,15.39,3.92,3.93
2023,3920389,Cameroon,27,17.72,4.91,3.51
2023,3920390,Angola,24,15.44,4.17,3.68
2023,3920390,Algeria,25,14.84,4.97,3.05
2023,3920391,Mali,26,12.77,4.36,3.55
2023,3920391,South Africa,36,11.04,4.52,2.82
2023,3920392,Mauritania,29,13.14,4.23,3.27
2023,3920392,Burkina Faso,28,13.83,4.75,2.98
2023,3920393,Tunisia,26,14.76,4.72,3.34
2023,3920393,Namibia,28,15.24,4.91,3.29
2023,3920394,Morocco,25,15.2,5.42,3.04
2023,3920394,Tanzania,23,9.66,3.97,2.64
2023,3920395,Congo DR,30,17.66,4.81,3.9
2023,3920395,Zambia,15,15.22,5.01,3.22
2023,3920396,Egypt,29,14.07,4.95,2.94
2023,3920396,Ghana,23,13.95,5.15,2.65
2023,3920397,Guinea-Bissau,18,15.71,4.37,3.67
2023,3920397,Equatorial Guinea,18,14.67,5.06,3.01
2023,3920398,Nigeria,21,21.05,4.5,4.55
2023,3920398,Côte d'Ivoire,23,13.95,5.16,2.83
2023,3920399,Cape Verde Islands,25,14.65,4.63,3.23
2023,3920399,Mozambique,31,13.06,4.67,2.88
2023,3920400,Senegal,19,20.37,5.02,3.99
2023,3920400,Cameroon,26,14.48,5.03,2.93
2023,3920401,Gambia,20,14.43,3.72,3.56
2023,3920401,Guinea,29,11.7,4.18,3.12
2023,3920402,Algeria,19,17.22,4.76,3.59
2023,3920402,Burkina Faso,25,14.94,4.6,3.14
2023,3920403,Angola,25,16.08,3.88,4.08
2023,3920403,Mauritania,35,15.33,4.64,3.54
2023,3920404,Mali,16,15.64,3.94,4.46
2023,3920404,Tunisia,16,14.77,4.47,3.41
2023,3920405,Congo DR,29,14.77,4.65,3.59
2023,3920405,Morocco,21,11.83,5.16,2.43
2023,3920406,Zambia,21,10.98,4.68,2.85
2023,3920406,Tanzania,20,11.4,5.08,2.37
2023,3920407,South Africa,33,16.53,4.76,3.7
2023,3920407,Namibia,37,14.53,4.25,3.39
2023,3920408,Equatorial Guinea,18,13.66,3.99,3.57
2023,3920408,Côte d'Ivoire,18,12.92,4.64,2.66
2023,3920409,Guinea-Bissau,24,14.21,4.98,3.19
2023,3920409,Nigeria,29,13.98,5.06,2.88
2023,3920410,Mozambique,25,10.97,4.66,3.9
2023,3920410,Ghana,25,12.91,4.55,2.8
2023,3920411,Egypt,34,14.91,4.93,3.16
2023,3920411,Cape Verde Islands,28,13.65,5.2,2.6
2023,3920412,Senegal,27,14.0,4.31,2.99
2023,3920412,Guinea,30,11.9,4.54,2.95
2023,3920413,Gambia,29,14.59,4.25,3.64
2023,3920413,Cameroon,22,15.78,4.75,3.62
2023,3920414,Burkina Faso,30,14.01,4.69,4.11
2023,3920414,Angola,23,12.02,4.63,3.1
2023,3920415,Mauritania,28,17.64,4.07,4.39
2023,3920415,Algeria,30,14.59,4.62,3.17
2023,3920416,South Africa,30,14.22,4.63,3.56
2023,3920416,Tunisia,27,10.71,4.7,2.72
2023,3920417,Namibia,20,10.23,3.71,2.88
2023,3920417,Mali,21,13.08,5.31,2.62
2023,3920418,Congo DR,23,12.81,5.1,2.93
2023,3920418,Tanzania,33,13.25,4.97,2.69
2023,3920419,Morocco,24,20.92,5.67,3.71
2023,3920419,Zambia,23,13.78,4.62,2.97
2023,3922237,Namibia,25,20.77,4.61,4.35
2023,3922237,Angola,27,17.45,4.86,3.82
2023,3922238,Nigeria,24,15.7,4.61,3.38
2023,3922238,Cameroon,26,11.22,3.99,3.01
2023,3922239,Equatorial Guinea,16,12.84,4.3,3.97
2023,3922239,Guinea,23,12.55,5.21,2.57
2023,3922240,Congo DR,34,11.51,4.1,3.14
2023,3922240,Egypt,27,13.64,5.45,2.74
2023,3922241,Cape Verde Islands,35,14.66,4.71,3.23
2023,3922241,Mauritania,23,12.76,4.8,2.61
2023,3922242,Senegal,34,17.55,4.52,3.97
2023,3922242,Côte d'Ivoire,37,15.38,4.96,3.32
2023,3922243,South Africa,22,15.8,4.63,3.53
2023,3922243,Morocco,22,17.06,4.83,3.35
2023,3922244,Mali,28,11.73,3.86,3.12
2023,3922244,Burkina Faso,22,14.26,5.41,2.77
2023,3922321,Nigeria,25,20.19,4.34,4.44
2023,3922321,Angola,27,14.76,4.85,3.21
2023,3922356,Guinea,17,18.67,5.11,3.63
2023,3922356,Congo DR,24,12.57,3.53,3.52
2023,3922658,South Africa,38,16.3,4.78,3.67
2023,3922658,Cape Verde Islands,44,11.31,4.18,3.08
2023,3922659,Côte d'Ivoire,33,8.94,3.66,3.43
2023,3922659,Mali,28,13.34,5.09,2.55
2023,3922837,South Africa,27,17.37,4.89,3.94
2023,3922837,Nigeria,34,15.04,4.53,3.48
2023,3922838,Congo DR,24,17.04,4.62,3.55
2023,3922838,Côte d'Ivoire,29,13.74,5.13,2.8
2023,3923880,South Africa,26,16.96,5.1,3.4
2023,3923880,Congo DR,32,16.2,5.04,3.03
2023,3923881,Côte d'Ivoire,28,14.93,5.16,3.16
2023,3923881,Nigeria,16,13.55,4.44,3.1
