match_id,team,possession_pct,total_xg,epr,style
3942349,Portugal,59.73,4.542798714246601,13.15,Clinical/Direct
3942349,France,40.27,4.984905638266355,8.08,Clinical/Direct
3942382,Netherlands,58.96,0.7189291063696146,82.01,Patient Build-up
3942382,Turkey,41.04,1.1824328675866127,34.71,Balanced
3942415,Brazil,60.11,3.809874812141061,15.78,Clinical/Direct
3942415,Uruguay,39.89,4.547336384654045,8.77,Clinical/Direct
3942416,Colombia,52.75,2.1804045494645834,24.19,Balanced
3942416,Panama,47.25,0.6099515785463154,77.47,Patient Build-up
3942752,Spain,57.97,0.43120112270116806,134.44,Patient Build-up
3942752,France,42.03,0.8507646936923265,49.4,Patient Build-up
3942785,Argentina,51.48,1.7562350612133741,29.31,Balanced
3942785,Canada,48.52,0.6771871466189623,71.65,Patient Build-up
3942819,England,58.31,1.2532765567302704,46.53,Patient Build-up
3942819,Netherlands,41.69,0.41217220947146416,101.15,Patient Build-up
3942852,Uruguay,60.21,0.754563563503325,79.79,Patient Build-up
3942852,Colombia,39.79,1.1719606458209455,33.95,Balanced
3943043,Spain,64.67,1.7917131260037422,36.09,Balanced
3943043,England,35.33,0.7263776920735836,48.64,Patient Build-up
3943076,Canada,50.87,6.205309576354921,8.2,Clinical/Direct
3943076,Uruguay,49.13,4.650426941923797,10.56,Clinical/Direct
3943077,Colombia,55.1,0.9881783188320696,55.76,Patient Build-up
3943077,Argentina,44.9,1.0827015726827085,41.47,Patient Build-up
