season_name,match_id,team,buildup_possessions,total_xg_from_buildup,total_touches_in_buildup,avg_xg_per_buildup_possession,avg_touches_per_buildup_possession
2024,3930165,Austria,18,3.438,57.0,0.191,3.17
2024,3930165,France,34,6.454,115.0,0.19,3.38
2024,3930166,Czech Republic,11,1.199,27.0,0.109,2.45
2024,3930166,Portugal,77,9.736,327.0,0.126,4.25
2024,3930167,Albania,45,4.745,125.0,0.105,2.78
2024,3930167,Croatia,74,7.034000000000001,229.0,0.095,3.09
2024,3930168,Germany,76,7.141,329.0,0.094,4.33
2024,3930168,Hungary,24,3.729,47.0,0.155,1.96
2024,3930169,Scotland,20,1.934,105.0,0.097,5.25
2024,3930169,Switzerland,36,2.759,89.0,0.077,2.47
2024,3930170,Serbia,36,5.577,140.0,0.155,3.89
2024,3930170,Slovenia,26,7.455,240.0,0.287,9.23
2024,3930171,Denmark,56,1.886,213.0,0.034,3.8
2024,3930171,England,54,8.2,220.0,0.152,4.07
2024,3930172,Italy,6,0.17200000000000001,11.0,0.029,1.83
2024,3930172,Spain,91,7.468,257.0,0.082,2.82
2024,3930173,France,59,6.644,259.0,0.113,4.39
2024,3930173,Netherlands,30,4.167,116.0,0.139,3.87
2024,3930174,Portugal,58,7.827,147.0,0.135,2.53
2024,3930174,Turkey,29,3.521,68.0,0.121,2.34
2024,3930175,Belgium,48,3.975,130.0,0.083,2.71
2024,3930175,Romania,53,5.201,112.0,0.098,2.11
2024,3930176,Germany,63,5.158,213.0,0.082,3.38
2024,3930176,Switzerland,5,0.329,11.0,0.066,2.2
2024,3930177,Hungary,29,1.989,69.0,0.069,2.38
2024,3930177,Scotland,16,0.615,38.0,0.038,2.38
2024,3930178,Croatia,21,4.099,156.0,0.195,7.43
2024,3930178,Italy,50,3.052,160.0,0.061,3.2
2024,3930179,Albania,26,0.987,49.0,0.038,1.88
2024,3930179,Spain,53,3.343,148.0,0.063,2.79
2024,3930180,Austria,10,2.16,21.0,0.216,2.1
2024,3930180,Netherlands,32,5.556,61.0,0.174,1.91
2024,3930181,England,43,4.023,123.0,0.094,2.86
2024,3930181,Slovenia,17,0.764,48.0,0.045,2.82
2024,3930182,Denmark,44,3.171,209.0,0.072,4.75
2024,3930182,Serbia,25,1.592,57.0,0.064,2.28
2024,3930183,Romania,15,1.169,70.0,0.078,4.67
2024,3930183,Slovakia,36,3.577,120.0,0.099,3.33
2024,3930184,Czech Republic,27,3.7640000000000002,67.0,0.139,2.48
2024,3930184,Turkey,53,4.899,265.0,0.092,5.0
2024,3938637,Netherlands,73,6.011,283.0,0.082,3.88
2024,3938637,Poland,27,2.4339999999999997,101.0,0.09,3.74
2024,3938638,Romania,16,1.585,56.0,0.099,3.5
2024,3938638,Ukraine,51,1.758,170.0,0.034,3.33
2024,3938639,Georgia,59,8.333,192.0,0.141,3.25
2024,3938639,Turkey,66,6.5489999999999995,319.0,0.099,4.83
2024,3938640,Slovakia,44,3.049,157.0,0.069,3.57
2024,3938640,Ukraine,53,7.725,194.0,0.146,3.66
2024,3938641,Austria,42,3.597,121.0,0.086,2.88
2024,3938641,Poland,51,5.665,134.0,0.111,2.63
2024,3938642,Czech Republic,65,6.318,244.0,0.097,3.75
2024,3938642,Georgia,14,0.517,66.0,0.037,4.71
2024,3938643,France,63,4.134,221.0,0.066,3.51
2024,3938643,Poland,23,1.099,69.0,0.048,3.0
2024,3938644,Georgia,15,0.628,49.0,0.042,3.27
2024,3938644,Portugal,81,9.803,306.0,0.121,3.78
2024,3938645,Belgium,29,2.302,141.0,0.079,4.86
2024,3938645,Ukraine,43,1.889,118.0,0.044,2.74
2024,3939969,Argentina,43,7.7,143.0,0.179,3.33
2024,3939969,Canada,19,3.73,58.0,0.196,3.05
2024,3939970,Chile,30,5.79,100.0,0.193,3.33
2024,3939970,Peru,11,1.1680000000000001,14.0,0.106,1.27
2024,3939971,Jamaica,39,1.173,91.0,0.03,2.33
2024,3939971,Mexico,70,4.326,174.0,0.062,2.49
2024,3939972,Ecuador,12,0.859,18.0,0.072,1.5
2024,3939972,Venezuela,32,4.511,136.0,0.141,4.25
2024,3939973,Panama,28,1.252,64.0,0.045,2.29
2024,3939973,Uruguay,44,5.177,158.0,0.118,3.59
2024,3939974,Bolivia,17,0.46199999999999997,49.0,0.027,2.88
2024,3939974,United States,68,13.09,187.0,0.192,2.75
2024,3939975,Colombia,37,1.835,103.0,0.05,2.78
2024,3939975,Paraguay,18,1.8599999999999999,26.0,0.103,1.44
2024,3939976,Brazil,97,9.066,397.0,0.093,4.09
2024,3939976,Costa Rica,11,0.214,22.0,0.019,2.0
2024,3939977,Argentina,66,5.57,204.0,0.084,3.09
2024,3939977,Chile,11,0.587,23.0,0.053,2.09
2024,3939978,Canada,13,2.258,26.0,0.174,2.0
2024,3939978,Peru,15,1.714,26.0,0.114,1.73
2024,3939979,Mexico,53,4.197,188.0,0.079,3.55
2024,3939979,Venezuela,18,0.9239999999999999,50.0,0.051,2.78
2024,3939980,Ecuador,50,2.619,116.0,0.052,2.32
2024,3939980,Jamaica,10,1.182,19.0,0.118,1.9
2024,3939981,Panama,53,3.6550000000000002,167.0,0.069,3.15
2024,3939981,United States,5,0.65,9.0,0.13,1.8
2024,3939982,Bolivia,2,0.024,4.0,0.012,2.0
2024,3939982,Uruguay,63,6.719,227.0,0.107,3.6
2024,3939983,Brazil,52,13.489,242.0,0.259,4.65
2024,3939983,Paraguay,50,2.452,154.0,0.049,3.08
2024,3939984,Colombia,36,3.39,123.0,0.094,3.42
2024,3939984,Costa Rica,7,0.20500000000000002,8.0,0.029,1.14
2024,3939985,Canada,28,2.936,99.0,0.105,3.54
2024,3939985,Chile,6,0.253,11.0,0.042,1.83
2024,3939986,Argentina,36,6.227,125.0,0.173,3.47
2024,3939986,Peru,7,0.209,13.0,0.03,1.86
2024,3939987,Jamaica,23,4.2540000000000004,112.0,0.185,4.87
2024,3939987,Venezuela,58,5.9079999999999995,174.0,0.102,3.0
2024,3939988,Ecuador,14,0.301,37.0,0.022,2.64
2024,3939988,Mexico,60,2.958,147.0,0.049,2.45
2024,3939989,Bolivia,28,4.184,98.0,0.149,3.5
2024,3939989,Panama,43,3.737,121.0,0.087,2.81
2024,3939990,United States,17,1.21,50.0,0.071,2.94
2024,3939990,Uruguay,31,2.613,93.0,0.084,3.0
2024,3939991,Brazil,23,1.113,67.0,0.048,2.91
2024,3939991,Colombia,29,4.259,115.0,0.147,3.97
2024,3939992,Costa Rica,6,0.8160000000000001,11.0,0.136,1.83
2024,3939992,Paraguay,47,2.933,108.0,0.062,2.3
2024,3940878,Italy,53,4.293,186.0,0.081,3.51
2024,3940878,Switzerland,56,3.8649999999999998,241.0,0.069,4.3
2024,3940983,Denmark,45,4.1000000000000005,155.0,0.091,3.44
2024,3940983,Germany,28,4.351,83.0,0.155,2.96
2024,3941017,England,40,3.661,150.0,0.092,3.75
2024,3941017,Slovakia,46,8.427999999999999,149.0,0.183,3.24
2024,3941018,Georgia,6,0.271,11.0,0.045,1.83
2024,3941018,Spain,139,11.46,694.0,0.082,4.99
2024,3941019,Belgium,20,1.322,56.0,0.066,2.8
2024,3941019,France,90,5.944,360.0,0.066,4.0
2024,3941020,Portugal,44,2.728,130.0,0.062,2.95
2024,3941020,Slovenia,13,1.073,18.0,0.083,1.38
2024,3941021,Netherlands,57,9.096,264.0,0.16,4.63
2024,3941021,Romania,17,0.894,33.0,0.053,1.94
2024,3941022,Austria,59,7.102,187.0,0.12,3.17
2024,3941022,Turkey,9,0.923,22.0,0.103,2.44
2024,3942226,Germany,93,7.047,268.0,0.076,2.88
2024,3942226,Spain,78,5.135,254.0,0.066,3.26
2024,3942227,England,69,3.197,393.0,0.046,5.7
2024,3942227,Switzerland,61,8.345,323.0,0.137,5.3
2024,3942228,Argentina,23,1.961,75.0,0.085,3.26
2024,3942228,Ecuador,22,2.549,75.0,0.116,3.41
2024,3942229,Canada,56,4.316,129.0,0.077,2.3
2024,3942229,Venezuela,33,2.652,80.0,0.08,2.42
2024,3942349,France,67,4.097,204.0,0.061,3.04
2024,3942349,Portugal,50,5.811,198.0,0.116,3.96
2024,3942382,Netherlands,44,4.214,185.0,0.096,4.2
2024,3942382,Turkey,33,2.484,78.0,0.075,2.36
2024,3942415,Brazil,15,1.29,58.0,0.086,3.87
2024,3942415,Uruguay,16,0.74,25.0,0.046,1.56
2024,3942416,Colombia,8,0.20400000000000001,15.0,0.026,1.88
2024,3942416,Panama,27,1.615,117.0,0.06,4.33
2024,3942752,France,25,2.348,44.0,0.094,1.76
2024,3942752,Spain,30,2.422,95.0,0.081,3.17
2024,3942785,Argentina,34,7.367,86.0,0.217,2.53
2024,3942785,Canada,13,1.145,26.0,0.088,2.0
2024,3942819,England,52,2.759,193.0,0.053,3.71
2024,3942819,Netherlands,17,1.534,177.0,0.09,10.41
2024,3942852,Colombia,14,1.802,25.0,0.129,1.79
2024,3942852,Uruguay,42,2.434,123.0,0.058,2.93
2024,3943043,England,17,1.014,47.0,0.06,2.76
2024,3943043,Spain,61,7.495,189.0,0.123,3.1
2024,3943076,Canada,18,3.9370000000000003,52.0,0.219,2.89
2024,3943076,Uruguay,12,2.573,18.0,0.214,1.5
2024,3943077,Argentina,41,3.683,92.0,0.09,2.24
2024,3943077,Colombia,61,2.711,160.0,0.044,2.62
2025,3998836,Iceland Women's,29,4.0809999999999995,77.0,0.141,2.66
2025,3998836,WNT Finland,60,3.252,210.0,0.054,3.5
2025,3998837,Norway Women's,11,1.418,24.0,0.129,2.18
2025,3998837,Switzerland Women's,56,4.713,190.0,0.084,3.39
2025,3998838,Belgium Women's,40,2.467,124.0,0.062,3.1
2025,3998838,Italy Women's,31,3.87,77.0,0.125,2.48
2025,3998839,Portugal Women's,16,0.834,62.0,0.052,3.88
2025,3998839,Spain Women's,88,15.172,238.0,0.172,2.7
2025,3998840,Germany Women's,89,9.753,293.0,0.11,3.29
2025,3998840,Poland Women's,15,1.203,33.0,0.08,2.2
2025,3998841,Denmark Women's,15,1.256,31.0,0.084,2.07
2025,3998841,Sweden Women's,55,4.989,148.0,0.091,2.69
2025,3998842,Netherlands Women's,71,7.218,235.0,0.102,3.31
2025,3998842,Wales,10,0.197,21.0,0.02,2.1
2025,3998843,England Women's,44,3.9939999999999998,179.0,0.091,4.07
2025,3998843,France Women's,22,2.052,61.0,0.093,2.77
2025,3998844,Iceland Women's,12,0.613,21.0,0.051,1.75
2025,3998844,Switzerland Women's,29,1.793,99.0,0.062,3.41
2025,3998845,Norway Women's,24,5.311,78.0,0.221,3.25
2025,3998845,WNT Finland,53,3.288,164.0,0.062,3.09
2025,3998846,Italy Women's,33,1.867,78.0,0.057,2.36
2025,3998846,Portugal Women's,10,0.658,32.0,0.066,3.2
2025,3998847,Belgium Women's,15,1.678,36.0,0.112,2.4
2025,3998847,Spain Women's,108,12.294,420.0,0.114,3.89
2025,3998848,Poland Women's,26,0.6940000000000001,57.0,0.027,2.19
2025,3998848,Sweden Women's,53,7.25,149.0,0.137,2.81
2025,3998849,Denmark Women's,15,0.959,34.0,0.064,2.27
2025,3998849,Germany Women's,80,8.29,274.0,0.104,3.42
2025,3998850,France Women's,50,12.572000000000001,251.0,0.251,5.02
2025,3998850,Wales,7,4.499,21.0,0.643,3.0
2025,3998851,England Women's,50,10.143,127.0,0.203,2.54
2025,3998851,Netherlands Women's,11,0.467,24.0,0.042,2.18
2025,3998852,Switzerland Women's,41,5.206,139.0,0.127,3.39
2025,3998852,WNT Finland,13,0.722,36.0,0.056,2.77
2025,3998853,Iceland Women's,11,0.9339999999999999,22.0,0.085,2.0
2025,3998853,Norway Women's,53,5.7459999999999996,125.0,0.108,2.36
2025,3998854,Belgium Women's,20,3.604,33.0,0.18,1.65
2025,3998854,Portugal Women's,47,2.8810000000000002,101.0,0.061,2.15
2025,3998855,Italy Women's,11,1.8719999999999999,20.0,0.17,1.82
2025,3998855,Spain Women's,89,7.949,385.0,0.089,4.33
2025,3998856,Germany Women's,38,2.969,92.0,0.078,2.42
2025,3998856,Sweden Women's,35,7.191,105.0,0.205,3.0
2025,3998857,Denmark Women's,64,5.535,204.0,0.086,3.19
2025,3998857,Poland Women's,57,11.556000000000001,169.0,0.203,2.96
2025,3998858,England Women's,77,21.758,293.0,0.283,3.81
2025,3998858,Wales,8,0.679,13.0,0.085,1.62
2025,3998859,France Women's,39,4.414,112.0,0.113,2.87
2025,3998859,Netherlands Women's,28,3.9939999999999998,68.0,0.143,2.43
2025,4018354,Italy Women's,55,8.926,169.0,0.162,3.07
2025,4018354,Norway Women's,24,6.064,49.0,0.253,2.04
2025,4018355,England Women's,43,5.815,111.0,0.135,2.58
2025,4018355,Sweden Women's,15,1.982,31.0,0.132,2.07
2025,4018356,Spain Women's,83,8.272,291.0,0.1,3.51
2025,4018356,Switzerland Women's,17,0.186,52.0,0.011,3.06
2025,4018357,France Women's,46,3.086,115.0,0.067,2.5
2025,4018357,Germany Women's,9,0.6869999999999999,22.0,0.076,2.44
2025,4020005,England Women's,80,8.223,268.0,0.103,3.35
2025,4020005,Italy Women's,27,2.638,62.0,0.098,2.3
2025,4020077,Germany Women's,32,1.679,84.0,0.052,2.62
2025,4020077,Spain Women's,62,4.53,172.0,0.073,2.77
2025,4020846,England Women's,32,3.207,96.0,0.1,3.0
2025,4020846,Spain Women's,90,10.086,252.0,0.112,2.8
