season_name,match_id,player,team,possessions_with_buildup,xg_buildup,avg_xg_per_possession,total_touches_in_buildup,minutes_played,xg_buildup_per90
2024,3942349,Marcus Thuram,France,3,0.168,0.056,9.0,96.0,0.158
2024,3930164,Koen Casteels,Belgium,5,0.972,0.162,21.0,552.0,0.158
2024,3930179,Álvaro Borja Morata Martín,Spain,2,0.07,0.035,3.0,40.0,0.158
2023/2024,3895074,Florian Wirtz,Bayer Leverkusen,3,0.659,0.165,21.0,376.0,0.158
2023/2024,3895180,Hrvoje Smolčić,Eintracht Frankfurt,1,0.053,0.053,2.0,30.0,0.158
2023/2024,3895180,Ellyes Joris Skhiri,Eintracht Frankfurt,1,0.053,0.053,4.0,30.0,0.158
2024,3930181,Philip Foden,England,3,0.461,0.154,8.0,264.0,0.157
2023/2024,3895182,Josip Stanišić,Bayer Leverkusen,7,1.139,0.163,23.0,651.0,0.157
2023/2024,3895275,Piero Martín Hincapié Reyna,Bayer Leverkusen,9,1.712,0.156,60.0,979.0,0.157
2024,3930170,Ivan Ilić,Serbia,5,0.822,0.164,16.0,470.0,0.157
2023/2024,3895067,Jonas Hofmann,Bayer Leverkusen,9,1.611,0.161,36.0,930.0,0.156
2023/2024,3895266,Edmond Fayçal Tapsoba,Bayer Leverkusen,8,1.221,0.153,28.0,704.0,0.156
2024,3930174,Abdülkerim Bardakcı,Turkey,3,0.474,0.158,5.0,273.0,0.156
2023/2024,3895309,Granit Xhaka,Bayer Leverkusen,6,1.019,0.17,19.0,588.0,0.156
2024,3930169,Vincent Sierro,Switzerland,1,0.035,0.035,2.0,20.0,0.156
2024,3930167,Ylber Ramadani,Albania,5,0.729,0.146,15.0,420.0,0.156
2024,3939974,Tim Ream,United States,10,1.693,0.154,24.0,979.0,0.156
2024,3930184,Vladimír Coufal,Czech Republic,5,0.995,0.166,9.0,576.0,0.155
2024,3939971,Santiago Tomás Giménez,Mexico,2,0.228,0.114,3.0,132.0,0.155
2024,3930180,Memphis Depay,Netherlands,4,0.646,0.161,7.0,376.0,0.155
2023/2024,3895158,Marcel Sabitzer,Borussia Dortmund,2,0.444,0.148,10.0,258.0,0.155
2024,3939970,Andy Jorman Polo Andrade,Peru,2,0.275,0.137,3.0,160.0,0.155
2023/2024,3895074,Jonas Hofmann,Bayer Leverkusen,4,0.778,0.156,25.0,455.0,0.154
2024,3942415,Alisson Ramsés Becker,Brazil,2,0.435,0.217,3.0,254.0,0.154
2024,3930173,Tijjani Reijnders,Netherlands,2,0.479,0.16,10.0,279.0,0.154
2024,3940983,Christian Dannemann Eriksen,Denmark,4,0.638,0.159,12.0,376.0,0.153
2024,3939983,Alisson Ramsés Becker,Brazil,4,0.618,0.154,8.0,364.0,0.153
2024,3930164,Romelu Lukaku Menama,Belgium,4,0.817,0.163,8.0,480.0,0.153
2023/2024,3895067,Alejandro Grimaldo García,Bayer Leverkusen,8,1.582,0.158,20.0,930.0,0.153
2023/2024,3895134,Exequiel Alejandro Palacios,Bayer Leverkusen,5,0.942,0.157,22.0,558.0,0.152
2023/2024,3895275,Exequiel Alejandro Palacios,Bayer Leverkusen,9,1.634,0.149,54.0,968.0,0.152
2024,3939991,Jhon Adolfo Arias Andrade,Colombia,3,0.466,0.155,9.0,276.0,0.152
2024,3938645,Leandro Trossard,Belgium,3,0.304,0.101,8.0,180.0,0.152
2023/2024,3895275,Jonathan Tah,Bayer Leverkusen,9,1.69,0.154,45.0,1001.0,0.152
2024,3930173,Ousmane Dembélé,France,4,0.488,0.122,21.0,288.0,0.152
2023/2024,3895074,Jonathan Tah,Bayer Leverkusen,3,0.657,0.164,6.0,388.0,0.152
2024,3939969,Ismael Koné,Canada,3,0.568,0.142,6.0,336.0,0.152
2024,3943043,Fabián Ruiz Peña,Spain,5,0.693,0.139,22.0,410.0,0.152
2024,3941022,Konrad Laimer,Austria,4,0.432,0.108,13.0,256.0,0.152
2023/2024,3895067,Exequiel Alejandro Palacios,Bayer Leverkusen,7,0.872,0.109,32.0,520.0,0.151
2023/2024,3895167,Exequiel Alejandro Palacios,Bayer Leverkusen,5,0.813,0.136,36.0,486.0,0.151
2023/2024,3895067,Edmond Fayçal Tapsoba,Bayer Leverkusen,13,2.618,0.154,63.0,1564.0,0.151
2024,3941021,Virgil van Dijk,Netherlands,4,0.773,0.155,31.0,460.0,0.151
2023/2024,3895113,Edmond Fayçal Tapsoba,Bayer Leverkusen,5,0.78,0.156,18.0,465.0,0.151
2024,3938640,Adam Obert,Slovakia,3,0.161,0.04,17.0,96.0,0.151
2024,3930160,Marin Pongracic,Croatia,6,1.39,0.154,23.0,828.0,0.151
2023/2024,3895134,Ozan Muhammed Kabak,Hoffenheim,5,1.09,0.156,27.0,651.0,0.151
2024,3930160,Fabián Ruiz Peña,Spain,4,0.623,0.156,6.0,372.0,0.151
2024,3939989,José Manuel Sagredo Chávez,Bolivia,4,0.625,0.156,14.0,376.0,0.15
2024,3930158,Leroy Sané,Germany,1,0.05,0.05,12.0,30.0,0.15
2024,3930158,Robert Andrich,Germany,3,0.24,0.08,7.0,144.0,0.15
2024,3938640,Oleksandr Zinchenko,Ukraine,8,1.364,0.152,26.0,819.0,0.15
2023/2024,3895060,Jeremie Frimpong,Bayer Leverkusen,5,0.656,0.109,22.0,396.0,0.149
2024,3930167,Mario Pašalić,Croatia,4,0.421,0.084,14.0,255.0,0.149
2024,3938641,Florian Grillitsch,Austria,3,0.223,0.074,15.0,135.0,0.149
2023/2024,3895052,Odilon Kossonou,Bayer Leverkusen,4,0.615,0.154,13.0,372.0,0.149
2024,3930180,Stefan de Vrij,Netherlands,5,0.768,0.154,9.0,465.0,0.149
2024,3939978,Andy Jorman Polo Andrade,Peru,2,0.312,0.156,5.0,188.0,0.149
2024,3930166,Diogo José Teixeira da Silva,Portugal,2,0.1,0.05,3.0,60.0,0.149
2024,3938641,Przemysław Frankowski,Poland,5,0.909,0.152,12.0,552.0,0.148
2024,3930170,Milos Veljkovic,Serbia,4,0.62,0.155,30.0,376.0,0.148
2024,3939978,Richie Laryea,Canada,1,0.107,0.107,2.0,65.0,0.148
2023/2024,3895134,Kevin Vogt,Hoffenheim,7,1.394,0.155,46.0,846.0,0.148
2024,3930165,Jules Koundé,France,5,1.08,0.154,16.0,658.0,0.148
2023/2024,3895258,Amine Adli,Bayer Leverkusen,2,0.089,0.044,15.0,54.0,0.148
2023/2024,3895202,Xavi Simons,RB Leipzig,2,0.274,0.137,6.0,166.0,0.148
2024,3942226,Leroy Sané,Germany,1,0.076,0.076,1.0,46.0,0.148
2024,3930166,Rafael Alexandre Conceição Leão,Portugal,5,0.693,0.099,22.0,420.0,0.148
2024,3930167,Luka Sučić,Croatia,7,0.686,0.086,22.0,416.0,0.148
2024,3930164,Timothy Castagne,Belgium,5,0.96,0.16,17.0,582.0,0.148
2024,3942852,Luis Alberto Suárez Díaz,Uruguay,1,0.049,0.049,4.0,30.0,0.148
2024,3939972,Yordan Hernando Osorio Paredes,Venezuela,3,0.592,0.148,18.0,360.0,0.148
2024,3930159,Michel Aebischer,Switzerland,6,0.935,0.156,21.0,570.0,0.148
2023/2024,3895167,Silas Katompa Mvumpa,VfB Stuttgart,2,0.095,0.048,4.0,58.0,0.147
2023/2024,3895340,Kevin Stöger,Bochum,1,0.152,0.152,2.0,93.0,0.147
2023/2024,3895107,Faride Alidou,FC Köln,1,0.1,0.1,1.0,61.0,0.147
2024,3930180,Virgil van Dijk,Netherlands,5,0.768,0.154,10.0,470.0,0.147
2024,3941019,Orel Mangala,Belgium,2,0.088,0.044,4.0,54.0,0.147
2024,3943043,Daniel Carvajal Ramos,Spain,6,1.028,0.147,12.0,630.0,0.147
2024,3930163,Bukayo Saka,England,3,0.366,0.122,11.0,225.0,0.146
2024,3938645,Arthur Theate,Belgium,2,0.295,0.148,4.0,182.0,0.146
2023/2024,3895348,Niklas Dorsch,Augsburg,2,0.292,0.146,4.0,180.0,0.146
2024,3930166,José Diogo Dalot Teixeira,Portugal,5,0.693,0.099,22.0,427.0,0.146
2023/2024,3895095,Victor Okoh Boniface,Bayer Leverkusen,1,0.124,0.124,3.0,77.0,0.145
2024,3942852,Cristian Gonzalo Olivera Ibarra,Uruguay,1,0.082,0.082,2.0,51.0,0.145
2024,3938639,Giorgi Chakvetadze,Georgia,9,1.044,0.116,30.0,648.0,0.145
2023/2024,3895167,Jonathan Tah,Bayer Leverkusen,4,0.582,0.145,20.0,360.0,0.145
2023/2024,3895067,Lukáš Hrádecký,Bayer Leverkusen,5,0.991,0.142,10.0,616.0,0.145
2023/2024,3895309,Marius Wolf,Borussia Dortmund,2,0.256,0.085,7.0,159.0,0.145
2024,3930162,Rasmus Winther Højlund,Denmark,4,0.775,0.129,10.0,480.0,0.145
2023/2024,3895180,Jens Petter Hauge,Eintracht Frankfurt,1,0.032,0.032,1.0,20.0,0.144
2023/2024,3895060,Alejandro Grimaldo García,Bayer Leverkusen,6,1.179,0.147,13.0,736.0,0.144
2024,3939987,Kasey Palmer,Jamaica,3,0.577,0.144,14.0,360.0,0.144
2023/2024,3895167,Granit Xhaka,Bayer Leverkusen,6,0.883,0.147,38.0,552.0,0.144
2024,3939989,Luis Fernando Haquín Lopez,Bolivia,4,0.595,0.149,10.0,372.0,0.144
2023/2024,3895220,Christoph Zimmermann,Darmstadt 98,3,0.589,0.147,7.0,368.0,0.144
2024,3939990,Diego Nicolás De La Cruz Arcosa,Uruguay,2,0.247,0.124,2.0,156.0,0.143
2023/2024,3895052,Daniel Olmo Carvajal,RB Leipzig,4,0.886,0.148,14.0,558.0,0.143
2023/2024,3895333,Arthur Augusto de Matos Soares,Bayer Leverkusen,3,0.28,0.093,11.0,177.0,0.143
2024,3930160,Marc Cucurella Saseta,Spain,4,0.572,0.143,5.0,360.0,0.143
2024,3938641,Nicola Zalewski,Poland,5,0.848,0.141,18.0,534.0,0.143
2023/2024,3895275,Matthias Ginter,Freiburg,1,0.092,0.092,2.0,58.0,0.143
2024,3930168,Florian Wirtz,Germany,5,0.453,0.091,13.0,285.0,0.143
2024,3930175,Florin Constantin Niţă,Romania,6,0.878,0.146,12.0,552.0,0.143
2024,3930160,Martín Zubimendi Ibáñez,Spain,1,0.013,0.013,2.0,8.0,0.143
2023/2024,3895074,Granit Xhaka,Bayer Leverkusen,7,1.232,0.154,32.0,776.0,0.143
2023/2024,3895158,Odilon Kossonou,Bayer Leverkusen,8,1.329,0.148,20.0,837.0,0.143
2024,3938639,Guram Kashia,Georgia,6,0.917,0.153,22.0,576.0,0.143
2023/2024,3895113,Alejandro Grimaldo García,Bayer Leverkusen,4,0.58,0.145,11.0,364.0,0.143
2023/2024,3895340,Edmond Fayçal Tapsoba,Bayer Leverkusen,13,2.031,0.145,71.0,1274.0,0.143
2024,3939969,Alphonso Davies,Canada,3,0.592,0.148,8.0,372.0,0.143
2024,3930178,Lorenzo Pellegrini,Italy,2,0.14,0.07,5.0,88.0,0.143
2023/2024,3895074,Robert Andrich,Bayer Leverkusen,1,0.073,0.073,1.0,46.0,0.143
2024,3939973,José María Giménez de Vargas,Uruguay,2,0.146,0.073,3.0,92.0,0.143
2023/2024,3895067,Granit Xhaka,Bayer Leverkusen,7,0.873,0.125,52.0,553.0,0.142
2024,3938640,Mykola Matviyenko,Ukraine,7,1.017,0.145,42.0,644.0,0.142
2024,3930169,Silvan Widmer,Switzerland,2,0.261,0.131,2.0,166.0,0.142
2023/2024,3895266,Granit Xhaka,Bayer Leverkusen,8,1.109,0.139,78.0,704.0,0.142
2023/2024,3895086,Jonas Hofmann,Bayer Leverkusen,7,1.498,0.15,20.0,950.0,0.142
2023/2024,3895052,David Raum,RB Leipzig,4,0.592,0.148,9.0,376.0,0.142
2024,3939972,Yeferson Julio Soteldo Martínez,Venezuela,4,0.639,0.128,15.0,405.0,0.142
2024,3939969,Leandro Daniel Paredes,Argentina,3,0.474,0.119,12.0,300.0,0.142
2023/2024,3895067,Jonathan Tah,Bayer Leverkusen,9,1.234,0.112,29.0,781.0,0.142
2023/2024,3895086,Jeremie Frimpong,Bayer Leverkusen,7,0.986,0.123,18.0,624.0,0.142
2024,3939969,Cristian Gabriel Romero,Argentina,6,1.028,0.147,17.0,651.0,0.142
2023/2024,3895220,Adam Hložek,Bayer Leverkusen,5,0.707,0.141,9.0,450.0,0.141
2023/2024,3895060,Odilon Kossonou,Bayer Leverkusen,8,1.113,0.124,35.0,711.0,0.141
2024,3930171,Kyle Walker,England,5,0.87,0.145,36.0,558.0,0.14
2023/2024,3895107,Piero Martín Hincapié Reyna,Bayer Leverkusen,3,0.093,0.031,20.0,60.0,0.14
2024,3930171,John Stones,England,6,1.011,0.144,31.0,651.0,0.14
2024,3940983,Toni Kroos,Germany,5,0.879,0.146,22.0,564.0,0.14
2024,3938637,Jakub Moder,Poland,1,0.153,0.076,4.0,98.0,0.14
2023/2024,3895258,Borja Iglesias Quintas,Bayer Leverkusen,1,0.084,0.042,12.0,54.0,0.14
2023/2024,3895232,Thomas Müller,Bayern Munich,1,0.047,0.047,1.0,30.0,0.14
2024,3939969,Marcos Javier Acuña,Argentina,6,0.957,0.137,18.0,616.0,0.14
2024,3930170,Timi Elšnik,Slovenia,3,0.983,0.14,60.0,630.0,0.14
2024,3942752,Daniel Vivian Moreno,Spain,1,0.054,0.054,2.0,35.0,0.14
2023/2024,3895074,Victor Okoh Boniface,Bayer Leverkusen,1,0.295,0.147,8.0,190.0,0.14
2023/2024,3895052,Jonas Hofmann,Bayer Leverkusen,2,0.271,0.136,6.0,174.0,0.14
2023/2024,3895180,Jeremie Frimpong,Bayer Leverkusen,4,0.51,0.127,11.0,328.0,0.14
2023/2024,3895258,Piero Martín Hincapié Reyna,Bayer Leverkusen,6,0.965,0.121,48.0,624.0,0.139
2024,3939985,Darío Esteban Osorio Osorio,Chile,1,0.042,0.042,1.0,27.0,0.139
2023/2024,3895134,Anton Stach,Hoffenheim,6,1.147,0.143,29.0,744.0,0.139
2024,3930180,Xavi Simons,Netherlands,3,0.274,0.091,6.0,177.0,0.139
2024,3939981,Eduardo Antonio Guerrero Lozcano,Panama,2,0.148,0.074,3.0,96.0,0.139
2024,3943076,Mathieu Choiniere,Canada,4,0.772,0.193,10.0,500.0,0.139
2024,3930179,Mikel Oyarzabal Ugarte,Spain,3,0.272,0.091,10.0,177.0,0.138
2024,3942228,Enzo Fernandez,Argentina,1,0.116,0.116,2.0,76.0,0.138
2024,3930173,Jerdy Schouten,Netherlands,4,0.553,0.111,14.0,360.0,0.138
2024,3943076,Matías Nicolás Viña Susperreguy,Uruguay,1,0.099,0.099,2.0,65.0,0.138
2024,3941017,Stanislav Lobotka,Slovakia,7,1.289,0.184,28.0,840.0,0.138
2024,3941021,Tijjani Reijnders,Netherlands,6,1.102,0.138,37.0,720.0,0.138
2024,3930170,Žan Karničnik,Slovenia,3,0.996,0.142,42.0,651.0,0.138
2024,3930171,Jordan Pickford,England,4,0.562,0.14,12.0,368.0,0.137
2023/2024,3895302,Granit Xhaka,Bayer Leverkusen,8,1.041,0.116,38.0,684.0,0.137
2024,3930181,Cole Palmer,England,3,0.096,0.032,9.0,63.0,0.137
2024,3939990,Cristian Gonzalo Olivera Ibarra,Uruguay,3,0.382,0.096,9.0,252.0,0.137
2024,3938642,Lukáš Provod,Czech Republic,6,0.842,0.12,17.0,553.0,0.137
2024,3930162,Morten Hjulmand,Denmark,4,0.678,0.136,21.0,445.0,0.137
2024,3939969,Alexis Mac Allister,Argentina,4,0.555,0.139,9.0,364.0,0.137
2023/2024,3895202,Jeremie Frimpong,Bayer Leverkusen,1,0.046,0.046,2.0,30.0,0.137
2023/2024,3895182,Jonathan Tah,Bayer Leverkusen,2,0.188,0.094,15.0,124.0,0.137
2023/2024,3895232,Aleksandar Pavlović,Bayern Munich,1,0.089,0.089,2.0,59.0,0.136
2024,3938644,José Diogo Dalot Teixeira,Portugal,8,1.372,0.137,28.0,910.0,0.136
2023/2024,3895266,Exequiel Alejandro Palacios,Bayer Leverkusen,8,1.078,0.135,61.0,712.0,0.136
2023/2024,3895275,Josip Stanišić,Bayer Leverkusen,11,1.801,0.139,38.0,1196.0,0.136
2023/2024,3895074,Jeremie Frimpong,Bayer Leverkusen,2,0.368,0.123,4.0,243.0,0.136
2024,3939992,Juan Pablo Vargas Campos,Costa Rica,2,0.272,0.136,2.0,182.0,0.135
2023/2024,3895107,Victor Okoh Boniface,Bayer Leverkusen,3,0.342,0.114,7.0,228.0,0.135
2024,3941018,Álvaro Borja Morata Martín,Spain,4,0.593,0.099,21.0,396.0,0.135
2024,3930163,Marc Guehi,England,4,0.533,0.133,8.0,356.0,0.135
2024,3939984,Ariel Lassiter,Costa Rica,1,0.064,0.064,1.0,43.0,0.135
2023/2024,3895182,Takuma Asano,Bochum,1,0.063,0.063,3.0,42.0,0.135
2024,3939970,Ben Brereton Díaz,Chile,1,0.045,0.045,2.0,30.0,0.135
2024,3939976,Raphael Dias Belloli,Brazil,5,0.62,0.103,24.0,414.0,0.135
2024,3940983,Antonio Rüdiger,Germany,2,0.281,0.14,7.0,188.0,0.134
2023/2024,3895167,Deniz Undav,VfB Stuttgart,7,1.128,0.125,24.0,756.0,0.134
2024,3941022,Marcel Sabitzer,Austria,7,1.12,0.14,23.0,752.0,0.134
2024,3939973,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,3,0.614,0.088,20.0,413.0,0.134
2024,3930160,Lovro Majer,Croatia,6,1.381,0.138,39.0,930.0,0.134
2023/2024,3895134,Lukáš Hrádecký,Bayer Leverkusen,2,0.406,0.135,3.0,273.0,0.134
2023/2024,3895244,Marnon Busch,FC Heidenheim,1,0.025,0.025,4.0,17.0,0.134
2024,3930161,Gianluca Scamacca,Italy,2,0.357,0.119,8.0,240.0,0.134
2024,3939985,Maxime Crépeau,Canada,4,0.485,0.121,6.0,328.0,0.133
2024,3939970,Sergio Fernando Peña Flores,Peru,2,0.275,0.137,2.0,186.0,0.133
2024,3942349,Nélson Cabral Semedo,Portugal,3,0.204,0.068,10.0,138.0,0.133
2024,3930168,Dominik Szoboszlai,Hungary,6,0.95,0.136,13.0,644.0,0.133
2024,3930167,Marcelo Brozović,Croatia,3,0.266,0.067,10.0,180.0,0.133
2023/2024,3895302,Julián Malatini,Werder Bremen,3,0.515,0.129,16.0,348.0,0.133
2024,3939977,Enzo Fernandez,Argentina,6,0.647,0.092,14.0,441.0,0.132
2024,3930175,Denis Mihai Drăguş,Romania,1,0.117,0.117,1.0,80.0,0.132
2024,3938640,Roman Yaremchuk,Ukraine,1,0.038,0.038,4.0,26.0,0.132
2024,3930158,Thomas Müller,Germany,1,0.026,0.026,3.0,18.0,0.132
2023/2024,3895266,Jonathan Tah,Bayer Leverkusen,9,1.179,0.131,42.0,801.0,0.132
2023/2024,3895060,Jonas Hofmann,Bayer Leverkusen,9,1.276,0.116,33.0,869.0,0.132
2024,3930178,Federico Chiesa,Italy,2,0.109,0.054,4.0,74.0,0.132
2023/2024,3895202,Jonathan Tah,Bayer Leverkusen,9,1.214,0.135,61.0,837.0,0.131
2024,3930182,Morten Hjulmand,Denmark,3,0.333,0.111,28.0,228.0,0.131
2024,3930171,Declan Rice,England,6,0.777,0.13,21.0,534.0,0.131
2024,3930164,Amadou Onana,Belgium,8,1.232,0.137,34.0,846.0,0.131
2024,3939986,Exequiel Alejandro Palacios,Argentina,5,0.795,0.133,20.0,546.0,0.131
2024,3940878,Matteo Darmian,Italy,5,0.622,0.104,18.0,426.0,0.131
2024,3930166,Nuno Mendes,Portugal,6,0.904,0.129,32.0,623.0,0.131
2024,3939987,José Andrés Martínez Torres,Venezuela,9,1.293,0.129,29.0,890.0,0.131
2024,3930167,Andrej Kramarić,Croatia,4,0.476,0.119,8.0,328.0,0.131
2023/2024,3895134,Granit Xhaka,Bayer Leverkusen,2,0.406,0.135,11.0,279.0,0.131
2024,3930173,Aurélien Djani Tchouaméni,France,7,0.938,0.134,39.0,644.0,0.131
2024,3930164,Zeno Debast,Belgium,7,1.106,0.138,25.0,768.0,0.13
2024,3938639,Anzor Mekvabishvili,Georgia,4,0.493,0.123,15.0,340.0,0.13
2024,3942819,Memphis Depay,Netherlands,1,0.049,0.049,2.0,34.0,0.13
2024,3930171,Jude Bellingham,England,5,0.659,0.132,24.0,455.0,0.13
2024,3930160,Joško Gvardiol,Croatia,7,1.566,0.13,36.0,1080.0,0.13
2024,3930171,Marc Guehi,England,6,0.918,0.131,22.0,637.0,0.13
2023/2024,3895258,Max Finkgräfe,FC Köln,2,0.257,0.129,3.0,180.0,0.129
2024,3930173,Stefan de Vrij,Netherlands,3,0.528,0.132,24.0,368.0,0.129
2024,3941019,Dodi Lukebakio,Belgium,1,0.006,0.006,3.0,4.0,0.129
2024,3930163,Kyle Walker,England,4,0.533,0.133,23.0,372.0,0.129
2023/2024,3895107,Jeremie Frimpong,Bayer Leverkusen,6,0.682,0.114,12.0,474.0,0.129
2023/2024,3895333,Hugo Ekitike,Eintracht Frankfurt,1,0.227,0.113,2.0,158.0,0.129
2024,3938639,Lasha Dvali,Georgia,8,1.216,0.135,25.0,846.0,0.129
2024,3930172,Nicholas Williams Arthuer,Spain,3,0.325,0.108,6.0,228.0,0.128
2024,3939970,Paulo César Díaz Huincales,Chile,5,0.793,0.132,21.0,558.0,0.128
2024,3930162,Jaka Bijol,Slovenia,3,0.519,0.13,6.0,364.0,0.128
2024,3930172,Lamine Yamal Nasraoui Ebana,Spain,7,0.698,0.1,19.0,490.0,0.128
2024,3930171,Kieran Trippier,England,6,0.919,0.131,17.0,644.0,0.128
2024,3943076,Ismael Koné,Canada,4,1.056,0.176,13.0,744.0,0.128
2024,3939969,Stephen Antunes Eustáquio,Canada,5,0.788,0.131,16.0,558.0,0.127
2024,3939973,Ronald Federico Araújo da Silva,Uruguay,5,0.453,0.065,16.0,322.0,0.127
2023/2024,3895060,Victor Okoh Boniface,Bayer Leverkusen,5,0.748,0.125,15.0,528.0,0.127
2024,3942382,Xavi Simons,Netherlands,2,0.365,0.122,10.0,258.0,0.127
2024,3930175,Arthur Theate,Belgium,4,0.406,0.101,12.0,288.0,0.127
2024,3930179,Aymeric Laporte,Spain,6,0.38,0.063,15.0,270.0,0.127
2024,3939979,César Jasib Montes Castro,Mexico,4,0.317,0.063,22.0,225.0,0.127
2024,3939973,Facundo Pellistri Rebollo,Uruguay,3,0.344,0.115,5.0,243.0,0.127
2024,3942226,Ferrán Torres García,Spain,3,0.242,0.081,10.0,171.0,0.127
2023/2024,3895232,Mathys Tel,Bayern Munich,1,0.033,0.033,4.0,23.0,0.127
2024,3930164,Wout Faes,Belgium,7,1.098,0.137,27.0,776.0,0.127
2024,3930169,Xherdan Shaqiri,Switzerland,4,0.324,0.081,9.0,232.0,0.126
2024,3930170,Adam Gnezda Čerin,Slovenia,5,1.151,0.128,62.0,819.0,0.126
2024,3938644,Gonçalo Bernardo Inácio,Portugal,9,1.405,0.128,52.0,1001.0,0.126
2024,3930162,Alexander Hartmann Bah,Denmark,7,1.148,0.128,27.0,819.0,0.126
2024,3941022,Kevin Danso,Austria,8,1.134,0.126,26.0,810.0,0.126
2023/2024,3895060,Granit Xhaka,Bayer Leverkusen,12,1.762,0.126,80.0,1260.0,0.126
2024,3939985,Jonathan Osorio,Canada,2,0.238,0.119,9.0,170.0,0.126
2024,3930164,Leandro Trossard,Belgium,1,0.1,0.1,2.0,72.0,0.126
2024,3938642,Václav Černý,Czech Republic,4,0.529,0.076,30.0,378.0,0.126
2023/2024,3895153,Odilon Kossonou,Bayer Leverkusen,4,0.506,0.126,13.0,364.0,0.125
2023/2024,3895052,Mohamed Simakan,RB Leipzig,5,0.926,0.132,26.0,665.0,0.125
2024,3930180,Patrick Pentz,Austria,1,0.132,0.132,2.0,95.0,0.125
2024,3930173,Bart Verbruggen,Netherlands,3,0.528,0.132,16.0,380.0,0.125
2023/2024,3895107,Denis Huseinbašić,FC Köln,1,0.1,0.1,2.0,72.0,0.125
2024,3930168,Márton Dárdai,Hungary,2,0.25,0.125,4.0,180.0,0.125
2024,3941018,Pedro González López,Spain,8,0.637,0.071,19.0,459.0,0.125
2024,3939974,Tyler Adams,United States,4,0.251,0.063,9.0,180.0,0.125
2023/2024,3895139,Jonas Hofmann,Bayer Leverkusen,3,0.44,0.11,32.0,316.0,0.125
2024,3939988,Carlos Uriel Antuna Romero,Mexico,2,0.088,0.044,2.0,64.0,0.124
2023/2024,3895202,Josip Stanišić,Bayer Leverkusen,9,1.249,0.125,39.0,910.0,0.124
2024,3938637,Jakub Piotr Kiwior,Poland,4,0.639,0.128,12.0,465.0,0.124
2024,3939982,Sergio Rochet Álvarez,Uruguay,1,0.092,0.092,2.0,67.0,0.124
2024,3939984,Jefferson Andrés Lerma Solís,Colombia,2,0.191,0.095,3.0,140.0,0.123
2024,3930179,Robin Aime Robert Le Normand,Spain,2,0.129,0.064,12.0,94.0,0.123
2023/2024,3895333,Adam Hložek,Bayer Leverkusen,2,0.247,0.123,2.0,180.0,0.123
2023/2024,3895292,Adam Hložek,Bayer Leverkusen,1,0.042,0.042,1.0,31.0,0.123
2024,3930181,John Stones,England,4,0.503,0.126,16.0,368.0,0.123
2023/2024,3895244,Granit Xhaka,Bayer Leverkusen,9,1.282,0.128,42.0,940.0,0.123
2024,3939991,Richard Rios Montoya,Colombia,1,0.103,0.103,1.0,75.0,0.123
2024,3938640,Dávid Hancko,Slovakia,3,0.36,0.09,9.0,264.0,0.123
2024,3930182,Luka Jović,Serbia,1,0.065,0.065,2.0,48.0,0.122
2023/2024,3895052,Alejandro Grimaldo García,Bayer Leverkusen,4,0.501,0.125,14.0,368.0,0.122
2024,3942785,Moise Bombito,Canada,1,0.125,0.125,1.0,92.0,0.122
2024,3942752,Nicholas Williams Arthuer,Spain,2,0.252,0.126,8.0,186.0,0.122
2024,3938640,Anatolii Trubin,Ukraine,5,0.642,0.128,17.0,475.0,0.122
2023/2024,3895292,Rani Khedira,Union Berlin,1,0.082,0.082,2.0,61.0,0.122
2024,3939978,Alistair Johnston,Canada,2,0.253,0.126,3.0,186.0,0.122
2024,3940983,Rasmus Winther Højlund,Denmark,2,0.215,0.107,12.0,160.0,0.121
2023/2024,3895052,Willi Orban,RB Leipzig,5,1.012,0.126,18.0,752.0,0.121
2023/2024,3895167,Angelo Stiller,VfB Stuttgart,9,1.21,0.121,48.0,900.0,0.121
2024,3939971,Kaheim Dixon,Jamaica,1,0.013,0.013,4.0,10.0,0.121
2024,3938642,Tomáš Souček,Czech Republic,5,0.741,0.124,11.0,552.0,0.121
2023/2024,3895107,Eric Martel,FC Köln,1,0.1,0.1,2.0,74.0,0.121
2024,3942228,Lautaro Javier Martínez,Argentina,1,0.086,0.086,1.0,64.0,0.121
2023/2024,3895060,Lukáš Hrádecký,Bayer Leverkusen,6,0.828,0.118,11.0,616.0,0.121
2023/2024,3895348,Ermedin Demirović,Augsburg,2,0.241,0.121,4.0,180.0,0.121
2024,3930174,Bruno Miguel Borges Fernandes,Portugal,5,0.633,0.127,10.0,470.0,0.121
2024,3939986,Alejandro Garnacho Ferreyra,Argentina,1,0.172,0.086,2.0,128.0,0.121
2024,3930173,Adrien Rabiot,France,4,0.491,0.123,30.0,368.0,0.12
2024,3938640,László Bénes,Slovakia,2,0.136,0.045,7.0,102.0,0.12
2023/2024,3895292,Amine Adli,Bayer Leverkusen,6,0.495,0.082,20.0,372.0,0.12
2024,3938639,Giorgi Mamardashvili,Georgia,1,0.128,0.128,2.0,96.0,0.12
2024,3930164,Jeremy Doku,Belgium,3,0.328,0.109,7.0,246.0,0.12
2023/2024,3895202,Granit Xhaka,Bayer Leverkusen,10,1.329,0.121,79.0,1001.0,0.12
2023/2024,3895167,Odilon Kossonou,Bayer Leverkusen,7,0.865,0.124,33.0,651.0,0.12
