team,player,total_mins,progressive_passes,progressive_carries,progressive_passes_received,progressive_passes_p90,progressive_carries_p90,progressive_passes_received_p90,total_progressive_actions_p90,progression_type
Mexico,Orbelín Pineda Alvarado,154.0,6.0,6.0,12.0,3.51,3.51,7.01,14.03,Complete Progressor
Netherlands,Steven Bergwijn,90.0,2.0,5.0,7.0,2.0,5.0,7.0,14.0,Ball Carrier
Bayer Leverkusen,Jonas Hofmann,2265.0,82.0,84.0,184.0,3.26,3.34,7.31,13.91,Complete Progressor
Bayern Munich,Joshua Kimmich,97.0,7.0,4.0,4.0,6.49,3.71,3.71,13.91,Complete Progressor
Spain,Daniel Olmo Carvajal,449.0,14.0,24.0,31.0,2.81,4.81,6.21,13.829999999999998,Complete Progressor
VfB Stuttgart,Josha Mamadou Karaboue Vagnoman,85.0,2.0,4.0,7.0,2.12,4.24,7.41,13.77,Ball Carrier
Spain,Fermin Lopez Marin,33.0,1.0,3.0,1.0,2.73,8.18,2.73,13.64,Ball Carrier
Austria,Florian Grillitsch,198.0,18.0,10.0,2.0,8.18,4.55,0.91,13.64,Complete Progressor
Venezuela,Telasco José Segovia Pérez,73.0,6.0,3.0,2.0,7.4,3.7,2.47,13.570000000000002,Complete Progressor
Portugal,Rafael Alexandre Conceição Leão,342.0,8.0,25.0,18.0,2.11,6.58,4.74,13.43,Ball Carrier
FC Heidenheim,Florian Pick,47.0,1.0,4.0,2.0,1.91,7.66,3.83,13.4,Ball Carrier
Mexico,Julián Andrés Quiñones Quiñones,256.0,7.0,10.0,21.0,2.46,3.52,7.38,13.36,Ball Carrier
Bayer Leverkusen,Alejandro Grimaldo García,2906.0,112.0,110.0,208.0,3.47,3.41,6.44,13.32,Complete Progressor
VfB Stuttgart,Angelo Stiller,95.0,6.0,5.0,3.0,5.68,4.74,2.84,13.26,Complete Progressor
Croatia,Andrej Kramarić,245.0,4.0,15.0,17.0,1.47,5.51,6.24,13.219999999999999,Ball Carrier
Ukraine,Mykhailo Mudryk,178.0,8.0,7.0,11.0,4.04,3.54,5.56,13.14,Complete Progressor
Germany,Maximilian Mittelstädt,318.0,12.0,9.0,25.0,3.4,2.55,7.08,13.03,Complete Progressor
Brazil,Vinícius José Paixão de Oliveira Júnior,258.0,2.0,20.0,15.0,0.7,6.98,5.23,12.91,Ball Carrier
Panama,Kahiser Lenis Navarro,56.0,1.0,4.0,3.0,1.61,6.43,4.82,12.86,Ball Carrier
Denmark,Joakim Mæhle,301.0,6.0,13.0,24.0,1.79,3.89,7.18,12.86,Ball Carrier
Eintracht Frankfurt,Aurélio Gabriel Ulineia Buta,112.0,2.0,5.0,9.0,1.61,4.02,7.23,12.86,Ball Carrier
Serbia,Veljko Birmančević,35.0,1.0,1.0,3.0,2.57,2.57,7.71,12.85,Ball Carrier
Austria,Christoph Baumgartner,308.0,6.0,19.0,19.0,1.75,5.55,5.55,12.85,Ball Carrier
Germany,Leroy Sané,219.0,5.0,13.0,13.0,2.05,5.34,5.34,12.73,Ball Carrier
Mexico,Jorge Eduardo Sánchez Ramos,291.0,17.0,13.0,11.0,5.26,4.02,3.4,12.68,Complete Progressor
Borussia Mönchengladbach,Alassane Pléa,93.0,3.0,3.0,7.0,2.9,2.9,6.77,12.57,Complete Progressor
Bayer Leverkusen,Granit Xhaka,2945.0,284.0,77.0,50.0,8.68,2.35,1.53,12.559999999999999,Progressive Passer
Augsburg,Sven Michel,36.0,1.0,3.0,1.0,2.5,7.5,2.5,12.5,Ball Carrier
France,Theo Bernard François Hernández,606.0,22.0,21.0,41.0,3.27,3.12,6.09,12.48,Complete Progressor
Bochum,Takuma Asano,65.0,0.0,3.0,6.0,0.0,4.15,8.31,12.46,Ball Carrier
VfB Stuttgart,Deniz Undav,159.0,5.0,8.0,9.0,2.83,4.53,5.09,12.45,Complete Progressor
France,Eduardo Camavinga,188.0,16.0,6.0,4.0,7.66,2.87,1.91,12.440000000000001,Complete Progressor
Germany,Kai Havertz,399.0,9.0,21.0,25.0,2.03,4.74,5.64,12.41,Ball Carrier
Augsburg,Arne Maier,124.0,7.0,4.0,6.0,5.08,2.9,4.35,12.33,Complete Progressor
Germany,Thomas Müller,66.0,1.0,3.0,5.0,1.36,4.09,6.82,12.27,Ball Carrier
Italy,Andrea Cambiaso,88.0,1.0,2.0,9.0,1.02,2.05,9.2,12.27,Progression Outlet
Spain,Ferrán Torres García,133.0,1.0,8.0,9.0,0.68,5.41,6.09,12.18,Ball Carrier
Spain,Mikel Merino Zazón,186.0,9.0,7.0,9.0,4.35,3.39,4.35,12.09,Complete Progressor
England,Bukayo Saka,648.0,9.0,29.0,49.0,1.25,4.03,6.81,12.09,Ball Carrier
Switzerland,Fabian Rieder,231.0,5.0,9.0,17.0,1.95,3.51,6.62,12.08,Ball Carrier
Panama,Freddy Elías Góndola Smith,60.0,3.0,1.0,4.0,4.5,1.5,6.0,12.0,Progressive Passer
Belgium,Yannick Ferreira Carrasco,225.0,7.0,8.0,15.0,2.8,3.2,6.0,12.0,Ball Carrier
Germany,Toni Kroos,489.0,48.0,12.0,5.0,8.83,2.21,0.92,11.959999999999999,Progressive Passer
Canada,Ali Ahmed,174.0,4.0,9.0,10.0,2.07,4.66,5.17,11.9,Ball Carrier
Croatia,Mario Pašalić,129.0,2.0,7.0,8.0,1.4,4.88,5.58,11.86,Ball Carrier
France,Adrien Rabiot,380.0,20.0,16.0,14.0,4.74,3.79,3.32,11.850000000000001,Complete Progressor
Freiburg,Roland Sallai,61.0,0.0,3.0,5.0,0.0,4.43,7.38,11.809999999999999,Ball Carrier
Czech Republic,Václav Černý,54.0,2.0,2.0,3.0,3.33,3.33,5.0,11.66,Complete Progressor
Spain,Aymeric Laporte,550.0,47.0,24.0,0.0,7.69,3.93,0.0,11.620000000000001,Complete Progressor
Turkey,Ferdi Erenay Kadıoğlu,482.0,15.0,22.0,25.0,2.8,4.11,4.67,11.58,Ball Carrier
Bayer Leverkusen,Josip Stanišić,1346.0,69.0,45.0,59.0,4.61,3.01,3.95,11.57,Complete Progressor
Portugal,Nuno Mendes,436.0,31.0,14.0,11.0,6.4,2.89,2.27,11.56,Complete Progressor
VfB Stuttgart,Chris Führich,156.0,4.0,9.0,7.0,2.31,5.19,4.04,11.54,Ball Carrier
Netherlands,Cody Mathès Gakpo,547.0,13.0,22.0,35.0,2.14,3.62,5.76,11.52,Ball Carrier
Colombia,Luis Fernando Díaz Marulanda,517.0,8.0,26.0,32.0,1.39,4.53,5.57,11.49,Ball Carrier
Bayer Leverkusen,Borja Iglesias Quintas,275.0,6.0,10.0,19.0,1.96,3.27,6.22,11.45,Ball Carrier
Bayer Leverkusen,Gustavo Adolfo Puerta Molano,71.0,6.0,2.0,1.0,7.61,2.54,1.27,11.42,Complete Progressor
Austria,Romano Schmid,158.0,5.0,4.0,11.0,2.85,2.28,6.27,11.399999999999999,Progressive Passer
Brazil,Rodrygo Silva de Goes,333.0,6.0,18.0,18.0,1.62,4.86,4.86,11.34,Ball Carrier
Werder Bremen,Mitchell Weiser,183.0,11.0,5.0,7.0,5.41,2.46,3.44,11.31,Progressive Passer
FC Heidenheim,Kevin Sessa,48.0,2.0,2.0,2.0,3.75,3.75,3.75,11.25,Complete Progressor
Bayer Leverkusen,Patrik Schick,1118.0,21.0,34.0,84.0,1.69,2.74,6.76,11.19,Ball Carrier
Canada,Liam Millar,322.0,9.0,17.0,14.0,2.52,4.75,3.91,11.18,Ball Carrier
Bayern Munich,Sacha Boey,81.0,1.0,5.0,4.0,1.11,5.56,4.44,11.11,Ball Carrier
Denmark,Andreas Skov Olsen,130.0,2.0,5.0,9.0,1.38,3.46,6.23,11.07,Ball Carrier
Ecuador,John Yeboah Zamora,147.0,2.0,9.0,7.0,1.22,5.51,4.29,11.02,Ball Carrier
Germany,Pascal Groß,49.0,5.0,0.0,1.0,9.18,0.0,1.84,11.02,Progressive Passer
Austria,Stefan Posch,385.0,14.0,14.0,19.0,3.27,3.27,4.44,10.98,Complete Progressor
Mexico,Luis Francisco Romo Barrón,246.0,16.0,5.0,9.0,5.85,1.83,3.29,10.969999999999999,Progressive Passer
Netherlands,Xavi Simons,470.0,15.0,15.0,27.0,2.87,2.87,5.17,10.91,Complete Progressor
Mexico,Carlos Uriel Antuna Romero,182.0,4.0,4.0,14.0,1.98,1.98,6.92,10.879999999999999,Progression Outlet
Panama,César Rodolfo Blackman Camarena,199.0,6.0,6.0,12.0,2.71,2.71,5.43,10.85,Ball Carrier
England,Kieran Trippier,457.0,33.0,2.0,20.0,6.5,0.39,3.94,10.83,Progressive Passer
Eintracht Frankfurt,Mario Götze,158.0,9.0,4.0,6.0,5.13,2.28,3.42,10.83,Progressive Passer
Austria,Konrad Laimer,283.0,15.0,11.0,8.0,4.77,3.5,2.54,10.809999999999999,Complete Progressor
Uruguay,Maximiliano Javier Araújo Vilches,500.0,12.0,23.0,25.0,2.16,4.14,4.5,10.8,Ball Carrier
Spain,Fabián Ruiz Peña,608.0,39.0,16.0,18.0,5.77,2.37,2.66,10.8,Progressive Passer
Colombia,James David Rodríguez Rubio,467.0,29.0,8.0,19.0,5.59,1.54,3.66,10.79,Progressive Passer
Germany,İlkay Gündoğan,392.0,16.0,10.0,21.0,3.67,2.3,4.82,10.79,Progressive Passer
Bayer Leverkusen,Edmond Fayçal Tapsoba,2200.0,190.0,63.0,10.0,7.77,2.58,0.41,10.76,Complete Progressor
Bayern Munich,Noussair Mazraoui,134.0,5.0,5.0,6.0,3.36,3.36,4.03,10.75,Complete Progressor
Croatia,Luka Modrić,243.0,16.0,8.0,5.0,5.93,2.96,1.85,10.74,Complete Progressor
Portugal,Rúben Diogo Da Silva Neves,143.0,9.0,4.0,4.0,5.66,2.52,2.52,10.7,Complete Progressor
Turkey,Orkun Kökçü,236.0,7.0,7.0,14.0,2.67,2.67,5.34,10.68,Ball Carrier
Ukraine,Georgiy Sudakov,271.0,11.0,8.0,13.0,3.65,2.66,4.32,10.63,Complete Progressor
Bochum,Lukas Daschner,34.0,1.0,2.0,1.0,2.65,5.29,2.65,10.59,Ball Carrier
Bochum,Kevin Stöger,94.0,5.0,3.0,3.0,4.79,2.87,2.87,10.530000000000001,Complete Progressor
Mexico,Luis Gerardo Chávez Magallón,274.0,9.0,9.0,14.0,2.96,2.96,4.6,10.52,Complete Progressor
Hoffenheim,Ihlas Bebou,43.0,1.0,2.0,2.0,2.09,4.19,4.19,10.47,Ball Carrier
Argentina,Lionel Andrés Messi Cuccittini,475.0,12.0,23.0,20.0,2.27,4.36,3.79,10.420000000000002,Ball Carrier
Portugal,João Pedro Cavaco Cancelo,407.0,16.0,17.0,14.0,3.54,3.76,3.1,10.4,Complete Progressor
Mexico,Israel Reyes Romero,52.0,3.0,3.0,0.0,5.19,5.19,0.0,10.38,Complete Progressor
Belgium,Leandro Trossard,174.0,5.0,7.0,8.0,2.59,3.62,4.14,10.35,Ball Carrier
Switzerland,Dan Ndoye,409.0,3.0,22.0,22.0,0.66,4.84,4.84,10.34,Ball Carrier
Portugal,José Diogo Dalot Teixeira,157.0,7.0,5.0,6.0,4.01,2.87,3.44,10.32,Complete Progressor
Hoffenheim,Marius Bülter,114.0,2.0,5.0,6.0,1.58,3.95,4.74,10.27,Ball Carrier
Borussia Mönchengladbach,Franck Honorat,149.0,5.0,7.0,5.0,3.02,4.23,3.02,10.27,Complete Progressor
Borussia Mönchengladbach,Tomáš Čvančara,79.0,1.0,3.0,5.0,1.14,3.42,5.7,10.26,Ball Carrier
Denmark,Victor Bernth Kristansen,167.0,1.0,5.0,13.0,0.54,2.69,7.01,10.24,Ball Carrier
Panama,Edgar Yoel Bárcenas Herrera,372.0,12.0,11.0,19.0,2.9,2.66,4.6,10.16,Complete Progressor
Chile,Ben Brereton Díaz,62.0,0.0,2.0,5.0,0.0,2.9,7.26,10.16,Ball Carrier
Argentina,Ángel Fabián Di María Hernández,470.0,15.0,18.0,20.0,2.87,3.45,3.83,10.15,Complete Progressor
Werder Bremen,Rafael Santos Borré Amaury,71.0,0.0,3.0,5.0,0.0,3.8,6.34,10.14,Ball Carrier
Serbia,Andrija Živković,250.0,8.0,6.0,14.0,2.88,2.16,5.04,10.08,Progressive Passer
Bayer Leverkusen,Odilon Kossonou,1900.0,125.0,55.0,32.0,5.92,2.61,1.52,10.049999999999999,Complete Progressor
Denmark,Christian Dannemann Eriksen,359.0,12.0,13.0,15.0,3.01,3.26,3.76,10.03,Complete Progressor
Netherlands,Memphis Depay,467.0,8.0,11.0,33.0,1.54,2.12,6.36,10.02,Progression Outlet
Poland,Jakub Piotrowski,63.0,2.0,3.0,2.0,2.86,4.29,2.86,10.01,Complete Progressor
Brazil,Gabriel Teodoro Martinelli Silva,54.0,4.0,0.0,2.0,6.67,0.0,3.33,10.0,Progressive Passer
RB Leipzig,Kevin Kampl,54.0,2.0,3.0,1.0,3.33,5.0,1.67,10.0,Complete Progressor
Switzerland,Granit Xhaka,504.0,40.0,10.0,6.0,7.14,1.79,1.07,10.0,Progressive Passer
Peru,Christian Alberto Cueva Bravo,36.0,3.0,0.0,1.0,7.5,0.0,2.5,10.0,Progressive Passer
Union Berlin,Sheraldo Becker,63.0,1.0,2.0,4.0,1.43,2.86,5.71,10.0,Ball Carrier
Colombia,Miguel Ángel Borja Hernández,36.0,1.0,1.0,2.0,2.5,2.5,5.0,10.0,Ball Carrier
Ukraine,Viktor Tsygankov,63.0,0.0,3.0,4.0,0.0,4.29,5.71,10.0,Ball Carrier
Denmark,Jonas Older Wind,200.0,2.0,4.0,16.0,0.9,1.8,7.2,9.9,Progression Outlet
Spain,Marc Cucurella Saseta,573.0,23.0,10.0,30.0,3.61,1.57,4.71,9.89,Progressive Passer
Italy,Federico Chiesa,273.0,2.0,11.0,17.0,0.66,3.63,5.6,9.89,Ball Carrier
Brazil,Bruno Guimarães Rodriguez Moura,338.0,19.0,14.0,4.0,5.06,3.73,1.07,9.86,Complete Progressor
Bayern Munich,Jamal Musiala,119.0,4.0,4.0,5.0,3.03,3.03,3.78,9.84,Complete Progressor
Serbia,Dušan Tadić,165.0,3.0,6.0,9.0,1.64,3.27,4.91,9.82,Ball Carrier
Mexico,César Jasib Montes Castro,239.0,18.0,7.0,1.0,6.78,2.64,0.38,9.8,Complete Progressor
Croatia,Bruno Petković,92.0,1.0,2.0,7.0,0.98,1.96,6.85,9.79,Progression Outlet
Georgia,Khvicha Kvaratskhelia,351.0,9.0,18.0,11.0,2.31,4.62,2.82,9.75,Ball Carrier
Jamaica,Kaheim Dixon,74.0,0.0,3.0,5.0,0.0,3.65,6.08,9.73,Ball Carrier
FSV Mainz 05,Tom Krauß,37.0,2.0,0.0,2.0,4.86,0.0,4.86,9.72,Progressive Passer
Turkey,Cenk Tosun,37.0,0.0,2.0,2.0,0.0,4.86,4.86,9.72,Ball Carrier
Turkey,Barış Alper Yılmaz,482.0,6.0,23.0,23.0,1.12,4.29,4.29,9.7,Ball Carrier
Argentina,Alejandro Garnacho Ferreyra,65.0,0.0,3.0,4.0,0.0,4.15,5.54,9.690000000000001,Ball Carrier
United States,Folarin Balogun,177.0,2.0,6.0,11.0,1.02,3.05,5.59,9.66,Ball Carrier
Ukraine,Andriy Yarmolenko,112.0,2.0,3.0,7.0,1.61,2.41,5.62,9.64,Progression Outlet
France,Antoine Griezmann,412.0,14.0,16.0,14.0,3.06,3.5,3.06,9.620000000000001,Complete Progressor
Uruguay,Diego Nicolás De La Cruz Arcosa,356.0,16.0,8.0,14.0,4.04,2.02,3.54,9.600000000000001,Progressive Passer
Portugal,Cristiano Ronaldo dos Santos Aveiro,506.0,3.0,17.0,34.0,0.53,3.02,6.05,9.6,Ball Carrier
Eintracht Frankfurt,Ansgar Knauff,122.0,2.0,3.0,8.0,1.48,2.21,5.9,9.59,Progression Outlet
Bayer Leverkusen,Piero Martín Hincapié Reyna,1579.0,88.0,34.0,46.0,5.02,1.94,2.62,9.579999999999998,Progressive Passer
Venezuela,Alexander David González Sibulo,188.0,9.0,5.0,6.0,4.31,2.39,2.87,9.57,Progressive Passer
Mexico,Ernesto Alexis Vega Rojas,47.0,1.0,1.0,3.0,1.91,1.91,5.74,9.56,Progression Outlet
Austria,Patrick Wimmer,151.0,3.0,5.0,8.0,1.79,2.98,4.77,9.54,Ball Carrier
Austria,Alexander Prass,190.0,8.0,5.0,7.0,3.79,2.37,3.32,9.48,Progressive Passer
Belgium,Dodi Lukebakio,76.0,1.0,3.0,4.0,1.18,3.55,4.74,9.469999999999999,Ball Carrier
Venezuela,Eduard Alexander Bello Gil,296.0,4.0,7.0,20.0,1.22,2.13,6.08,9.43,Progression Outlet
Brazil,Danilo Luiz da Silva,411.0,23.0,7.0,13.0,5.04,1.53,2.85,9.42,Progressive Passer
France,Jules Koundé,606.0,21.0,14.0,28.0,3.12,2.08,4.16,9.36,Progressive Passer
Serbia,Sergej Milinković-Savić,135.0,9.0,2.0,3.0,6.0,1.33,2.0,9.33,Progressive Passer
Uruguay,Federico Santiago Valverde Dipetta,618.0,37.0,14.0,13.0,5.39,2.04,1.89,9.32,Progressive Passer
Colombia,Jhon Adolfo Arias Andrade,493.0,20.0,12.0,19.0,3.65,2.19,3.47,9.31,Progressive Passer
Brazil,Guilherme Antonio Arana Lopes,223.0,2.0,6.0,15.0,0.81,2.42,6.05,9.28,Progression Outlet
Switzerland,Ruben Vargas,311.0,5.0,13.0,14.0,1.45,3.76,4.05,9.26,Ball Carrier
FC Heidenheim,Adrian Beck,78.0,3.0,1.0,4.0,3.46,1.15,4.62,9.23,Progressive Passer
Paraguay,Néstor Rafael Giménez Florentín,117.0,8.0,2.0,2.0,6.15,1.54,1.54,9.23,Progressive Passer
Turkey,Kenan Yildiz,352.0,6.0,18.0,12.0,1.53,4.6,3.07,9.2,Ball Carrier
United States,Christian Pulisic,284.0,8.0,11.0,10.0,2.54,3.49,3.17,9.2,Ball Carrier
Spain,Mikel Oyarzabal Ugarte,206.0,4.0,4.0,13.0,1.75,1.75,5.68,9.18,Progression Outlet
Spain,Rodrigo Hernández Cascante,541.0,31.0,17.0,7.0,5.16,2.83,1.16,9.15,Complete Progressor
Germany,Niclas Füllkrug,187.0,3.0,6.0,10.0,1.44,2.89,4.81,9.14,Ball Carrier
Paraguay,Ángel Rodrigo Romero Villamayor,69.0,2.0,2.0,3.0,2.61,2.61,3.91,9.129999999999999,Ball Carrier
Turkey,Yunus Akgün,69.0,2.0,2.0,3.0,2.61,2.61,3.91,9.129999999999999,Ball Carrier
Italy,Giacomo Raspadori,89.0,5.0,1.0,3.0,5.06,1.01,3.03,9.1,Progressive Passer
Bolivia,Bruno Miranda Villagomez,99.0,2.0,4.0,4.0,1.82,3.64,3.64,9.1,Ball Carrier
Uruguay,Darwin Gabriel Núñez Ribeiro,485.0,10.0,15.0,24.0,1.86,2.78,4.45,9.09,Ball Carrier
Denmark,Pierre-Emile Højbjerg,367.0,25.0,7.0,5.0,6.13,1.72,1.23,9.08,Progressive Passer
Paraguay,Miguel Ángel Almirón Rejala,179.0,4.0,8.0,6.0,2.01,4.02,3.02,9.049999999999999,Ball Carrier
Brazil,Raphael Dias Belloli,269.0,5.0,7.0,15.0,1.67,2.34,5.02,9.03,Progression Outlet
Panama,José Luis Rodríguez Francis,80.0,3.0,2.0,3.0,3.38,2.25,3.38,9.01,Progressive Passer
Wolfsburg,Mattias Svanberg,70.0,1.0,1.0,5.0,1.29,1.29,6.43,9.01,Progression Outlet
Werder Bremen,Nick Woltemade,90.0,1.0,3.0,5.0,1.0,3.0,5.0,9.0,Ball Carrier
Serbia,Lazar Samardžić,60.0,1.0,2.0,3.0,1.5,3.0,4.5,9.0,Ball Carrier
Turkey,Muhammed Kerem Aktürkoğlu,130.0,2.0,5.0,6.0,1.38,3.46,4.15,8.99,Ball Carrier
Bayer Leverkusen,Exequiel Alejandro Palacios,1896.0,119.0,26.0,44.0,5.65,1.23,2.09,8.97,Progressive Passer
Switzerland,Kwadwo Duah,111.0,1.0,3.0,7.0,0.81,2.43,5.68,8.92,Progression Outlet
Ukraine,Yukhym Konoplya,71.0,2.0,1.0,4.0,2.54,1.27,5.07,8.88,Progression Outlet
Austria,Michael Gregoritsch,142.0,4.0,1.0,9.0,2.54,0.63,5.7,8.870000000000001,Progression Outlet
Werder Bremen,Romano Schmid,173.0,5.0,4.0,8.0,2.6,2.08,4.16,8.84,Progression Outlet
