season_name,match_id,team,player,passes_made,passes_received,total_pass_involvement,unique_receivers,unique_passers,degree_centrality,network_involvement_pct
2024,3930158,Scotland,Che Adams,8.0,7.0,15.0,4,5,9,7.28
2025,3998839,Portugal Women's,Beatriz Pina Fonseca,8.0,7.0,15.0,5,5,10,8.06
2025,3998846,Italy Women's,Michela Cambiaghi,5.0,10.0,15.0,4,6,10,5.86
2024,3942852,Uruguay,Luis Alberto Suárez Díaz,6.0,9.0,15.0,3,5,8,3.97
2024,3930165,France,Randal Kolo Muani,5.0,10.0,15.0,5,6,11,3.56
2025,4018355,England Women's,Bethany Mead,4.0,11.0,15.0,3,7,10,3.33
2025,3998845,WNT Finland,Sanni Maija Franssi,8.0,7.0,15.0,7,5,12,3.13
2023/2024,3895258,Bayer Leverkusen,Patrik Schick,5.0,10.0,15.0,3,6,9,1.89
2024,3939988,Ecuador,Kevin José Rodríguez Cortez,4.0,11.0,15.0,4,8,12,6.82
2024,3938643,France,Antoine Griezmann,7.0,8.0,15.0,6,8,14,2.94
2024,3930161,Albania,Qazim Laçi,6.0,9.0,15.0,4,5,9,4.41
2024,3939971,Mexico,Carlos Alberto Rodríguez Gómez,8.0,7.0,15.0,6,4,10,3.29
2024,3939970,Peru,Luis Jan Piers Advíncula Castrillón,8.0,7.0,15.0,4,5,9,6.94
2023/2024,3895153,Bayer Leverkusen,Adam Hložek,7.0,8.0,15.0,5,3,8,2.22
2024,3939984,Costa Rica,Álvaro José Zamora Mata,0.0,15.0,15.0,0,7,7,5.84
2024,3939991,Brazil,Douglas Luiz Soares de Paulo,7.0,8.0,15.0,5,5,10,4.18
2024,3938638,Ukraine,Roman Yaremchuk,5.0,10.0,15.0,4,8,12,2.79
2024,3939975,Paraguay,Rodrigo Mario Morínigo Acosta,8.0,7.0,15.0,5,4,9,8.2
2024,3930177,Scotland,Stuart Armstrong,6.0,9.0,15.0,5,4,9,3.44
2024,3939980,Jamaica,Damion Lowe,8.0,7.0,15.0,6,5,11,5.32
2023/2024,3895134,Hoffenheim,Ihlas Bebou,7.0,8.0,15.0,4,4,8,3.36
2023/2024,3895320,Bayer Leverkusen,Josip Stanišić,8.0,7.0,15.0,5,6,11,3.53
2024,3930169,Scotland,Kenneth McLean,8.0,7.0,15.0,7,5,12,4.69
2024,3930160,Spain,Martín Zubimendi Ibáñez,9.0,6.0,15.0,5,4,9,3.66
2025,3998854,Portugal Women's,Dolores Isabel Jacome Silva,8.0,7.0,15.0,5,7,12,4.13
2024,3939986,Peru,Pedro David Gallese Quiróz,10.0,5.0,15.0,5,4,9,8.47
2025,3998852,WNT Finland,Sanni Maija Franssi,5.0,10.0,15.0,5,8,13,3.74
2024,3939972,Ecuador,Carlos Armando Gruezo Arboleda,6.0,9.0,15.0,5,6,11,7.43
2025,3998844,Switzerland Women's,Alayah Pilgrim,4.0,11.0,15.0,4,6,10,4.89
2024,3939987,Jamaica,Renaldo Showayne Cephas,5.0,10.0,15.0,4,7,11,4.81
2025,3998854,Portugal Women's,Jéssica da Silva,8.0,7.0,15.0,7,5,12,4.13
2024,3941017,England,Eberechi Eze,6.0,9.0,15.0,6,4,10,2.04
2024,3939986,Peru,Franco Zanelatto Téllez,6.0,9.0,15.0,4,5,9,8.47
2024,3930160,Spain,Mikel Merino Zazón,7.0,8.0,15.0,4,4,8,3.66
2025,3998848,Sweden Women's,Lina Mona Andréa Hurtig,4.0,11.0,15.0,4,8,12,4.73
2023/2024,3895266,Bayer Leverkusen,Lukáš Hrádecký,10.0,5.0,15.0,5,4,9,1.73
2024,3939977,Argentina,Ángel Fabián Di María Hernández,8.0,7.0,15.0,5,5,10,2.88
2024,3943043,England,Harry Kane,5.0,10.0,15.0,5,5,10,5.91
2023/2024,3895153,Werder Bremen,Nick Woltemade,7.0,8.0,15.0,5,7,12,3.5
2024,3930179,Albania,Armando Broja,3.0,12.0,15.0,2,6,8,4.27
2024,3943077,Argentina,Leandro Daniel Paredes,8.0,7.0,15.0,6,4,10,3.46
2024,3930176,Switzerland,Mohamed Zeki Amdouni,5.0,10.0,15.0,2,9,11,5.36
2024,3942382,Netherlands,Wout Weghorst,3.0,12.0,15.0,3,8,11,3.01
2025,3998852,Switzerland Women's,Alayah Pilgrim,5.0,10.0,15.0,4,4,8,4.13
2023/2024,3895250,Bayer Leverkusen,Patrik Schick,5.0,10.0,15.0,3,8,11,2.41
2024,3939974,Bolivia,Ramiro Vaca Ponce,7.0,7.0,14.0,4,4,8,4.64
2025,3998836,WNT Finland,Oona Sevenius,5.0,9.0,14.0,3,6,9,3.94
2024,3939974,Bolivia,Diego Daniel Medina Roman,7.0,7.0,14.0,4,5,9,4.64
2024,3938642,Czech Republic,Jindřich Staněk,13.0,1.0,14.0,4,1,5,3.02
2024,3930160,Croatia,Bruno Petković,5.0,9.0,14.0,2,5,7,2.9
2023/2024,3895180,Bayer Leverkusen,Piero Martín Hincapié Reyna,7.0,7.0,14.0,5,6,11,2.05
2024,3942415,Uruguay,Sebastián Enzo Cáceres Ramos,9.0,5.0,14.0,6,4,10,7.0
2024,3930169,Switzerland,Vincent Sierro,6.0,8.0,14.0,5,5,10,3.84
2024,3942415,Uruguay,Facundo Pellistri Rebollo,4.0,10.0,14.0,3,3,6,7.0
2023/2024,3895250,FSV Mainz 05,Tom Krauß,7.0,7.0,14.0,4,6,10,5.11
2023/2024,3895086,FC Heidenheim,Denis Thomalla,8.0,6.0,14.0,8,5,13,5.07
2025,3998839,Portugal Women's,Ana Borges,9.0,5.0,14.0,5,4,9,7.53
2025,3998851,Netherlands Women's,Esmee Brugts,7.0,7.0,14.0,4,5,9,4.58
2024,3939982,Uruguay,Lucas René Olaza Catrofe,7.0,7.0,14.0,5,6,11,3.13
2024,3942852,Colombia,Luis Fernando Sinisterra Lucumí,7.0,7.0,14.0,4,3,7,6.33
2023/2024,3895052,RB Leipzig,Yussuf Yurary Poulsen,4.0,10.0,14.0,3,6,9,2.73
2024,3939974,United States,Luca de la Torre,7.0,7.0,14.0,5,5,10,2.92
2024,3930167,Albania,Taulant Sulejmanov,7.0,7.0,14.0,4,4,8,5.3
2023/2024,3895182,Bochum,Moritz Broschinski,6.0,8.0,14.0,3,7,10,5.62
2024,3938638,Romania,Valentin Mihai Mihăilă,5.0,9.0,14.0,5,5,10,7.11
2024,3930174,Portugal,Nélson Cabral Semedo,7.0,7.0,14.0,4,5,9,2.59
2023/2024,3895182,Bayer Leverkusen,Victor Okoh Boniface,5.0,9.0,14.0,5,5,10,2.04
2025,4018355,Sweden Women's,Smilla Holmberg,10.0,4.0,14.0,6,4,10,5.09
2024,3941018,Georgia,Sandro Altunashvili,7.0,7.0,14.0,3,5,8,6.22
2025,3998842,Wales,Hannah Cain,4.0,10.0,14.0,3,5,8,6.8
2024,3942819,Netherlands,Memphis Depay,5.0,9.0,14.0,5,6,11,3.55
2024,3930182,Serbia,Dušan Vlahović,6.0,8.0,14.0,4,7,11,3.26
2025,3998842,Wales,Esther Morgan,5.0,9.0,14.0,5,4,9,6.8
2024,3930177,Hungary,Attila Szalai,7.0,7.0,14.0,6,6,12,4.84
2024,3938638,Ukraine,Oleksandr Tymchyk,9.0,5.0,14.0,5,5,10,2.6
2024,3938641,Austria,Michael Gregoritsch,7.0,7.0,14.0,5,4,9,3.4
2025,3998846,Portugal Women's,Jéssica da Silva,8.0,6.0,14.0,7,6,13,4.27
2024,3939980,Jamaica,Shamar Nicholson,5.0,9.0,14.0,3,7,10,4.96
2024,3942227,Switzerland,Denis Lemi Zakaria Lako Lado,7.0,7.0,14.0,4,6,10,2.33
2024,3930172,Spain,Alejandro Baena Rodríguez,7.0,7.0,14.0,5,4,9,2.48
2025,3998844,Iceland Women's,Alexandra Jóhannsdóttir,7.0,7.0,14.0,5,6,11,6.7
2025,3998842,Netherlands Women's,Caitlin Dijkstra,7.0,7.0,14.0,4,5,9,2.85
2024,3941022,Austria,Michael Gregoritsch,3.0,11.0,14.0,3,6,9,2.76
2025,3998844,Switzerland Women's,Leila Wandeler,5.0,9.0,14.0,4,6,10,4.56
2024,3939982,Bolivia,Lucas Leónidas Chávez Cruz,4.0,10.0,14.0,3,6,9,4.95
2025,3998858,Wales,Carrie Jones,5.0,9.0,14.0,5,5,10,8.33
2025,3998851,England Women's,Bethany Mead,6.0,8.0,14.0,3,6,9,4.02
2024,3938637,Poland,Bartosz Slisz,9.0,5.0,14.0,6,5,11,5.62
2023/2024,3895113,Wolfsburg,Kevin Paredes,7.0,7.0,14.0,5,5,10,3.74
2024,3939989,Bolivia,Bruno Miranda Villagomez,7.0,7.0,14.0,5,4,9,3.55
2025,3998849,Denmark Women's,Janni Thomsen,6.0,8.0,14.0,3,5,8,8.19
2024,3938639,Georgia,Luka Lochoshvili,9.0,5.0,14.0,4,3,7,3.41
2023/2024,3895286,Bayer Leverkusen,Borja Iglesias Quintas,5.0,9.0,14.0,4,5,9,2.05
2024,3942752,France,Bradley Barcola,6.0,8.0,14.0,4,3,7,4.38
2024,3930164,Slovakia,Tomáš Suslov,7.0,7.0,14.0,6,3,9,4.53
2025,4018357,France Women's,Amel Majri,6.0,8.0,14.0,4,6,10,2.25
2024,3942416,Colombia,Santiago Arias Naranjo,7.0,7.0,14.0,5,5,10,4.18
2024,3939970,Chile,Rodrigo Eduardo Echeverría Sáez,8.0,5.0,13.0,4,4,8,2.86
2025,3998838,Italy Women's,Michela Cambiaghi,4.0,9.0,13.0,3,6,9,4.36
2024,3939970,Chile,Marcos Nikolas Bolados Hidalgo,3.0,10.0,13.0,3,6,9,2.86
2023/2024,3895180,Bayer Leverkusen,Adam Hložek,7.0,6.0,13.0,5,5,10,1.9
2024,3939981,United States,João Lucas de Souza Cardoso,6.0,7.0,13.0,3,5,8,9.7
2023/2024,3895180,Bayer Leverkusen,Nathan Tella,6.0,7.0,13.0,5,5,10,1.9
2023/2024,3895258,FC Köln,Steffen Tigges,5.0,8.0,13.0,3,6,9,6.91
2024,3930184,Czech Republic,Mojmír Chytil,1.0,12.0,13.0,1,6,7,6.99
2023/2024,3895286,Hoffenheim,Ihlas Bebou,4.0,9.0,13.0,3,7,10,4.58
2024,3930158,Scotland,Billy Gilmour,7.0,6.0,13.0,5,4,9,6.31
2023/2024,3895052,RB Leipzig,Emil Peter Forsberg,6.0,7.0,13.0,5,5,10,2.54
2024,3930184,Czech Republic,Tomáš Chorý,3.0,10.0,13.0,3,7,10,6.99
2024,3942415,Brazil,Endrick Felipe Moreira de Sousa,1.0,12.0,13.0,1,7,8,3.81
2025,3998849,Germany Women's,Lea Schüller,6.0,7.0,13.0,4,5,9,2.52
2025,4018357,Germany Women's,Sophia Kleinherne,9.0,4.0,13.0,6,3,9,9.09
2025,3998847,Spain Women's,Athenea del Castillo Belvide,6.0,7.0,13.0,6,5,11,1.85
2023/2024,3895052,Bayer Leverkusen,Arthur Augusto de Matos Soares,6.0,7.0,13.0,5,5,10,3.28
2023/2024,3895266,Wolfsburg,Aster Vranckx,6.0,7.0,13.0,4,6,10,5.68
2024,3942785,Argentina,Nicolás Hernán Otamendi,7.0,6.0,13.0,5,6,11,3.01
2023/2024,3895139,Union Berlin,Leonardo Bonucci,6.0,7.0,13.0,5,5,10,4.1
2024,3939976,Costa Rica,Manfred Ugalde,3.0,10.0,13.0,2,6,8,6.81
2023/2024,3895074,Bayer Leverkusen,Amine Adli,6.0,7.0,13.0,6,5,11,2.49
2024,3939970,Peru,José Paolo Guerrero Gonzáles,5.0,8.0,13.0,4,7,11,6.02
2023/2024,3895194,Augsburg,Arne Maier,7.0,6.0,13.0,7,5,12,6.22
2023/2024,3895060,Bayer Leverkusen,Josip Stanišić,8.0,5.0,13.0,5,4,9,1.99
2023/2024,3895153,Bayer Leverkusen,Nathan Tella,6.0,7.0,13.0,6,6,12,1.93
2024,3939984,Colombia,Jhon Jáder Durán Palacio,4.0,9.0,13.0,4,5,9,2.63
2024,3930182,Serbia,Sergej Milinković-Savić,6.0,7.0,13.0,5,4,9,3.02
2024,3939989,Panama,Eduardo Antonio Guerrero Lozcano,5.0,8.0,13.0,3,5,8,3.52
2023/2024,3895107,FC Köln,Max Finkgräfe,6.0,7.0,13.0,5,5,10,3.66
2023/2024,3895220,Darmstadt 98,Fabio Torsiello,7.0,6.0,13.0,6,3,9,4.28
2024,3938641,Austria,Romano Schmid,6.0,7.0,13.0,3,4,7,3.16
2024,3939984,Costa Rica,Álvaro Zamora,13.0,0.0,13.0,7,0,7,5.06
2023/2024,3895232,Bayer Leverkusen,Jonas Hofmann,7.0,6.0,13.0,4,5,9,3.49
2024,3930182,Denmark,Kasper Dolberg,5.0,8.0,13.0,5,8,13,2.6
2024,3930177,Scotland,Kenneth McLean,6.0,7.0,13.0,4,4,8,2.98
2025,3998837,Norway Women's,Mathilde Hauge Harviken,6.0,7.0,13.0,5,4,9,4.56
2023/2024,3895167,VfB Stuttgart,Leonidas Stergiou,7.0,6.0,13.0,4,4,8,2.46
2024,3942382,Turkey,Okay Yokuşlu,8.0,5.0,13.0,5,4,9,4.11
2024,3938640,Slovakia,Róbert Boženík,6.0,7.0,13.0,5,6,11,2.48
2025,3998852,WNT Finland,Olga Ahtinen,7.0,6.0,13.0,7,6,13,3.24
2023/2024,3895167,Bayer Leverkusen,Piero Martín Hincapié Reyna,8.0,5.0,13.0,4,4,8,2.72
2023/2024,3895275,Freiburg,Yannik Keitel,5.0,8.0,13.0,5,4,9,4.44
2024,3930171,England,Jarrod Bowen,4.0,9.0,13.0,2,3,5,2.66
2024,3930172,Italy,Davide Frattesi,5.0,8.0,13.0,4,3,7,3.33
2024,3939972,Ecuador,John Yeboah Zamora,6.0,7.0,13.0,4,5,9,6.44
2023/2024,3895348,Bayer Leverkusen,Patrik Schick,5.0,8.0,13.0,4,6,10,1.85
2024,3939979,Mexico,César Saúl Huerta Valera,6.0,7.0,13.0,4,3,7,3.07
2024,3930176,Switzerland,Kwadwo Duah,5.0,8.0,13.0,4,5,9,4.64
2024,3943043,England,Cole Palmer,6.0,7.0,13.0,4,3,7,5.12
2023/2024,3895153,Werder Bremen,Senne Lynen,7.0,6.0,13.0,5,3,8,3.03
2024,3930168,Germany,Niclas Füllkrug,5.0,8.0,13.0,4,5,9,1.89
2024,3938637,Poland,Karol Świderski,5.0,8.0,13.0,4,6,10,5.22
2025,3998851,England Women's,Grace Clinton,4.0,9.0,13.0,2,7,9,3.74
2025,3998855,Italy Women's,Emma Severini,6.0,7.0,13.0,6,5,11,5.83
2024,3941021,Netherlands,Micky van de Ven,6.0,7.0,13.0,5,5,10,2.77
2024,3938639,Georgia,Zuriko Davitashvili,6.0,7.0,13.0,4,2,6,3.16
2024,3930163,England,Jarrod Bowen,6.0,7.0,13.0,3,5,8,2.39
2024,3942416,Panama,Roderick Alonso Miller Molina,7.0,6.0,13.0,3,3,6,4.35
2023/2024,3895302,Werder Bremen,Olivier Deman,6.0,6.0,12.0,4,5,9,2.69
2024,3930180,Austria,Konrad Laimer,6.0,6.0,12.0,5,4,9,3.59
2024,3939974,Bolivia,Carmelo Algarañaz Añez,3.0,9.0,12.0,2,6,8,3.97
2024,3938641,Poland,Robert Lewandowski,5.0,7.0,12.0,4,4,8,3.54
2024,3942349,Portugal,João Félix Sequeira,6.0,6.0,12.0,5,5,10,1.43
2023/2024,3895302,Bayer Leverkusen,Patrik Schick,4.0,8.0,12.0,3,6,9,2.05
2024,3939981,United States,Matthew Charles Turner,6.0,6.0,12.0,4,2,6,8.96
2023/2024,3895086,FC Heidenheim,Kevin Sessa,6.0,6.0,12.0,5,6,11,4.35
2024,3930159,Switzerland,Mohamed Zeki Amdouni,4.0,8.0,12.0,4,5,9,2.95
2024,3939981,United States,Giovanni Reyna,8.0,4.0,12.0,6,4,10,8.96
2024,3939972,Venezuela,Eric Kleybel Ramírez Matheus,5.0,7.0,12.0,4,4,8,2.64
2024,3930162,Slovenia,Žan Celar,7.0,5.0,12.0,3,2,5,4.69
2024,3942229,Canada,Ismael Koné,7.0,5.0,12.0,6,4,10,4.29
2025,3998854,Belgium Women's,Jassina Blom,6.0,6.0,12.0,4,5,9,4.69
2025,3998841,Sweden Women's,Rebecka Blomqvist,4.0,8.0,12.0,3,6,9,3.55
2023/2024,3895067,Darmstadt 98,Oscar Vilhelmsson,3.0,9.0,12.0,3,6,9,5.53
2023/2024,3895067,Darmstadt 98,Tobias Kempe,6.0,6.0,12.0,5,4,9,5.53
2025,3998849,Germany Women's,Kathrin Julia Hendrich,7.0,5.0,12.0,6,3,9,2.33
2023/2024,3895067,Darmstadt 98,Tim Skarke,4.0,8.0,12.0,4,3,7,5.53
2024,3930158,Scotland,Kenneth McLean,5.0,7.0,12.0,3,3,6,5.83
2023/2024,3895052,RB Leipzig,Fabio Carvalho,6.0,6.0,12.0,6,5,11,2.34
2025,3998847,Spain Women's,Leila Ouahabi El Ouahabi,6.0,6.0,12.0,5,3,8,1.71
2024,3943076,Canada,Alphonso Davies,6.0,6.0,12.0,5,6,11,4.41
2024,3940878,Switzerland,Vincent Sierro,4.0,8.0,12.0,3,6,9,2.41
2024,3930166,Czech Republic,Antonín Barák,5.0,7.0,12.0,4,7,11,6.78
2024,3930174,Turkey,Orkun Kökçü,4.0,8.0,12.0,3,6,9,3.08
2024,3941018,Spain,Jesús Navas González,6.0,6.0,12.0,4,4,8,1.53
2024,3939978,Canada,Tajon Buchanan,5.0,7.0,12.0,3,5,8,3.87
2025,3998837,Switzerland Women's,Sydney Schertenleib,5.0,7.0,12.0,4,5,9,3.13
2025,4020077,Germany Women's,Sara Däbritz,5.0,7.0,12.0,3,5,8,4.2
2025,3998859,France Women's,Lou Bogaert,10.0,2.0,12.0,5,2,7,4.24
2024,3942785,Argentina,Nahuel Molina Lucero,7.0,5.0,12.0,5,4,9,2.78
2024,3939976,Costa Rica,Álvaro Zamora,12.0,0.0,12.0,7,0,7,6.28
2023/2024,3895333,Eintracht Frankfurt,Jean-Mattéo Bahoya Négoce,5.0,7.0,12.0,4,6,10,2.52
2024,3930170,Serbia,Lazar Samardžić,5.0,7.0,12.0,4,5,9,2.37
2024,3938643,France,Olivier Giroud,6.0,6.0,12.0,5,6,11,2.35
2024,3943076,Uruguay,Cristian Gonzalo Olivera Ibarra,4.0,8.0,12.0,4,6,10,4.38
2025,3998848,Poland Women's,Wiktoria Zieniewicz,6.0,6.0,12.0,6,4,10,4.56
2023/2024,3895153,Bayer Leverkusen,Amine Adli,6.0,6.0,12.0,4,5,9,1.78
2025,4020846,Spain Women's,Leila Ouahabi El Ouahabi,7.0,5.0,12.0,6,3,9,1.72
2024,3938643,Poland,Michał Skóraś,6.0,6.0,12.0,5,5,10,3.23
2024,3938644,Georgia,Anzor Mekvabishvili,6.0,6.0,12.0,3,4,7,5.36
2024,3938640,Ukraine,Oleksandr Zubkov,6.0,6.0,12.0,5,4,9,3.13
2023/2024,3895275,Bayer Leverkusen,Robert Andrich,6.0,6.0,12.0,4,5,9,1.73
2025,3998853,Iceland Women's,Agla María Albertsdóttir,3.0,9.0,12.0,2,6,8,4.32
2024,3939980,Jamaica,Karoy Anderson,6.0,6.0,12.0,5,5,10,4.26
2024,3939985,Canada,Tanitoluwa Oluwaseyi,5.0,7.0,12.0,5,5,10,3.19
2025,3998852,WNT Finland,Jutta Rantala,4.0,8.0,12.0,3,5,8,2.99
2024,3939977,Chile,Marcelino Ignacio Nuñez Espinoza,5.0,7.0,12.0,4,5,9,3.91
2025,3998858,Wales,Ffion Morgan,3.0,9.0,12.0,3,7,10,7.14
2024,3938640,Slovakia,Tomáš Suslov,5.0,7.0,12.0,5,4,9,2.29
2024,3939982,Bolivia,Diego Daniel Medina Roman,7.0,5.0,12.0,3,2,5,4.24
2024,3939986,Argentina,Nicolás Iván González,6.0,6.0,12.0,3,4,7,2.02
2025,3998854,Portugal Women's,Telma Raquel Velosa Encarnação,4.0,8.0,12.0,4,6,10,3.31
2024,3939986,Peru,Wilder José Cartagena Mendoza,6.0,6.0,12.0,4,4,8,6.78
2025,3998855,Italy Women's,Cristiana Girelli,5.0,7.0,12.0,5,4,9,5.38
2024,3941019,France,Randal Kolo Muani,4.0,8.0,12.0,4,6,10,2.04
2024,3930175,Belgium,Zeno Debast,7.0,5.0,12.0,4,4,8,3.01
2024,3930165,Austria,Alexander Prass,5.0,7.0,12.0,5,7,12,2.78
2024,3942416,Panama,Omar Javier Valencia Arauz,6.0,6.0,12.0,5,4,9,4.01
2024,3938639,Georgia,Sandro Altunashvili,6.0,6.0,12.0,4,6,10,2.92
2023/2024,3895286,Bayer Leverkusen,Josip Stanišić,6.0,6.0,12.0,5,5,10,1.76
2024,3930180,Austria,Leopold Querfeld,7.0,4.0,11.0,3,3,6,3.29
2025,4018354,Norway Women's,Elisabeth Terland,5.0,6.0,11.0,4,3,7,3.45
2024,3940983,Germany,Florian Wirtz,4.0,7.0,11.0,4,6,10,2.18
2024,3938641,Poland,Adam Buksa,4.0,7.0,11.0,2,6,8,3.24
2024,3930180,Austria,Michael Gregoritsch,4.0,7.0,11.0,3,4,7,3.29
2024,3942229,Canada,Ali Ahmed,4.0,7.0,11.0,4,4,8,3.93
2025,3998838,Italy Women's,Julie Piga,7.0,4.0,11.0,3,4,7,3.69
2023/2024,3895180,Bayer Leverkusen,Patrik Schick,4.0,7.0,11.0,4,6,10,1.61
2024,3939978,Peru,Brayan Roberto Reyna Casaverde,5.0,6.0,11.0,3,3,6,3.83
2024,3930167,Croatia,Ante Budimir,3.0,8.0,11.0,3,5,8,1.82
2024,3939992,Costa Rica,Álvaro José Zamora Mata,0.0,11.0,11.0,0,7,7,5.42
2025,3998855,Spain Women's,Maite Zubieta Aranbarri,6.0,5.0,11.0,2,5,7,1.45
2025,3998843,England Women's,Ella Toone,3.0,8.0,11.0,2,6,8,2.7
2023/2024,3895286,Hoffenheim,Grischa Prömel,7.0,4.0,11.0,5,4,9,3.87
2024,3930166,Czech Republic,Ondřej Lingr,5.0,6.0,11.0,4,5,9,6.21
2023/2024,3895309,Borussia Dortmund,Marco Reus,4.0,7.0,11.0,4,5,9,2.48
2023/2024,3895095,Bayer Leverkusen,Robert Andrich,5.0,6.0,11.0,4,2,6,2.0
2023/2024,3895258,FC Köln,Benno Schmitz,6.0,5.0,11.0,4,2,6,5.85
2023/2024,3895067,Darmstadt 98,Matej Maglica,6.0,5.0,11.0,4,4,8,5.07
2025,3998841,Sweden Women's,Lina Mona Andréa Hurtig,4.0,7.0,11.0,3,3,6,3.25
2024,3930167,Albania,Mirlind Daku,4.0,7.0,11.0,2,4,6,4.17
2024,3930184,Czech Republic,Adam Hložek,4.0,7.0,11.0,4,5,9,5.91
2024,3930166,Czech Republic,Mojmír Chytil,3.0,8.0,11.0,3,4,7,6.21
2025,4018356,Switzerland Women's,Leila Wandeler,4.0,7.0,11.0,3,3,6,5.29
2023/2024,3895086,Bayer Leverkusen,Nathan Tella,6.0,5.0,11.0,4,4,8,1.39
2025,4018356,Switzerland Women's,Noemi Ivelj,4.0,7.0,11.0,3,5,8,5.29
2024,3938642,Georgia,Luka Lochoshvili,6.0,5.0,11.0,3,4,7,4.1
2024,3930177,Hungary,Kevin Csoboth,5.0,6.0,11.0,4,4,8,3.81
2024,3938645,Belgium,Johan Bakayoko,5.0,6.0,11.0,4,3,7,2.13
2024,3930177,Hungary,Ádám Nagy,5.0,6.0,11.0,4,4,8,3.81
2025,3998845,WNT Finland,Nea Lehtola,4.0,7.0,11.0,2,4,6,2.29
2024,3939988,Ecuador,Alan Steve Minda García,3.0,8.0,11.0,2,5,7,5.0
2024,3930170,Serbia,Luka Jović,5.0,6.0,11.0,4,5,9,2.17
2025,3998837,Norway Women's,Elisabeth Terland,2.0,9.0,11.0,1,6,7,3.86
2023/2024,3895275,Bayer Leverkusen,Amine Adli,6.0,5.0,11.0,6,4,10,1.59
2025,3998853,Iceland Women's,Katla Tryggvadóttir,4.0,7.0,11.0,3,4,7,3.96
2024,3939975,Paraguay,Ramón Sosa Acosta,5.0,6.0,11.0,4,4,8,6.01
2025,3998837,Norway Women's,Lisa Fjeldstad Naalsund,7.0,4.0,11.0,4,3,7,3.86
2025,3998844,Iceland Women's,Agla María Albertsdóttir,2.0,9.0,11.0,2,4,6,5.26
2024,3930176,Germany,Maximilian Beier,4.0,7.0,11.0,3,5,8,1.82
2024,3930171,England,Eberechi Eze,4.0,7.0,11.0,3,5,8,2.25
2024,3930176,Germany,Leroy Sané,4.0,7.0,11.0,4,3,7,1.82
2024,3939982,Bolivia,Jaume Cuéllar Mendoza,3.0,8.0,11.0,3,5,8,3.89
2024,3930184,Turkey,Muhammed Kerem Aktürkoğlu,5.0,6.0,11.0,4,4,8,2.36
2024,3939986,Peru,José Paolo Guerrero Gonzáles,3.0,8.0,11.0,2,5,7,6.21
2024,3939977,Chile,Marcos Nikolas Bolados Hidalgo,4.0,7.0,11.0,3,6,9,3.58
2024,3943077,Argentina,Lautaro Javier Martínez,3.0,8.0,11.0,3,6,9,2.54
2024,3939977,Argentina,Lautaro Javier Martínez,3.0,8.0,11.0,2,6,8,2.11
2024,3939981,Panama,Eduardo Antonio Guerrero Lozcano,4.0,7.0,11.0,3,5,8,2.2
2024,3938637,Poland,Jakub Piotrowski,5.0,6.0,11.0,3,6,9,4.42
2024,3939969,Canada,Jacob Shaffelburg,3.0,8.0,11.0,2,4,6,3.79
2024,3942752,France,Antoine Griezmann,5.0,6.0,11.0,4,4,8,3.44
2025,3998849,Denmark Women's,Sanne Troelsgaard-Nielsen,6.0,5.0,11.0,5,4,9,6.43
2024,3930165,Austria,Romano Schmid,5.0,6.0,11.0,3,3,6,2.55
2023/2024,3895158,Borussia Dortmund,Karim-David Adeyemi,3.0,7.0,10.0,2,5,7,3.98
2024,3930162,Slovenia,Benjamin Verbič,5.0,5.0,10.0,4,4,8,3.91
2025,3998840,Poland Women's,Natalia Padilla-Bidas,3.0,7.0,10.0,2,3,5,5.78
2024,3939992,Costa Rica,Brandon Aguilera Zamora,5.0,5.0,10.0,4,4,8,4.93
2024,3942229,Canada,Richie Laryea,6.0,4.0,10.0,5,3,8,3.57
2025,3998840,Poland Women's,Kayla Joan Zophia Adamek,4.0,6.0,10.0,3,5,8,5.78
2023/2024,3895333,Bayer Leverkusen,Victor Okoh Boniface,4.0,6.0,10.0,3,5,8,2.68
2024,3939983,Brazil,Raphael Dias Belloli,3.0,7.0,10.0,3,4,7,2.33
2023/2024,3895202,RB Leipzig,Benjamin Henrichs,5.0,5.0,10.0,3,4,7,2.73
2024,3930183,Romania,Deian Cristian Sorescu,5.0,5.0,10.0,2,3,5,3.88
2025,3998851,Netherlands Women's,Vivianne Miedema,5.0,5.0,10.0,4,4,8,3.27
2025,3998843,England Women's,Grace Clinton,5.0,5.0,10.0,3,5,8,2.45
2023/2024,3895286,Hoffenheim,Dennis Geiger,4.0,6.0,10.0,4,5,9,3.52
2023/2024,3895258,FC Köln,Leart Paqarada,6.0,4.0,10.0,4,3,7,5.32
2024,3942852,Colombia,Andrés Mateus Uribe Villa,5.0,5.0,10.0,3,5,8,4.52
2024,3930184,Czech Republic,Antonín Barák,5.0,5.0,10.0,4,4,8,5.38
2025,3998842,Wales,Ffion Morgan,5.0,5.0,10.0,5,5,10,4.85
2024,3930179,Spain,Alejandro Baena Rodríguez,4.0,6.0,10.0,4,4,8,1.82
2023/2024,3895220,Darmstadt 98,Andreas Müller,5.0,5.0,10.0,5,4,9,3.29
2024,3939988,Ecuador,Ángel Israel Mena Delgado,6.0,4.0,10.0,5,4,9,4.55
2024,3930175,Romania,Deian Cristian Sorescu,6.0,4.0,10.0,4,3,7,3.24
2024,3930181,Slovenia,Josip Iličić,4.0,6.0,10.0,3,4,7,4.57
2024,3940983,Denmark,Jacob Bruun Larsen,3.0,7.0,10.0,3,4,7,2.58
