season_name,match_id,team,total_shots,total_xg,npxg,total_goals,np_goals,avg_npxg_per_shot
2024,3938637,Netherlands,21,1.313,1.313,2.0,2.0,0.063
2024,3938637,Poland,12,0.909,0.909,1.0,1.0,0.076
2024,3938638,Romania,10,1.121,1.121,3.0,3.0,0.112
2024,3938638,Ukraine,13,0.543,0.543,0.0,0.0,0.042
2024,3938639,Turkey,22,2.403,2.403,3.0,3.0,0.109
2024,3938639,Georgia,14,1.579,1.579,1.0,1.0,0.113
2024,3938640,Ukraine,13,1.732,1.732,2.0,2.0,0.133
2024,3938640,Slovakia,14,0.746,0.746,1.0,1.0,0.053
2024,3938641,Poland,15,1.437,1.437,1.0,1.0,0.096
2024,3938641,Austria,15,1.822,1.038,3.0,2.0,0.074
2024,3938642,Czech Republic,27,2.865,2.865,1.0,1.0,0.106
2024,3938642,Georgia,5,1.18,0.396,1.0,0.0,0.099
2024,3938643,France,19,1.891,1.108,1.0,0.0,0.062
2024,3938643,Poland,10,1.179,0.396,1.0,0.0,0.044
2024,3938644,Portugal,22,2.356,2.356,0.0,0.0,0.107
2024,3938644,Georgia,7,1.345,0.562,2.0,1.0,0.094
2024,3938645,Ukraine,14,0.709,0.709,0.0,0.0,0.051
2024,3938645,Belgium,12,0.634,0.634,0.0,0.0,0.053
2024,3939969,Argentina,19,3.538,3.538,2.0,2.0,0.186
2024,3939969,Canada,10,0.977,0.977,0.0,0.0,0.098
2024,3939970,Chile,11,1.025,1.025,0.0,0.0,0.093
2024,3939970,Peru,7,0.677,0.677,0.0,0.0,0.097
2024,3939971,Mexico,20,1.136,1.136,1.0,1.0,0.057
2024,3939971,Jamaica,13,0.506,0.506,0.0,0.0,0.039
2024,3939972,Venezuela,14,1.585,1.585,2.0,2.0,0.113
2024,3939972,Ecuador,9,0.736,0.736,1.0,1.0,0.082
2024,3939973,Uruguay,20,1.361,1.361,3.0,3.0,0.068
2024,3939973,Panama,10,0.541,0.541,1.0,1.0,0.054
2024,3939974,United States,20,2.405,2.405,2.0,2.0,0.12
2024,3939974,Bolivia,6,0.15,0.15,0.0,0.0,0.025
2024,3939975,Paraguay,11,0.828,0.828,1.0,1.0,0.075
2024,3939975,Colombia,11,0.622,0.622,2.0,2.0,0.057
2024,3939976,Brazil,20,1.621,1.621,0.0,0.0,0.081
2024,3939976,Costa Rica,2,0.037,0.037,0.0,0.0,0.018
2024,3939977,Argentina,22,2.784,2.784,1.0,1.0,0.127
2024,3939977,Chile,3,0.131,0.131,0.0,0.0,0.044
2024,3939978,Canada,5,0.909,0.909,1.0,1.0,0.182
2024,3939978,Peru,9,0.576,0.576,0.0,0.0,0.064
2024,3939979,Mexico,18,2.384,1.601,0.0,0.0,0.094
2024,3939979,Venezuela,10,1.139,0.355,1.0,0.0,0.039
2024,3939980,Ecuador,23,2.332,1.548,2.0,1.0,0.07
2024,3939980,Jamaica,7,0.935,0.935,1.0,1.0,0.134
2024,3939981,United States,6,0.914,0.914,1.0,1.0,0.152
2024,3939981,Panama,13,0.731,0.731,2.0,2.0,0.056
2024,3939982,Uruguay,18,2.321,2.321,5.0,5.0,0.129
2024,3939982,Bolivia,4,0.051,0.051,0.0,0.0,0.013
2024,3939983,Brazil,17,3.748,2.181,4.0,3.0,0.145
2024,3939983,Paraguay,15,0.692,0.692,1.0,1.0,0.046
2024,3939984,Colombia,18,2.902,2.119,3.0,2.0,0.125
2024,3939984,Costa Rica,5,0.165,0.165,0.0,0.0,0.033
2024,3939985,Canada,9,0.699,0.699,0.0,0.0,0.078
2024,3939985,Chile,8,0.454,0.454,0.0,0.0,0.057
2024,3939986,Argentina,12,2.106,1.322,2.0,2.0,0.12
2024,3939986,Peru,7,0.167,0.167,0.0,0.0,0.024
2024,3939987,Venezuela,17,1.714,1.714,3.0,3.0,0.101
2024,3939987,Jamaica,8,0.668,0.668,0.0,0.0,0.083
2024,3939988,Mexico,20,0.938,0.938,0.0,0.0,0.047
2024,3939988,Ecuador,9,0.306,0.306,0.0,0.0,0.034
2024,3939989,Panama,13,1.341,1.341,3.0,3.0,0.103
2024,3939989,Bolivia,7,0.788,0.788,1.0,1.0,0.113
2024,3939990,Uruguay,12,1.272,1.272,1.0,1.0,0.106
2024,3939990,United States,8,0.471,0.471,0.0,0.0,0.059
2024,3939991,Colombia,13,1.503,1.503,1.0,1.0,0.116
2024,3939991,Brazil,7,0.306,0.306,1.0,1.0,0.044
2024,3939992,Paraguay,17,1.44,1.44,1.0,1.0,0.085
2024,3939992,Costa Rica,2,0.272,0.272,2.0,2.0,0.136
2024,3940878,Switzerland,16,0.782,0.782,2.0,2.0,0.049
2024,3940878,Italy,11,0.726,0.726,0.0,0.0,0.066
2024,3940983,Germany,15,2.227,1.443,2.0,1.0,0.103
2024,3940983,Denmark,10,1.073,1.073,0.0,0.0,0.107
2024,3941017,England,16,1.587,1.587,2.0,2.0,0.099
2024,3941017,Slovakia,13,1.548,1.548,1.0,1.0,0.119
2024,3941018,Spain,35,2.765,2.765,4.0,4.0,0.079
2024,3941018,Georgia,4,0.113,0.113,0.0,0.0,0.028
2024,3941019,France,19,1.262,1.262,0.0,0.0,0.066
2024,3941019,Belgium,5,0.363,0.363,0.0,0.0,0.073
2024,3941020,Portugal,23,4.072,0.938,3.0,0.0,0.049
2024,3941020,Slovenia,13,3.066,0.716,0.0,0.0,0.072
2024,3941021,Netherlands,24,2.626,2.626,3.0,3.0,0.109
2024,3941021,Romania,5,0.268,0.268,0.0,0.0,0.054
2024,3941022,Austria,21,2.488,2.488,1.0,1.0,0.118
2024,3941022,Turkey,6,0.883,0.883,2.0,2.0,0.147
2024,3942226,Germany,23,1.629,1.629,1.0,1.0,0.071
2024,3942226,Spain,19,1.534,1.534,2.0,2.0,0.081
2024,3942227,Switzerland,16,4.335,1.201,4.0,1.0,0.1
2024,3942227,England,18,4.455,0.537,6.0,1.0,0.041
2024,3942228,Argentina,13,4.777,0.859,5.0,1.0,0.107
2024,3942228,Ecuador,13,4.523,0.605,3.0,1.0,0.076
2024,3942229,Canada,22,6.054,1.353,5.0,1.0,0.085
2024,3942229,Venezuela,21,5.623,0.922,4.0,1.0,0.061
2024,3942349,Portugal,19,4.543,1.409,3.0,0.0,0.094
2024,3942349,France,25,4.985,1.067,5.0,0.0,0.053
2024,3942382,Turkey,15,1.182,1.182,1.0,1.0,0.079
2024,3942382,Netherlands,11,0.719,0.719,1.0,1.0,0.065
2024,3942415,Brazil,11,3.81,0.676,2.0,0.0,0.097
2024,3942415,Uruguay,17,4.547,0.63,4.0,0.0,0.052
2024,3942416,Colombia,7,2.18,0.613,5.0,3.0,0.123
2024,3942416,Panama,14,0.61,0.61,0.0,0.0,0.044
2024,3942752,France,9,0.851,0.851,1.0,1.0,0.095
2024,3942752,Spain,6,0.431,0.431,2.0,2.0,0.072
2024,3942785,Argentina,11,1.756,1.756,2.0,2.0,0.16
2024,3942785,Canada,9,0.677,0.677,0.0,0.0,0.075
2024,3942819,England,9,1.253,0.47,2.0,1.0,0.059
2024,3942819,Netherlands,7,0.412,0.412,1.0,1.0,0.059
2024,3942852,Colombia,11,1.172,1.172,1.0,1.0,0.107
2024,3942852,Uruguay,11,0.755,0.755,0.0,0.0,0.069
2024,3943043,Spain,16,1.792,1.792,2.0,2.0,0.112
2024,3943043,England,9,0.726,0.726,1.0,1.0,0.081
2024,3943076,Canada,19,6.205,2.288,5.0,2.0,0.163
2024,3943076,Uruguay,16,4.65,1.516,6.0,2.0,0.126
2024,3943077,Argentina,11,1.083,1.083,1.0,1.0,0.098
2024,3943077,Colombia,19,0.988,0.988,0.0,0.0,0.052
2025,3998836,Iceland Women's,13,0.997,0.997,0.0,0.0,0.077
2025,3998836,WNT Finland,16,0.767,0.767,1.0,1.0,0.048
2025,3998837,Norway Women's,8,1.807,1.023,1.0,1.0,0.146
2025,3998837,Switzerland Women's,17,0.946,0.946,1.0,1.0,0.056
2025,3998838,Italy Women's,17,1.365,1.365,1.0,1.0,0.08
2025,3998838,Belgium Women's,10,0.501,0.501,0.0,0.0,0.05
2025,3998839,Spain Women's,22,3.414,3.414,5.0,5.0,0.155
2025,3998839,Portugal Women's,7,0.316,0.316,0.0,0.0,0.045
2025,3998840,Germany Women's,25,2.295,2.295,2.0,2.0,0.092
2025,3998840,Poland Women's,11,0.609,0.609,0.0,0.0,0.055
2025,3998841,Sweden Women's,17,1.394,1.394,1.0,1.0,0.082
2025,3998841,Denmark Women's,10,0.596,0.596,0.0,0.0,0.06
2025,3998842,Netherlands Women's,19,1.74,1.74,3.0,3.0,0.092
2025,3998842,Wales,5,0.154,0.154,0.0,0.0,0.031
2025,3998843,France Women's,14,1.648,1.648,2.0,2.0,0.118
2025,3998843,England Women's,12,0.732,0.732,1.0,1.0,0.061
2025,3998844,Switzerland Women's,15,0.769,0.769,2.0,2.0,0.051
2025,3998844,Iceland Women's,12,0.602,0.602,0.0,0.0,0.05
2025,3998845,Norway Women's,10,1.186,1.186,1.0,1.0,0.119
2025,3998845,WNT Finland,14,0.87,0.87,1.0,1.0,0.062
2025,3998846,Italy Women's,14,0.928,0.928,1.0,1.0,0.066
2025,3998846,Portugal Women's,5,0.263,0.263,1.0,1.0,0.053
2025,3998847,Spain Women's,34,3.156,3.156,6.0,6.0,0.093
2025,3998847,Belgium Women's,5,0.668,0.668,2.0,2.0,0.134
2025,3998848,Sweden Women's,22,2.732,2.732,3.0,3.0,0.124
2025,3998848,Poland Women's,7,0.239,0.239,0.0,0.0,0.034
2025,3998849,Germany Women's,27,2.691,1.908,2.0,1.0,0.073
2025,3998849,Denmark Women's,5,0.417,0.417,1.0,1.0,0.083
2025,3998850,France Women's,15,2.713,1.93,4.0,3.0,0.138
2025,3998850,Wales,6,1.45,1.45,1.0,1.0,0.242
2025,3998851,England Women's,17,2.4,2.4,4.0,4.0,0.141
2025,3998851,Netherlands Women's,4,0.164,0.164,0.0,0.0,0.041
2025,3998852,Switzerland Women's,16,1.2,1.2,1.0,1.0,0.075
2025,3998852,WNT Finland,6,1.085,0.301,1.0,0.0,0.06
2025,3998853,Iceland Women's,10,2.176,1.393,3.0,2.0,0.155
2025,3998853,Norway Women's,15,1.273,1.273,4.0,4.0,0.085
2025,3998854,Belgium Women's,13,2.063,2.063,2.0,2.0,0.159
2025,3998854,Portugal Women's,20,2.011,2.011,1.0,1.0,0.101
2025,3998855,Spain Women's,21,1.546,1.546,3.0,3.0,0.074
2025,3998855,Italy Women's,13,1.218,1.218,1.0,1.0,0.094
2025,3998856,Sweden Women's,13,2.906,2.122,4.0,3.0,0.177
2025,3998856,Germany Women's,9,0.875,0.875,1.0,1.0,0.097
2025,3998857,Poland Women's,15,1.947,1.947,3.0,3.0,0.13
2025,3998857,Denmark Women's,18,1.615,1.615,2.0,2.0,0.09
2025,3998858,England Women's,24,5.707,4.923,6.0,5.0,0.214
2025,3998858,Wales,6,0.614,0.614,1.0,1.0,0.102
2025,3998859,France Women's,20,2.645,1.861,5.0,4.0,0.098
2025,3998859,Netherlands Women's,11,1.085,1.085,1.0,1.0,0.099
2025,4018354,Italy Women's,14,1.597,1.597,2.0,2.0,0.114
2025,4018354,Norway Women's,10,1.895,1.112,1.0,1.0,0.124
2025,4018355,England Women's,25,7.396,1.911,5.0,2.0,0.106
2025,4018355,Sweden Women's,20,7.214,1.729,4.0,2.0,0.133
2025,4018356,Spain Women's,23,3.694,2.127,2.0,2.0,0.101
2025,4018356,Switzerland Women's,4,0.04,0.04,0.0,0.0,0.01
2025,4018357,France Women's,25,7.407,1.139,6.0,0.0,0.067
2025,4018357,Germany Women's,14,6.629,0.361,7.0,1.0,0.06
2025,4020005,England Women's,24,3.053,2.269,2.0,2.0,0.099
2025,4020005,Italy Women's,11,1.184,1.184,1.0,1.0,0.108
2025,4020077,Spain Women's,22,1.963,1.963,1.0,1.0,0.089
2025,4020077,Germany Women's,15,0.926,0.926,0.0,0.0,0.062
2025,4020846,Spain Women's,27,5.27,2.136,2.0,1.0,0.093
2025,4020846,England Women's,13,4.8,0.883,4.0,1.0,0.11
