match_id,team,total_actions,final_third_actions,field_tilt_pct
3825648,Eibar,575,174,30.26
3825648,Rayo Vallecano,981,202,20.59
3825649,Málaga,1052,292,27.76
3825649,Sporting Gijón,624,136,21.79
3825650,Athletic Club,840,253,30.12
3825650,Real Betis,896,235,26.23
3825651,Granada,577,133,23.05
3825651,Espanyol,762,174,22.83
3825652,Real Sociedad,967,290,29.99
3825652,Las Palmas,841,137,16.29
3825653,Eibar,687,205,29.84
3825653,Getafe,879,215,24.46
3825654,Celta Vigo,888,255,28.72
3825654,Valencia,577,138,23.92
3825655,Rayo Vallecano,590,148,25.08
3825655,Granada,883,174,19.71
3825656,Levante UD,904,260,28.76
3825656,RC Deportivo La Coruña,753,158,20.98
3825657,Málaga,888,280,31.53
3825657,Real Betis,637,135,21.19
3825658,Atlético Madrid,1261,501,39.73
3825658,Sporting Gijón,503,66,13.12
3825659,Athletic Club,554,160,28.88
3825659,Espanyol,747,121,16.2
3825660,Barcelona,1192,389,32.63
3825660,Villarreal,724,137,18.92
3825661,Real Madrid,1204,374,31.06
3825661,Sevilla,959,255,26.59
3825662,Celta Vigo,1027,234,22.78
3825662,RC Deportivo La Coruña,629,129,20.51
3825663,Málaga,958,308,32.15
3825663,Espanyol,678,168,24.78
3825664,Real Sociedad,1016,331,32.58
3825664,Sevilla,637,193,30.3
3825665,Athletic Club,978,223,22.8
3825665,Granada,499,113,22.65
3825666,Atlético Madrid,1196,376,31.44
3825666,Real Betis,933,240,25.72
3825667,Eibar,692,202,29.19
3825667,Villarreal,969,221,22.81
3825668,Sporting Gijón,860,224,26.05
3825668,Levante UD,826,201,24.33
3825669,Getafe,617,177,28.69
3825669,Rayo Vallecano,912,187,20.5
3825670,Levante UD,969,283,29.21
3825670,Real Betis,691,173,25.04
3825671,Sporting Gijón,726,183,25.21
3825671,Celta Vigo,1079,198,18.35
3825672,Málaga,561,193,34.4
3825672,Granada,759,242,31.88
3825673,RC Deportivo La Coruña,641,183,28.55
3825673,Las Palmas,1270,340,26.77
3825674,Atlético Madrid,926,329,35.53
3825674,Espanyol,839,97,11.56
3825675,Athletic Club,542,120,22.14
3825675,Rayo Vallecano,1061,229,21.58
3825676,Getafe,628,162,25.8
3825676,Villarreal,904,224,24.78
3825677,Sevilla,1046,370,35.37
3825677,Valencia,648,77,11.88
3825678,Eibar,684,195,28.51
3825678,Real Madrid,1050,186,17.71
3825679,Real Betis,956,330,34.52
3825679,Celta Vigo,594,71,11.95
3825680,Sevilla,965,263,27.25
3825680,RC Deportivo La Coruña,723,162,22.41
3825681,Real Madrid,1323,325,24.57
3825681,Getafe,830,162,19.52
3825682,Atlético Madrid,1094,302,27.61
3825682,Granada,893,196,21.95
3825683,Eibar,561,140,24.96
3825683,Real Sociedad,1066,250,23.45
3825684,Villarreal,773,217,28.07
3825684,Rayo Vallecano,851,213,25.03
3825685,Sporting Gijón,548,155,28.28
3825685,Las Palmas,1121,250,22.3
3825686,Málaga,902,211,23.39
3825686,Athletic Club,699,158,22.6
3825687,Levante UD,715,207,28.95
3825687,Espanyol,900,234,26.0
3825688,Getafe,678,193,28.47
3825688,Real Sociedad,1059,260,24.55
3825689,Espanyol,712,178,25.0
3825689,Celta Vigo,863,214,24.8
3825690,Las Palmas,1256,359,28.58
3825690,Real Betis,648,118,18.21
3825691,Levante UD,794,201,25.31
3825691,Granada,826,138,16.71
3825692,Sevilla,1232,415,33.69
3825692,Sporting Gijón,525,100,19.05
3825693,Atlético Madrid,949,261,27.5
3825693,Athletic Club,981,210,21.41
3825694,Eibar,774,219,28.29
3825694,Valencia,737,135,18.32
3825695,Real Madrid,1350,461,34.15
3825695,Villarreal,671,147,21.91
3825696,Málaga,692,245,35.4
3825696,Rayo Vallecano,751,215,28.63
3825697,Getafe,679,157,23.12
3825697,Valencia,1035,203,19.61
3825698,RC Deportivo La Coruña,888,284,31.98
3825698,Eibar,850,250,29.41
3825699,Real Betis,632,249,39.4
3825699,Sevilla,703,150,21.34
3825700,Real Madrid,931,342,36.73
3825700,Rayo Vallecano,870,157,18.05
3825701,Málaga,1016,313,30.81
3825701,Atlético Madrid,673,118,17.53
3825702,Real Sociedad,1282,444,34.63
3825702,Villarreal,717,159,22.18
3825703,Athletic Club,866,280,32.33
3825703,Levante UD,763,119,15.6
3825704,Granada,787,194,24.65
3825704,Celta Vigo,858,164,19.11
3825705,Sporting Gijón,626,193,30.83
3825705,Eibar,743,188,25.3
3825706,Athletic Club,631,154,24.41
3825706,Celta Vigo,1246,256,20.55
3825707,Las Palmas,1052,235,22.34
3825707,Granada,618,110,17.8
3825708,Málaga,876,292,33.33
3825708,Levante UD,677,173,25.55
3825709,Espanyol,1092,324,29.67
3825709,Sevilla,859,226,26.31
3825710,Real Sociedad,1022,282,27.59
3825710,Real Madrid,1014,260,25.64
3825711,Atlético Madrid,635,184,28.98
3825711,Rayo Vallecano,869,141,16.23
3825712,Getafe,790,248,31.39
3825712,RC Deportivo La Coruña,764,204,26.7
3825713,Villarreal,864,210,24.31
3825713,Valencia,794,159,20.03
3825714,Atlético Madrid,991,348,35.12
3825714,Levante UD,781,143,18.31
3825715,Málaga,758,269,35.49
3825715,Celta Vigo,826,173,20.94
3825716,Rayo Vallecano,614,165,26.87
3825716,Real Sociedad,741,176,23.75
3825717,Sevilla,818,288,35.21
3825717,Granada,550,117,21.27
3825718,Real Madrid,1043,262,25.12
3825718,Valencia,944,193,20.44
3825719,Athletic Club,747,171,22.89
3825719,Las Palmas,1104,166,15.04
3825720,Real Betis,962,267,27.75
3825720,Eibar,701,139,19.83
3825721,RC Deportivo La Coruña,947,253,26.72
3825721,Villarreal,803,160,19.93
3825722,Getafe,794,255,32.12
3825722,Sporting Gijón,714,203,28.43
3825723,Levante UD,699,158,22.6
3825723,Rayo Vallecano,847,189,22.31
3825724,RC Deportivo La Coruña,1033,283,27.4
3825724,Real Madrid,1090,283,25.96
3825725,Getafe,845,266,31.48
3825725,Real Betis,755,230,30.46
3825726,Athletic Club,904,257,28.43
3825726,Sevilla,889,166,18.67
3825727,Eibar,842,309,36.7
3825727,Espanyol,776,124,15.98
3825728,Atlético Madrid,864,288,33.33
3825728,Celta Vigo,1101,273,24.8
3825729,Sporting Gijón,1039,293,28.2
3825729,Villarreal,918,160,17.43
3825730,Real Sociedad,910,308,33.85
3825730,Valencia,920,147,15.98
3825731,Málaga,745,185,24.83
3825731,Las Palmas,1097,204,18.6
3825732,Levante UD,760,201,26.45
3825732,Celta Vigo,995,218,21.91
3825733,Málaga,700,200,28.57
3825733,Sevilla,875,149,17.03
3825734,Real Sociedad,1227,501,40.83
3825734,RC Deportivo La Coruña,663,107,16.14
3825735,Villarreal,985,196,19.9
3825735,Real Betis,1087,212,19.5
3825736,Rayo Vallecano,806,199,24.69
3825736,Valencia,856,196,22.9
3825737,Getafe,658,173,26.29
3825737,Espanyol,1100,206,18.73
3825738,Atlético Madrid,868,258,29.72
3825738,Las Palmas,1320,259,19.62
3825739,Real Madrid,1389,328,23.61
3825739,Sporting Gijón,708,121,17.09
3825740,Eibar,755,207,27.42
3825740,Granada,628,115,18.31
3825741,Real Sociedad,896,281,31.36
3825741,Sporting Gijón,690,169,24.49
3825742,Granada,805,205,25.47
3825742,Getafe,787,161,20.46
3825743,Rayo Vallecano,725,213,29.38
3825743,Celta Vigo,540,109,20.19
3825744,Villarreal,962,253,26.3
3825744,Espanyol,836,173,20.69
3825745,RC Deportivo La Coruña,829,294,35.46
3825745,Valencia,936,216,23.08
3825746,Real Madrid,1292,387,29.95
3825746,Real Betis,669,79,11.81
3825747,Athletic Club,853,180,21.1
3825747,Eibar,702,136,19.37
3825748,Atlético Madrid,1077,401,37.23
3825748,Sevilla,451,90,19.96
3825749,Las Palmas,1304,329,25.23
3825749,Levante UD,573,122,21.29
3825750,Real Sociedad,875,228,26.06
3825750,Real Betis,1020,222,21.76
3825751,Athletic Club,644,167,25.93
3825751,Getafe,935,157,16.79
3825752,Eibar,889,246,27.67
3825752,Málaga,605,147,24.3
3825753,Granada,741,135,18.22
3825753,Villarreal,1000,179,17.9
3825754,Las Palmas,1003,243,24.23
3825754,Celta Vigo,712,138,19.38
3825755,Valencia,1000,244,24.4
3825755,Sporting Gijón,602,119,19.77
3825756,Levante UD,977,287,29.38
3825756,Sevilla,835,225,26.95
3825757,Real Madrid,1365,405,29.67
3825757,Espanyol,662,159,24.02
3825758,RC Deportivo La Coruña,858,313,36.48
3825758,Rayo Vallecano,714,148,20.73
3825759,Málaga,850,236,27.76
3825759,Getafe,997,222,22.27
3825760,Atlético Madrid,802,209,26.06
3825760,Eibar,703,156,22.19
3825761,Athletic Club,1070,255,23.83
3825761,Villarreal,632,120,18.99
3825762,RC Deportivo La Coruña,919,242,26.33
3825762,Sporting Gijón,731,188,25.72
3825763,Rayo Vallecano,868,232,26.73
3825763,Las Palmas,851,170,19.98
3825764,Granada,720,214,29.72
3825764,Real Madrid,1177,252,21.41
3825765,Celta Vigo,1381,442,32.01
3825765,Sevilla,447,126,28.19
3825766,Real Betis,670,143,21.34
3825766,Valencia,791,159,20.1
3825767,Real Sociedad,653,206,31.55
3825767,Espanyol,1086,228,20.99
3825768,Sporting Gijón,664,147,22.14
3825768,Rayo Vallecano,1133,218,19.24
3825769,Málaga,894,214,23.94
3825769,Villarreal,921,205,22.26
3825770,Athletic Club,786,229,29.13
3825770,Real Madrid,1263,230,18.21
3825771,RC Deportivo La Coruña,831,304,36.58
3825771,Real Betis,720,127,17.64
3825772,Valencia,837,274,32.74
3825772,Espanyol,606,191,31.52
3825773,Eibar,794,250,31.49
3825773,Levante UD,874,165,18.88
3825774,Atlético Madrid,880,221,25.11
3825774,Getafe,1224,298,24.35
3825775,Granada,803,225,28.02
3825775,Real Sociedad,761,204,26.81
3825776,Sevilla,942,312,33.12
3825776,Las Palmas,881,165,18.73
3825777,Getafe,833,248,29.77
3825777,Levante UD,668,191,28.59
3825778,Real Betis,888,241,27.14
3825778,Sporting Gijón,699,127,18.17
3825779,Celta Vigo,1055,200,18.96
3825779,Eibar,602,94,15.61
3825780,Espanyol,686,211,30.76
3825780,RC Deportivo La Coruña,1019,237,23.26
3825781,Sevilla,536,170,31.72
3825781,Rayo Vallecano,870,205,23.56
3825782,Granada,1005,264,26.27
3825782,Valencia,824,109,13.23
3825783,Athletic Club,878,224,25.51
3825783,Real Sociedad,613,136,22.19
3825784,Atlético Madrid,1086,421,38.77
3825784,Villarreal,748,115,15.37
3825785,Real Madrid,1020,303,29.71
3825785,Málaga,615,181,29.43
3825786,Eibar,824,254,30.83
3825786,Las Palmas,879,139,15.81
3825787,Real Madrid,1426,377,26.44
3825787,Atlético Madrid,689,172,24.96
3825788,Getafe,844,286,33.89
3825788,Celta Vigo,760,213,28.03
3825789,Real Sociedad,930,360,38.71
3825789,Málaga,675,179,26.52
3825790,Sporting Gijón,901,219,24.31
3825790,Espanyol,778,173,22.24
3825791,Real Betis,617,181,29.34
3825791,Rayo Vallecano,873,158,18.1
3825792,RC Deportivo La Coruña,1229,477,38.81
3825792,Granada,681,110,16.15
3825793,Valencia,1022,214,20.94
3825793,Athletic Club,959,191,19.92
3825794,Villarreal,1012,170,16.8
3825794,Levante UD,904,133,14.71
3825795,Atlético Madrid,1163,331,28.46
3825795,Real Sociedad,1031,210,20.37
3825796,Getafe,761,173,22.73
3825796,Las Palmas,1033,193,18.68
3825797,RC Deportivo La Coruña,913,185,20.26
3825797,Athletic Club,1078,199,18.46
3825798,Real Madrid,1017,331,32.55
3825798,Levante UD,940,217,23.09
3825799,Málaga,735,245,33.33
3825799,Valencia,871,181,20.78
3825800,Celta Vigo,1287,396,30.77
3825800,Villarreal,609,112,18.39
3825801,Sevilla,915,244,26.67
3825801,Eibar,773,156,20.18
3825802,Espanyol,827,275,33.25
3825802,Real Betis,752,199,26.46
3825803,Sporting Gijón,751,138,18.38
3825803,Granada,901,157,17.43
3825804,RC Deportivo La Coruña,956,273,28.56
3825804,Málaga,766,131,17.1
3825805,Villarreal,1287,398,30.92
3825805,Las Palmas,994,145,14.59
3825806,Real Madrid,1191,320,26.87
3825806,Celta Vigo,885,170,19.21
3825807,Atlético Madrid,1109,362,32.64
3825807,Valencia,926,206,22.25
3825808,Athletic Club,942,194,20.59
3825808,Sporting Gijón,856,146,17.06
3825809,Granada,849,200,23.56
3825809,Real Betis,649,151,23.27
3825810,Real Sociedad,1010,386,38.22
3825810,Levante UD,739,136,18.4
3825811,Espanyol,538,178,33.09
3825811,Rayo Vallecano,1071,171,15.97
3825812,Málaga,899,218,24.25
3825812,Sporting Gijón,915,207,22.62
3825813,Atlético Madrid,997,346,34.7
3825813,RC Deportivo La Coruña,877,125,14.25
3825814,Real Sociedad,982,224,22.81
3825814,Celta Vigo,740,140,18.92
3825815,Levante UD,729,175,24.01
3825815,Valencia,877,196,22.35
3825816,Villarreal,751,223,29.69
3825816,Sevilla,881,231,26.22
3825817,Eibar,920,259,28.15
3825817,Getafe,605,111,18.35
3825818,Real Sociedad,1074,367,34.17
3825818,Las Palmas,666,129,19.37
3825819,Valencia,921,215,23.34
3825819,Celta Vigo,968,219,22.62
3825820,Real Madrid,1203,438,36.41
3825820,Sevilla,710,216,30.42
3825821,Espanyol,698,172,24.64
3825821,Athletic Club,1032,217,21.03
3825822,Las Palmas,1190,336,28.24
3825822,Valencia,676,155,22.93
3825823,Sevilla,1097,392,35.73
3825823,Real Sociedad,538,135,25.09
3825824,Eibar,944,315,33.37
3825824,Villarreal,869,176,20.25
3825825,Levante UD,891,256,28.73
3825825,Sporting Gijón,702,175,24.93
3825826,Málaga,821,204,24.85
3825826,Granada,830,174,20.96
3825827,Levante UD,822,194,23.6
3825827,Real Betis,890,200,22.47
3825828,Atlético Madrid,828,213,25.72
3825828,Espanyol,870,178,20.46
3825829,Athletic Club,865,183,21.16
3825829,Rayo Vallecano,1074,219,20.39
3825830,Villarreal,860,223,25.93
3825830,Getafe,772,191,24.74
3825831,Valencia,830,296,35.66
3825831,Sevilla,753,158,20.98
3825832,Sporting Gijón,624,176,28.21
3825832,Celta Vigo,992,235,23.69
3825833,Real Madrid,1125,289,25.69
3825833,Getafe,646,159,24.61
3825834,Atlético Madrid,985,258,26.19
3825834,Granada,823,133,16.16
3825835,Málaga,795,178,22.39
3825835,Athletic Club,774,155,20.03
3825836,Villarreal,672,180,26.79
3825836,Rayo Vallecano,1133,184,16.24
3825837,Real Betis,908,293,32.27
3825837,Las Palmas,955,128,13.4
3825838,Atlético Madrid,697,189,27.12
3825838,Athletic Club,1373,303,22.07
3825839,Sporting Gijón,854,268,31.38
3825839,Sevilla,947,216,22.81
3825840,Eibar,902,205,22.73
3825840,Valencia,977,210,21.49
3825841,Real Sociedad,1021,298,29.19
3825841,Getafe,750,148,19.73
3825842,Athletic Club,997,333,33.4
3825842,Levante UD,583,142,24.36
3825843,Málaga,788,235,29.82
3825843,Rayo Vallecano,721,132,18.31
3825844,Athletic Club,942,218,23.14
3825844,Real Betis,1026,179,17.45
3825845,Espanyol,654,227,34.71
3825845,Sevilla,918,178,19.39
3825846,Real Madrid,1327,367,27.66
3825846,RC Deportivo La Coruña,922,246,26.68
3825847,Eibar,768,205,26.69
3825847,RC Deportivo La Coruña,867,225,25.95
3825848,Levante UD,812,200,24.63
3825848,Eibar,562,132,23.49
3825849,Real Sociedad,886,236,26.64
3825849,Valencia,867,172,19.84
3825850,Málaga,809,213,26.33
3825850,Celta Vigo,1063,219,20.6
3825851,Villarreal,1218,366,30.05
3825851,RC Deportivo La Coruña,643,85,13.22
3825852,Sporting Gijón,767,205,26.73
3825852,Las Palmas,1026,149,14.52
3825853,Granada,622,140,22.51
3825853,Sevilla,949,174,18.34
3825854,Eibar,948,201,21.2
3825854,Sporting Gijón,721,135,18.72
3825855,Levante UD,663,178,26.85
3825855,Málaga,891,224,25.14
3825856,Eibar,665,171,25.71
3825856,Real Madrid,1112,278,25.0
3825857,Levante UD,792,198,25.0
3825857,Espanyol,721,167,23.16
3825858,Eibar,558,141,25.27
3825858,Rayo Vallecano,833,184,22.09
3825859,Granada,700,203,29.0
3825859,Las Palmas,1195,255,21.34
3825860,Atlético Madrid,916,333,36.35
3825860,Levante UD,1094,257,23.49
3825861,Rayo Vallecano,1048,330,31.49
3825861,Real Sociedad,621,154,24.8
3825862,Espanyol,823,220,26.73
3825862,Celta Vigo,1219,234,19.2
3825863,RC Deportivo La Coruña,741,244,32.93
3825863,Las Palmas,1180,228,19.32
3825864,Real Sociedad,823,211,25.64
3825864,Real Madrid,988,250,25.3
3825865,Getafe,867,312,35.99
3825865,Sporting Gijón,593,133,22.43
3825866,Athletic Club,828,263,31.76
3825866,Las Palmas,1329,137,10.31
3825867,Sevilla,763,218,28.57
3825867,Getafe,750,205,27.33
3825868,Granada,642,161,25.08
3825868,Celta Vigo,1041,221,21.23
3825869,Athletic Club,1063,255,23.99
3825869,Sevilla,786,98,12.47
3825870,Celta Vigo,690,173,25.07
3825870,Athletic Club,837,204,24.37
3825871,Las Palmas,1211,289,23.86
3825871,Espanyol,748,165,22.06
3825872,Atlético Madrid,895,299,33.41
3825872,Real Betis,946,164,17.34
3825873,Valencia,1131,373,32.98
3825873,Villarreal,960,184,19.17
3825874,Sevilla,977,303,31.01
3825874,Getafe,688,129,18.75
3825875,Villarreal,790,209,26.46
3825875,Real Sociedad,1074,222,20.67
3825876,Getafe,738,210,28.46
3825876,Real Betis,952,189,19.85
3825877,Athletic Club,882,254,28.8
3825877,Granada,747,98,13.12
3825878,Atlético Madrid,664,160,24.1
3825878,Rayo Vallecano,977,210,21.49
3825879,Las Palmas,995,226,22.71
3825879,Real Madrid,992,211,21.27
3825880,RC Deportivo La Coruña,930,344,36.99
3825880,Levante UD,758,148,19.53
3825881,Espanyol,856,294,34.35
3825881,Granada,613,132,21.53
3825882,Atlético Madrid,978,357,36.5
3825882,Celta Vigo,1065,218,20.47
3825883,Málaga,614,220,35.83
3825883,Las Palmas,1104,251,22.74
3825884,Real Betis,617,159,25.77
3825884,Sevilla,779,161,20.67
3825885,Getafe,627,153,24.4
3825885,Rayo Vallecano,715,174,24.34
3825886,Real Madrid,1063,255,23.99
3825886,Rayo Vallecano,665,119,17.89
3825887,Rayo Vallecano,1095,271,24.75
3825887,Granada,463,68,14.69
3825888,Las Palmas,1212,253,20.87
3825888,Valencia,752,128,17.02
3825889,Celta Vigo,1185,355,29.96
3825889,Real Betis,607,140,23.06
3825890,Atlético Madrid,800,276,34.5
3825890,Málaga,884,151,17.08
3825891,Espanyol,787,142,18.04
3825891,Las Palmas,858,150,17.48
3825892,Granada,824,242,29.37
3825892,Real Sociedad,759,183,24.11
3825893,Real Madrid,1439,509,35.37
3825893,Villarreal,860,211,24.53
3825894,RC Deportivo La Coruña,860,325,37.79
3825894,Getafe,727,136,18.71
3825895,Sevilla,865,214,24.74
3825895,Las Palmas,720,152,21.11
3825896,Levante UD,778,168,21.59
3825896,Granada,741,149,20.11
3825897,Real Sociedad,910,249,27.36
3825897,Eibar,663,133,20.06
3825898,RC Deportivo La Coruña,654,190,29.05
3825898,Celta Vigo,1031,252,24.44
3825899,Getafe,723,179,24.76
3825899,Valencia,1025,157,15.32
3825900,Sporting Gijón,1059,252,23.8
3825900,Villarreal,1028,154,14.98
3825901,Valencia,1203,327,27.18
3825901,Real Madrid,1097,223,20.33
3825902,Rayo Vallecano,1086,212,19.52
3825902,Levante UD,830,140,16.87
3825903,Real Betis,1027,359,34.96
3825903,Málaga,769,174,22.63
3825904,Eibar,1101,339,30.79
3825904,Real Betis,750,105,14.0
3825905,Málaga,1029,240,23.32
3825905,Espanyol,625,128,20.48
3825906,Sevilla,1027,286,27.85
3825906,RC Deportivo La Coruña,779,147,18.87
3825907,Sporting Gijón,1114,304,27.29
3825907,Atlético Madrid,714,144,20.17
3825908,Eibar,774,199,25.71
3825908,Espanyol,812,191,23.52
3827335,Jamshedpur,708,248,35.03
3827335,Kerala Blasters,577,119,20.62
3827336,ATK Mohun Bagan,929,332,35.74
3827336,Hyderabad,463,113,24.41
3827337,Jamshedpur,622,214,34.41
3827337,Kerala Blasters,583,107,18.35
3827338,ATK Mohun Bagan,979,201,20.53
3827338,Hyderabad,803,162,20.17
3827767,Hyderabad,934,230,24.63
3827767,Kerala Blasters,1150,208,18.09
3829413,Lille,932,252,27.04
3829413,Paris Saint-Germain,809,144,17.8
3829414,Marseille,1138,301,26.45
3829414,Caen,460,120,26.09
3829415,Bastia,762,213,27.95
3829415,Rennes,784,117,14.92
3829416,AS Monaco,969,318,32.82
3829416,OGC Nice,726,116,15.98
3829417,Troyes,995,321,32.26
3829417,Gazélec Ajaccio,844,137,16.23
3829418,Nantes,984,193,19.61
3829418,Guingamp,781,148,18.95
3829419,Montpellier,1095,249,22.74
3829419,Angers,650,143,22.0
3829420,Bordeaux,886,159,17.95
3829420,Stade de Reims,859,144,16.76
3829421,Toulouse,793,179,22.57
3829421,Saint-Étienne,949,155,16.33
3829422,Lyon,1335,330,24.72
3829422,Lorient,697,100,14.35
3829423,Lille,608,173,28.45
3829423,AS Monaco,1043,231,22.15
3829424,Bordeaux,810,227,28.02
3829424,Saint-Étienne,694,137,19.74
3829425,Angers,924,168,18.18
3829425,Nantes,921,149,16.18
3829426,Guingamp,542,163,30.07
3829426,Lyon,955,196,20.52
3829427,Troyes,881,243,27.58
3829427,OGC Nice,1169,194,16.6
3829428,Caen,822,188,22.87
3829428,Toulouse,1193,239,20.03
3829429,Montpellier,973,274,28.16
3829429,Rennes,921,204,22.15
3829430,Stade de Reims,690,155,22.46
3829430,Marseille,1045,228,21.82
3829431,Lorient,1239,289,23.33
3829431,Bastia,591,115,19.46
3829432,Paris Saint-Germain,1486,261,17.56
3829432,Gazélec Ajaccio,640,93,14.53
3829433,Montpellier,799,209,26.16
3829433,Paris Saint-Germain,1411,204,14.46
3829434,Guingamp,884,186,21.04
3829434,Bastia,728,144,19.78
3829435,Lyon,1213,318,26.22
3829435,Rennes,579,98,16.93
3829436,Nantes,993,161,16.21
3829436,Stade de Reims,908,109,12.0
3829437,Angers,552,120,21.74
3829437,Gazélec Ajaccio,1094,234,21.39
3829438,Caen,653,190,29.1
3829438,OGC Nice,1303,179,13.74
3829439,AS Monaco,935,235,25.13
3829439,Toulouse,708,147,20.76
3829440,Lorient,643,137,21.31
3829440,Saint-Étienne,1089,226,20.75
3829441,Marseille,1055,239,22.65
3829441,Troyes,816,146,17.89
3829442,Bordeaux,665,186,27.97
3829442,Lille,811,202,24.91
3829443,Guingamp,543,124,22.84
3829443,Marseille,1026,222,21.64
3829444,Caen,592,168,28.38
3829444,Lyon,1011,220,21.76
3829445,Angers,631,144,22.82
3829445,OGC Nice,1237,227,18.35
3829446,Montpellier,1033,297,28.75
3829446,Troyes,732,182,24.86
3829447,Lille,830,162,19.52
3829447,Gazélec Ajaccio,737,115,15.6
3829448,Lorient,950,183,19.26
3829448,Stade de Reims,774,83,10.72
3829449,Rennes,896,224,25.0
3829449,Toulouse,804,167,20.77
3829450,AS Monaco,651,190,29.19
3829450,Paris Saint-Germain,1624,265,16.32
3829451,Saint-Étienne,1147,314,27.38
3829451,Bastia,570,69,12.11
3829452,Bordeaux,936,261,27.88
3829452,Nantes,776,148,19.07
3829453,Bordeaux,600,163,27.17
3829453,Paris Saint-Germain,1410,322,22.84
3829454,Lille,547,149,27.24
3829454,Lyon,962,234,24.32
3829455,Troyes,1189,328,27.59
3829455,Caen,542,139,25.65
3829456,Lorient,1081,224,20.72
3829456,Angers,1021,160,15.67
3829457,Montpellier,873,234,26.8
3829457,Saint-Étienne,814,158,19.41
3829458,Stade de Reims,924,187,20.24
3829458,Toulouse,938,167,17.8
3829459,OGC Nice,1361,271,19.91
3829459,Guingamp,659,121,18.36
3829460,Rennes,1020,252,24.71
3829460,Nantes,682,161,23.61
3829461,Marseille,1103,231,20.94
3829461,Bastia,745,82,11.01
3829462,Gazélec Ajaccio,793,299,37.7
3829462,AS Monaco,653,215,32.92
3829463,Lille,750,234,31.2
3829463,Rennes,724,165,22.79
3829464,Bastia,827,226,27.33
3829464,OGC Nice,836,178,21.29
3829465,Paris Saint-Germain,1410,385,27.3
3829465,Stade de Reims,573,100,17.45
3829466,Angers,597,141,23.62
3829466,Troyes,1029,228,22.16
3829467,Caen,662,218,32.93
3829467,Montpellier,918,164,17.86
3829468,Guingamp,1083,310,28.62
3829468,Gazélec Ajaccio,587,107,18.23
3829469,AS Monaco,1150,318,27.65
3829469,Lorient,662,135,20.39
3829470,Nantes,802,221,27.56
3829470,Saint-Étienne,978,199,20.35
3829471,Bordeaux,947,237,25.03
3829471,Toulouse,586,124,21.16
3829472,Lyon,1014,224,22.09
3829472,Marseille,906,171,18.87
3829473,Paris Saint-Germain,1584,396,25.0
3829473,Guingamp,589,114,19.35
3829474,Stade de Reims,998,211,21.14
3829474,Angers,960,149,15.52
3829475,OGC Nice,1201,256,21.32
3829475,Bordeaux,988,200,20.24
3829476,Lyon,1259,237,18.82
3829476,Bastia,732,107,14.62
3829477,Marseille,1016,218,21.46
3829477,Toulouse,710,139,19.58
3829478,Rennes,902,275,30.49
3829478,Gazélec Ajaccio,831,186,22.38
3829479,Caen,808,233,28.84
3829479,Lorient,936,149,15.92
3829480,Saint-Étienne,1013,284,28.04
3829480,Troyes,836,173,20.69
3829481,AS Monaco,950,227,23.89
3829481,Montpellier,778,171,21.98
3829482,Stade de Reims,594,102,17.17
3829482,Lille,956,160,16.74
3829483,Nantes,507,137,27.02
3829483,Paris Saint-Germain,1281,258,20.14
3829484,Bordeaux,980,225,22.96
3829484,Lyon,1086,199,18.32
3829485,Rennes,1018,323,31.73
3829485,Troyes,644,134,20.81
3829486,Toulouse,1111,341,30.69
3829486,Bastia,659,114,17.3
3829487,Caen,744,195,26.21
3829487,Gazélec Ajaccio,928,218,23.49
3829488,Guingamp,701,180,25.68
3829488,AS Monaco,658,109,16.57
3829489,Lorient,881,195,22.13
3829489,Montpellier,666,139,20.87
3829490,Saint-Étienne,871,254,29.16
3829490,OGC Nice,978,231,23.62
3829491,Marseille,1279,345,26.97
3829491,Angers,518,98,18.92
3829492,Lille,1053,323,30.67
3829492,Nantes,508,111,21.85
3829493,Lille,892,250,28.03
3829493,Montpellier,801,154,19.23
3829494,Gazélec Ajaccio,827,190,22.97
3829494,Toulouse,902,168,18.63
3829495,Lyon,1139,384,33.71
3829495,Stade de Reims,815,200,24.54
3829496,Angers,937,269,28.71
3829496,Bastia,698,135,19.34
3829497,Troyes,811,222,27.37
3829497,Guingamp,689,188,27.29
3829498,Bordeaux,946,219,23.15
3829498,Lorient,827,183,22.13
3829499,Saint-Étienne,846,240,28.37
3829499,Caen,541,130,24.03
3829500,Marseille,829,179,21.59
3829500,Paris Saint-Germain,1067,188,17.62
3829501,AS Monaco,937,243,25.93
3829501,Rennes,800,172,21.5
3829502,AS Monaco,598,215,35.95
3829502,Lyon,1320,452,34.24
3829503,Nantes,896,281,31.36
3829503,Troyes,921,252,27.36
3829504,Bastia,626,172,27.48
3829504,Paris Saint-Germain,1344,219,16.29
3829505,Saint-Étienne,1074,244,22.72
3829505,Gazélec Ajaccio,777,148,19.05
3829506,Guingamp,510,146,28.63
3829506,Lille,938,175,18.66
3829507,Toulouse,1288,378,29.35
3829507,Angers,787,101,12.83
3829508,Caen,618,164,26.54
3829508,Stade de Reims,915,192,20.98
3829509,Marseille,1106,283,25.59
3829509,Lorient,670,129,19.25
3829510,Rennes,858,229,26.69
3829510,OGC Nice,1188,189,15.91
3829511,Bordeaux,1008,210,20.83
3829511,Montpellier,763,133,17.43
3829512,Lyon,1188,347,29.21
3829512,Toulouse,606,127,20.96
3829513,Caen,801,249,31.09
3829513,Nantes,713,194,27.21
3829514,Guingamp,794,183,23.05
