match_id,team,passes,total_passes,possession_pct
19785,Chelsea FCW,460,911.0,50.49
19785,Arsenal WFC,451,911.0,49.51
19786,Manchester City WFC,455,886.0,51.35
19786,West Ham United LFC,431,886.0,48.65
19787,Birmingham City WFC,566,797.0,71.02
19787,Bristol City WFC,231,797.0,28.98
19788,Liverpool WFC,475,777.0,61.13
19788,Yeovil Town LFC,302,777.0,38.87
19789,Chelsea FCW,567,1029.0,55.1
19789,Birmingham City WFC,462,1029.0,44.9
19790,Manchester City WFC,667,1026.0,65.01
19790,Brighton & Hove Albion WFC,359,1026.0,34.99
19791,Reading WFC,424,792.0,53.54
19791,Arsenal WFC,368,792.0,46.46
19792,Bristol City WFC,440,763.0,57.67
19792,Yeovil Town LFC,323,763.0,42.33
19793,West Ham United LFC,560,950.0,58.95
19793,Liverpool WFC,390,950.0,41.05
19794,Chelsea FCW,707,1082.0,65.34
19794,Bristol City WFC,375,1082.0,34.66
19795,Reading WFC,418,760.0,55.0
19795,West Ham United LFC,342,760.0,45.0
19796,Birmingham City WFC,689,1031.0,66.83
19796,Brighton & Hove Albion WFC,342,1031.0,33.17
19797,Arsenal WFC,695,881.0,78.89
19797,Yeovil Town LFC,186,881.0,21.11
19798,Manchester City WFC,594,961.0,61.81
19798,Everton LFC,367,961.0,38.19
19799,Chelsea FCW,878,1188.0,73.91
19799,Liverpool WFC,310,1188.0,26.09
19800,Arsenal WFC,676,966.0,69.98
19800,Bristol City WFC,290,966.0,30.02
19801,Reading WFC,534,956.0,55.86
19801,Manchester City WFC,422,956.0,44.14
19802,Brighton & Hove Albion WFC,371,686.0,54.08
19802,Yeovil Town LFC,315,686.0,45.92
19803,Everton LFC,390,770.0,50.65
19803,West Ham United LFC,380,770.0,49.35
19804,Arsenal WFC,412,818.0,50.37
19804,Birmingham City WFC,406,818.0,49.63
19805,Chelsea FCW,475,861.0,55.17
19805,West Ham United LFC,386,861.0,44.83
19806,Reading WFC,539,860.0,62.67
19806,Bristol City WFC,321,860.0,37.33
19807,Manchester City WFC,780,1055.0,73.93
19807,Liverpool WFC,275,1055.0,26.07
19808,Everton LFC,564,840.0,67.14
19808,Yeovil Town LFC,276,840.0,32.86
19809,Reading WFC,434,809.0,53.65
19809,Brighton & Hove Albion WFC,375,809.0,46.35
19810,Liverpool WFC,396,789.0,50.19
19810,Bristol City WFC,393,789.0,49.81
19811,Arsenal WFC,551,938.0,58.74
19811,Everton LFC,387,938.0,41.26
19813,Birmingham City WFC,571,893.0,63.94
19813,West Ham United LFC,322,893.0,36.06
19814,West Ham United LFC,481,861.0,55.87
19814,Bristol City WFC,380,861.0,44.13
19815,Arsenal WFC,711,979.0,72.63
19815,Brighton & Hove Albion WFC,268,979.0,27.37
19816,Birmingham City WFC,621,920.0,67.5
19816,Liverpool WFC,299,920.0,32.5
19817,Reading WFC,539,919.0,58.65
19817,Everton LFC,380,919.0,41.35
19818,Manchester City WFC,676,947.0,71.38
19818,Yeovil Town LFC,271,947.0,28.62
19819,West Ham United LFC,538,881.0,61.07
19819,Brighton & Hove Albion WFC,343,881.0,38.93
19820,Chelsea FCW,476,893.0,53.3
19820,Reading WFC,417,893.0,46.7
19821,Arsenal WFC,526,1026.0,51.27
19821,Manchester City WFC,500,1026.0,48.73
19822,Birmingham City WFC,637,936.0,68.06
19822,Yeovil Town LFC,299,936.0,31.94
22912,Tottenham Hotspur,564,890.0,63.37
22912,Liverpool,326,890.0,36.63
22921,France Women's,641,969.0,66.15
22921,Korea Republic Women's,328,969.0,33.85
22924,Norway Women's,470,802.0,58.6
22924,Nigeria Women's,332,802.0,41.4
22926,Germany Women's,541,885.0,61.13
22926,China PR Women's,344,885.0,38.87
22930,Spain Women's,625,841.0,74.32
22930,South Africa Women's,216,841.0,25.68
22933,Australia Women's,495,797.0,62.11
22933,Italy Women's,302,797.0,37.89
22934,Brazil Women's,476,775.0,61.42
22934,Jamaica Women's,299,775.0,38.58
22936,England Women's,581,988.0,58.81
22936,Scotland Women's,407,988.0,41.19
22939,Canada Women's,620,848.0,73.11
22939,Cameroon Women's,228,848.0,26.89
22940,Japan Women's,713,1010.0,70.59
22940,Argentina Women's,297,1010.0,29.41
22942,Netherlands Women's,725,1052.0,68.92
22942,New Zealand Women's,327,1052.0,31.08
