match_id,team,opponent_passes,defensive_actions,ppda
3825654,Celta Vigo,208,47,4.43
3825654,Valencia,303,39,7.77
3825655,Granada,200,30,6.67
3825655,Rayo Vallecano,307,48,6.4
3825656,Levante UD,264,44,6.0
3825656,RC Deportivo La Coruña,326,39,8.36
3825657,Málaga,228,59,3.86
3825657,Real Betis,355,35,10.14
3825658,Atlético Madrid,118,65,1.82
3825658,Sporting Gijón,535,42,12.74
3825659,Athletic Club,238,71,3.35
3825659,Espanyol,212,48,4.42
3825660,Barcelona,226,39,5.79
3825660,Villarreal,528,36,14.67
3825661,Real Madrid,291,30,9.7
3825661,Sevilla,450,20,22.5
3825662,Celta Vigo,207,42,4.93
3825662,RC Deportivo La Coruña,357,47,7.6
3825663,Espanyol,371,30,12.37
3825663,Málaga,199,45,4.42
3825664,Real Sociedad,222,38,5.84
3825664,Sevilla,377,36,10.47
3825665,Athletic Club,153,44,3.48
3825665,Granada,364,50,7.28
3825666,Atlético Madrid,339,49,6.92
3825666,Real Betis,428,36,11.89
3825667,Eibar,317,43,7.37
3825667,Villarreal,269,47,5.72
3825668,Levante UD,317,31,10.23
3825668,Sporting Gijón,301,36,8.36
3825669,Getafe,334,41,8.15
3825669,Rayo Vallecano,193,42,4.6
3825670,Levante UD,257,43,5.98
3825670,Real Betis,385,46,8.37
3825671,Celta Vigo,273,31,8.81
3825671,Sporting Gijón,351,59,5.95
3825672,Granada,206,43,4.79
3825672,Málaga,271,34,7.97
3825673,Las Palmas,250,34,7.35
3825673,RC Deportivo La Coruña,461,32,14.41
3825674,Atlético Madrid,249,41,6.07
3825674,Espanyol,388,39,9.95
3825675,Athletic Club,360,51,7.06
3825675,Rayo Vallecano,186,43,4.33
3825676,Getafe,331,36,9.19
3825676,Villarreal,217,40,5.43
3825677,Sevilla,182,53,3.43
3825677,Valencia,432,35,12.34
3825678,Eibar,341,61,5.59
3825678,Real Madrid,289,23,12.57
3825679,Celta Vigo,363,44,8.25
3825679,Real Betis,188,51,3.69
3825680,RC Deportivo La Coruña,324,39,8.31
3825680,Sevilla,231,29,7.97
3825681,Getafe,540,32,16.88
3825681,Real Madrid,276,28,9.86
3825682,Atlético Madrid,290,45,6.44
3825682,Granada,415,34,12.21
3825683,Eibar,356,48,7.42
3825683,Real Sociedad,216,33,6.55
3825684,Rayo Vallecano,244,45,5.42
3825684,Villarreal,289,49,5.9
3825685,Las Palmas,217,33,6.58
3825685,Sporting Gijón,359,51,7.04
3825686,Athletic Club,324,44,7.36
3825686,Málaga,241,41,5.88
3825687,Espanyol,277,53,5.23
3825687,Levante UD,317,42,7.55
3825688,Getafe,390,41,9.51
3825688,Real Sociedad,220,27,8.15
3825689,Celta Vigo,248,48,5.17
3825689,Espanyol,279,49,5.69
3825690,Las Palmas,221,45,4.91
3825690,Real Betis,465,45,10.33
3825691,Granada,289,56,5.16
3825691,Levante UD,268,80,3.35
3825692,Sevilla,145,42,3.45
3825692,Sporting Gijón,474,42,11.29
3825693,Athletic Club,321,45,7.13
3825693,Atlético Madrid,335,47,7.13
3825694,Eibar,204,56,3.64
3825694,Valencia,301,45,6.69
3825695,Real Madrid,195,35,5.57
3825695,Villarreal,515,35,14.71
3825696,Málaga,241,56,4.3
3825696,Rayo Vallecano,252,43,5.86
3825697,Getafe,370,44,8.41
3825697,Valencia,212,46,4.61
3825698,Eibar,331,53,6.25
3825698,RC Deportivo La Coruña,349,30,11.63
3825699,Real Betis,226,62,3.65
3825699,Sevilla,245,39,6.28
3825700,Rayo Vallecano,377,19,19.84
3825700,Real Madrid,267,37,7.22
3825701,Atlético Madrid,405,49,8.27
3825701,Málaga,227,57,3.98
3825702,Real Sociedad,244,31,7.87
3825702,Villarreal,507,51,9.94
3825703,Athletic Club,214,47,4.55
3825703,Levante UD,339,50,6.78
3825704,Celta Vigo,289,48,6.02
3825704,Granada,296,49,6.04
3825705,Eibar,239,48,4.98
3825705,Sporting Gijón,263,48,5.48
3825706,Athletic Club,381,47,8.11
3825706,Celta Vigo,211,48,4.4
3825707,Granada,370,42,8.81
3825707,Las Palmas,215,30,7.17
3825708,Levante UD,320,37,8.65
3825708,Málaga,227,50,4.54
3825709,Espanyol,279,43,6.49
3825709,Sevilla,407,34,11.97
3825710,Real Madrid,397,32,12.41
3825710,Real Sociedad,330,23,14.35
3825711,Atlético Madrid,290,58,5.0
3825711,Rayo Vallecano,212,36,5.89
3825712,Getafe,274,37,7.41
3825712,RC Deportivo La Coruña,285,40,7.13
3825713,Valencia,324,38,8.53
3825713,Villarreal,269,46,5.85
3825714,Atlético Madrid,209,54,3.87
3825714,Levante UD,395,35,11.29
3825715,Celta Vigo,293,42,6.98
3825715,Málaga,283,56,5.05
3825716,Rayo Vallecano,265,46,5.76
3825716,Real Sociedad,195,37,5.27
3825717,Granada,313,45,6.96
3825717,Sevilla,180,30,6.0
3825718,Real Madrid,332,39,8.51
3825718,Valencia,372,27,13.78
3825719,Athletic Club,332,73,4.55
3825719,Las Palmas,285,46,6.2
3825720,Eibar,383,37,10.35
3825720,Real Betis,219,44,4.98
3825721,RC Deportivo La Coruña,243,46,5.28
3825721,Villarreal,347,37,9.38
3825722,Getafe,267,50,5.34
3825722,Sporting Gijón,306,37,8.27
3825723,Levante UD,282,48,5.88
3825723,Rayo Vallecano,228,69,3.3
3825724,RC Deportivo La Coruña,393,27,14.56
3825724,Real Madrid,368,37,9.95
3825725,Getafe,265,45,5.89
3825725,Real Betis,299,50,5.98
3825726,Athletic Club,251,48,5.23
3825726,Sevilla,354,29,12.21
3825727,Eibar,250,45,5.56
3825727,Espanyol,320,41,7.8
3825728,Atlético Madrid,358,50,7.16
3825728,Celta Vigo,341,47,7.26
3825729,Sporting Gijón,322,51,6.31
3825729,Villarreal,390,32,12.19
3825730,Real Sociedad,238,58,4.1
3825730,Valencia,325,38,8.55
3825731,Las Palmas,272,52,5.23
3825731,Málaga,357,46,7.76
3825732,Celta Vigo,249,56,4.45
3825732,Levante UD,338,50,6.76
3825733,Málaga,250,62,4.03
3825733,Sevilla,290,32,9.06
3825734,RC Deportivo La Coruña,499,40,12.48
3825734,Real Sociedad,203,30,6.77
3825735,Real Betis,400,46,8.7
3825735,Villarreal,315,51,6.18
3825736,Rayo Vallecano,321,56,5.73
3825736,Valencia,249,49,5.08
3825737,Espanyol,238,44,5.41
3825737,Getafe,381,31,12.29
3825738,Atlético Madrid,427,64,6.67
3825738,Las Palmas,371,38,9.76
3825739,Real Madrid,238,30,7.93
3825739,Sporting Gijón,575,28,20.54
3825740,Eibar,210,38,5.53
3825740,Granada,305,44,6.93
3825741,Real Sociedad,233,41,5.68
3825741,Sporting Gijón,323,43,7.51
3825742,Getafe,312,45,6.93
3825742,Granada,250,50,5.0
3825743,Celta Vigo,218,41,5.32
3825743,Rayo Vallecano,161,62,2.6
3825744,Espanyol,394,40,9.85
3825744,Villarreal,240,38,6.32
3825745,RC Deportivo La Coruña,289,32,9.03
3825745,Valencia,321,20,16.05
3825746,Real Betis,504,51,9.88
3825746,Real Madrid,197,36,5.47
3825747,Athletic Club,280,47,5.96
3825747,Eibar,311,35,8.89
3825748,Atlético Madrid,137,52,2.63
3825748,Sevilla,458,47,9.74
3825749,Las Palmas,180,31,5.81
3825749,Levante UD,499,45,11.09
3825750,Real Betis,318,22,14.45
3825750,Real Sociedad,310,50,6.2
3825751,Athletic Club,288,45,6.4
3825751,Getafe,246,49,5.02
3825752,Eibar,217,57,3.81
3825752,Málaga,330,41,8.05
3825753,Granada,350,44,7.95
3825753,Villarreal,247,43,5.74
3825754,Celta Vigo,366,41,8.93
3825754,Las Palmas,213,45,4.73
3825755,Sporting Gijón,318,56,5.68
3825755,Valencia,195,43,4.53
3825756,Levante UD,267,25,10.68
3825756,Sevilla,352,34,10.35
3825757,Espanyol,520,44,11.82
3825757,Real Madrid,247,31,7.97
3825758,RC Deportivo La Coruña,199,44,4.52
3825758,Rayo Vallecano,326,49,6.65
3825759,Getafe,321,45,7.13
3825759,Málaga,376,42,8.95
3825760,Atlético Madrid,268,39,6.87
3825760,Eibar,272,50,5.44
3825761,Athletic Club,228,53,4.3
3825761,Villarreal,380,40,9.5
3825762,RC Deportivo La Coruña,260,35,7.43
3825762,Sporting Gijón,321,47,6.83
3825763,Las Palmas,296,43,6.88
3825763,Rayo Vallecano,251,46,5.46
3825764,Granada,383,53,7.23
3825764,Real Madrid,278,35,7.94
3825765,Celta Vigo,141,32,4.41
3825765,Sevilla,542,38,14.26
3825766,Real Betis,300,66,4.55
3825766,Valencia,236,63,3.75
3825767,Espanyol,204,53,3.85
3825767,Real Sociedad,429,49,8.76
3825768,Rayo Vallecano,205,39,5.26
3825768,Sporting Gijón,330,31,10.65
3825769,Málaga,310,45,6.89
3825769,Villarreal,322,52,6.19
3825770,Athletic Club,367,37,9.92
3825770,Real Madrid,306,15,20.4
3825771,RC Deportivo La Coruña,218,41,5.32
3825771,Real Betis,322,36,8.94
3825772,Espanyol,331,54,6.13
3825772,Valencia,238,27,8.81
3825773,Eibar,287,53,5.42
3825773,Levante UD,293,43,6.81
3825774,Atlético Madrid,407,34,11.97
3825774,Getafe,321,29,11.07
3825775,Granada,251,44,5.7
3825775,Real Sociedad,291,39,7.46
3825776,Las Palmas,360,32,11.25
3825776,Sevilla,256,44,5.82
3825777,Getafe,240,54,4.44
3825777,Levante UD,294,33,8.91
3825778,Real Betis,241,52,4.63
3825778,Sporting Gijón,320,52,6.15
3825779,Celta Vigo,229,41,5.59
3825779,Eibar,330,58,5.69
3825780,Espanyol,404,60,6.73
3825780,RC Deportivo La Coruña,230,37,6.22
3825781,Rayo Vallecano,214,50,4.28
3825781,Sevilla,288,52,5.54
3825782,Granada,219,54,4.06
3825782,Valencia,370,41,9.02
3825783,Athletic Club,188,57,3.3
3825783,Real Sociedad,336,53,6.34
3825784,Atlético Madrid,222,66,3.36
3825784,Villarreal,449,40,11.23
3825785,Málaga,365,45,8.11
3825785,Real Madrid,220,25,8.8
3825786,Eibar,251,62,4.05
3825786,Las Palmas,353,25,14.12
3825787,Atlético Madrid,520,45,11.56
3825787,Real Madrid,232,53,4.38
3825788,Celta Vigo,303,43,7.05
3825788,Getafe,254,42,6.05
3825789,Málaga,378,38,9.95
3825789,Real Sociedad,226,43,5.26
3825790,Espanyol,342,46,7.43
3825790,Sporting Gijón,283,41,6.9
3825791,Rayo Vallecano,214,47,4.55
3825791,Real Betis,305,49,6.22
3825792,Granada,539,31,17.39
3825792,RC Deportivo La Coruña,215,43,5.0
3825793,Athletic Club,343,49,7.0
3825793,Valencia,346,36,9.61
3825794,Levante UD,336,42,8.0
3825794,Villarreal,303,47,6.45
3825795,Atlético Madrid,309,37,8.35
3825795,Real Sociedad,421,40,10.52
3825796,Getafe,344,48,7.17
3825796,Las Palmas,302,39,7.74
3825797,Athletic Club,319,42,7.6
3825797,RC Deportivo La Coruña,377,43,8.77
3825798,Levante UD,376,41,9.17
3825798,Real Madrid,311,33,9.42
3825799,Málaga,311,74,4.2
3825799,Valencia,282,38,7.42
3825800,Celta Vigo,187,43,4.35
3825800,Villarreal,535,27,19.81
3825801,Eibar,286,52,5.5
3825801,Sevilla,299,45,6.64
3825802,Espanyol,261,55,4.75
3825802,Real Betis,345,42,8.21
3825803,Granada,284,45,6.31
3825803,Sporting Gijón,304,44,6.91
3825804,Málaga,348,37,9.41
3825804,RC Deportivo La Coruña,258,41,6.29
3825805,Las Palmas,554,34,16.29
3825805,Villarreal,280,42,6.67
3825806,Celta Vigo,453,27,16.78
3825806,Real Madrid,258,38,6.79
3825807,Atlético Madrid,321,50,6.42
3825807,Valencia,430,37,11.62
3825808,Athletic Club,296,40,7.4
3825808,Sporting Gijón,353,52,6.79
3825809,Granada,204,44,4.64
3825809,Real Betis,317,34,9.32
3825810,Levante UD,392,33,11.88
3825810,Real Sociedad,188,53,3.55
3825811,Espanyol,388,49,7.92
3825811,Rayo Vallecano,179,38,4.71
3825812,Málaga,340,41,8.29
3825812,Sporting Gijón,292,59,4.95
3825813,Atlético Madrid,283,37,7.65
3825813,RC Deportivo La Coruña,413,30,13.77
3825814,Celta Vigo,341,51,6.69
3825814,Real Sociedad,219,44,4.98
3825815,Levante UD,296,52,5.69
3825815,Valencia,245,45,5.44
3825816,Sevilla,281,32,8.78
3825816,Villarreal,309,34,9.09
3825817,Eibar,179,54,3.31
3825817,Getafe,332,44,7.55
3825818,Las Palmas,458,35,13.09
3825818,Real Sociedad,168,60,2.8
3825819,Celta Vigo,308,51,6.04
3825819,Valencia,297,58,5.12
3825820,Real Madrid,252,31,8.13
3825820,Sevilla,468,28,16.71
3825821,Athletic Club,255,44,5.8
3825821,Espanyol,380,45,8.44
3825822,Las Palmas,247,40,6.18
3825822,Valencia,405,48,8.44
3825823,Real Sociedad,399,47,8.49
3825823,Sevilla,196,47,4.17
3825824,Eibar,297,55,5.4
3825824,Villarreal,345,35,9.86
3825825,Levante UD,251,41,6.12
3825825,Sporting Gijón,307,45,6.82
3825826,Granada,294,54,5.44
3825826,Málaga,282,41,6.88
3825827,Levante UD,338,51,6.63
3825827,Real Betis,313,45,6.96
3825828,Atlético Madrid,322,29,11.1
3825828,Espanyol,293,53,5.53
3825829,Athletic Club,305,34,8.97
3825829,Rayo Vallecano,261,38,6.87
3825830,Getafe,341,59,5.78
3825830,Villarreal,257,44,5.84
3825831,Sevilla,316,47,6.72
3825831,Valencia,234,50,4.68
3825832,Celta Vigo,250,41,6.1
3825832,Sporting Gijón,307,55,5.58
3825833,Getafe,342,27,12.67
3825833,Real Madrid,223,20,11.15
3825834,Atlético Madrid,263,55,4.78
3825834,Granada,378,39,9.69
3825835,Athletic Club,268,57,4.7
3825835,Málaga,292,58,5.03
3825836,Rayo Vallecano,242,48,5.04
3825836,Villarreal,378,43,8.79
3825837,Las Palmas,341,35,9.74
3825837,Real Betis,298,43,6.93
3825838,Athletic Club,246,40,6.15
3825838,Atlético Madrid,532,44,12.09
3825839,Sevilla,312,30,10.4
3825839,Sporting Gijón,285,44,6.48
3825840,Eibar,303,49,6.18
3825840,Valencia,358,29,12.34
3825841,Getafe,366,55,6.65
3825841,Real Sociedad,222,45,4.93
3825842,Athletic Club,189,25,7.56
3825842,Levante UD,466,43,10.84
3825843,Málaga,225,54,4.17
3825843,Rayo Vallecano,280,57,4.91
3825844,Athletic Club,366,43,8.51
3825844,Real Betis,383,43,8.91
3825845,Espanyol,314,65,4.83
3825845,Sevilla,244,46,5.3
3825846,RC Deportivo La Coruña,508,29,17.52
3825846,Real Madrid,335,35,9.57
3825847,Eibar,303,57,5.32
3825847,RC Deportivo La Coruña,293,51,5.75
3825848,Eibar,364,51,7.14
3825848,Levante UD,234,47,4.98
3825849,Real Sociedad,324,48,6.75
3825849,Valencia,308,48,6.42
3825850,Celta Vigo,301,47,6.4
3825850,Málaga,346,37,9.35
3825851,RC Deportivo La Coruña,510,20,25.5
3825851,Villarreal,203,25,8.12
3825852,Las Palmas,315,40,7.88
3825852,Sporting Gijón,280,57,4.91
3825853,Granada,308,44,7.0
3825853,Sevilla,206,41,5.02
3825854,Eibar,246,48,5.13
3825854,Sporting Gijón,327,39,8.38
3825855,Levante UD,358,41,8.73
3825855,Málaga,247,36,6.86
3825856,Eibar,361,58,6.22
3825856,Real Madrid,281,38,7.39
3825857,Espanyol,288,54,5.33
3825857,Levante UD,257,48,5.35
3825858,Eibar,259,57,4.54
3825858,Rayo Vallecano,207,53,3.91
3825859,Granada,427,31,13.77
3825859,Las Palmas,277,35,7.91
3825860,Atlético Madrid,374,30,12.47
3825860,Levante UD,358,22,16.27
3825861,Rayo Vallecano,210,51,4.12
3825861,Real Sociedad,409,34,12.03
3825862,Celta Vigo,299,50,5.98
3825862,Espanyol,439,60,7.32
3825863,Las Palmas,317,37,8.57
3825863,RC Deportivo La Coruña,443,45,9.84
3825864,Real Madrid,273,35,7.8
3825864,Real Sociedad,360,45,8.0
3825865,Getafe,188,30,6.27
3825865,Sporting Gijón,339,36,9.42
3825866,Athletic Club,363,53,6.85
3825866,Las Palmas,301,20,15.05
3825867,Getafe,239,43,5.56
3825867,Sevilla,254,34,7.47
3825868,Celta Vigo,239,40,5.97
3825868,Granada,384,53,7.25
3825869,Athletic Club,177,45,3.93
3825869,Sevilla,381,32,11.91
3825870,Athletic Club,237,49,4.84
3825870,Celta Vigo,343,43,7.98
3825871,Espanyol,449,40,11.23
3825871,Las Palmas,265,27,9.81
3825872,Atlético Madrid,285,54,5.28
3825872,Real Betis,347,27,12.85
3825873,Valencia,301,31,9.71
3825873,Villarreal,475,33,14.39
3825874,Getafe,326,23,14.17
3825874,Sevilla,221,33,6.7
3825875,Real Sociedad,283,46,6.15
3825875,Villarreal,375,57,6.58
3825876,Getafe,314,39,8.05
3825876,Real Betis,255,28,9.11
3825877,Athletic Club,178,36,4.94
3825877,Granada,361,37,9.76
3825878,Atlético Madrid,327,64,5.11
3825878,Rayo Vallecano,194,54,3.59
3825879,Las Palmas,402,27,14.89
3825879,Real Madrid,348,35,9.94
3825880,Levante UD,352,37,9.51
3825880,RC Deportivo La Coruña,274,32,8.56
3825881,Espanyol,180,43,4.19
3825881,Granada,353,28,12.61
3825882,Atlético Madrid,338,45,7.51
3825882,Celta Vigo,356,31,11.48
3825883,Las Palmas,232,27,8.59
3825883,Málaga,430,45,9.56
3825884,Real Betis,251,47,5.34
3825884,Sevilla,220,53,4.15
3825885,Getafe,277,38,7.29
3825885,Rayo Vallecano,208,52,4.0
3825886,Rayo Vallecano,384,45,8.53
3825886,Real Madrid,175,31,5.65
3825887,Granada,393,42,9.36
3825887,Rayo Vallecano,129,35,3.69
3825888,Las Palmas,244,53,4.6
3825888,Valencia,406,49,8.29
3825889,Celta Vigo,182,45,4.04
3825889,Real Betis,439,39,11.26
3825890,Atlético Madrid,290,46,6.3
3825890,Málaga,280,38,7.37
3825891,Espanyol,290,55,5.27
3825891,Las Palmas,281,53,5.3
3825892,Granada,261,50,5.22
3825892,Real Sociedad,300,46,6.52
3825893,Real Madrid,307,21,14.62
3825893,Villarreal,517,21,24.62
3825894,Getafe,342,37,9.24
3825894,RC Deportivo La Coruña,218,41,5.32
3825895,Las Palmas,331,39,8.49
3825895,Sevilla,251,53,4.74
3825896,Granada,256,42,6.1
3825896,Levante UD,236,35,6.74
3825897,Eibar,304,59,5.15
3825897,Real Sociedad,244,42,5.81
3825898,Celta Vigo,263,39,6.74
3825898,RC Deportivo La Coruña,381,33,11.55
3825899,Getafe,338,38,8.89
3825899,Valencia,233,30,7.77
3825900,Sporting Gijón,255,40,6.38
3825900,Villarreal,403,26,15.5
3825901,Real Madrid,451,24,18.79
3825901,Valencia,403,25,16.12
3825902,Levante UD,371,33,11.24
3825902,Rayo Vallecano,257,48,5.35
3825903,Málaga,369,46,8.02
3825903,Real Betis,261,59,4.42
3825904,Eibar,194,49,3.96
3825904,Real Betis,474,32,14.81
3825905,Espanyol,408,38,10.74
3825905,Málaga,205,54,3.8
3825906,RC Deportivo La Coruña,389,26,14.96
3825906,Sevilla,258,39,6.62
3825907,Atlético Madrid,457,44,10.39
3825907,Sporting Gijón,234,63,3.71
3825908,Eibar,276,62,4.45
3825908,Espanyol,313,35,8.94
3827335,Jamshedpur,163,47,3.47
3827335,Kerala Blasters,269,37,7.27
3827336,ATK Mohun Bagan,134,34,3.94
3827336,Hyderabad,302,34,8.88
3827337,Jamshedpur,179,51,3.51
3827337,Kerala Blasters,237,45,5.27
3827338,ATK Mohun Bagan,257,30,8.57
3827338,Hyderabad,257,36,7.14
3827767,Hyderabad,334,42,7.95
3827767,Kerala Blasters,313,55,5.69
3829413,Lille,245,41,5.98
3829413,Paris Saint-Germain,349,27,12.93
3829414,Caen,407,37,11.0
3829414,Marseille,150,38,3.95
3829415,Bastia,248,52,4.77
3829415,Rennes,278,40,6.95
3829416,AS Monaco,205,51,4.02
3829416,OGC Nice,397,41,9.68
3829417,Gazélec Ajaccio,351,31,11.32
3829417,Troyes,243,37,6.57
3829418,Guingamp,315,38,8.29
3829418,Nantes,231,42,5.5
3829419,Angers,424,44,9.64
3829419,Montpellier,223,34,6.56
3829420,Bordeaux,272,49,5.55
3829420,Stade de Reims,300,40,7.5
3829421,Saint-Étienne,273,31,8.81
3829421,Toulouse,307,30,10.23
3829422,Lorient,526,28,18.79
3829422,Lyon,236,18,13.11
3829423,AS Monaco,210,46,4.57
3829423,Lille,354,38,9.32
3829424,Bordeaux,234,48,4.88
3829424,Saint-Étienne,294,55,5.35
3829425,Angers,288,41,7.02
3829425,Nantes,284,56,5.07
3829426,Guingamp,323,46,7.02
3829426,Lyon,186,41,4.54
3829427,OGC Nice,288,27,10.67
3829427,Troyes,412,30,13.73
3829428,Caen,361,51,7.08
3829428,Toulouse,300,53,5.66
3829429,Montpellier,302,50,6.04
3829429,Rennes,399,49,8.14
3829430,Marseille,213,35,6.09
3829430,Stade de Reims,334,36,9.28
3829431,Bastia,462,43,10.74
3829431,Lorient,158,31,5.1
3829432,Gazélec Ajaccio,523,28,18.68
3829432,Paris Saint-Germain,183,29,6.31
3829433,Montpellier,406,39,10.41
3829433,Paris Saint-Germain,288,24,12.0
3829434,Bastia,329,38,8.66
3829434,Guingamp,207,39,5.31
3829435,Lyon,191,38,5.03
3829435,Rennes,433,31,13.97
3829436,Nantes,334,37,9.03
3829436,Stade de Reims,313,40,7.82
3829437,Angers,393,34,11.56
3829437,Gazélec Ajaccio,145,43,3.37
3829438,Caen,457,37,12.35
3829438,OGC Nice,238,37,6.43
3829439,AS Monaco,261,31,8.42
3829439,Toulouse,344,45,7.64
3829440,Lorient,420,37,11.35
3829440,Saint-Étienne,177,45,3.93
3829441,Marseille,272,20,13.6
3829441,Troyes,326,28,11.64
3829442,Bordeaux,280,50,5.6
3829442,Lille,243,38,6.39
3829443,Guingamp,301,32,9.41
3829443,Marseille,203,39,5.21
3829444,Caen,356,31,11.48
3829444,Lyon,203,39,5.21
3829445,Angers,400,36,11.11
3829445,OGC Nice,219,21,10.43
3829446,Montpellier,246,26,9.46
3829446,Troyes,398,31,12.84
3829447,Gazélec Ajaccio,293,49,5.98
3829447,Lille,222,51,4.35
3829448,Lorient,223,24,9.29
3829448,Stade de Reims,334,37,9.03
3829449,Rennes,280,41,6.83
3829449,Toulouse,309,38,8.13
3829450,AS Monaco,493,30,16.43
3829450,Paris Saint-Germain,232,14,16.57
3829451,Bastia,460,31,14.84
3829451,Saint-Étienne,152,38,4.0
3829452,Bordeaux,223,28,7.96
3829452,Nantes,371,48,7.73
3829453,Bordeaux,518,34,15.24
3829453,Paris Saint-Germain,194,38,5.11
3829454,Lille,327,36,9.08
3829454,Lyon,161,41,3.93
3829455,Caen,399,31,12.87
3829455,Troyes,180,36,5.0
3829456,Angers,390,32,12.19
3829456,Lorient,270,39,6.92
3829457,Montpellier,279,42,6.64
3829457,Saint-Étienne,326,37,8.81
3829458,Stade de Reims,277,48,5.77
3829458,Toulouse,329,25,13.16
3829459,Guingamp,470,56,8.39
3829459,OGC Nice,193,39,4.95
3829460,Nantes,347,43,8.07
3829460,Rennes,264,43,6.14
3829461,Bastia,382,24,15.92
3829461,Marseille,259,24,10.79
3829462,AS Monaco,298,31,9.61
3829462,Gazélec Ajaccio,226,33,6.85
3829463,Lille,214,55,3.89
3829463,Rennes,316,41,7.71
3829464,Bastia,237,51,4.65
3829464,OGC Nice,298,33,9.03
3829465,Paris Saint-Germain,188,26,7.23
3829465,Stade de Reims,529,31,17.06
3829466,Angers,351,30,11.7
3829466,Troyes,155,39,3.97
3829467,Caen,330,54,6.11
3829467,Montpellier,262,46,5.7
3829468,Gazélec Ajaccio,403,40,10.07
3829468,Guingamp,185,33,5.61
3829469,AS Monaco,194,42,4.62
3829469,Lorient,448,32,14.0
3829470,Nantes,322,57,5.65
3829470,Saint-Étienne,307,44,6.98
3829471,Bordeaux,207,48,4.31
3829471,Toulouse,338,50,6.76
3829472,Lyon,245,39,6.28
3829472,Marseille,385,33,11.67
3829473,Guingamp,673,21,32.05
3829473,Paris Saint-Germain,187,29,6.45
3829474,Angers,333,38,8.76
3829474,Stade de Reims,272,40,6.8
3829475,Bordeaux,381,34,11.21
3829475,OGC Nice,343,44,7.8
3829476,Bastia,457,42,10.88
3829476,Lyon,239,32,7.47
3829477,Marseille,222,24,9.25
3829477,Toulouse,325,33,9.85
3829478,Gazélec Ajaccio,315,34,9.26
3829478,Rennes,289,30,9.63
3829479,Caen,296,36,8.22
3829479,Lorient,333,49,6.8
3829480,Saint-Étienne,271,41,6.61
3829480,Troyes,387,45,8.6
3829481,AS Monaco,292,54,5.41
3829481,Montpellier,339,44,7.7
3829482,Lille,199,47,4.23
3829482,Stade de Reims,342,45,7.6
3829483,Nantes,459,50,9.18
3829483,Paris Saint-Germain,169,29,5.83
3829484,Bordeaux,396,38,10.42
3829484,Lyon,319,37,8.62
3829485,Rennes,192,31,6.19
3829485,Troyes,408,41,9.95
3829486,Bastia,403,44,9.16
3829486,Toulouse,222,41,5.41
3829487,Caen,319,32,9.97
3829487,Gazélec Ajaccio,254,37,6.86
3829488,AS Monaco,266,41,6.49
3829488,Guingamp,207,39,5.31
3829489,Lorient,244,46,5.3
3829489,Montpellier,295,36,8.19
3829490,OGC Nice,338,34,9.94
3829490,Saint-Étienne,355,40,8.88
3829491,Angers,471,28,16.82
3829491,Marseille,125,30,4.17
3829492,Lille,157,42,3.74
3829492,Nantes,443,34,13.03
3829493,Lille,281,60,4.68
3829493,Montpellier,319,37,8.62
3829494,Gazélec Ajaccio,300,49,6.12
3829494,Toulouse,269,45,5.98
3829495,Lyon,298,44,6.77
3829495,Stade de Reims,473,20,23.65
3829496,Angers,206,48,4.29
3829496,Bastia,328,40,8.2
3829497,Guingamp,294,34,8.65
3829497,Troyes,217,39,5.56
3829498,Bordeaux,261,43,6.07
3829498,Lorient,331,39,8.49
3829499,Caen,345,44,7.84
3829499,Saint-Étienne,179,63,2.84
3829500,Marseille,366,29,12.62
3829500,Paris Saint-Germain,273,27,10.11
3829501,AS Monaco,270,37,7.3
3829501,Rennes,357,38,9.39
3829502,AS Monaco,485,34,14.26
3829502,Lyon,205,36,5.69
3829503,Nantes,312,28,11.14
3829503,Troyes,308,18,17.11
3829504,Bastia,456,45,10.13
3829504,Paris Saint-Germain,192,34,5.65
3829505,Gazélec Ajaccio,387,27,14.33
3829505,Saint-Étienne,265,29,9.14
3829506,Guingamp,318,40,7.95
3829506,Lille,187,47,3.98
3829507,Angers,508,35,14.51
3829507,Toulouse,235,48,4.9
3829508,Caen,310,36,8.61
3829508,Stade de Reims,208,37,5.62
3829509,Lorient,396,40,9.9
3829509,Marseille,233,37,6.3
3829510,OGC Nice,328,27,12.15
3829510,Rennes,401,55,7.29
3829511,Bordeaux,256,58,4.41
3829511,Montpellier,368,44,8.36
3829512,Lyon,175,36,4.86
3829512,Toulouse,494,38,13.0
3829513,Caen,234,43,5.44
3829513,Nantes,338,46,7.35
3829514,Angers,290,42,6.9
3829514,Guingamp,258,38,6.79
3829515,Bastia,331,50,6.62
3829515,Montpellier,303,34,8.91
3829516,Lorient,321,25,12.84
3829516,Rennes,307,33,9.3
3829517,Gazélec Ajaccio,354,34,10.41
3829517,OGC Nice,215,23,9.35
3829518,Lille,228,51,4.47
3829518,Marseille,247,50,4.94
3829519,Paris Saint-Germain,275,23,11.96
3829519,Saint-Étienne,520,33,15.76
3829520,AS Monaco,387,35,11.06
3829520,Stade de Reims,254,31,8.19
3829521,Bordeaux,268,33,8.12
3829521,Troyes,371,64,5.8
3829522,Nantes,422,41,10.29
3829522,OGC Nice,246,34,7.24
3835319,Austria Women's,350,35,10.0
3835319,England Women's,201,28,7.18
3835320,Northern Ireland,388,20,19.4
3835320,Norway Women's,127,25,5.08
