player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Anderson Luis de Abreu Oliveira,Manchester United,13,0.0,0.0,2.0,0.0
Lamine Camara,Senegal,116,0.0,0.0,23.0,0.0
Sahal Abdul Samad,Kerala Blasters,285,0.0,0.0,73.0,0.0
Pablo Ínsua Blanco,Leganés,28,0.0,0.0,2.0,0.0
Benjamin Mendy,Marseille,1054,0.0,0.0,378.0,0.0
Alexis Flips,Stade de Reims,36,0.0,0.0,12.0,0.0
Yannick Cahuzac,Bastia,933,0.0,0.0,265.0,0.0
Sourav Das,East Bengal,394,0.0,0.0,93.0,0.0
Wissam Ben Yedder,Toulouse,685,0.0,0.0,165.0,0.0
Francisco Alcácer García,Valencia,368,0.0,0.0,75.0,0.0
Eduardo César Daude Gaspar,Arsenal,801,0.0,0.0,227.0,0.0
Christian Atsu Twasam,Málaga,112,0.0,0.0,18.0,0.0
Harry Kane,Tottenham Hotspur,729,0.0,0.0,159.0,0.0
Alfredo Morales,Ingolstadt,303,0.0,0.0,112.0,0.0
Lassana Coulibaly,Bastia,177,0.0,0.0,40.0,0.0
Shinji Okazaki,Leicester City,389,0.0,0.0,56.0,0.0
Zouhair Feddal,Levante UD,848,0.0,0.0,404.0,0.0
Danielle Buet,Brighton & Hove Albion WFC,1036,0.0,0.0,341.0,0.0
Courtney Brosnan,West Ham United LFC,357,0.0,0.0,238.0,0.0
Ankit Mukherjee,East Bengal,52,0.0,0.0,26.0,0.0
Denis Suárez Fernández,Villarreal,756,0.0,0.0,222.0,0.0
Juan Román Riquelme,Boca Juniors,22,0.0,0.0,2.0,0.0
Ying Li,China PR Women's,70,0.0,0.0,12.0,0.0
Dominique Bruinenberg,Everton LFC,187,0.0,0.0,66.0,0.0
Carli Anne Hollins,United States Women's,45,0.0,0.0,15.0,0.0
Philippe Coutinho Correia,Brazil,289,0.0,0.0,86.0,0.0
Seko Fofana,Bastia,970,0.0,0.0,201.0,0.0
Mikel Vesga Arruti,Athletic Club,85,0.0,0.0,24.0,0.0
Jimmy Cabot,Troyes,264,0.0,0.0,79.0,0.0
Milan Biševac,Lyon,277,0.0,0.0,106.0,0.0
Ella Rutherford,Bristol City WFC,178,0.0,0.0,67.0,0.0
Facundo Sebastián Roncaglia,Fiorentina,1685,0.0,0.0,551.0,0.0
Sead Kolašinac,Schalke 04,760,0.0,0.0,257.0,0.0
Aníbal Cesis Godoy,Panama,95,0.0,0.0,24.0,0.0
Wilfried Zaha,Crystal Palace,488,0.0,0.0,149.0,0.0
Pedro Manuel Munitis Álvarez,Racing Santander,124,0.0,0.0,32.0,0.0
Edenílson Andrade dos Santos,Udinese,871,0.0,0.0,251.0,0.0
Henri Saivet,Bordeaux,802,0.0,0.0,262.0,0.0
Rubén Sobrino Pozuelo,Deportivo Alavés,58,0.0,0.0,10.0,0.0
Sergi Roberto Carnicer,Barcelona,8778,0.0,0.0,1677.0,0.0
Luis García Fernández,Espanyol,139,0.0,0.0,40.0,0.0
Erin Nayler,New Zealand Women's,53,0.0,0.0,48.0,0.0
Youssouf Ndayishimiye,OGC Nice,66,0.0,0.0,20.0,0.0
Juan Bernat Velasco,Valencia,52,0.0,0.0,10.0,0.0
Mohamad Rakip,Mumbai City,100,0.0,0.0,24.0,0.0
Sergio Álvarez Díaz,Eibar,53,0.0,0.0,13.0,0.0
Abdou Diallo,Paris Saint-Germain,268,0.0,0.0,103.0,0.0
Marisa Ewers,Aston Villa,335,0.0,0.0,85.0,0.0
Naocha Huidrom Singh,East Bengal,146,0.0,0.0,60.0,0.0
Matteo Ciofani,Frosinone,377,0.0,0.0,144.0,0.0
Iago Herrerín Buisán,Athletic Club,62,0.0,0.0,57.0,0.0
Yannick Gerhardt,FC Köln,616,0.0,0.0,157.0,0.0
Philipp Lahm,Bayern Munich,2133,0.0,0.0,528.0,0.0
Modou Barrow,Swansea City,172,0.0,0.0,45.0,0.0
Thilo Kehrer,Paris Saint-Germain,578,0.0,0.0,127.0,0.0
Kristijan Kahlina,Charlotte,25,0.0,0.0,16.0,0.0
Jordan Adéoti,Caen,463,0.0,0.0,164.0,0.0
Yannick Bolasie Yala,Crystal Palace,402,0.0,0.0,101.0,0.0
Jonathan Rodríguez Menéndez,Deportivo Alavés,21,0.0,0.0,7.0,0.0
Francisco Montañés Claverías,Real Zaragoza,29,0.0,0.0,3.0,0.0
Mamello Makhabane,South Africa Women's,71,0.0,0.0,15.0,0.0
Benoît Guy Robert Costil,Rennes,548,0.0,0.0,487.0,0.0
Benjamin André,Lille,153,0.0,0.0,38.0,0.0
Gerzino Nyamsi,Strasbourg,71,0.0,0.0,31.0,0.0
David Alberto Guzmán Pérez,Costa Rica,92,0.0,0.0,27.0,0.0
Juan Manuel Mata García,Valencia,145,0.0,0.0,27.0,0.0
Giedrius Arlauskis,Espanyol,30,0.0,0.0,26.0,0.0
Nadia Nadim,Manchester City WFC,45,0.0,0.0,1.0,0.0
Johan Andrés Mojica Palacio,Elche,41,0.0,0.0,14.0,0.0
Francisco Javier García Guerrero,Recreativo Huelva,19,0.0,0.0,4.0,0.0
Joe Ledley,Crystal Palace,322,0.0,0.0,63.0,0.0
Taylor Hinds,Everton LFC,358,0.0,0.0,127.0,0.0
Taisir Jabir Al Jassim,Saudi Arabia,58,0.0,0.0,6.0,0.0
Denis Suárez Fernández,Barcelona,885,0.0,0.0,162.0,0.0
Jihai Sun,Manchester City,70,0.0,0.0,34.0,0.0
Alfredo Kulembe Ribeiro,Angola,146,0.0,0.0,46.0,0.0
Carlos Alberto Torres,Brazil,367,0.0,0.0,164.0,0.0
Yoan Gouffran,Newcastle United,71,0.0,0.0,10.0,0.0
Jordi Alba Ramos,Valencia,157,0.0,0.0,51.0,0.0
Thabang Amod Monare,South Africa,27,0.0,0.0,9.0,0.0
Aliou Dieng,Mali,76,0.0,0.0,13.0,0.0
Wes Brown,Sunderland,153,0.0,0.0,52.0,0.0
Nahitan Michel Nández Acosta,Uruguay,247,0.0,0.0,84.0,0.0
Kepa Arrizabalaga Revuelta,Athletic Club,47,0.0,0.0,38.0,0.0
Leigh-Anne Robe,Liverpool WFC,884,0.0,0.0,379.0,0.0
Sergio Gontán Gallardo,Eibar,597,0.0,0.0,164.0,0.0
Sven Bender,Borussia Dortmund,1074,0.0,0.0,293.0,0.0
Manuel Luís da Silva Cafumana,Angola,157,0.0,0.0,54.0,0.0
Jovane Eduardo Borges Cabral,Cape Verde Islands,90,0.0,0.0,13.0,0.0
Mark Dennis González Hoffmann,Albacete,26,0.0,0.0,3.0,0.0
Dominic Matteo,Leeds United,34,0.0,0.0,12.0,0.0
Lucy Staniforth,Manchester United,281,0.0,0.0,76.0,0.0
Anatoliy Radenko,Soviet Union U20,18,0.0,0.0,10.0,0.0
Cheikh M''Bengue,Rennes,994,0.0,0.0,311.0,0.0
Agne Simonsson,Sweden,19,0.0,0.0,6.0,0.0
Jan Oblak,Atlético Madrid,557,0.0,0.0,452.0,0.0
Xabier Prieto Argarate,Real Sociedad,1305,0.0,0.0,363.0,0.0
Šime Vrsaljko,Atlético Madrid,33,0.0,0.0,8.0,0.0
Mohamed Aly Camara,Guinea,40,0.0,0.0,6.0,0.0
Bradley Johnson,Norwich City,55,0.0,0.0,13.0,0.0
Magdalena Lilly Eriksson,Chelsea FCW,3139,0.0,0.0,1275.0,0.0
Houssem Aouar,Algeria,23,0.0,0.0,4.0,0.0
João Miranda de Souza Filho,Brazil,237,0.0,0.0,99.0,0.0
Vratislav Greško,Blackburn Rovers,19,0.0,0.0,8.0,0.0
Gerónimo Rulli,Real Sociedad,954,0.0,0.0,759.0,0.0
Simone Zaza,Juventus,129,0.0,0.0,18.0,0.0
Mario Melchiot,Chelsea,62,0.0,0.0,20.0,0.0
Banana Yaya,Bengaluru,162,0.0,0.0,64.0,0.0
Diego Mariño Villar,Levante UD,601,0.0,0.0,462.0,0.0
Milan Badelj,Croatia,65,0.0,0.0,26.0,0.0
Unai López Cabrera,Leganés,29,0.0,0.0,11.0,0.0
Seminlen Doungel,Jamshedpur,160,0.0,0.0,54.0,0.0
Mama Samba Baldé,Guinea-Bissau,25,0.0,0.0,5.0,0.0
Kelli Hubly,Portland Thorns,49,0.0,0.0,27.0,0.0
Michael Krohn-Dehli,Denmark,11,0.0,0.0,3.0,0.0
Lisa De Vanna,Australia Women's,24,0.0,0.0,5.0,0.0
Carlos Reina Aranda,Real Zaragoza,27,0.0,0.0,6.0,0.0
Giovani dos Santos Ramírez,Villarreal,44,0.0,0.0,10.0,0.0
Alaeddine Yahia,Caen,528,0.0,0.0,249.0,0.0
Bo-Ram Hwang,Korea Republic Women's,86,0.0,0.0,42.0,0.0
Oumar Diakité,Côte d'Ivoire,72,0.0,0.0,12.0,0.0
Šime Vrsaljko,Sassuolo,1525,0.0,0.0,497.0,0.0
Jermain Defoe,Sunderland,319,0.0,0.0,62.0,0.0
Phillipp Klement,FSV Mainz 05,17,0.0,0.0,3.0,0.0
Vurnon Anita,Newcastle United,864,0.0,0.0,327.0,0.0
Alejandro Remiro Gargallo,Real Sociedad,121,0.0,0.0,67.0,0.0
Karen Julia Carney,Chelsea FCW,325,0.0,0.0,122.0,0.0
Adam Hloušek,VfB Stuttgart,157,0.0,0.0,76.0,0.0
Paulo Dino Gazzaniga,Southampton,41,0.0,0.0,35.0,0.0
Johannes Flum,Eintracht Frankfurt,54,0.0,0.0,12.0,0.0
Leah Burridge,Yeovil Town LFC,6,0.0,0.0,1.0,0.0
Amadou Diawara,Guinea,120,0.0,0.0,32.0,0.0
João Filipe Iria Santos Moutinho,AS Monaco,1188,0.0,0.0,402.0,0.0
Miguel Ángel González Suárez,Real Madrid,36,0.0,0.0,20.0,0.0
Hotaru Yamaguchi,Japan,91,0.0,0.0,24.0,0.0
Timm Klose,Wolfsburg,434,0.0,0.0,178.0,0.0
Rosella Ayane,Tottenham Hotspur Women,284,0.0,0.0,56.0,0.0
Jean-Victor Makengo,Caen,107,0.0,0.0,28.0,0.0
Christopher Wooh,Rennes,63,0.0,0.0,18.0,0.0
Brianna Visalli,Birmingham City WFC,145,0.0,0.0,32.0,0.0
Peter Niemeyer,Darmstadt 98,394,0.0,0.0,168.0,0.0
Ngasepam Tondonba Singh,NorthEast United,112,0.0,0.0,46.0,0.0
Bruno Alberto Langa,Mozambique,66,0.0,0.0,20.0,0.0
Graham Dorrans,Norwich City,647,0.0,0.0,177.0,0.0
Quincy Anton Promes,Sevilla,28,0.0,0.0,9.0,0.0
Jovani Francisco Welch Lopez,Panama,77,0.0,0.0,22.0,0.0
Katelyn Rowland,North Carolina Courage,201,0.0,0.0,150.0,0.0
Unai Bustinza Martínez,Leganés,80,0.0,0.0,32.0,0.0
Amanda Sampedro Bustos,Spain Women's,31,0.0,0.0,5.0,0.0
Gilles Sunu,Angers,553,0.0,0.0,116.0,0.0
Roberto Jiménez Gago,Atlético Madrid,20,0.0,0.0,18.0,0.0
Israel Reyes Romero,Mexico,34,0.0,0.0,9.0,0.0
Danylo Ignatenko,Bordeaux,18,0.0,0.0,2.0,0.0
Jefferson Antonio Montero Vite,Swansea City,316,0.0,0.0,66.0,0.0
Jose María Movilla Cubero,Rayo Vallecano,51,0.0,0.0,13.0,0.0
Giovani dos Santos Ramírez,Barcelona,247,0.0,0.0,30.0,0.0
Romelu Lukaku Menama,Everton,804,0.0,0.0,98.0,0.0
Juan Valera Espín,Racing Santander,33,0.0,0.0,12.0,0.0
César Sánchez Domínguez,Real Zaragoza,69,0.0,0.0,56.0,0.0
Memphis Depay,Manchester United,547,0.0,0.0,101.0,0.0
Wahbi Khazri,Sunderland,271,0.0,0.0,85.0,0.0
Grejohn Kyei,Stade de Reims,109,0.0,0.0,17.0,0.0
David Cortés Caballero,Granada,21,0.0,0.0,6.0,0.0
Enes Ünal,Villarreal,7,0.0,0.0,2.0,0.0
Rúben Afonso Borges Semedo,Villarreal,14,0.0,0.0,3.0,0.0
Armando Izzo,Genoa,1157,0.0,0.0,369.0,0.0
José Paulo Bezzera Maciel Júnior,Brazil,136,0.0,0.0,20.0,0.0
Adam Smith,AFC Bournemouth,1045,0.0,0.0,225.0,0.0
Riccardo Meggiorini,Chievo,268,0.0,0.0,62.0,0.0
Jérémie Aliadière,Arsenal,47,0.0,0.0,10.0,0.0
Anita Amma Ankyewah Asante,Aston Villa,411,0.0,0.0,148.0,0.0
Lloyd Junior Kazapua,Namibia,70,0.0,0.0,35.0,0.0
Toni Duggan,England Women's,86,0.0,0.0,18.0,0.0
Toni Kroos,Bayern Munich,80,0.0,0.0,27.0,0.0
Laldanmawia Ralte,NorthEast United,68,0.0,0.0,21.0,0.0
Peng Han,China PR Women's,158,0.0,0.0,64.0,0.0
Iván Helguera Bujía,Valencia,17,0.0,0.0,6.0,0.0
Antolín Alcáraz Viveros,Las Palmas,188,0.0,0.0,70.0,0.0
Katie Robinson,Brighton & Hove Albion WFC,13,0.0,0.0,3.0,0.0
Amey Ganesh Ranawade,Mumbai City,445,0.0,0.0,117.0,0.0
Juan Manuel Asensi Ripoll,Barcelona,51,0.0,0.0,24.0,0.0
Ricardo Domingos Barbosa Pereira,OGC Nice,1367,0.0,0.0,325.0,0.0
Javier López Rodríguez,Espanyol,1106,0.0,0.0,387.0,0.0
Chidinma Nkeruka Okeke,Nigeria Women's,91,0.0,0.0,47.0,0.0
Josip Radošević,Eibar,143,0.0,0.0,38.0,0.0
Stéphane Demol,Belgium,33,0.0,0.0,13.0,0.0
César Azpilicueta Tanco,Osasuna,99,0.0,0.0,54.0,0.0
Maurizio Domizzi,Udinese,122,0.0,0.0,51.0,0.0
Júnior Leonardo Moreno Borrero,Cincinnati,30,0.0,0.0,4.0,0.0
Sunisa Srangthaisong,Thailand Women's,77,0.0,0.0,40.0,0.0
Diego Perotti,Genoa,484,0.0,0.0,125.0,0.0
Luigi De Agostini,Juventus,56,0.0,0.0,20.0,0.0
Paul Edgar Akouokou,Real Betis,22,0.0,0.0,5.0,0.0
João Pedro da Silva Pereira,Valencia,121,0.0,0.0,36.0,0.0
Giancarlo Marocchi,Juventus,54,0.0,0.0,17.0,0.0
Kieran Richardson,Aston Villa,260,0.0,0.0,86.0,0.0
Leandro Damião da Silva dos Santos,Real Betis,18,0.0,0.0,5.0,0.0
Michael Lennart Svensson,Southampton,39,0.0,0.0,21.0,0.0
Kyle Naughton,Swansea City,1082,0.0,0.0,319.0,0.0
José Luis Sanmartín Mato,Stoke City,268,0.0,0.0,27.0,0.0
Ignacio Monreal Eraso,Real Sociedad,99,0.0,0.0,27.0,0.0
Daniel Parejo Muñoz,Villarreal,140,0.0,0.0,35.0,0.0
Marcelo Amado Djaló Taritolay,Guinea-Bissau,64,0.0,0.0,20.0,0.0
Bilal Brahimi,OGC Nice,22,0.0,0.0,4.0,0.0
Sarah Gorden,Chicago Red Stars,73,0.0,0.0,21.0,0.0
Emmanuel Imorou,Caen,437,0.0,0.0,223.0,0.0
Fabiano Eler dos Santos,Atlético Madrid,31,0.0,0.0,17.0,0.0
Millie Bright,Chelsea FCW,2983,0.0,0.0,1308.0,0.0
Lucas Chevalier,Lille,31,0.0,0.0,21.0,0.0
Bartholomew Owogbalor Ogbeche,Real Valladolid,12,0.0,0.0,1.0,0.0
Soraisam Pritam Kumar Singh,Hyderabad,27,0.0,0.0,8.0,0.0
Linda Ruth Bravo,Argentina Women's,58,0.0,0.0,15.0,0.0
Nicolai Jørgensen,Denmark,32,0.0,0.0,9.0,0.0
Ygor de Oliveira Ferreira,Mumbai City,89,0.0,0.0,21.0,0.0
Román Fernando Martínez,Espanyol,27,0.0,0.0,9.0,0.0
Virgil van Dijk,Southampton,1186,0.0,0.0,474.0,0.0
Jacob Mendy,Gambia,58,0.0,0.0,20.0,0.0
Laurent Koscielny,Arsenal,1458,0.0,0.0,566.0,0.0
Ulrich Stielike,Real Madrid,37,0.0,0.0,17.0,0.0
Ismahila Ouédraogo,Burkina Faso,54,0.0,0.0,18.0,0.0
Nilton dos Reis Santos,Brazil,133,0.0,0.0,68.0,0.0
Rubén González Rocha,Albacete,19,0.0,0.0,11.0,0.0
Filip Kostić,VfB Stuttgart,589,0.0,0.0,206.0,0.0
Arda Turan,Barcelona,1050,0.0,0.0,198.0,0.0
Ludovic Ajorque,Strasbourg,17,0.0,0.0,0.0,
Bobby Moore,England,41,0.0,0.0,25.0,0.0
Jill Scott,Everton LFC,392,0.0,0.0,80.0,0.0
Lalrinliana Hnamte,East Bengal,160,0.0,0.0,41.0,0.0
Andrew Robertson,Liverpool,67,0.0,0.0,26.0,0.0
Marcelo Alfonso Díaz Rojas,Celta Vigo,679,0.0,0.0,215.0,0.0
Leonardo Campana Romero,Inter Miami,56,0.0,0.0,4.0,0.0
Erin Cuthbert,Scotland Women's,67,0.0,0.0,16.0,0.0
Enzo Le Fée,Lorient,114,0.0,0.0,26.0,0.0
Tobias Levels,Ingolstadt,725,0.0,0.0,218.0,0.0
Suvam Sen,East Bengal,73,0.0,0.0,49.0,0.0
Kolo Habib Touré,Arsenal,1263,0.0,0.0,465.0,0.0
Franck Béria,Lille,36,0.0,0.0,6.0,0.0
Abbie McManus,England Women's,189,0.0,0.0,81.0,0.0
Megan Connolly,Brighton & Hove Albion WFC,560,0.0,0.0,181.0,0.0
Slavko Damjanović,Chennaiyin,514,0.0,0.0,158.0,0.0
Idrissa Doumbia,Huesca,38,0.0,0.0,8.0,0.0
Diego López Rodríguez,Real Madrid,48,0.0,0.0,43.0,0.0
Peter Crouch,Stoke City,91,0.0,0.0,18.0,0.0
Jon Mikel Aramburu Mejías,Venezuela,94,0.0,0.0,35.0,0.0
Giacomo Bonaventura,AC Milan,1250,0.0,0.0,296.0,0.0
Tandi Mwape,Zambia,41,0.0,0.0,12.0,0.0
Stefan Kießling,Bayer Leverkusen,398,0.0,0.0,52.0,0.0
Jonathan Osorio,Toronto FC,48,0.0,0.0,7.0,0.0
Sergio Canales Madrazo,Racing Santander,23,0.0,0.0,4.0,0.0
Mauro Ramos de Oliveira,Brazil,28,0.0,0.0,14.0,0.0
Gorka Iraizoz Moreno,Girona,23,0.0,0.0,19.0,0.0
Alejandro Damián Domínguez,Valencia,11,0.0,0.0,3.0,0.0
Sergio Martínez Ballesteros,Mallorca,17,0.0,0.0,6.0,0.0
Fabio Daprelà,Palermo,59,0.0,0.0,19.0,0.0
Oussama Tannane,Las Palmas,36,0.0,0.0,8.0,0.0
Lindsay Rose,Lyon,55,0.0,0.0,23.0,0.0
Franco Damián Vázquez,Sevilla,98,0.0,0.0,28.0,0.0
Gabriel Iván Mercado,Argentina,158,0.0,0.0,25.0,0.0
David Carmona Sierra,Sevilla,20,0.0,0.0,3.0,0.0
Heung-Min Son,Tottenham Hotspur,377,0.0,0.0,56.0,0.0
Javier Ontiveros Parra,Villarreal,26,0.0,0.0,2.0,0.0
Diego Alejandro Rolan Silva,Málaga,8,0.0,0.0,2.0,0.0
Marvin José Anieboh Pallaruelo,Equatorial Guinea,6,0.0,0.0,1.0,0.0
Junya Ito,Stade de Reims,25,0.0,0.0,7.0,0.0
Jon Bautista Orgilles,Real Sociedad,26,0.0,0.0,3.0,0.0
Mario Mandžukić,Atlético Madrid,16,0.0,0.0,1.0,0.0
Aldo Kalulu Kyatengwa,Lyon,51,0.0,0.0,8.0,0.0
Tom Cleverley,Everton,768,0.0,0.0,188.0,0.0
Ali Sowe,Gambia,22,0.0,0.0,3.0,0.0
Artoms Rudņevs,Hamburger SV,100,0.0,0.0,20.0,0.0
Asier del Horno Cosgaya,Valencia,31,0.0,0.0,10.0,0.0
Ramón Ángel Díaz,Argentina U20,17,0.0,0.0,2.0,0.0
Rafael Márquez Álvarez,Mexico,36,0.0,0.0,8.0,0.0
Juan Merino Ruíz,Recreativo Huelva,36,0.0,0.0,15.0,0.0
Andre Green,Aston Villa,19,0.0,0.0,8.0,0.0
Darwin Daniel Machís Marcano,Granada,43,0.0,0.0,9.0,0.0
Erick Cathriel Cabaco Almada,Getafe,8,0.0,0.0,5.0,0.0
Raoul Petretta,Toronto FC,46,0.0,0.0,14.0,0.0
Hugo Alvez,Argentina U20,49,0.0,0.0,22.0,0.0
Juan Ernesto Simón,Argentina U20,35,0.0,0.0,13.0,0.0
Mallory Pugh,Washington Spirit,78,0.0,0.0,16.0,0.0
Faisal Salum Abdalla,Tanzania,87,0.0,0.0,13.0,0.0
Carlos Arturo Bacca Ahumada,AC Milan,479,0.0,0.0,88.0,0.0
Éderson José dos Santos Lourenço da Silva,Brazil,14,0.0,0.0,0.0,
Victor James Osimhen,Nigeria,54,0.0,0.0,15.0,0.0
Ángel Morales Cuerva,Espanyol,14,0.0,0.0,3.0,0.0
Ignacio Monreal Eraso,Osasuna,152,0.0,0.0,77.0,0.0
Paulo Renato Rebocho Ferreira,FC Porto,34,0.0,0.0,16.0,0.0
Jonathan Calleri,Las Palmas,22,0.0,0.0,4.0,0.0
Nemanja Maksimović,Getafe,50,0.0,0.0,12.0,0.0
Manuel Rolando Iturra Urrutia,Granada,44,0.0,0.0,13.0,0.0
Leandro Daniel Somoza,Real Betis,18,0.0,0.0,9.0,0.0
Sergio Ramos García,Real Madrid,2229,0.0,0.0,973.0,0.0
Nuno Albertino Varela Tavares,Marseille,82,0.0,0.0,18.0,0.0
David López Moreno,Osasuna,47,0.0,0.0,12.0,0.0
Hugo Alejandro Sotil Yerén,Barcelona,21,0.0,0.0,13.0,0.0
Pedro Antonio Porro Sauceda,Girona,30,0.0,0.0,8.0,0.0
Benedict Chepeshi,Zambia,45,0.0,0.0,13.0,0.0
Falaye Sacko,Montpellier,50,0.0,0.0,13.0,0.0
Lucas Deaux,Nantes,504,0.0,0.0,222.0,0.0
Yuri Kawamura,North Carolina Courage,34,0.0,0.0,17.0,0.0
Kiyan Nassiri Giri,ATK Mohun Bagan,66,0.0,0.0,18.0,0.0
Samuel Yves Umtiti,Barcelona,4886,0.0,0.0,1663.0,0.0
Heurelho da Silva Gomes,Watford,593,0.0,0.0,533.0,0.0
Valentín Sergio Pachón Mosquero,Getafe,6,0.0,0.0,0.0,
Kristen Hamilton,North Carolina Courage,52,0.0,0.0,23.0,0.0
Marcus Rashford,Manchester United,155,0.0,0.0,20.0,0.0
Mapou Yanga-Mbiwa,Lyon,1528,0.0,0.0,557.0,0.0
Benjamin André,Rennes,1583,0.0,0.0,441.0,0.0
Dan Gosling,AFC Bournemouth,1029,0.0,0.0,234.0,0.0
Romain Danzé,Rennes,795,0.0,0.0,294.0,0.0
José Antonio García Calvo,Real Valladolid,43,0.0,0.0,18.0,0.0
Faith Michael,Nigeria Women's,8,0.0,0.0,1.0,0.0
Juan Alberto Andreu Alvarado,Real Betis,36,0.0,0.0,26.0,0.0
Eulânio Ângelo Chipela Gomes,Guinea-Bissau,33,0.0,0.0,8.0,0.0
Sofiane Boufal,Angers,22,0.0,0.0,2.0,0.0
Adrián Javier Gunino Duque,Córdoba CF,13,0.0,0.0,8.0,0.0
Vanesa Santana,Argentina Women's,22,0.0,0.0,6.0,0.0
Guilherme Antonio Arana Lopes,Brazil,121,0.0,0.0,26.0,0.0
Rainer Bonhof,Germany,15,0.0,0.0,4.0,0.0
Marcelo Vieira da Silva Júnior,Real Madrid,2538,0.0,0.0,797.0,0.0
Alfred John Momar N''Diaye,Real Betis,960,0.0,0.0,251.0,0.0
Arthur Etienne Boka,Málaga,506,0.0,0.0,159.0,0.0
Valmir Sulejmani,Hannover 96,20,0.0,0.0,5.0,0.0
Feliciano João Jone,Mozambique,35,0.0,0.0,8.0,0.0
Sebastian Rode,Bayern Munich,273,0.0,0.0,49.0,0.0
Álvaro Luiz Maior de Aquino,Levante UD,44,0.0,0.0,19.0,0.0
Víctor Ruíz Torre,Espanyol,52,0.0,0.0,22.0,0.0
Raoul Cédric Loé,Osasuna,71,0.0,0.0,24.0,0.0
Antoine Mendy,OGC Nice,25,0.0,0.0,1.0,0.0
Gelson Dany Batalha Martins,AS Monaco,22,0.0,0.0,5.0,0.0
Lohann Doucet,Nantes,7,0.0,0.0,2.0,0.0
José Manuel Serrano Arenas,Levante UD,13,0.0,0.0,8.0,0.0
Jofre González Mateu,Levante UD,13,0.0,0.0,5.0,0.0
Esther Morgan,Tottenham Hotspur Women,263,0.0,0.0,67.0,0.0
José Maria Rodrigues Alves,Brazil,23,0.0,0.0,5.0,0.0
Sada Thioub,Angers,13,0.0,0.0,2.0,0.0
Neven Subotić,Borussia Dortmund,430,0.0,0.0,167.0,0.0
Amdy Moustapha Faye,Portsmouth,45,0.0,0.0,12.0,0.0
Boris Živković,Portsmouth,14,0.0,0.0,6.0,0.0
Miguel Ángel Almirón Rejala,Paraguay,37,0.0,0.0,9.0,0.0
Pedro Mosquera Parada,RC Deportivo La Coruña,1625,0.0,0.0,461.0,0.0
Klaus Allofs,Germany,6,0.0,0.0,1.0,0.0
Manuel Jesús Ortiz Toribio,Málaga,25,0.0,0.0,5.0,0.0
Mathieu Choiniere,Canada,64,0.0,0.0,17.0,0.0
Dimitrios Siovas,Huesca,54,0.0,0.0,23.0,0.0
Janni Arnth-Jensen,Arsenal WFC,172,0.0,0.0,61.0,0.0
Claire Emslie,Scotland Women's,43,0.0,0.0,13.0,0.0
Aleksandar Ignjovski,Eintracht Frankfurt,379,0.0,0.0,155.0,0.0
Jeffrey Astle,England,5,0.0,0.0,2.0,0.0
Emilio Nsue López,Equatorial Guinea,47,0.0,0.0,3.0,0.0
Sandro Ramírez Castillo,Real Valladolid,13,0.0,0.0,4.0,0.0
David Costas Cordal,Celta Vigo,32,0.0,0.0,17.0,0.0
Saido Berahino,West Bromwich Albion,356,0.0,0.0,62.0,0.0
Giulio Donati,Bayer Leverkusen,385,0.0,0.0,176.0,0.0
Lorenzo Pasciuti,Carpi,511,0.0,0.0,181.0,0.0
Juan Guillermo Cuadrado Bello,Chelsea,9,0.0,0.0,1.0,0.0
Eun-Mi Lee,Korea Republic Women's,41,0.0,0.0,21.0,0.0
Emmanuel Adebayor,Real Madrid,5,0.0,0.0,2.0,0.0
Rubén de la Red Gutiérrez,Getafe,31,0.0,0.0,12.0,0.0
David Olatukunbo Alaba,Bayern Munich,2399,0.0,0.0,650.0,0.0
Colin Cameron,Wolverhampton Wanderers,53,0.0,0.0,12.0,0.0
Farid Boulaya,Metz,22,0.0,0.0,8.0,0.0
Víctor Pérez Alonso,Real Valladolid,38,0.0,0.0,9.0,0.0
Rafael van der Vaart,Real Madrid,36,0.0,0.0,12.0,0.0
Adrian Mutu,Chelsea,43,0.0,0.0,10.0,0.0
Juan Jesús Gutiérrez Robles,Málaga,42,0.0,0.0,13.0,0.0
Christian Abbiati,Atlético Madrid,31,0.0,0.0,30.0,0.0
Peter Reid,England,28,0.0,0.0,6.0,0.0
Fernando José da Silva Freitas Meira,Real Zaragoza,25,0.0,0.0,6.0,0.0
Paulo Assunção da Silva,RC Deportivo La Coruña,31,0.0,0.0,8.0,0.0
Lacina Traoré,AS Monaco,107,0.0,0.0,23.0,0.0
Carla Valentina Guerrero Puelle,Chile Women's,65,0.0,0.0,33.0,0.0
Paolo Sammarco,Frosinone,681,0.0,0.0,238.0,0.0
Pervis Josué Estupiñán Tenorio,Osasuna,24,0.0,0.0,11.0,0.0
Edouard Cissé,AS Monaco,13,0.0,0.0,4.0,0.0
Santiago Tomás Giménez,Mexico,22,0.0,0.0,3.0,0.0
Guillermo Alfonso Maripán Loaysa,AS Monaco,57,0.0,0.0,20.0,0.0
Henrik Pedersen,Bolton Wanderers,15,0.0,0.0,6.0,0.0
Raúl García Escudero,Athletic Club,729,0.0,0.0,223.0,0.0
Víctor Vázquez Solsona,Toronto FC,8,0.0,0.0,0.0,
Franco Zuculini,Bologna,14,0.0,0.0,4.0,0.0
