player,team,total_passes,total_opponents_packed,avg_packing_per_pass,progressive_passes,avg_packing_progressive
Bambanani Nolufefe Mbane,South Africa Women's,46,16.0,0.35,16.0,0.69
Jackie Groenen,Netherlands Women's,397,137.0,0.35,130.0,0.62
Caitlin Jade Foord,Australia Women's,139,48.0,0.35,36.0,0.83
Robin Olsen,Sweden,89,31.0,0.35,76.0,0.41
Sandy Baltimore,France Women's,70,24.0,0.34,18.0,0.5
Jordyn Pamela Huitema,Canada Women's,32,11.0,0.34,10.0,0.6
Jonathan Tah,Bayer Leverkusen,1601,550.0,0.34,684.0,0.6
Predrag Rajković,Serbia,47,16.0,0.34,32.0,0.5
Heorhii Bushchan,Ukraine,76,26.0,0.34,56.0,0.39
Serhiy Kryvtsov,Ukraine,29,10.0,0.34,10.0,0.8
Harry Maguire,England,586,198.0,0.34,270.0,0.62
Michal Ďuriš,Slovakia,6,2.0,0.33,0.0,
Heorhii Tsitaishvili,Georgia,24,8.0,0.33,4.0,1.0
Gerson Torres Barrantes,Costa Rica,6,2.0,0.33,0.0,
Nathaniel Atkinson,Australia,12,4.0,0.33,4.0,0.75
Sara Däbritz,Germany Women's,263,87.0,0.33,107.0,0.5
Felix Passlack,Bochum,6,2.0,0.33,2.0,0.5
Thembi Kgatlana,South Africa Women's,48,16.0,0.33,4.0,1.5
Tuija Annika Hyyrynen,WNT Finland,6,2.0,0.33,6.0,0.33
Yussuf Yurary Poulsen,Denmark,85,28.0,0.33,23.0,0.74
Christoph Klarer,Darmstadt 98,6,2.0,0.33,2.0,1.0
Youssouf Sabaly,Senegal,173,57.0,0.33,51.0,0.71
Olivia Alexandra Davies Isip McDaniel,Philippines Women's,30,10.0,0.33,29.0,0.34
Lina Mona Andréa Hurtig,Sweden Women's,108,36.0,0.33,32.0,0.5
Raphaël Varane,France,448,146.0,0.33,226.0,0.59
Hirving Rodrigo Lozano Bahena,Mexico,93,31.0,0.33,25.0,0.88
Morteza Pouraliganji,Iran,79,26.0,0.33,34.0,0.68
Lineth Beerensteyn,Netherlands Women's,73,24.0,0.33,10.0,0.6
Merle Frohms,Germany Women's,132,44.0,0.33,94.0,0.47
Marcos Javier Acuña,Argentina,167,53.0,0.32,37.0,0.68
Halimatu Ibrahim Ayinde,Nigeria Women's,71,23.0,0.32,34.0,0.47
Alphonso Davies,Bayern Munich,22,7.0,0.32,5.0,1.2
Chiamaka Cynthia Nnadozie,Nigeria Women's,79,25.0,0.32,70.0,0.36
Ingibjörg Sigurðardóttir,Iceland Women's,68,22.0,0.32,22.0,0.77
Alexandra Riley,New Zealand Women's,171,55.0,0.32,83.0,0.53
Sven Ulreich,Bayern Munich,25,8.0,0.32,19.0,0.37
Kaylin Swart,South Africa Women's,63,20.0,0.32,54.0,0.35
Tinja-Riikka Tellervo Korpela,WNT Finland,31,10.0,0.32,20.0,0.4
Nélson Cabral Semedo,Portugal,62,20.0,0.32,16.0,0.5
Jason Denayer,Belgium,41,13.0,0.32,24.0,0.46
Andries Noppert,Netherlands,92,29.0,0.32,76.0,0.38
Franziska Kett,Germany Women's,25,8.0,0.32,8.0,0.38
Vyacheslav Karavaev,Russia,22,7.0,0.32,7.0,0.86
Abdou Diallo,Senegal,187,59.0,0.32,99.0,0.51
Simon Thorup Kjær,Denmark,268,83.0,0.31,123.0,0.59
Eva Sofia Jakobsson,Sweden Women's,86,27.0,0.31,30.0,0.53
Paulo Bruno Exequiel Dybala,Argentina,13,4.0,0.31,1.0,2.0
Raphaël Adelino José Guerreiro,Portugal,369,113.0,0.31,118.0,0.63
Grzegorz Krychowiak,Poland,202,63.0,0.31,68.0,0.68
Salis Abdul Samed,Ghana,111,34.0,0.31,26.0,0.65
Youssef Msakni,Tunisia,71,22.0,0.31,22.0,0.82
Lisa Lichtfus,Belgium Women's,61,19.0,0.31,24.0,0.67
Cecilie Fiskerstrand,Norway Women's,39,12.0,0.31,29.0,0.34
Daniel Bachmann,Austria,65,20.0,0.31,44.0,0.45
Hee-Chan Hwang,South Korea,35,11.0,0.31,7.0,0.71
Mariana Valeria Larroquette,Argentina Women's,27,8.0,0.3,8.0,0.38
Denis Lemi Zakaria Lako Lado,Switzerland,44,13.0,0.3,11.0,0.45
Maren Nævdal Mjelde,Norway Women's,395,119.0,0.3,184.0,0.53
Matej Maglica,Darmstadt 98,10,3.0,0.3,5.0,0.4
Mi-Ra Moon,Korea Republic Women's,40,12.0,0.3,13.0,0.85
Danielle van de Donk,Netherlands Women's,352,105.0,0.3,79.0,0.58
Ángel Fabián Di María Hernández,Argentina,253,76.0,0.3,76.0,0.63
Sofyan Amrabat,Morocco,296,89.0,0.3,101.0,0.62
Guro Pettersen,Norway Women's,33,10.0,0.3,23.0,0.43
Courtney Brosnan,Republic of Ireland Women's,37,11.0,0.3,26.0,0.42
Ellie Madison Carpenter,Australia Women's,319,96.0,0.3,140.0,0.59
Kendall Jamaal Waston Manley,Costa Rica,54,16.0,0.3,25.0,0.56
Mikael Lustig,Sweden,133,40.0,0.3,58.0,0.52
Sandra María Jessen,Iceland Women's,10,3.0,0.3,2.0,1.0
Livia Peng,Switzerland Women's,43,13.0,0.3,33.0,0.36
Yannick Ferreira Carrasco,Belgium,125,38.0,0.3,40.0,0.63
Pauline Peyraud Magnin,France Women's,144,42.0,0.29,93.0,0.44
Youssef En-Nesyri,Morocco,38,11.0,0.29,7.0,0.71
Celso Borges Mora,Costa Rica,132,38.0,0.29,48.0,0.54
Seung-Gyu Kim,South Korea,45,13.0,0.29,26.0,0.46
Hugo Lloris,France,222,65.0,0.29,185.0,0.35
Sebastián Coates Nión,Uruguay,90,26.0,0.29,44.0,0.45
Ria Percival,New Zealand Women's,94,27.0,0.29,40.0,0.4
Aïssa Bilal Laïdouni,Tunisia,136,39.0,0.29,61.0,0.34
Risa Shimizu,Japan Women's,294,85.0,0.29,86.0,0.59
Milan Borjan,Canada,51,15.0,0.29,38.0,0.39
Jung-Mi Kim,Korea Republic Women's,14,4.0,0.29,14.0,0.29
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,7,2.0,0.29,0.0,
Svava Rós Guðmundsdóttir,Iceland Women's,7,2.0,0.29,2.0,0.5
Anna Koivunen,WNT Finland,34,10.0,0.29,17.0,0.53
Héctor Alfredo Moreno Herrera,Mexico,182,53.0,0.29,70.0,0.6
Michy Batshuayi Tunga,Belgium,31,9.0,0.29,1.0,0.0
Antonee Robinson,United States,175,51.0,0.29,68.0,0.5
Felix Eduardo Torres Caicedo,Ecuador,159,44.0,0.28,77.0,0.49
Kamil Glik,Poland,124,35.0,0.28,46.0,0.67
Paul Pogba,France,328,93.0,0.28,128.0,0.47
Jordi Alba Ramos,Spain,660,186.0,0.28,157.0,0.63
Sibulele Cecilia Holweni,South Africa Women's,29,8.0,0.28,13.0,0.31
Toby Alderweireld,Belgium,570,160.0,0.28,236.0,0.59
Barbra Banda,Zambia Women's,18,5.0,0.28,3.0,0.67
Lena Lattwein,Germany Women's,60,17.0,0.28,19.0,0.42
Lucas Digne,France,25,7.0,0.28,5.0,0.6
Nikola Milenković,Serbia,196,55.0,0.28,79.0,0.52
Allyson Swaby,Jamaica Women's,92,26.0,0.28,43.0,0.42
Aaron Mooy,Australia,218,58.0,0.27,67.0,0.69
Azzedine Ounahi,Morocco,278,75.0,0.27,78.0,0.45
Ashley Elizabeth Marie Lawrence,Canada Women's,260,69.0,0.27,82.0,0.55
Yassine Bounou,Morocco,173,47.0,0.27,113.0,0.41
Giulia Gwinn,Germany Women's,306,83.0,0.27,91.0,0.56
Jayde Yuk Fun Riviere,Canada Women's,95,26.0,0.27,31.0,0.45
Olivia Clarke,Wales,33,9.0,0.27,17.0,0.47
Alexis Mac Allister,Argentina,279,75.0,0.27,70.0,0.46
Ludwig Augustinsson,Sweden,150,40.0,0.27,61.0,0.52
Nouhou Tolo,Cameroon,121,32.0,0.26,32.0,0.84
Mary Alexandra Earps,England Women's,147,38.0,0.26,92.0,0.38
Jordan Brian Henderson,England,308,79.0,0.26,100.0,0.45
Noussair Mazraoui,Morocco,76,20.0,0.26,32.0,0.34
Nicole Anyomi,Germany Women's,35,9.0,0.26,10.0,0.6
Stephanie-Elise Catley,Australia Women's,370,97.0,0.26,171.0,0.44
Maja Bay Østergaard,Denmark Women's,31,8.0,0.26,23.0,0.3
Jan Vertonghen,Belgium,525,137.0,0.26,214.0,0.53
Naïm Sliti,Tunisia,68,18.0,0.26,20.0,0.7
Carrie Jones,Wales,8,2.0,0.25,2.0,0.5
Shūichi Gonda,Japan,36,9.0,0.25,22.0,0.36
Sel-Gi Jang,Korea Republic Women's,192,48.0,0.25,60.0,0.58
Micky van de Ven,Netherlands,12,3.0,0.25,4.0,0.5
Ella Palis,France Women's,24,6.0,0.25,9.0,0.33
Thiago Emiliano da Silva,Brazil,361,91.0,0.25,154.0,0.49
Lautaro Javier Martínez,Argentina,51,13.0,0.25,4.0,0.5
Łukasz Skorupski,Poland,16,4.0,0.25,8.0,0.5
María Isabel Rodríguez Rivero,Spain Women's,24,6.0,0.25,17.0,0.35
Griedge Mbock Bathy Nka,France Women's,310,76.0,0.25,144.0,0.47
Lindsey Michelle Horan,United States Women's,279,71.0,0.25,98.0,0.45
Mathew Leckie,Australia,81,20.0,0.25,23.0,0.48
César Jasib Montes Castro,Mexico,179,44.0,0.25,81.0,0.49
Ismail Jakobs,Senegal,152,38.0,0.25,48.0,0.67
Bryan Oviedo,Costa Rica,79,20.0,0.25,29.0,0.31
Jessie Alexandra Fleming,Canada Women's,191,48.0,0.25,46.0,0.85
Marta Vieira da Silva,Brazil Women's,99,25.0,0.25,28.0,0.61
David Marshall,Scotland,37,9.0,0.24,35.0,0.26
Marina Hegering,Germany Women's,353,86.0,0.24,149.0,0.48
Ali Abdi,Tunisia,99,24.0,0.24,43.0,0.28
André Ayew Pelé,Ghana,29,7.0,0.24,2.0,0.5
Luka Lochoshvili,Georgia,17,4.0,0.24,3.0,0.67
Patricia Isabel Sousa Barros Morais,Portugal Women's,45,11.0,0.24,29.0,0.38
Jiahui Lou,China PR Women's,25,6.0,0.24,5.0,0.2
Iliman Ndiaye,Senegal,33,8.0,0.24,4.0,0.25
Jeremy Leonel Sarmiento Morante,Ecuador,50,12.0,0.24,14.0,0.5
André Miguel Valente Silva,Portugal,33,8.0,0.24,5.0,0.2
Eden Hazard,Belgium,297,71.0,0.24,95.0,0.28
Sara Björk Gunnarsdóttir,Iceland Women's,26,6.0,0.23,6.0,0.0
Albin Ekdal,Sweden,184,43.0,0.23,52.0,0.4
Débora Cristiane de Oliveira,Brazil Women's,95,22.0,0.23,25.0,0.64
Linda Dallmann,Germany Women's,100,23.0,0.23,31.0,0.55
Lina Magull,Germany Women's,203,47.0,0.23,51.0,0.49
Jan Bednarek,Poland,228,53.0,0.23,96.0,0.41
Darwin Gabriel Núñez Ribeiro,Uruguay,74,17.0,0.23,20.0,0.25
Josha Mamadou Karaboue Vagnoman,VfB Stuttgart,22,5.0,0.23,2.0,1.0
Lebogang Ramalepe,South Africa Women's,142,33.0,0.23,52.0,0.5
Leander Dendoncker,Belgium,119,27.0,0.23,37.0,0.41
Salem Mohammed Al Dawsari,Saudi Arabia,191,43.0,0.23,54.0,0.46
Marvin Friedrich,Borussia Mönchengladbach,23,5.0,0.22,8.0,0.38
Thibaut Courtois,Belgium,286,64.0,0.22,165.0,0.38
José Ignacio Fernández Iglesias,Spain,148,32.0,0.22,37.0,0.68
Matthew Charles Turner,United States,100,22.0,0.22,61.0,0.34
Éder Gabriel Militão,Brazil,286,63.0,0.22,126.0,0.37
Adriana Kristina Leon,Canada Women's,27,6.0,0.22,8.0,0.25
Arkadiusz Milik,Poland,23,5.0,0.22,5.0,0.2
Alexandra Morgan Carrasco,United States Women's,90,19.0,0.21,21.0,0.38
Hernán Ismael Galíndez,Ecuador,29,6.0,0.21,17.0,0.35
Lawrence Ati-Zigi,Ghana,39,8.0,0.21,19.0,0.42
André Onana,Cameroon,48,10.0,0.21,35.0,0.29
Gregor Kobel,Switzerland,14,3.0,0.21,8.0,0.25
Estefanía Romina Banini Ruiz,Argentina Women's,112,23.0,0.21,25.0,0.24
Neymar da Silva Santos Junior,Brazil,276,57.0,0.21,85.0,0.4
Giovanni Reyna,United States,78,16.0,0.21,30.0,0.23
Dejan Lovren,Croatia,461,99.0,0.21,185.0,0.46
Dries Mertens,Belgium,122,26.0,0.21,36.0,0.44
Nicolas Jackson,Senegal,14,3.0,0.21,4.0,0.75
Daniela Solera Vega,Costa Rica Women's,38,8.0,0.21,22.0,0.36
Kadeisha Buchanan,Canada Women's,239,50.0,0.21,92.0,0.52
Aurora Watten Mikalsen,Norway Women's,52,11.0,0.21,40.0,0.28
Asisat Lamina Oshoala,Nigeria Women's,43,9.0,0.21,15.0,0.47
Federico Santiago Valverde Dipetta,Uruguay,326,68.0,0.21,137.0,0.35
Thiago Alcântara do Nascimento,Spain,144,30.0,0.21,35.0,0.66
Rodrygo Silva de Goes,Brazil,115,24.0,0.21,26.0,0.35
Daler Kuzyaev,Russia,115,24.0,0.21,32.0,0.28
Óscar Esau Duarte Gaitán,Costa Rica,87,17.0,0.2,38.0,0.32
Cyle Larin,Canada,61,12.0,0.2,19.0,0.32
Marcus Rashford,England,88,18.0,0.2,11.0,0.45
Alyssa Michele Naeher,United States Women's,140,28.0,0.2,117.0,0.24
Hrvoje Smolčić,Eintracht Frankfurt,5,1.0,0.2,3.0,0.33
Maximilian Eggestein,Freiburg,5,1.0,0.2,3.0,0.33
Corentin Tolisso,France,127,26.0,0.2,35.0,0.57
Mohamed Salisu,Ghana,127,26.0,0.2,53.0,0.36
Noxolo Cesane,South Africa Women's,5,1.0,0.2,1.0,1.0
Selina Cerci,Germany Women's,5,1.0,0.2,0.0,
Alistair Johnston,Canada,307,60.0,0.2,128.0,0.38
Adriana Nanclares Romero,Spain Women's,35,7.0,0.2,21.0,0.29
Romain Saïss,Morocco,286,56.0,0.2,137.0,0.37
Achraf Hakimi Mouh,Morocco,462,93.0,0.2,131.0,0.38
Moisés Isaac Caicedo Corozo,Ecuador,188,37.0,0.2,63.0,0.3
Shuang Wang,China PR Women's,115,23.0,0.2,37.0,0.32
Marcos Aoás Corrêa,Brazil,381,78.0,0.2,156.0,0.35
Francisco Javier Calvo Quesada,Costa Rica,155,31.0,0.2,73.0,0.36
Kevin Volland,Germany,5,1.0,0.2,0.0,
Elisa Bartoli,Italy Women's,153,30.0,0.2,67.0,0.33
Pape Matar Sarr,Senegal,106,21.0,0.2,26.0,0.73
Laura Giuliani,Italy Women's,253,49.0,0.19,156.0,0.31
Piero Martín Hincapié Reyna,Ecuador,160,30.0,0.19,55.0,0.47
Munir Mohand Mohamedi,Morocco,42,8.0,0.19,30.0,0.27
William Silva de Carvalho,Portugal,299,58.0,0.19,102.0,0.28
Tamires Cássia Dias de Britto,Brazil Women's,282,53.0,0.19,92.0,0.36
Montassar Omar Talbi,Tunisia,160,30.0,0.19,66.0,0.38
Kalidou Koulibaly,Senegal,330,63.0,0.19,153.0,0.36
Thomas Vermaelen,Belgium,124,24.0,0.19,57.0,0.32
Cheikhou Kouyaté,Senegal,47,9.0,0.19,9.0,0.22
Catherine Musonda,Zambia Women's,27,5.0,0.19,18.0,0.28
Nahuel Molina Lucero,Argentina,257,50.0,0.19,58.0,0.4
Artem Dzyuba,Russia,101,19.0,0.19,20.0,0.35
Kerly Théus,Haiti Women's,31,6.0,0.19,19.0,0.32
Olivier Giroud,France,114,22.0,0.19,26.0,0.23
So-Hyun Cho,Korea Republic Women's,125,24.0,0.19,54.0,0.24
Emily Louise van Egmond,Australia Women's,302,55.0,0.18,102.0,0.36
Sacha Boey,Bayern Munich,17,3.0,0.18,4.0,0.25
Sardar Azmoun,Iran,39,7.0,0.18,10.0,0.3
Jonathan David,Canada,134,24.0,0.18,43.0,0.37
Khadija Monifa Shaw,Jamaica Women's,57,10.0,0.18,16.0,0.25
Sara Gama,Italy Women's,142,26.0,0.18,78.0,0.27
Carlos Armando Gruezo Arboleda,Ecuador,33,6.0,0.18,13.0,0.46
Elizabeth Doon Hassett,New Zealand Women's,51,9.0,0.18,12.0,0.33
Cristian Gabriel Romero,Argentina,435,80.0,0.18,166.0,0.37
Olivia Chance,New Zealand Women's,56,10.0,0.18,16.0,0.5
Ali Albulayhi,Saudi Arabia,55,10.0,0.18,25.0,0.28
Adriana María Sachs,Argentina Women's,17,3.0,0.18,9.0,0.33
Danilo Luiz da Silva,Brazil,353,62.0,0.18,131.0,0.24
Ismael Koné,Canada,197,36.0,0.18,64.0,0.33
Ismaïla Sarr,Senegal,114,20.0,0.18,31.0,0.39
André-Frank Zambo Anguissa,Cameroon,223,41.0,0.18,68.0,0.25
Kathellen Sousa Feitoza,Brazil Women's,133,23.0,0.17,62.0,0.32
Rosemary Kathleen Lavelle,United States Women's,149,25.0,0.17,52.0,0.42
Jeremie Frimpong,Netherlands,6,1.0,0.17,0.0,
Crystal Alyssia Dunn Soubrier,United States Women's,348,58.0,0.17,153.0,0.25
Andriy Lunin,Ukraine,12,2.0,0.17,8.0,0.25
Badr Banoun,Morocco,6,1.0,0.17,2.0,0.5
Johan Alberto Venegas Ulloa,Costa Rica,36,6.0,0.17,10.0,0.0
Sandra Sigurðardóttir,Iceland Women's,71,12.0,0.17,41.0,0.27
Edouard Mendy,Senegal,177,30.0,0.17,113.0,0.27
Richie Laryea,Canada,82,14.0,0.17,28.0,0.18
Refiloe Jane,South Africa Women's,70,12.0,0.17,20.0,0.35
Christine Margaret Sinclair,Canada Women's,148,25.0,0.17,33.0,0.48
Loan Hoàng Thị,Vietnam Women's,18,3.0,0.17,6.0,0.17
Mathew Ryan,Australia,170,29.0,0.17,121.0,0.22
Francesca Kirby,England Women's,258,45.0,0.17,68.0,0.35
Anis Ben Slimane,Tunisia,86,15.0,0.17,24.0,0.29
Dylan Daniel Mahmoud Bronn,Tunisia,63,11.0,0.17,23.0,0.35
Rodrigo Bentancur Colmán,Uruguay,291,49.0,0.17,90.0,0.34
Geum-Min Lee,Korea Republic Women's,77,13.0,0.17,22.0,0.23
Axel Witsel,Belgium,404,66.0,0.16,98.0,0.37
Alanna Stephanie Kennedy,Australia Women's,345,54.0,0.16,160.0,0.26
Eugénie Le Sommer,France Women's,190,31.0,0.16,52.0,0.21
Sophie Schmidt,Canada Women's,244,40.0,0.16,103.0,0.33
Maya Yoshida,Japan,294,48.0,0.16,118.0,0.31
Ali Maâloul,Tunisia,183,29.0,0.16,64.0,0.36
Ayaka Yamashita,Japan Women's,132,21.0,0.16,88.0,0.24
Beatriz Zaneratto João,Brazil Women's,43,7.0,0.16,7.0,0.14
Idrissa Gana Gueye,Senegal,176,28.0,0.16,56.0,0.23
María Florencia Bonsegundo,Argentina Women's,77,12.0,0.16,14.0,0.21
Maciej Rybus,Poland,74,12.0,0.16,18.0,0.22
Melanie Leupolz,Germany Women's,130,19.0,0.15,47.0,0.23
Alireza Jahanbakhsh,Iran,33,5.0,0.15,12.0,0.17
Facundo Pellistri Rebollo,Uruguay,71,11.0,0.15,16.0,0.5
Nicolás Hernán Otamendi,Argentina,484,74.0,0.15,175.0,0.33
Keylor Navas Gamboa,Costa Rica,82,12.0,0.15,63.0,0.19
Rui Zhang,China PR Women's,193,28.0,0.15,70.0,0.23
Krépin Diatta,Senegal,164,25.0,0.15,55.0,0.2
Jakub Brabec,Czech Republic,7,1.0,0.14,3.0,0.33
Thị Hằng Khổng,Vietnam Women's,7,1.0,0.14,7.0,0.14
Benjamin Pavard,France,361,52.0,0.14,108.0,0.27
Abdessamad Ezzalzouli,Morocco,36,5.0,0.14,10.0,0.4
Marcus Berg,Sweden,69,10.0,0.14,12.0,0.17
Clare Elizabeth Polkinghorne,Australia Women's,72,10.0,0.14,24.0,0.21
Jae-Sung Lee,South Korea,116,16.0,0.14,24.0,0.17
Karina Sævik,Norway Women's,72,10.0,0.14,21.0,0.24
Alphonso Davies,Canada,207,30.0,0.14,54.0,0.13
Orbelín Pineda Alvarado,Mexico,66,9.0,0.14,21.0,0.24
Bartosz Salamon,Poland,7,1.0,0.14,1.0,1.0
José María Giménez de Vargas,Uruguay,314,44.0,0.14,138.0,0.28
Vinícius José Paixão de Oliveira Júnior,Brazil,83,12.0,0.14,15.0,0.33
Sophia Kleinherne,Germany Women's,63,8.0,0.13,21.0,0.19
João Mário Naval da Costa Eduardo,Portugal,149,19.0,0.13,30.0,0.03
Wahbi Khazri,Tunisia,64,8.0,0.13,8.0,0.88
Edson Omar Álvarez Velázquez,Mexico,187,24.0,0.13,75.0,0.23
Steve Mandanda,France,32,4.0,0.13,26.0,0.15
Young-Geul Yoon,Korea Republic Women's,8,1.0,0.13,8.0,0.13
Nayef Aguerd,Morocco,281,37.0,0.13,134.0,0.26
Deanne Cynthia Rose,Canada Women's,8,1.0,0.13,3.0,0.33
Ellyes Joris Skhiri,Tunisia,297,39.0,0.13,84.0,0.25
Alireza Safar Beiranvand,Iran,40,5.0,0.13,28.0,0.14
Sara Caroline Seger,Sweden Women's,367,49.0,0.13,122.0,0.27
Pape Gueye,Senegal,141,19.0,0.13,42.0,0.21
Letícia Izidoro Lima da Silva,Brazil Women's,30,4.0,0.13,18.0,0.22
Anga Dedryck Boyata,Belgium,234,30.0,0.13,85.0,0.24
Ferjani Sassi,Tunisia,137,18.0,0.13,36.0,0.42
Megan Anna Rapinoe,United States Women's,208,27.0,0.13,55.0,0.29
Diego Roberto Godín Leal,Uruguay,208,25.0,0.12,104.0,0.22
Sandra Paños García-Villamil,Spain Women's,100,12.0,0.12,81.0,0.15
Brandon Aguilera Zamora,Costa Rica,66,8.0,0.12,10.0,0.2
Roman Zobnin,Russia,168,20.0,0.12,44.0,0.2
Nicolas Moumi Ngamaleu,Cameroon,52,6.0,0.12,14.0,0.29
Linda Brigitta Sembrant,Sweden Women's,306,36.0,0.12,144.0,0.22
Álvaro Zamora,Costa Rica,34,4.0,0.12,1.0,1.0
Stephen Antunes Eustáquio,Canada,259,31.0,0.12,75.0,0.31
Jordan Ayew,Ghana,68,8.0,0.12,18.0,0.39
Jorge Eduardo Sánchez Ramos,Mexico,157,19.0,0.12,62.0,0.24
Amel Majri,France Women's,300,36.0,0.12,93.0,0.28
Aziz Eraltay Behich,Australia,211,25.0,0.12,46.0,0.24
Vivianne Miedema,Netherlands Women's,169,21.0,0.12,31.0,0.26
Mohamed Ali Ben Romdhane,Tunisia,19,2.0,0.11,5.0,0.2
Hanna Erica Maria Glas,Sweden Women's,351,38.0,0.11,123.0,0.25
Berglind Björg Þorvaldsdóttir,Iceland Women's,18,2.0,0.11,2.0,0.0
Guillermo Varela Olivera,Uruguay,151,16.0,0.11,40.0,0.33
Mathías Olivera Miramontes,Uruguay,246,26.0,0.11,92.0,0.08
Kevin Nahin Álvarez Campos,Mexico,9,1.0,0.11,4.0,0.25
Jesús Daniel Gallardo Vasconcelos,Mexico,193,21.0,0.11,67.0,0.19
Damián Emiliano Martínez,Argentina,245,27.0,0.11,126.0,0.21
Hiroki Sakai,Japan,156,17.0,0.11,49.0,0.29
Francisca Ordega,Nigeria Women's,47,5.0,0.11,17.0,0.24
Giorgian Daniel De Arrascaeta Benedetti,Uruguay,109,12.0,0.11,37.0,0.11
Allysha Lyn Chapman,Canada Women's,139,15.0,0.11,46.0,0.26
Jean-Charles Castelletto,Cameroon,205,20.0,0.1,76.0,0.22
Juan Pablo Vargas Campos,Costa Rica,87,9.0,0.1,34.0,0.21
Domagoj Vida,Croatia,305,30.0,0.1,137.0,0.19
Jonathan Osorio,Canada,150,15.0,0.1,31.0,0.1
Andressa Alves da Silva,Brazil Women's,60,6.0,0.1,15.0,0.13
Thomas Lemar,France,50,5.0,0.1,15.0,0.33
Karim Ansarifard,Iran,20,2.0,0.1,7.0,0.29
Fedor Kudryashov,Russia,97,10.0,0.1,42.0,0.19
Timo Werner,Germany,72,7.0,0.1,11.0,0.09
Maria Thorisdottir,Norway Women's,243,25.0,0.1,105.0,0.21
Matías Vecino Falero,Uruguay,245,21.0,0.09,77.0,0.1
Rut Hedvig Lindahl,Sweden Women's,214,19.0,0.09,167.0,0.11
Bruno Guimarães Rodriguez Moura,Brazil,228,20.0,0.09,58.0,0.19
Mohammed Al Burayk,Saudi Arabia,218,20.0,0.09,38.0,0.37
Francisco Guillermo Ochoa Magaña,Mexico,107,10.0,0.09,76.0,0.12
Hina Sugita,Japan Women's,243,21.0,0.09,63.0,0.21
Gabriel Fernando de Jesus,Brazil,75,7.0,0.09,21.0,0.24
Saki Kumagai,Japan Women's,295,28.0,0.09,101.0,0.26
Exequiel Alejandro Palacios,Argentina,74,7.0,0.09,15.0,0.13
Valentina Giacinti,Italy Women's,47,4.0,0.09,6.0,0.0
Yassine Meriah,Tunisia,337,30.0,0.09,156.0,0.15
Emil Krafth,Sweden,48,4.0,0.08,15.0,0.2
Vanina Noemí Correa,Argentina Women's,74,6.0,0.08,54.0,0.11
Edinson Roberto Cavani Gómez,Uruguay,77,6.0,0.08,20.0,0.15
Karim Onisiwo,FSV Mainz 05,51,4.0,0.08,18.0,0.22
Fabian Holland,Darmstadt 98,294,24.0,0.08,162.0,0.1
Roozbeh Cheshmi,Iran,12,1.0,0.08,5.0,0.2
Valentina Cernoia,Italy Women's,133,10.0,0.08,48.0,0.13
José Martín Cáceres Silva,Uruguay,193,15.0,0.08,72.0,0.19
José Andrés Guardado Hernández,Mexico,123,8.0,0.07,31.0,0.1
Koen Casteels,Wolfsburg,369,27.0,0.07,260.0,0.1
Lisandro Martínez,Argentina,353,26.0,0.07,112.0,0.21
Yuto Nagatomo,Japan,183,12.0,0.07,51.0,0.14
Aïssatou Tounkara,France Women's,45,3.0,0.07,17.0,0.12
Ante Rebić,Croatia,76,5.0,0.07,26.0,0.12
Gonzalo Ariel Montiel,Argentina,160,11.0,0.07,39.0,0.18
Kamil Grosicki,Poland,46,3.0,0.07,11.0,0.18
Artur Jędrzejczyk,Poland,44,3.0,0.07,16.0,0.19
Lucía García Córdoba,Spain Women's,70,4.0,0.06,12.0,0.25
Alexander Djiku,Ghana,84,5.0,0.06,25.0,0.2
Sara Doorsoun-Khajeh,Germany Women's,338,19.0,0.06,121.0,0.08
Noko Matlou,South Africa Women's,70,4.0,0.06,25.0,0.12
Luis Alberto Suárez Díaz,Uruguay,117,7.0,0.06,33.0,0.09
Šime Vrsaljko,Croatia,313,19.0,0.06,87.0,0.13
Héctor Miguel Herrera López,Mexico,204,12.0,0.06,70.0,0.1
Viktor Claesson,Sweden,108,6.0,0.06,34.0,0.06
Sergio Rochet Álvarez,Uruguay,127,6.0,0.05,70.0,0.09
Nicolás Alejandro Tagliafico,Argentina,494,25.0,0.05,118.0,0.09
Aurora Galli,Italy Women's,75,4.0,0.05,20.0,0.05
Ugochi Desire Oparanozie,Nigeria Women's,43,2.0,0.05,10.0,0.2
Wajdi Kechrida,Tunisia,128,6.0,0.05,44.0,0.09
Carlos Uriel Antuna Romero,Mexico,63,3.0,0.05,13.0,0.0
Viviane Asseyi,France Women's,43,2.0,0.05,15.0,0.0
Rui Pedro dos Santos Patrício,Portugal,99,5.0,0.05,68.0,0.06
Linda Sällström,WNT Finland,21,1.0,0.05,4.0,0.0
Gideon Mensah,Ghana,126,6.0,0.05,46.0,0.07
Lucas Hernández Pi,France,243,13.0,0.05,63.0,0.05
Jeffrey Gouweleeuw,Augsburg,425,16.0,0.04,194.0,0.07
Jules Olivier Ntcham,Cameroon,145,6.0,0.04,51.0,0.1
Oliver Baumann,Hoffenheim,979,41.0,0.04,664.0,0.06
Mário Figueira Fernandes,Russia,210,9.0,0.04,76.0,0.07
Joshua Kimmich,Bayern Munich,1449,54.0,0.04,477.0,0.07
Maximilian Arnold,Wolfsburg,1090,46.0,0.04,270.0,0.12
